Number of electrode bursts,Number of electrodes,Beginning of network burst (s),End of network burst (s),Network burst duration (s),Average electrode burst duration (s),Number of spikes
13,13,137.46928,138.45472,0.9854400000000112,0.7155261538461581,1316
15,15,141.82512,142.61184,0.7867200000000025,0.5309546666666696,1011
13,13,373.49376,374.52536,1.031599999999969,0.7811753846153894,1454
14,14,378.48824,379.25152,0.7632800000000088,0.6160514285714304,1139
14,14,521.286,522.29456,1.0085600000001023,0.7796000000000163,1569
