Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
C3_11,40,88.80064,89.3644,0.563760000000002
C3_11,20,93.30848,93.56904,0.2605599999999981
C3_11,25,97.85992,98.09368,0.23376000000000374
C3_11,25,103.35888,103.70344,0.3445600000000013
C3_11,22,109.40672,109.68808,0.2813599999999923
C3_11,35,159.95872,160.29616,0.33743999999998664
C3_11,9,160.52568,160.84112,0.3154399999999953
C3_11,34,170.05648,170.54688,0.49039999999999395
C3_11,25,188.62416,189.00032,0.3761599999999987
C3_11,28,207.83984,208.19552,0.35567999999997824
C3_11,29,238.3764,238.82984,0.4534400000000005
C3_11,5,238.96584,239.14392,0.17808000000002266
C3_11,26,249.302,249.6768,0.37479999999999336
C3_11,22,293.54496,293.93408,0.38911999999999125
C3_11,20,315.30408,315.77816,0.47408000000001493
C3_11,19,351.45296,351.87136,0.4183999999999628
C3_11,16,372.80392,373.34376,0.5398399999999697
C3_11,5,373.44984,373.61512,0.16527999999999565
C3_11,17,395.3924,395.79416,0.4017599999999675
C3_11,6,420.5936,420.76352,0.16992000000004737
C3_11,13,448.09736,448.43328,0.3359200000000442
C3_12,62,88.7952,89.5284,0.7332000000000107
C3_12,29,93.28976,93.59488,0.3051200000000023
C3_12,35,97.87104,98.23216,0.36111999999999966
C3_12,35,103.40176,103.66664,0.2648800000000051
C3_12,40,109.45256,109.78312,0.3305599999999913
C3_12,59,159.78896,160.62584,0.8368800000000078
C3_12,40,170.15696,170.55824,0.40128000000001407
C3_12,44,188.74072,189.18936,0.4486399999999833
C3_12,31,207.84488,208.17984,0.3349600000000237
C3_12,26,238.47736,238.82496,0.3475999999999999
C3_12,38,249.2232,249.79112,0.5679200000000151
C3_12,29,293.53584,293.99072,0.45488000000000284
C3_12,32,315.36528,315.84672,0.4814400000000205
C3_12,26,351.46864,351.8596,0.39096000000000686
C3_12,29,373.06032,373.51336,0.45303999999998723
C3_12,19,395.5448,395.86824,0.32344000000000506
C3_12,21,448.27752,448.46544,0.18792000000001963
C3_12,5,479.98976,480.16928,0.179520000000025
C3_12,6,510.8528,510.98744,0.13463999999999032
C3_12,5,587.024,587.20168,0.17768000000000939
C3_13,18,88.83808,89.2016,0.36351999999999407
C3_13,12,93.32776,93.46184,0.1340799999999973
C3_13,10,97.95224,98.04032,0.08807999999999083
C3_13,12,103.40792,103.57408,0.16615999999999076
C3_13,15,109.5356,109.67296,0.13736000000000104
C3_13,18,159.88248,160.25328,0.3708000000000027
C3_13,8,170.21632,170.39192,0.17560000000000286
C3_13,10,188.71152,188.934,0.22247999999999024
C3_13,6,208.054,208.10816,0.05415999999999599
C3_13,11,238.53848,238.69528,0.15680000000000405
C3_13,13,249.38984,249.56648,0.17664000000002034
C3_13,12,293.71984,293.87232,0.15248000000002548
C3_13,15,315.33504,315.64624,0.31119999999998527
C3_13,14,351.52032,351.7324,0.21207999999995764
C3_13,5,373.23808,373.35776,0.11967999999995982
C3_13,5,395.75096,395.83864,0.08767999999997755
C3_13,9,448.24136,448.40056,0.15919999999999845
C3_21,6,16.65576,16.70344,0.04767999999999972
C3_21,5,25.08784,25.18968,0.10183999999999926
C3_21,7,37.19992,37.34792,0.14800000000000324
C3_21,5,47.986,48.03336,0.04736000000000473
C3_21,64,88.80568,89.25456,0.4488800000000026
C3_21,12,89.3624,89.49048,0.1280800000000113
C3_21,8,89.64824,89.72848,0.08024000000000342
C3_21,29,93.32152,93.56928,0.24775999999999954
C3_21,5,93.70192,93.86568,0.16375999999999635
C3_21,36,97.79296,98.19848,0.4055200000000099
C3_21,6,98.34344,98.57592,0.23247999999999536
C3_21,43,103.35104,103.61232,0.2612799999999993
C3_21,42,109.40704,109.95264,0.5456000000000074
C3_21,63,159.83128,160.61888,0.7875999999999976
C3_21,51,169.96664,170.61128,0.6446399999999812
C3_21,54,188.44832,189.11976,0.6714400000000182
C3_21,7,189.238,189.30344,0.06543999999999528
C3_21,53,207.63104,208.28232,0.6512799999999856
C3_21,5,208.43064,208.46984,0.039199999999993906
C3_21,44,238.1,239.04304,0.9430399999999963
C3_21,5,248.90776,249.09864,0.19087999999999283
C3_21,45,249.26504,249.802,0.5369599999999934
C3_21,31,293.38392,293.94904,0.5651200000000358
C3_21,6,315.01576,315.11808,0.10232000000002017
C3_21,33,315.23064,315.67536,0.444720000000018
C3_21,6,315.81176,315.91536,0.10360000000002856
C3_21,12,350.81824,351.17376,0.3555200000000127
C3_21,40,351.40816,351.98592,0.577760000000012
C3_21,53,372.62328,373.7208,1.0975199999999745
C3_21,5,391.90096,392.01832,0.11736000000001923
C3_21,26,395.48208,395.86504,0.3829600000000255
C3_21,11,447.74296,448.0044,0.26143999999999323
C3_21,33,448.14968,448.60216,0.45248000000003685
C3_21,6,460.53648,460.8028,0.26632000000000744
