Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
C6_14,5,229.00432,229.15192,0.14759999999998286
C6_14,5,270.21032,270.2444,0.034079999999960364
C6_24,16,205.54024,206.086,0.5457600000000014
C6_24,16,229.59824,230.09304,0.4947999999999979
C6_24,15,270.91272,271.47712,0.5644000000000347
C6_24,15,290.74704,291.18512,0.4380799999999567
C6_24,14,343.44256,343.88352,0.4409599999999614
C6_24,16,379.78544,380.2148,0.42936000000003105
C6_24,16,417.70312,418.1272,0.42408000000000357
C6_24,14,439.61944,439.98024,0.36079999999998336
C6_24,16,459.85392,460.2424,0.38847999999995864
C6_24,14,477.99576,478.42872,0.43295999999998
C6_24,14,500.63104,500.9856,0.3545599999999922
C6_24,13,518.63048,519.00744,0.37695999999994
C6_24,14,541.968,542.41432,0.44632000000001426
C6_24,12,566.97496,567.26144,0.2864799999999832
