Electrode,Time (s)
C6_23,5.35096
C6_14,10.73616
C6_11,16.78496
C6_11,27.92784
C6_11,36.58568
C6_11,45.87688
C6_11,45.90152
C6_11,57.64552
C6_14,59.44408
C6_13,59.73416
C6_13,72.9512
C6_11,73.69648
C6_11,78.15368
C6_11,84.30064
C6_11,91.69544
C6_11,94.12536
C6_11,104.29272
C6_14,110.55832
C6_14,111.83136
C6_14,119.12144
C6_14,119.17248
C6_14,119.26056
C6_11,121.1164
C6_11,126.14752
C6_13,128.86648
C6_11,137.8724
C6_11,145.06008
C6_11,150.11984
C6_11,152.10712
C6_13,163.20736
C6_11,170.54544
C6_11,172.36408
C6_11,175.20208
C6_13,175.5984
C6_11,178.55072
C6_14,179.66872
C6_14,180.57248
C6_14,180.63096
C6_14,181.30528
C6_14,181.34768
C6_14,181.78912
C6_23,189.55328
C6_11,191.87088
C6_11,193.88864
C6_11,196.00992
C6_11,198.37536
C6_13,202.49832
C6_14,204.6888
C6_14,204.85096
C6_14,204.88216
C6_12,204.98344
C6_14,204.98656
C6_13,205.00032
C6_14,205.00104
C6_14,205.00896
C6_13,205.00912
C6_13,205.01272
C6_14,205.11144
C6_14,205.16896
C6_12,205.17048
C6_14,205.1712
C6_14,205.18152
C6_23,205.41104
C6_14,205.438
C6_24,205.54024
C6_24,205.58312
C6_24,205.61888
C6_24,205.65064
C6_24,205.6772
C6_24,205.72232
C6_13,205.73824
C6_24,205.74216
C6_24,205.79992
C6_24,205.8524
C6_24,205.88024
C6_24,205.90992
C6_24,205.93736
C6_24,205.96128
C6_24,206.01776
C6_24,206.04272
C6_24,206.086
C6_11,207.9584
C6_11,208.03376
C6_11,214.69664
C6_11,217.11544
C6_11,217.1544
C6_11,217.33952
C6_13,217.80144
C6_13,217.90248
C6_11,219.47544
C6_11,225.80192
C6_11,228.04032
C6_14,228.69096
C6_14,228.75936
C6_14,229.00432
C6_14,229.0872
C6_14,229.1028
C6_14,229.13184
C6_14,229.15192
C6_13,229.44264
C6_24,229.59824
C6_24,229.6452
C6_24,229.67504
C6_24,229.70368
C6_24,229.72336
C6_24,229.77568
C6_24,229.79896
C6_24,229.8196
C6_24,229.8408
C6_24,229.86144
C6_24,229.88112
C6_24,229.94176
C6_24,229.99456
C6_24,230.02376
C6_24,230.05584
C6_24,230.09304
C6_11,230.216
C6_11,231.98968
C6_11,234.1376
C6_11,245.0196
C6_13,246.02928
C6_14,246.06648
C6_12,246.31304
C6_12,246.40928
C6_24,246.44576
C6_11,246.46096
C6_14,246.50416
C6_13,246.576
C6_12,246.64688
C6_13,246.6704
C6_11,246.75776
C6_24,246.81128
C6_11,249.12224
C6_11,252.47896
C6_11,258.22368
C6_11,261.93
C6_11,266.06176
C6_11,267.93752
C6_11,268.00888
C6_11,268.16536
C6_14,269.9692
C6_14,270.04032
C6_14,270.10472
C6_14,270.21032
C6_14,270.2264
C6_14,270.23904
C6_14,270.24128
C6_13,270.24392
C6_14,270.2444
C6_12,270.31624
C6_11,270.31768
C6_13,270.34664
C6_13,270.41696
C6_13,270.85128
C6_24,270.91272
C6_24,270.96448
C6_24,271.02232
C6_24,271.11168
C6_24,271.13424
C6_24,271.1652
C6_24,271.18976
C6_24,271.21392
C6_24,271.23632
C6_24,271.25664
C6_24,271.27768
C6_24,271.32848
C6_24,271.36072
C6_24,271.3972
C6_24,271.47712
C6_11,276.66792
C6_23,276.69424
C6_11,281.11832
C6_11,281.228
C6_11,283.7268
C6_11,289.50888
C6_13,289.90528
C6_14,290.15544
C6_14,290.20328
C6_14,290.22744
C6_14,290.51584
C6_23,290.57896
C6_12,290.62576
C6_24,290.64232
C6_24,290.74704
C6_24,290.78816
C6_24,290.81096
C6_13,290.8172
C6_24,290.83352
C6_24,290.87568
C6_24,290.8948
C6_24,290.93168
C6_24,290.98696
C6_24,291.01088
C6_24,291.054
C6_24,291.08104
C6_24,291.11048
C6_24,291.144
C6_24,291.1728
C6_24,291.18512
C6_13,297.06936
C6_11,299.8708
C6_14,300.63696
C6_14,302.55368
C6_13,304.1348
C6_11,305.02632
C6_14,308.88864
C6_11,308.99296
C6_12,309.31664
C6_14,309.32128
C6_24,309.43176
C6_12,309.458
C6_13,309.7536
C6_11,309.88456
C6_13,309.94432
C6_11,310.04472
C6_11,310.1844
C6_13,310.26576
C6_11,310.35704
C6_13,312.32616
C6_13,312.61912
C6_11,313.10032
C6_11,316.6004
C6_14,320.89912
C6_13,321.66696
C6_14,325.2256
C6_14,325.5928
C6_14,325.59792
C6_12,325.62048
C6_11,325.79408
C6_11,325.81976
C6_14,325.9004
C6_13,325.99592
C6_11,329.99328
C6_11,330.05096
C6_11,333.53616
C6_11,341.62168
C6_14,342.91992
C6_14,342.9656
C6_14,343.00896
C6_11,343.27192
C6_24,343.44256
C6_24,343.47072
C6_24,343.49336
C6_24,343.51736
C6_24,343.53944
C6_24,343.56096
C6_24,343.59864
C6_24,343.62248
C6_24,343.646
C6_24,343.7288
C6_24,343.74888
C6_24,343.7744
C6_24,343.80072
C6_24,343.88352
C6_13,346.6564
C6_11,350.86864
C6_11,353.54368
C6_13,356.44192
C6_14,356.62696
C6_14,356.6464
C6_14,356.71416
C6_13,357.13536
C6_13,357.25976
C6_23,357.51048
C6_11,362.162
C6_11,362.19568
C6_11,367.2236
C6_13,369.22128
C6_11,373.1536
C6_13,373.25528
C6_13,374.88464
C6_11,377.0664
C6_11,377.12088
C6_11,377.268
C6_14,378.80304
C6_14,379.1224
C6_13,379.16592
C6_12,379.468
C6_24,379.78544
C6_24,379.81696
C6_24,379.83824
C6_24,379.85928
C6_24,379.8796
C6_24,379.90024
C6_24,379.91968
C6_24,379.93776
C6_24,379.95664
C6_24,379.97456
C6_24,379.9952
C6_14,380.05976
C6_24,380.08144
C6_24,380.1096
C6_24,380.14544
C6_24,380.1796
C6_24,380.2148
C6_11,385.51824
C6_11,385.62512
C6_11,387.94104
