Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,73.20976,A5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,73.21344,A4_12,0.018,,,,,,,,,,,,,,,,,,,,
,,73.22184,D4_44,0.014,,,,,,,,,,,,,,,,,,,,
,,73.2748,A3_32,0.029,,,,,,,,,,,,,,,,,,,,
,,73.29024,A2_43,0.016,,,,,,,,,,,,,,,,,,,,
,,73.31568,D6_23,0.022,,,,,,,,,,,,,,,,,,,,
,,73.37816,A4_31,0.025,,,,,,,,,,,,,,,,,,,,
,,73.3812,A3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,73.3976,A1_43,0.022,,,,,,,,,,,,,,,,,,,,
,,73.44752,A2_43,0.021,,,,,,,,,,,,,,,,,,,,
,,73.46632,D3_34,0.021,,,,,,,,,,,,,,,,,,,,
,,73.47032,B5_24,0.015,,,,,,,,,,,,,,,,,,,,
,,73.51064,A1_22,0.018,,,,,,,,,,,,,,,,,,,,
,,73.5132,A4_12,0.022,,,,,,,,,,,,,,,,,,,,
,,73.514,B6_33,0.017,,,,,,,,,,,,,,,,,,,,
,,73.51864,D2_31,0.03,,,,,,,,,,,,,,,,,,,,
,,73.52448,D6_24,0.019,,,,,,,,,,,,,,,,,,,,
,,73.5372,A3_22,0.015,,,,,,,,,,,,,,,,,,,,
,,73.54952,A2_22,0.03,,,,,,,,,,,,,,,,,,,,
,,73.56992,D4_44,0.013,,,,,,,,,,,,,,,,,,,,
,,73.57128,A1_22,0.02,,,,,,,,,,,,,,,,,,,,
,,73.58256,D2_31,0.028,,,,,,,,,,,,,,,,,,,,
,,73.58944,A3_32,0.035,,,,,,,,,,,,,,,,,,,,
,,73.64024,A5_43,0.027,,,,,,,,,,,,,,,,,,,,
,,73.6464,D6_23,0.023,,,,,,,,,,,,,,,,,,,,
,,73.65416,A3_32,0.036,,,,,,,,,,,,,,,,,,,,
,,73.67,D3_34,0.02,,,,,,,,,,,,,,,,,,,,
,,73.67168,A2_12,0.027,,,,,,,,,,,,,,,,,,,,
,,73.69776,B4_42,0.017,,,,,,,,,,,,,,,,,,,,
,,73.69976,A3_32,0.025,,,,,,,,,,,,,,,,,,,,
,,73.70464,A4_12,0.021,,,,,,,,,,,,,,,,,,,,
,,73.73704,A4_31,0.018,,,,,,,,,,,,,,,,,,,,
,,73.74616,B4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,73.74688,B6_33,0.019,,,,,,,,,,,,,,,,,,,,
,,73.74984,A3_21,0.019,,,,,,,,,,,,,,,,,,,,
,,73.76096,D3_33,0.016,,,,,,,,,,,,,,,,,,,,
,,73.76144,A3_32,0.023,,,,,,,,,,,,,,,,,,,,
,,73.76464,A4_31,0.036,,,,,,,,,,,,,,,,,,,,
,,73.77872,D6_44,0.014,,,,,,,,,,,,,,,,,,,,
,,73.78712,A3_32,0.022,,,,,,,,,,,,,,,,,,,,
,,73.828,A3_31,0.022,,,,,,,,,,,,,,,,,,,,
,,73.83216,A3_21,0.034,,,,,,,,,,,,,,,,,,,,
,,73.84568,A5_22,0.02,,,,,,,,,,,,,,,,,,,,
,,73.8564,A5_43,0.023,,,,,,,,,,,,,,,,,,,,
,,73.872,A5_22,0.024,,,,,,,,,,,,,,,,,,,,
,,73.87816,B4_42,0.019,,,,,,,,,,,,,,,,,,,,
,,73.88416,A5_43,0.022,,,,,,,,,,,,,,,,,,,,
,,73.89272,D6_23,0.023,,,,,,,,,,,,,,,,,,,,
,,73.90792,A4_14,0.02,,,,,,,,,,,,,,,,,,,,
,,73.91144,A3_32,0.028,,,,,,,,,,,,,,,,,,,,
,,73.91512,A3_23,0.017,,,,,,,,,,,,,,,,,,,,
,,73.9272,B3_24,0.017,,,,,,,,,,,,,,,,,,,,
,,73.94392,A3_21,0.035,,,,,,,,,,,,,,,,,,,,
,,73.9452,A4_14,0.024,,,,,,,,,,,,,,,,,,,,
,,73.97192,D4_44,0.015,,,,,,,,,,,,,,,,,,,,
,,73.97528,A4_14,0.025,,,,,,,,,,,,,,,,,,,,
,,73.98848,D3_34,0.025,,,,,,,,,,,,,,,,,,,,
,,74.00288,A1_32,0.015,,,,,,,,,,,,,,,,,,,,
,,74.02648,A3_31,0.022,,,,,,,,,,,,,,,,,,,,
,,74.04296,A4_31,0.024,,,,,,,,,,,,,,,,,,,,
,,74.04936,A4_12,0.018,,,,,,,,,,,,,,,,,,,,
,,74.0548,D2_31,0.026,,,,,,,,,,,,,,,,,,,,
,,74.10432,D3_34,0.024,,,,,,,,,,,,,,,,,,,,
,,74.1192,A5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,74.1504,D6_44,0.013,,,,,,,,,,,,,,,,,,,,
,,74.16752,A4_12,0.023,,,,,,,,,,,,,,,,,,,,
,,74.25504,A4_14,0.022,,,,,,,,,,,,,,,,,,,,
,,74.2616,D2_31,0.024,,,,,,,,,,,,,,,,,,,,
,,74.31224,D2_31,0.027,,,,,,,,,,,,,,,,,,,,
,,74.33088,D6_23,0.025,,,,,,,,,,,,,,,,,,,,
,,74.3312,A4_14,0.019,,,,,,,,,,,,,,,,,,,,
,,74.34208,A5_43,0.017,,,,,,,,,,,,,,,,,,,,
,,74.3432,A1_22,0.02,,,,,,,,,,,,,,,,,,,,
,,74.34696,C4_33,0.028,,,,,,,,,,,,,,,,,,,,
,,74.35832,A3_32,0.032,,,,,,,,,,,,,,,,,,,,
,,74.36136,A4_31,0.019,,,,,,,,,,,,,,,,,,,,
,,74.36256,A3_32,0.021,,,,,,,,,,,,,,,,,,,,
,,74.36432,A3_31,0.019,,,,,,,,,,,,,,,,,,,,
,,74.37512,C4_33,0.029,,,,,,,,,,,,,,,,,,,,
,,74.38136,A2_12,0.03,,,,,,,,,,,,,,,,,,,,
,,74.38456,D4_44,0.018,,,,,,,,,,,,,,,,,,,,
,,74.406,C4_33,0.025,,,,,,,,,,,,,,,,,,,,
,,74.436,C4_33,0.029,,,,,,,,,,,,,,,,,,,,
,,74.444,A2_12,0.035,,,,,,,,,,,,,,,,,,,,
,,74.46072,C4_33,0.024,,,,,,,,,,,,,,,,,,,,
,,74.4688,A1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,74.47792,A1_22,0.016,,,,,,,,,,,,,,,,,,,,
,,74.47936,A3_32,0.025,,,,,,,,,,,,,,,,,,,,
,,74.4832,C4_33,0.028,,,,,,,,,,,,,,,,,,,,
,,74.48416,B5_24,0.013,,,,,,,,,,,,,,,,,,,,
,,74.49064,A1_21,0.016,,,,,,,,,,,,,,,,,,,,
,,74.50608,C4_33,0.029,,,,,,,,,,,,,,,,,,,,
,,74.5064,A5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,74.53304,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,74.53496,B5_24,0.014,,,,,,,,,,,,,,,,,,,,
,,74.554,A2_43,0.02,,,,,,,,,,,,,,,,,,,,
,,74.55512,A2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,74.5588,C4_33,0.024,,,,,,,,,,,,,,,,,,,,
,,74.564,A5_32,0.018,,,,,,,,,,,,,,,,,,,,
,,74.57392,A3_32,0.02,,,,,,,,,,,,,,,,,,,,
,,74.6016,A1_22,0.019,,,,,,,,,,,,,,,,,,,,
,,74.6068,C4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,74.60808,A3_32,0.027,,,,,,,,,,,,,,,,,,,,
,,74.6128,D2_31,0.023,,,,,,,,,,,,,,,,,,,,
,,74.61832,A5_22,0.027,,,,,,,,,,,,,,,,,,,,
,,74.62264,A4_14,0.02,,,,,,,,,,,,,,,,,,,,
,,74.62296,D3_34,0.024,,,,,,,,,,,,,,,,,,,,
,,74.6348,C4_33,0.027,,,,,,,,,,,,,,,,,,,,
,,74.63504,D1_33,0.015,,,,,,,,,,,,,,,,,,,,
,,74.64928,D2_31,0.024,,,,,,,,,,,,,,,,,,,,
,,74.6528,A1_32,0.014,,,,,,,,,,,,,,,,,,,,
,,74.6632,A1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,74.67,C4_33,0.025,,,,,,,,,,,,,,,,,,,,
,,74.68168,A5_32,0.015,,,,,,,,,,,,,,,,,,,,
,,74.69232,B6_33,0.019,,,,,,,,,,,,,,,,,,,,
,,74.69416,A3_33,0.019,,,,,,,,,,,,,,,,,,,,
,,74.69632,C4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,74.70008,A5_32,0.015,,,,,,,,,,,,,,,,,,,,
,,74.70128,A5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,74.71272,D2_31,0.029,,,,,,,,,,,,,,,,,,,,
,,74.71816,D4_44,0.017,,,,,,,,,,,,,,,,,,,,
,,74.72184,A3_32,0.025,,,,,,,,,,,,,,,,,,,,
,,74.72704,D2_32,0.02,,,,,,,,,,,,,,,,,,,,
,,74.73664,D2_31,0.023,,,,,,,,,,,,,,,,,,,,
,,74.74304,D3_34,0.033,,,,,,,,,,,,,,,,,,,,
,,74.77352,A2_31,0.018,,,,,,,,,,,,,,,,,,,,
,,74.7948,D6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,74.79616,D2_31,0.03,,,,,,,,,,,,,,,,,,,,
,,74.79736,A4_12,0.019,,,,,,,,,,,,,,,,,,,,
,,74.80424,A2_42,0.029,,,,,,,,,,,,,,,,,,,,
,,74.82104,D3_34,0.025,,,,,,,,,,,,,,,,,,,,
,,74.82752,A5_32,0.015,,,,,,,,,,,,,,,,,,,,
,,74.83376,A2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,74.83544,D1_33,0.015,,,,,,,,,,,,,,,,,,,,
,,74.83576,A1_43,0.02,,,,,,,,,,,,,,,,,,,,
,,74.87128,A2_22,0.016,,,,,,,,,,,,,,,,,,,,
,,74.87528,A1_22,0.014,,,,,,,,,,,,,,,,,,,,
,,74.88024,A3_32,0.029,,,,,,,,,,,,,,,,,,,,
,,74.88096,B4_42,0.018,,,,,,,,,,,,,,,,,,,,
,,74.88808,D6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,74.90208,A3_32,0.02,,,,,,,,,,,,,,,,,,,,
,,74.90632,D6_23,0.02,,,,,,,,,,,,,,,,,,,,
,,74.91144,A1_22,0.027,,,,,,,,,,,,,,,,,,,,
,,74.93472,A5_22,0.025,,,,,,,,,,,,,,,,,,,,
,,74.93656,A5_43,0.033,,,,,,,,,,,,,,,,,,,,
,,74.94552,A1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,74.952,A2_22,0.022,,,,,,,,,,,,,,,,,,,,
,,74.9552,A3_32,0.025,,,,,,,,,,,,,,,,,,,,
,,74.97096,D6_23,0.02,,,,,,,,,,,,,,,,,,,,
,,75.01208,D2_31,0.028,,,,,,,,,,,,,,,,,,,,
,,75.03568,D2_31,0.034,,,,,,,,,,,,,,,,,,,,
,,75.06072,D6_23,0.02,,,,,,,,,,,,,,,,,,,,
,,75.07128,A2_22,0.031,,,,,,,,,,,,,,,,,,,,
,,75.07136,D2_31,0.031,,,,,,,,,,,,,,,,,,,,
,,75.0896,A3_31,0.02,,,,,,,,,,,,,,,,,,,,
,,75.09456,D2_31,0.023,,,,,,,,,,,,,,,,,,,,
,,75.1136,A2_12,0.028,,,,,,,,,,,,,,,,,,,,
,,75.11368,A4_31,0.015,,,,,,,,,,,,,,,,,,,,
,,75.12056,A3_32,0.03,,,,,,,,,,,,,,,,,,,,
,,75.13816,A5_43,0.024,,,,,,,,,,,,,,,,,,,,
,,75.15024,D2_31,0.025,,,,,,,,,,,,,,,,,,,,
,,75.1572,A4_14,0.021,,,,,,,,,,,,,,,,,,,,
,,75.17016,A2_43,0.026,,,,,,,,,,,,,,,,,,,,
,,75.18416,A3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,75.19544,A3_32,0.033,,,,,,,,,,,,,,,,,,,,
,,75.24144,A6_31,0.023,,,,,,,,,,,,,,,,,,,,
,,75.25352,A5_22,0.019,,,,,,,,,,,,,,,,,,,,
,,75.25696,A5_43,0.021,,,,,,,,,,,,,,,,,,,,
,,75.272,A2_22,0.03,,,,,,,,,,,,,,,,,,,,
,,75.28456,A3_32,0.031,,,,,,,,,,,,,,,,,,,,
,,75.2964,A3_32,0.03,,,,,,,,,,,,,,,,,,,,
,,75.34712,A5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,75.34992,D2_31,0.025,,,,,,,,,,,,,,,,,,,,
,,75.38544,A1_22,0.029,,,,,,,,,,,,,,,,,,,,
,,75.39344,A2_22,0.03,,,,,,,,,,,,,,,,,,,,
,,75.40312,B6_23,0.017,,,,,,,,,,,,,,,,,,,,
,,75.42384,D2_31,0.028,,,,,,,,,,,,,,,,,,,,
,,75.43904,A1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,75.44768,A5_22,0.027,,,,,,,,,,,,,,,,,,,,
,,75.45224,D4_44,0.019,,,,,,,,,,,,,,,,,,,,
,,75.45232,D3_34,0.02,,,,,,,,,,,,,,,,,,,,
,,75.45304,A3_32,0.033,,,,,,,,,,,,,,,,,,,,
,,75.46936,A3_32,0.023,,,,,,,,,,,,,,,,,,,,
,,75.47096,A1_22,0.018,,,,,,,,,,,,,,,,,,,,
,,75.48976,A5_22,0.035,,,,,,,,,,,,,,,,,,,,
,,75.52208,D4_34,0.016,,,,,,,,,,,,,,,,,,,,
,,75.5484,D3_33,0.014,,,,,,,,,,,,,,,,,,,,
,,75.56024,A5_32,0.018,,,,,,,,,,,,,,,,,,,,
,,75.57384,B4_42,0.017,,,,,,,,,,,,,,,,,,,,
,,75.58296,A5_22,0.028,,,,,,,,,,,,,,,,,,,,
,,75.59352,A3_32,0.034,,,,,,,,,,,,,,,,,,,,
,,75.59792,A2_42,0.029,,,,,,,,,,,,,,,,,,,,
,,75.59976,A5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,75.60264,A2_12,0.032,,,,,,,,,,,,,,,,,,,,
,,75.60936,A4_12,0.022,,,,,,,,,,,,,,,,,,,,
,,75.66096,A4_14,0.02,,,,,,,,,,,,,,,,,,,,
,,75.67064,B5_24,0.014,,,,,,,,,,,,,,,,,,,,
,,75.69408,A2_43,0.016,,,,,,,,,,,,,,,,,,,,
,,75.69648,D3_34,0.022,,,,,,,,,,,,,,,,,,,,
,,75.69856,A5_32,0.019,,,,,,,,,,,,,,,,,,,,
,,75.72248,D6_23,0.022,,,,,,,,,,,,,,,,,,,,
,,75.73824,A5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,75.74576,D6_23,0.016,,,,,,,,,,,,,,,,,,,,
,,75.76408,A5_43,0.026,,,,,,,,,,,,,,,,,,,,
,,75.77928,A1_22,0.021,,,,,,,,,,,,,,,,,,,,
,,75.78544,A1_22,0.016,,,,,,,,,,,,,,,,,,,,
,,75.8044,B4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,75.84208,A4_31,0.015,,,,,,,,,,,,,,,,,,,,
,,75.85648,A4_14,0.015,,,,,,,,,,,,,,,,,,,,
,,75.8636,A1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,75.8784,A5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,75.90784,B4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,75.90832,A2_31,0.02,,,,,,,,,,,,,,,,,,,,
,,75.91736,A3_31,0.031,,,,,,,,,,,,,,,,,,,,
,,75.94296,A3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,75.95264,A2_43,0.022,,,,,,,,,,,,,,,,,,,,
,,75.97408,A1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,75.97584,D2_31,0.03,,,,,,,,,,,,,,,,,,,,
,,75.99584,A1_22,0.019,,,,,,,,,,,,,,,,,,,,
,,76.01112,B6_33,0.02,,,,,,,,,,,,,,,,,,,,
,,76.0364,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,76.06008,A5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,76.06736,A5_22,0.025,,,,,,,,,,,,,,,,,,,,
,,76.07712,D6_23,0.017,,,,,,,,,,,,,,,,,,,,
,,76.08136,B6_33,0.017,,,,,,,,,,,,,,,,,,,,
,,76.08912,D2_31,0.026,,,,,,,,,,,,,,,,,,,,
,,76.09104,A1_22,0.016,,,,,,,,,,,,,,,,,,,,
,,76.09936,B6_33,0.019,,,,,,,,,,,,,,,,,,,,
,,76.1272,A4_14,0.019,,,,,,,,,,,,,,,,,,,,
,,76.13288,D4_44,0.019,,,,,,,,,,,,,,,,,,,,
,,76.14224,A4_12,0.023,,,,,,,,,,,,,,,,,,,,
,,76.16344,A3_32,0.023,,,,,,,,,,,,,,,,,,,,
,,76.17728,A4_31,0.038,,,,,,,,,,,,,,,,,,,,
,,76.20888,A5_22,0.031,,,,,,,,,,,,,,,,,,,,
,,76.22768,A2_31,0.017,,,,,,,,,,,,,,,,,,,,
,,76.2344,A2_43,0.021,,,,,,,,,,,,,,,,,,,,
,,76.25064,D3_34,0.025,,,,,,,,,,,,,,,,,,,,
,,76.25768,C4_32,0.016,,,,,,,,,,,,,,,,,,,,
,,76.2884,A2_22,0.035,,,,,,,,,,,,,,,,,,,,
,,76.37544,B4_42,0.019,,,,,,,,,,,,,,,,,,,,
,,76.38392,A5_22,0.02,,,,,,,,,,,,,,,,,,,,
,,76.41512,D2_32,0.022,,,,,,,,,,,,,,,,,,,,
,,76.42424,D4_44,0.015,,,,,,,,,,,,,,,,,,,,
,,76.4504,A3_32,0.035,,,,,,,,,,,,,,,,,,,,
,,76.45216,A4_14,0.017,,,,,,,,,,,,,,,,,,,,
,,76.46088,A5_22,0.024,,,,,,,,,,,,,,,,,,,,
,,76.47608,D2_31,0.03,,,,,,,,,,,,,,,,,,,,
,,76.48744,B6_33,0.018,,,,,,,,,,,,,,,,,,,,
,,76.49272,D2_31,0.02,,,,,,,,,,,,,,,,,,,,
,,76.5032,A3_31,0.016,,,,,,,,,,,,,,,,,,,,
,,76.56024,A4_31,0.017,,,,,,,,,,,,,,,,,,,,
,,76.56472,A4_14,0.017,,,,,,,,,,,,,,,,,,,,
,,76.59208,A5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,76.60416,A1_22,0.019,,,,,,,,,,,,,,,,,,,,
,,76.61944,A3_32,0.026,,,,,,,,,,,,,,,,,,,,
,,76.63184,D4_44,0.024,,,,,,,,,,,,,,,,,,,,
,,76.63416,D2_32,0.021,,,,,,,,,,,,,,,,,,,,
,,76.64544,A5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,76.64872,D2_32,0.021,,,,,,,,,,,,,,,,,,,,
,,76.66528,D2_32,0.021,,,,,,,,,,,,,,,,,,,,
,,76.67648,A4_14,0.022,,,,,,,,,,,,,,,,,,,,
,,76.6844,D2_32,0.027,,,,,,,,,,,,,,,,,,,,
,,76.69064,A1_43,0.025,,,,,,,,,,,,,,,,,,,,
,,76.70984,A4_12,0.023,,,,,,,,,,,,,,,,,,,,
,,76.79336,A4_12,0.021,,,,,,,,,,,,,,,,,,,,
,,76.79672,A3_32,0.025,,,,,,,,,,,,,,,,,,,,
,,76.79784,D2_32,0.021,,,,,,,,,,,,,,,,,,,,
,,76.8096,B6_33,0.015,,,,,,,,,,,,,,,,,,,,
,,76.81568,A4_31,0.035,,,,,,,,,,,,,,,,,,,,
,,76.8272,A1_22,0.019,,,,,,,,,,,,,,,,,,,,
,,76.82816,A4_31,0.028,,,,,,,,,,,,,,,,,,,,
,,76.82816,A5_32,0.019,,,,,,,,,,,,,,,,,,,,
,,76.83184,C4_32,0.014,,,,,,,,,,,,,,,,,,,,
,,76.83928,D2_32,0.019,,,,,,,,,,,,,,,,,,,,
,,76.84432,A3_32,0.027,,,,,,,,,,,,,,,,,,,,
,,76.8448,A4_12,0.019,,,,,,,,,,,,,,,,,,,,
,,76.89152,A5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,76.89272,A1_43,0.02,,,,,,,,,,,,,,,,,,,,
,,76.89728,A3_32,0.034,,,,,,,,,,,,,,,,,,,,
,,76.9092,D2_32,0.02,,,,,,,,,,,,,,,,,,,,
,,76.94064,A6_31,0.027,,,,,,,,,,,,,,,,,,,,
,,76.9636,A4_14,0.018,,,,,,,,,,,,,,,,,,,,
,,76.97472,D2_32,0.02,,,,,,,,,,,,,,,,,,,,
,,77.02232,D2_32,0.021,,,,,,,,,,,,,,,,,,,,
,,77.0236,A1_22,0.022,,,,,,,,,,,,,,,,,,,,
,,77.02624,A3_31,0.032,,,,,,,,,,,,,,,,,,,,
,,77.08616,A5_33,0.013,,,,,,,,,,,,,,,,,,,,
,,77.09032,D1_33,0.017,,,,,,,,,,,,,,,,,,,,
,,77.1156,A5_22,0.026,,,,,,,,,,,,,,,,,,,,
,,77.1428,A2_31,0.03,,,,,,,,,,,,,,,,,,,,
,,77.15472,B6_23,0.018,,,,,,,,,,,,,,,,,,,,
,,77.17528,D6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,77.21904,A2_22,0.039,,,,,,,,,,,,,,,,,,,,
,,77.22368,A3_32,0.027,,,,,,,,,,,,,,,,,,,,
,,77.24384,A3_32,0.034,,,,,,,,,,,,,,,,,,,,
,,77.2608,A4_14,0.02,,,,,,,,,,,,,,,,,,,,
,,77.2668,A2_12,0.035,,,,,,,,,,,,,,,,,,,,
,,77.26856,A5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,77.31128,D6_44,0.016,,,,,,,,,,,,,,,,,,,,
,,77.31464,B6_33,0.021,,,,,,,,,,,,,,,,,,,,
,,77.33392,B6_33,0.019,,,,,,,,,,,,,,,,,,,,
,,77.3392,A1_22,0.015,,,,,,,,,,,,,,,,,,,,
,,77.34264,D6_23,0.023,,,,,,,,,,,,,,,,,,,,
,,77.34936,A2_12,0.031,,,,,,,,,,,,,,,,,,,,
,,77.34992,D3_34,0.031,,,,,,,,,,,,,,,,,,,,
,,77.3544,B6_33,0.019,,,,,,,,,,,,,,,,,,,,
,,77.36376,A3_32,0.026,,,,,,,,,,,,,,,,,,,,
,,77.37656,A5_43,0.02,,,,,,,,,,,,,,,,,,,,
,,77.40464,A2_42,0.03,,,,,,,,,,,,,,,,,,,,
,,77.40744,B5_24,0.014,,,,,,,,,,,,,,,,,,,,
,,77.41936,B6_33,0.017,,,,,,,,,,,,,,,,,,,,
,,77.424,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,77.42888,A2_43,0.022,,,,,,,,,,,,,,,,,,,,
,,77.43376,A4_14,0.022,,,,,,,,,,,,,,,,,,,,
,,77.44736,A3_21,0.035,,,,,,,,,,,,,,,,,,,,
,,77.4548,B6_33,0.019,,,,,,,,,,,,,,,,,,,,
,,77.47896,A3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,77.4796,D3_34,0.032,,,,,,,,,,,,,,,,,,,,
,,77.484,A3_33,0.024,,,,,,,,,,,,,,,,,,,,
,,77.50072,A4_12,0.021,,,,,,,,,,,,,,,,,,,,
,,77.50672,B6_33,0.015,,,,,,,,,,,,,,,,,,,,
,,77.52208,A3_32,0.022,,,,,,,,,,,,,,,,,,,,
,,77.53976,A4_31,0.022,,,,,,,,,,,,,,,,,,,,
,,77.54232,B6_33,0.02,,,,,,,,,,,,,,,,,,,,
,,77.56688,A1_32,0.016,,,,,,,,,,,,,,,,,,,,
,,77.5716,A3_32,0.037,,,,,,,,,,,,,,,,,,,,
,,77.5768,A3_32,0.03,,,,,,,,,,,,,,,,,,,,
,,77.5868,D3_34,0.022,,,,,,,,,,,,,,,,,,,,
,,77.58784,A3_32,0.029,,,,,,,,,,,,,,,,,,,,
,,77.60456,A3_32,0.038,,,,,,,,,,,,,,,,,,,,
,,77.60824,A3_32,0.037,,,,,,,,,,,,,,,,,,,,
,,77.64144,A5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,77.65128,A1_22,0.021,,,,,,,,,,,,,,,,,,,,
,,77.6568,A3_32,0.029,,,,,,,,,,,,,,,,,,,,
,,77.67632,A1_22,0.018,,,,,,,,,,,,,,,,,,,,
,,77.68048,B6_33,0.026,,,,,,,,,,,,,,,,,,,,
,,77.6856,A5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,77.71792,B6_33,0.018,,,,,,,,,,,,,,,,,,,,
,,77.72168,D2_31,0.024,,,,,,,,,,,,,,,,,,,,
,,77.72384,C4_32,0.017,,,,,,,,,,,,,,,,,,,,
,,77.74184,A3_32,0.018,,,,,,,,,,,,,,,,,,,,
,,77.75856,B3_24,0.017,,,,,,,,,,,,,,,,,,,,
,,77.7612,B4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,77.76744,B6_23,0.017,,,,,,,,,,,,,,,,,,,,
,,77.78568,A4_14,0.018,,,,,,,,,,,,,,,,,,,,
,,77.78656,A5_43,0.027,,,,,,,,,,,,,,,,,,,,
,,77.78816,A5_22,0.029,,,,,,,,,,,,,,,,,,,,
,,77.81792,A3_32,0.036,,,,,,,,,,,,,,,,,,,,
,,77.83592,A5_43,0.023,,,,,,,,,,,,,,,,,,,,
,,77.85184,D4_44,0.018,,,,,,,,,,,,,,,,,,,,
,,77.8544,A5_43,0.02,,,,,,,,,,,,,,,,,,,,
,,77.856,A5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,77.87664,A4_31,0.015,,,,,,,,,,,,,,,,,,,,
,,77.89144,A1_22,0.016,,,,,,,,,,,,,,,,,,,,
,,77.97976,A2_43,0.023,,,,,,,,,,,,,,,,,,,,
,,77.99888,A1_22,0.018,,,,,,,,,,,,,,,,,,,,
,,78.00392,A5_32,0.02,,,,,,,,,,,,,,,,,,,,
,,78.05456,A5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,78.0828,A3_32,0.021,,,,,,,,,,,,,,,,,,,,
,,78.1044,D2_31,0.026,,,,,,,,,,,,,,,,,,,,
,,78.1056,A2_43,0.023,,,,,,,,,,,,,,,,,,,,
,,78.10624,D3_34,0.026,,,,,,,,,,,,,,,,,,,,
,,78.12784,A2_22,0.019,,,,,,,,,,,,,,,,,,,,
,,78.1448,A3_32,0.026,,,,,,,,,,,,,,,,,,,,
,,78.15384,A6_31,0.023,,,,,,,,,,,,,,,,,,,,
,,78.16624,D4_44,0.026,,,,,,,,,,,,,,,,,,,,
,,78.18464,A2_43,0.016,,,,,,,,,,,,,,,,,,,,
,,78.1904,A3_32,0.022,,,,,,,,,,,,,,,,,,,,
,,78.2144,A3_32,0.029,,,,,,,,,,,,,,,,,,,,
,,78.22944,A3_32,0.037,,,,,,,,,,,,,,,,,,,,
,,78.23368,A2_42,0.036,,,,,,,,,,,,,,,,,,,,
,,78.23424,D2_31,0.023,,,,,,,,,,,,,,,,,,,,
,,78.23928,D2_31,0.041,,,,,,,,,,,,,,,,,,,,
,,78.2676,A3_32,0.024,,,,,,,,,,,,,,,,,,,,
,,78.26992,A1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,78.27512,A4_31,0.016,,,,,,,,,,,,,,,,,,,,
,,78.30144,A1_22,0.017,,,,,,,,,,,,,,,,,,,,
,,78.30688,A1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,78.32864,A2_22,0.037,,,,,,,,,,,,,,,,,,,,
,,78.3304,A1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,78.33624,A4_31,0.035,,,,,,,,,,,,,,,,,,,,
,,78.35136,A2_43,0.021,,,,,,,,,,,,,,,,,,,,
,,78.38576,A4_12,0.021,,,,,,,,,,,,,,,,,,,,
,,78.40648,A2_43,0.031,,,,,,,,,,,,,,,,,,,,
,,78.43576,A2_43,0.032,,,,,,,,,,,,,,,,,,,,
,,78.4404,A3_32,0.023,,,,,,,,,,,,,,,,,,,,
,,78.44048,A5_33,0.013,,,,,,,,,,,,,,,,,,,,
