Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,46.19136,D2_21,0.018,,,,,,,,,,,,,,,,,,,,
,,46.19376,B4_32,0.016,,,,,,,,,,,,,,,,,,,,
,,46.2028,A4_42,0.024,,,,,,,,,,,,,,,,,,,,
,,46.23544,B4_22,0.022,,,,,,,,,,,,,,,,,,,,
,,46.24864,D4_31,0.023,,,,,,,,,,,,,,,,,,,,
,,46.28536,C2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,46.28856,A4_42,0.023,,,,,,,,,,,,,,,,,,,,
,,46.30096,B3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,46.3064,C5_21,0.054,,,,,,,,,,,,,,,,,,,,
,,46.30888,C5_21,0.029,,,,,,,,,,,,,,,,,,,,
,,46.31576,A2_31,0.029,,,,,,,,,,,,,,,,,,,,
,,46.31856,D2_21,0.022,,,,,,,,,,,,,,,,,,,,
,,46.34072,B4_22,0.02,,,,,,,,,,,,,,,,,,,,
,,46.34696,B3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,46.39008,D2_21,0.023,,,,,,,,,,,,,,,,,,,,
,,46.39344,A4_42,0.021,,,,,,,,,,,,,,,,,,,,
,,46.39408,C5_21,0.062,,,,,,,,,,,,,,,,,,,,
,,46.4512,A2_12,0.027,,,,,,,,,,,,,,,,,,,,
,,46.47736,A5_32,0.016,,,,,,,,,,,,,,,,,,,,
,,46.48552,C5_21,0.042,,,,,,,,,,,,,,,,,,,,
,,46.48664,D3_22,0.026,,,,,,,,,,,,,,,,,,,,
,,46.49296,D4_31,0.026,,,,,,,,,,,,,,,,,,,,
,,46.51336,D2_21,0.018,,,,,,,,,,,,,,,,,,,,
,,46.52032,A2_23,0.05,,,,,,,,,,,,,,,,,,,,
,,46.52288,A1_31,0.016,,,,,,,,,,,,,,,,,,,,
,,46.52736,A2_31,0.022,,,,,,,,,,,,,,,,,,,,
,,46.54096,A2_31,0.027,,,,,,,,,,,,,,,,,,,,
,,46.55984,B4_22,0.026,,,,,,,,,,,,,,,,,,,,
,,46.56424,C2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,46.63616,D4_31,0.017,,,,,,,,,,,,,,,,,,,,
,,46.638,A4_42,0.02,,,,,,,,,,,,,,,,,,,,
,,46.68824,C2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,46.69824,D3_33,0.019,,,,,,,,,,,,,,,,,,,,
,,46.71544,A2_21,0.027,,,,,,,,,,,,,,,,,,,,
,,46.7552,C2_33,0.013,,,,,,,,,,,,,,,,,,,,
,,46.7572,D1_23,0.014,,,,,,,,,,,,,,,,,,,,
,,46.76136,C1_31,0.026,,,,,,,,,,,,,,,,,,,,
,,46.76656,A2_12,0.024,,,,,,,,,,,,,,,,,,,,
,,46.7952,D2_21,0.016,,,,,,,,,,,,,,,,,,,,
,,46.80288,A2_31,0.03,,,,,,,,,,,,,,,,,,,,
,,46.81512,C2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,46.84696,D2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,46.86288,B3_32,0.026,,,,,,,,,,,,,,,,,,,,
,,46.86936,C2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,46.88672,C1_31,0.026,,,,,,,,,,,,,,,,,,,,
,,46.89184,A2_31,0.019,,,,,,,,,,,,,,,,,,,,
,,46.89536,B4_22,0.019,,,,,,,,,,,,,,,,,,,,
,,46.90864,D2_21,0.014,,,,,,,,,,,,,,,,,,,,
,,46.91576,C5_21,0.034,,,,,,,,,,,,,,,,,,,,
,,46.93216,C1_31,0.025,,,,,,,,,,,,,,,,,,,,
,,46.98688,D3_22,0.02,,,,,,,,,,,,,,,,,,,,
,,47.00008,C2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,47.00152,B3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,47.00232,C5_21,0.029,,,,,,,,,,,,,,,,,,,,
,,47.03128,D2_32,0.02,,,,,,,,,,,,,,,,,,,,
,,47.03136,D5_31,0.018,,,,,,,,,,,,,,,,,,,,
,,47.0384,D3_33,0.014,,,,,,,,,,,,,,,,,,,,
,,47.04216,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,47.04864,C4_23,0.015,,,,,,,,,,,,,,,,,,,,
,,47.06024,A2_12,0.024,,,,,,,,,,,,,,,,,,,,
,,47.06448,D5_31,0.028,,,,,,,,,,,,,,,,,,,,
,,47.06808,A2_31,0.046,,,,,,,,,,,,,,,,,,,,
,,47.0756,C2_33,0.014,,,,,,,,,,,,,,,,,,,,
,,47.08184,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,47.11,A1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,47.1128,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,47.13024,D5_31,0.014,,,,,,,,,,,,,,,,,,,,
,,47.13904,C5_21,0.059,,,,,,,,,,,,,,,,,,,,
,,47.14992,A2_31,0.028,,,,,,,,,,,,,,,,,,,,
,,47.16648,A2_21,0.021,,,,,,,,,,,,,,,,,,,,
,,47.2004,A2_31,0.027,,,,,,,,,,,,,,,,,,,,
,,47.204,D2_33,0.023,,,,,,,,,,,,,,,,,,,,
,,47.21512,A2_23,0.028,,,,,,,,,,,,,,,,,,,,
,,47.2276,D2_32,0.018,,,,,,,,,,,,,,,,,,,,
,,47.2384,C1_31,0.019,,,,,,,,,,,,,,,,,,,,
,,47.26976,D5_31,0.029,,,,,,,,,,,,,,,,,,,,
,,47.27016,D2_21,0.022,,,,,,,,,,,,,,,,,,,,
,,47.34024,B4_22,0.019,,,,,,,,,,,,,,,,,,,,
,,47.35296,A2_21,0.027,,,,,,,,,,,,,,,,,,,,
,,47.37064,A2_21,0.026,,,,,,,,,,,,,,,,,,,,
,,47.39672,A4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,47.39808,D4_31,0.017,,,,,,,,,,,,,,,,,,,,
,,47.402,A2_23,0.02,,,,,,,,,,,,,,,,,,,,
,,47.40512,A2_31,0.05,,,,,,,,,,,,,,,,,,,,
,,47.41488,C5_21,0.062,,,,,,,,,,,,,,,,,,,,
,,47.4172,D2_21,0.021,,,,,,,,,,,,,,,,,,,,
,,47.42272,D2_21,0.026,,,,,,,,,,,,,,,,,,,,
,,47.42832,A2_23,0.023,,,,,,,,,,,,,,,,,,,,
,,47.45808,A2_23,0.044,,,,,,,,,,,,,,,,,,,,
,,47.50512,D4_31,0.024,,,,,,,,,,,,,,,,,,,,
,,47.52016,A2_31,0.024,,,,,,,,,,,,,,,,,,,,
,,47.5236,A2_12,0.019,,,,,,,,,,,,,,,,,,,,
,,47.55032,C5_21,0.108,,,,,,,,,,,,,,,,,,,,
,,47.55056,D5_31,0.023,,,,,,,,,,,,,,,,,,,,
,,47.5552,D5_22,0.02,,,,,,,,,,,,,,,,,,,,
,,47.564,D5_31,0.027,,,,,,,,,,,,,,,,,,,,
,,47.58616,A2_42,0.02,,,,,,,,,,,,,,,,,,,,
,,47.60976,D2_21,0.019,,,,,,,,,,,,,,,,,,,,
,,47.63296,A4_42,0.021,,,,,,,,,,,,,,,,,,,,
,,47.66112,B3_42,0.024,,,,,,,,,,,,,,,,,,,,
,,47.66384,B3_42,0.021,,,,,,,,,,,,,,,,,,,,
,,47.69392,D3_22,0.016,,,,,,,,,,,,,,,,,,,,
,,47.69584,D2_33,0.022,,,,,,,,,,,,,,,,,,,,
,,47.71152,A2_12,0.024,,,,,,,,,,,,,,,,,,,,
,,47.718,A4_42,0.019,,,,,,,,,,,,,,,,,,,,
,,47.74088,D2_21,0.019,,,,,,,,,,,,,,,,,,,,
,,47.74296,C5_21,0.029,,,,,,,,,,,,,,,,,,,,
,,47.75112,D2_21,0.018,,,,,,,,,,,,,,,,,,,,
,,47.75704,B4_22,0.021,,,,,,,,,,,,,,,,,,,,
,,47.76736,C5_21,0.091,,,,,,,,,,,,,,,,,,,,
,,47.78528,D2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,47.8268,D2_33,0.026,,,,,,,,,,,,,,,,,,,,
,,47.8408,B3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,47.86448,A2_31,0.025,,,,,,,,,,,,,,,,,,,,
,,47.87144,B3_42,0.017,,,,,,,,,,,,,,,,,,,,
,,47.89352,D4_31,0.022,,,,,,,,,,,,,,,,,,,,
,,47.90248,C5_21,0.061,,,,,,,,,,,,,,,,,,,,
,,47.92088,D2_21,0.017,,,,,,,,,,,,,,,,,,,,
,,47.92352,D3_33,0.018,,,,,,,,,,,,,,,,,,,,
,,47.92792,A2_42,0.021,,,,,,,,,,,,,,,,,,,,
,,47.95128,A2_22,0.022,,,,,,,,,,,,,,,,,,,,
,,47.95672,D4_31,0.027,,,,,,,,,,,,,,,,,,,,
,,47.97856,C5_31,0.023,,,,,,,,,,,,,,,,,,,,
,,47.99016,C1_31,0.019,,,,,,,,,,,,,,,,,,,,
,,47.99352,A2_32,0.02,,,,,,,,,,,,,,,,,,,,
,,47.9984,C5_21,0.067,,,,,,,,,,,,,,,,,,,,
,,48.01248,D3_33,0.019,,,,,,,,,,,,,,,,,,,,
,,48.02912,C5_21,0.031,,,,,,,,,,,,,,,,,,,,
,,48.03392,A2_21,0.037,,,,,,,,,,,,,,,,,,,,
,,48.05992,D5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,48.06568,A1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,48.09232,D2_33,0.023,,,,,,,,,,,,,,,,,,,,
,,48.09392,A4_42,0.024,,,,,,,,,,,,,,,,,,,,
,,48.0964,B4_22,0.017,,,,,,,,,,,,,,,,,,,,
,,48.12248,D3_34,0.016,,,,,,,,,,,,,,,,,,,,
,,48.12608,D5_31,0.023,,,,,,,,,,,,,,,,,,,,
,,48.12688,A2_32,0.015,,,,,,,,,,,,,,,,,,,,
,,48.14504,A2_21,0.055,,,,,,,,,,,,,,,,,,,,
,,48.15672,A2_31,0.022,,,,,,,,,,,,,,,,,,,,
,,48.15776,C5_21,0.081,,,,,,,,,,,,,,,,,,,,
,,48.17032,C5_21,0.053,,,,,,,,,,,,,,,,,,,,
,,48.18648,C1_31,0.022,,,,,,,,,,,,,,,,,,,,
,,48.23832,B3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,48.24936,A2_23,0.045,,,,,,,,,,,,,,,,,,,,
,,48.2528,D2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,48.2616,C5_21,0.045,,,,,,,,,,,,,,,,,,,,
,,48.26896,D2_21,0.016,,,,,,,,,,,,,,,,,,,,
,,48.27032,A2_31,0.022,,,,,,,,,,,,,,,,,,,,
,,48.3068,A4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,48.32736,C5_21,0.033,,,,,,,,,,,,,,,,,,,,
,,48.35008,D4_31,0.025,,,,,,,,,,,,,,,,,,,,
,,48.37512,A2_42,0.025,,,,,,,,,,,,,,,,,,,,
,,48.39048,A2_23,0.044,,,,,,,,,,,,,,,,,,,,
,,48.39192,B3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,48.4168,A1_32,0.016,,,,,,,,,,,,,,,,,,,,
,,48.42864,A2_21,0.022,,,,,,,,,,,,,,,,,,,,
,,48.4296,C5_21,0.052,,,,,,,,,,,,,,,,,,,,
,,48.45328,D2_21,0.018,,,,,,,,,,,,,,,,,,,,
,,48.4596,A2_31,0.02,,,,,,,,,,,,,,,,,,,,
,,48.46272,D2_21,0.033,,,,,,,,,,,,,,,,,,,,
,,48.482,A2_31,0.044,,,,,,,,,,,,,,,,,,,,
,,48.49928,A4_42,0.021,,,,,,,,,,,,,,,,,,,,
,,48.50896,D3_33,0.02,,,,,,,,,,,,,,,,,,,,
,,48.53368,B3_33,0.015,,,,,,,,,,,,,,,,,,,,
,,48.53792,D2_21,0.036,,,,,,,,,,,,,,,,,,,,
,,48.54384,D4_31,0.018,,,,,,,,,,,,,,,,,,,,
,,48.54792,C5_21,0.083,,,,,,,,,,,,,,,,,,,,
,,48.56976,D4_31,0.024,,,,,,,,,,,,,,,,,,,,
,,48.59256,A2_32,0.019,,,,,,,,,,,,,,,,,,,,
,,48.60616,D4_31,0.022,,,,,,,,,,,,,,,,,,,,
,,48.62168,A2_21,0.03,,,,,,,,,,,,,,,,,,,,
,,48.64408,A2_23,0.023,,,,,,,,,,,,,,,,,,,,
,,48.66824,D2_21,0.02,,,,,,,,,,,,,,,,,,,,
,,48.66888,A2_31,0.032,,,,,,,,,,,,,,,,,,,,
,,48.68328,D2_21,0.024,,,,,,,,,,,,,,,,,,,,
,,48.69928,C4_42,0.017,,,,,,,,,,,,,,,,,,,,
,,48.69928,D2_21,0.032,,,,,,,,,,,,,,,,,,,,
,,48.71048,D4_31,0.027,,,,,,,,,,,,,,,,,,,,
,,48.71256,C1_31,0.014,,,,,,,,,,,,,,,,,,,,
,,48.71456,B4_22,0.026,,,,,,,,,,,,,,,,,,,,
,,48.73216,C5_21,0.055,,,,,,,,,,,,,,,,,,,,
,,48.73952,A2_22,0.022,,,,,,,,,,,,,,,,,,,,
,,48.74344,B3_32,0.023,,,,,,,,,,,,,,,,,,,,
,,48.74496,D5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,48.748,A2_31,0.043,,,,,,,,,,,,,,,,,,,,
,,48.7536,A4_42,0.021,,,,,,,,,,,,,,,,,,,,
,,48.75408,A2_12,0.025,,,,,,,,,,,,,,,,,,,,
,,48.76792,D5_31,0.016,,,,,,,,,,,,,,,,,,,,
,,48.77264,D3_22,0.024,,,,,,,,,,,,,,,,,,,,
,,48.78176,A4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,48.80024,B3_42,0.017,,,,,,,,,,,,,,,,,,,,
,,48.82272,D2_21,0.021,,,,,,,,,,,,,,,,,,,,
,,48.88624,A4_42,0.019,,,,,,,,,,,,,,,,,,,,
,,48.90888,C1_31,0.033,,,,,,,,,,,,,,,,,,,,
,,48.91864,C5_21,0.08,,,,,,,,,,,,,,,,,,,,
,,48.92256,D4_31,0.03,,,,,,,,,,,,,,,,,,,,
,,48.928,D3_33,0.02,,,,,,,,,,,,,,,,,,,,
,,48.954,C1_31,0.026,,,,,,,,,,,,,,,,,,,,
,,48.95448,D2_21,0.023,,,,,,,,,,,,,,,,,,,,
,,48.95896,C5_21,0.061,,,,,,,,,,,,,,,,,,,,
,,48.96416,A2_31,0.051,,,,,,,,,,,,,,,,,,,,
,,49.00288,C1_31,0.026,,,,,,,,,,,,,,,,,,,,
,,49.00704,C1_31,0.013,,,,,,,,,,,,,,,,,,,,
,,49.01216,D3_22,0.013,,,,,,,,,,,,,,,,,,,,
,,49.04264,C5_21,0.05,,,,,,,,,,,,,,,,,,,,
,,49.09152,A4_42,0.022,,,,,,,,,,,,,,,,,,,,
,,49.106,D1_33,0.013,,,,,,,,,,,,,,,,,,,,
,,49.13736,B3_42,0.019,,,,,,,,,,,,,,,,,,,,
,,49.14768,C5_21,0.054,,,,,,,,,,,,,,,,,,,,
,,49.1536,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,49.16184,D5_31,0.028,,,,,,,,,,,,,,,,,,,,
,,49.17472,A2_31,0.017,,,,,,,,,,,,,,,,,,,,
,,49.17848,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,49.22136,D4_31,0.03,,,,,,,,,,,,,,,,,,,,
,,49.23696,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,49.25256,A1_31,0.016,,,,,,,,,,,,,,,,,,,,
,,49.25584,A2_12,0.026,,,,,,,,,,,,,,,,,,,,
,,49.2992,A2_23,0.031,,,,,,,,,,,,,,,,,,,,
,,49.3076,B4_22,0.016,,,,,,,,,,,,,,,,,,,,
,,49.32008,D2_21,0.024,,,,,,,,,,,,,,,,,,,,
,,49.33056,A2_42,0.03,,,,,,,,,,,,,,,,,,,,
,,49.34656,A4_42,0.023,,,,,,,,,,,,,,,,,,,,
,,49.35456,C5_31,0.012,,,,,,,,,,,,,,,,,,,,
,,49.37096,D2_21,0.019,,,,,,,,,,,,,,,,,,,,
,,49.43608,B4_22,0.022,,,,,,,,,,,,,,,,,,,,
,,49.45864,C5_21,0.055,,,,,,,,,,,,,,,,,,,,
,,49.46992,D1_23,0.025,,,,,,,,,,,,,,,,,,,,
,,49.47808,D1_23,0.022,,,,,,,,,,,,,,,,,,,,
,,49.48448,D3_33,0.018,,,,,,,,,,,,,,,,,,,,
,,49.5212,C5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,49.53072,D2_33,0.024,,,,,,,,,,,,,,,,,,,,
,,49.54152,A2_21,0.027,,,,,,,,,,,,,,,,,,,,
,,49.5548,C5_21,0.032,,,,,,,,,,,,,,,,,,,,
,,49.5804,A5_32,0.016,,,,,,,,,,,,,,,,,,,,
,,49.5872,A2_12,0.026,,,,,,,,,,,,,,,,,,,,
,,49.66432,C5_21,0.06,,,,,,,,,,,,,,,,,,,,
,,49.69192,D3_33,0.022,,,,,,,,,,,,,,,,,,,,
,,49.71856,C5_21,0.055,,,,,,,,,,,,,,,,,,,,
,,49.72552,D2_33,0.014,,,,,,,,,,,,,,,,,,,,
,,49.732,B4_22,0.03,,,,,,,,,,,,,,,,,,,,
,,49.76288,A2_23,0.028,,,,,,,,,,,,,,,,,,,,
,,49.76712,D4_31,0.022,,,,,,,,,,,,,,,,,,,,
,,49.77808,A2_12,0.025,,,,,,,,,,,,,,,,,,,,
,,49.78712,D3_22,0.031,,,,,,,,,,,,,,,,,,,,
,,49.80632,D2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,49.81112,B4_32,0.013,,,,,,,,,,,,,,,,,,,,
,,49.82376,C1_31,0.018,,,,,,,,,,,,,,,,,,,,
,,49.86928,A2_23,0.028,,,,,,,,,,,,,,,,,,,,
,,49.87688,C5_21,0.038,,,,,,,,,,,,,,,,,,,,
,,49.8816,D2_33,0.026,,,,,,,,,,,,,,,,,,,,
,,49.90464,D1_23,0.021,,,,,,,,,,,,,,,,,,,,
,,49.90808,A1_31,0.016,,,,,,,,,,,,,,,,,,,,
,,49.93072,D5_31,0.024,,,,,,,,,,,,,,,,,,,,
,,49.9612,C5_21,0.045,,,,,,,,,,,,,,,,,,,,
,,49.97296,C1_31,0.023,,,,,,,,,,,,,,,,,,,,
,,49.98944,C2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,50.01312,B2_22,0.018,,,,,,,,,,,,,,,,,,,,
,,50.02192,C1_31,0.027,,,,,,,,,,,,,,,,,,,,
,,50.02624,A2_31,0.026,,,,,,,,,,,,,,,,,,,,
,,50.06344,A4_42,0.023,,,,,,,,,,,,,,,,,,,,
,,50.06856,B4_42,0.024,,,,,,,,,,,,,,,,,,,,
,,50.09608,A2_32,0.018,,,,,,,,,,,,,,,,,,,,
,,50.1052,B3_42,0.019,,,,,,,,,,,,,,,,,,,,
,,50.11008,A2_23,0.049,,,,,,,,,,,,,,,,,,,,
,,50.11104,C1_31,0.028,,,,,,,,,,,,,,,,,,,,
,,50.11168,C2_33,0.014,,,,,,,,,,,,,,,,,,,,
,,50.1304,B4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,50.13712,A2_12,0.024,,,,,,,,,,,,,,,,,,,,
,,50.13792,A1_32,0.016,,,,,,,,,,,,,,,,,,,,
,,50.14152,C2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,50.14744,B4_22,0.018,,,,,,,,,,,,,,,,,,,,
,,50.15128,A2_21,0.027,,,,,,,,,,,,,,,,,,,,
,,50.15136,C4_42,0.019,,,,,,,,,,,,,,,,,,,,
,,50.17456,C2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,50.1796,A2_31,0.025,,,,,,,,,,,,,,,,,,,,
,,50.19112,C5_31,0.025,,,,,,,,,,,,,,,,,,,,
,,50.20176,C2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,50.21328,C4_42,0.017,,,,,,,,,,,,,,,,,,,,
,,50.23624,D3_22,0.023,,,,,,,,,,,,,,,,,,,,
,,50.24336,B4_22,0.015,,,,,,,,,,,,,,,,,,,,
,,50.26168,C2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,50.30144,A4_42,0.02,,,,,,,,,,,,,,,,,,,,
,,50.30192,C2_22,0.01,,,,,,,,,,,,,,,,,,,,
,,50.41416,C2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,50.41512,A2_12,0.027,,,,,,,,,,,,,,,,,,,,
,,50.41688,C5_21,0.042,,,,,,,,,,,,,,,,,,,,
,,50.42328,D5_22,0.022,,,,,,,,,,,,,,,,,,,,
,,50.43656,D3_11,0.009,,,,,,,,,,,,,,,,,,,,
,,50.464,C1_31,0.016,,,,,,,,,,,,,,,,,,,,
,,50.47224,A2_32,0.019,,,,,,,,,,,,,,,,,,,,
,,50.4904,A2_31,0.024,,,,,,,,,,,,,,,,,,,,
,,50.49656,C2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,50.54376,C5_21,0.026,,,,,,,,,,,,,,,,,,,,
,,50.56712,A2_21,0.02,,,,,,,,,,,,,,,,,,,,
,,50.57416,A2_42,0.032,,,,,,,,,,,,,,,,,,,,
,,50.59288,A2_23,0.053,,,,,,,,,,,,,,,,,,,,
,,50.60456,A2_31,0.057,,,,,,,,,,,,,,,,,,,,
,,50.61072,D2_33,0.023,,,,,,,,,,,,,,,,,,,,
,,50.61768,B3_32,0.024,,,,,,,,,,,,,,,,,,,,
,,50.65384,C5_21,0.061,,,,,,,,,,,,,,,,,,,,
,,50.68272,A1_31,0.016,,,,,,,,,,,,,,,,,,,,
,,50.69272,A1_31,0.014,,,,,,,,,,,,,,,,,,,,
,,50.70368,A2_31,0.025,,,,,,,,,,,,,,,,,,,,
,,50.71088,D5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,50.71112,D4_31,0.029,,,,,,,,,,,,,,,,,,,,
,,50.73616,C2_33,0.015,,,,,,,,,,,,,,,,,,,,
,,50.76648,B3_32,0.02,,,,,,,,,,,,,,,,,,,,
,,50.76912,A2_42,0.022,,,,,,,,,,,,,,,,,,,,
,,50.78016,D3_33,0.021,,,,,,,,,,,,,,,,,,,,
,,50.79648,A4_42,0.024,,,,,,,,,,,,,,,,,,,,
,,50.80784,D4_31,0.022,,,,,,,,,,,,,,,,,,,,
,,50.85576,B4_22,0.02,,,,,,,,,,,,,,,,,,,,
,,50.88304,C2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,50.89848,C1_31,0.026,,,,,,,,,,,,,,,,,,,,
,,50.9308,A2_12,0.023,,,,,,,,,,,,,,,,,,,,
,,50.93408,C5_21,0.045,,,,,,,,,,,,,,,,,,,,
,,50.95216,D2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,51.05048,B4_42,0.024,,,,,,,,,,,,,,,,,,,,
,,51.05264,B3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,51.05848,C5_21,0.043,,,,,,,,,,,,,,,,,,,,
,,51.10272,B4_32,0.016,,,,,,,,,,,,,,,,,,,,
,,51.11024,D2_21,0.026,,,,,,,,,,,,,,,,,,,,
,,51.112,D2_33,0.022,,,,,,,,,,,,,,,,,,,,
,,51.12288,A2_21,0.028,,,,,,,,,,,,,,,,,,,,
,,51.1232,A2_31,0.045,,,,,,,,,,,,,,,,,,,,
,,51.14056,B4_42,0.02,,,,,,,,,,,,,,,,,,,,
,,51.16784,A2_12,0.018,,,,,,,,,,,,,,,,,,,,
,,51.2004,A2_23,0.034,,,,,,,,,,,,,,,,,,,,
,,51.22048,A2_23,0.032,,,,,,,,,,,,,,,,,,,,
,,51.23,A2_12,0.031,,,,,,,,,,,,,,,,,,,,
,,51.23504,D4_31,0.026,,,,,,,,,,,,,,,,,,,,
,,51.24584,B4_22,0.02,,,,,,,,,,,,,,,,,,,,
,,51.25432,D3_22,0.017,,,,,,,,,,,,,,,,,,,,
,,51.28784,A2_31,0.048,,,,,,,,,,,,,,,,,,,,
,,51.30744,A2_31,0.043,,,,,,,,,,,,,,,,,,,,
,,51.31168,B4_32,0.013,,,,,,,,,,,,,,,,,,,,
,,51.31912,C1_31,0.014,,,,,,,,,,,,,,,,,,,,
,,51.32968,A2_31,0.044,,,,,,,,,,,,,,,,,,,,
,,51.35432,A2_31,0.024,,,,,,,,,,,,,,,,,,,,
,,51.42864,A2_31,0.022,,,,,,,,,,,,,,,,,,,,
,,51.43976,A2_22,0.028,,,,,,,,,,,,,,,,,,,,
,,51.44856,A4_42,0.026,,,,,,,,,,,,,,,,,,,,
,,51.45296,C5_21,0.062,,,,,,,,,,,,,,,,,,,,
,,51.45808,C5_21,0.097,,,,,,,,,,,,,,,,,,,,
,,51.46448,D2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,51.46768,D2_33,0.025,,,,,,,,,,,,,,,,,,,,
,,51.47424,A2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,51.47472,A2_12,0.02,,,,,,,,,,,,,,,,,,,,
,,51.49752,D3_33,0.018,,,,,,,,,,,,,,,,,,,,
,,51.50992,A2_42,0.019,,,,,,,,,,,,,,,,,,,,
,,51.51776,D3_33,0.019,,,,,,,,,,,,,,,,,,,,
,,51.57568,C5_21,0.057,,,,,,,,,,,,,,,,,,,,
,,51.60136,D3_22,0.016,,,,,,,,,,,,,,,,,,,,
,,51.60512,A1_31,0.016,,,,,,,,,,,,,,,,,,,,
,,51.60712,A2_31,0.041,,,,,,,,,,,,,,,,,,,,
,,51.62104,A2_31,0.023,,,,,,,,,,,,,,,,,,,,
,,51.64408,C1_31,0.02,,,,,,,,,,,,,,,,,,,,
,,51.66272,B4_32,0.014,,,,,,,,,,,,,,,,,,,,
,,51.67144,C5_31,0.024,,,,,,,,,,,,,,,,,,,,
,,51.67304,D2_21,0.019,,,,,,,,,,,,,,,,,,,,
,,51.6772,C5_21,0.032,,,,,,,,,,,,,,,,,,,,
,,51.70856,A5_32,0.016,,,,,,,,,,,,,,,,,,,,
,,51.72456,A2_31,0.034,,,,,,,,,,,,,,,,,,,,
,,51.74272,D5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,51.7444,A2_21,0.031,,,,,,,,,,,,,,,,,,,,
,,51.7972,D4_31,0.022,,,,,,,,,,,,,,,,,,,,
,,51.81376,A2_31,0.021,,,,,,,,,,,,,,,,,,,,
,,51.82384,D4_31,0.021,,,,,,,,,,,,,,,,,,,,
,,51.84648,D3_34,0.014,,,,,,,,,,,,,,,,,,,,
,,51.85616,A2_23,0.052,,,,,,,,,,,,,,,,,,,,
,,51.85984,C5_21,0.048,,,,,,,,,,,,,,,,,,,,
,,51.87272,C2_23,0.013,,,,,,,,,,,,,,,,,,,,
,,51.88888,A2_31,0.039,,,,,,,,,,,,,,,,,,,,
,,51.89064,B3_42,0.019,,,,,,,,,,,,,,,,,,,,
,,51.92088,A2_23,0.027,,,,,,,,,,,,,,,,,,,,
,,51.95456,D3_33,0.018,,,,,,,,,,,,,,,,,,,,
,,51.9952,D4_31,0.025,,,,,,,,,,,,,,,,,,,,
,,52.00104,D3_22,0.016,,,,,,,,,,,,,,,,,,,,
,,52.00504,D4_31,0.021,,,,,,,,,,,,,,,,,,,,
,,52.01712,D3_33,0.018,,,,,,,,,,,,,,,,,,,,
,,52.02464,A2_31,0.022,,,,,,,,,,,,,,,,,,,,
,,52.03184,D5_31,0.019,,,,,,,,,,,,,,,,,,,,
,,52.05384,D3_22,0.033,,,,,,,,,,,,,,,,,,,,
,,52.05808,C5_21,0.022,,,,,,,,,,,,,,,,,,,,
,,52.0656,B3_33,0.015,,,,,,,,,,,,,,,,,,,,
,,52.08136,A2_31,0.034,,,,,,,,,,,,,,,,,,,,
,,52.09232,A2_31,0.045,,,,,,,,,,,,,,,,,,,,
