Electrode,Time (s)
D2_43,9.49888
D2_32,13.19992
D2_32,14.6688
D2_44,17.1624
D2_32,19.19224
D2_44,22.55824
D2_43,23.07816
D2_43,26.77912
D2_43,27.14448
D2_44,31.8156
D2_44,34.44664
D2_44,36.5428
D2_44,40.70592
D2_44,41.22416
D2_43,41.83048
D2_43,41.90688
D2_44,42.65008
D2_43,43.39624
D2_44,44.2752
D2_43,44.49264
D2_44,44.59592
D2_44,44.6124
D2_43,44.6132
D2_11,44.64216
D2_41,44.64752
D2_43,44.67416
D2_34,44.67648
D2_44,44.67816
D2_11,44.67896
D2_44,44.68952
D2_43,44.69024
D2_43,44.72
D2_44,44.72896
D2_43,44.72976
D2_11,44.73976
D2_44,44.74144
D2_34,44.74824
D2_44,44.75704
D2_43,44.76192
D2_44,44.76552
D2_22,44.774
D2_43,44.77408
D2_44,44.77528
D2_43,44.7812
D2_11,44.78448
D2_32,44.78448
D2_12,44.78456
D2_22,44.78544
D2_21,44.78664
D2_42,44.78664
D2_44,44.78688
D2_31,44.788
D2_41,44.78896
D2_43,44.7892
D2_31,44.79192
D2_12,44.79208
D2_44,44.79232
D2_34,44.79568
D2_41,44.79864
D2_44,44.79896
D2_34,44.79904
D2_43,44.79944
D2_23,44.79968
D2_22,44.80008
D2_21,44.80072
D2_44,44.80224
D2_11,44.80264
D2_31,44.80368
D2_43,44.80592
D2_21,44.80728
D2_11,44.80816
D2_44,44.80944
D2_23,44.8096
D2_43,44.8096
D2_22,44.80992
D2_43,44.81352
D2_44,44.81352
D2_34,44.81408
D2_11,44.81464
D2_42,44.81464
D2_41,44.81512
D2_22,44.8156
D2_31,44.81616
D2_24,44.81632
D2_12,44.8172
D2_43,44.818
D2_34,44.81824
D2_31,44.81856
D2_44,44.82064
D2_11,44.82104
D2_43,44.82152
D2_21,44.8224
D2_24,44.8228
D2_44,44.82336
D2_11,44.8236
D2_31,44.8236
D2_32,44.8236
D2_44,44.82584
D2_34,44.826
D2_43,44.826
D2_42,44.82616
D2_22,44.8264
D2_12,44.82656
D2_11,44.8276
D2_23,44.828
D2_34,44.82824
D2_31,44.82888
D2_44,44.83032
D2_11,44.83064
D2_21,44.8308
D2_41,44.8312
D2_43,44.83248
D2_11,44.83312
D2_32,44.83344
D2_21,44.83408
D2_44,44.83432
D2_34,44.8344
D2_42,44.83488
D2_43,44.83504
D2_11,44.83552
D2_31,44.83584
D2_41,44.83592
D2_22,44.83616
D2_44,44.8368
D2_21,44.83752
D2_24,44.83752
D2_43,44.83776
D2_31,44.83816
D2_32,44.83832
D2_42,44.8388
D2_22,44.83896
D2_43,44.84008
D2_21,44.84016
D2_24,44.84048
D2_44,44.84056
D2_23,44.84072
D2_32,44.84112
D2_22,44.8412
D2_12,44.84144
D2_42,44.84152
D2_11,44.8416
D2_34,44.84208
D2_44,44.84328
D2_22,44.84376
D2_21,44.84408
D2_43,44.84448
D2_31,44.84496
D2_41,44.84504
D2_11,44.84536
D2_44,44.84576
D2_23,44.8468
D2_33,44.8468
D2_31,44.8472
D2_22,44.84736
D2_44,44.84816
D2_42,44.84832
D2_43,44.84936
D2_11,44.84992
D2_22,44.84992
D2_14,44.8504
D2_21,44.85056
D2_44,44.85056
D2_31,44.8508
D2_42,44.85096
D2_32,44.85168
D2_41,44.85176
D2_12,44.85312
D2_43,44.85336
D2_11,44.85352
D2_33,44.85368
D2_31,44.854
D2_22,44.85432
D2_34,44.85488
D2_32,44.85504
D2_44,44.8556
D2_42,44.856
D2_43,44.856
D2_33,44.85616
D2_12,44.85664
D2_31,44.85688
D2_32,44.85728
D2_42,44.8584
D2_43,44.85872
D2_21,44.85888
D2_22,44.8592
D2_14,44.85992
D2_32,44.86056
D2_12,44.86144
D2_34,44.8616
D2_44,44.86184
D2_31,44.8624
D2_22,44.86264
D2_23,44.86288
D2_42,44.86288
D2_33,44.86304
D2_32,44.8632
D2_24,44.8636
D2_21,44.86384
D2_12,44.864
D2_34,44.8644
D2_44,44.86496
D2_11,44.86552
D2_14,44.86576
D2_33,44.86624
D2_12,44.8664
D2_13,44.86696
D2_21,44.86712
D2_41,44.86712
D2_11,44.86824
D2_32,44.86824
D2_44,44.86832
D2_33,44.86872
D2_34,44.86888
D2_24,44.86936
D2_43,44.87064
D2_11,44.87072
D2_12,44.87072
D2_31,44.8708
D2_22,44.87096
D2_34,44.87152
D2_24,44.8716
D2_44,44.87168
D2_41,44.87224
D2_23,44.87272
D2_43,44.87288
D2_11,44.87304
D2_32,44.87368
D2_44,44.87432
D2_24,44.87472
D2_21,44.87496
D2_43,44.87576
D2_12,44.87624
D2_34,44.87664
D2_11,44.87696
D2_42,44.87712
D2_32,44.87728
D2_44,44.87728
D2_22,44.87864
D2_21,44.87896
D2_31,44.87904
D2_11,44.8792
D2_43,44.88016
D2_42,44.88024
D2_41,44.88152
D2_22,44.88184
D2_32,44.88184
D2_43,44.8824
D2_14,44.88264
D2_31,44.88264
D2_34,44.88264
D2_11,44.8828
D2_21,44.88384
D2_33,44.88448
D2_24,44.88456
D2_32,44.88456
D2_43,44.88504
D2_14,44.88512
D2_44,44.88528
D2_31,44.88544
D2_11,44.8868
D2_32,44.88688
D2_43,44.88728
D2_42,44.88744
D2_23,44.88768
D2_34,44.88808
D2_22,44.88848
D2_31,44.88848
D2_11,44.88912
D2_41,44.8892
D2_12,44.88968
D2_32,44.88992
D2_42,44.89032
D2_33,44.89056
D2_44,44.8908
D2_43,44.89184
D2_31,44.8924
D2_22,44.89272
D2_23,44.89288
D2_34,44.89304
D2_33,44.8932
D2_11,44.89384
D2_24,44.89448
D2_42,44.89544
D2_21,44.89552
D2_44,44.89576
D2_31,44.89608
D2_43,44.89696
D2_32,44.89728
D2_11,44.89736
D2_22,44.89736
D2_42,44.8992
D2_41,44.89984
D2_22,44.9
D2_31,44.90032
D2_43,44.90032
D2_11,44.90048
D2_44,44.90048
D2_32,44.90064
D2_14,44.9016
D2_34,44.90168
D2_41,44.9024
D2_23,44.90256
D2_33,44.90256
D2_21,44.90272
D2_42,44.90312
D2_43,44.90344
D2_44,44.90408
D2_24,44.90432
D2_14,44.90448
D2_34,44.90464
D2_23,44.9048
D2_11,44.90544
D2_22,44.9056
D2_31,44.90568
D2_42,44.906
D2_33,44.9064
D2_43,44.9068
D2_32,44.90784
D2_11,44.90808
D2_42,44.90824
D2_23,44.90848
D2_22,44.90976
D2_31,44.90992
D2_32,44.91008
D2_33,44.91008
D2_24,44.91016
D2_11,44.91048
D2_34,44.91048
D2_42,44.9116
D2_34,44.9128
D2_31,44.91328
D2_43,44.91328
D2_22,44.91352
D2_44,44.9136
D2_21,44.9144
D2_11,44.91456
D2_34,44.91504
D2_42,44.9156
D2_43,44.91584
D2_31,44.91592
D2_23,44.91688
D2_32,44.91704
D2_21,44.91776
D2_22,44.918
D2_33,44.918
D2_44,44.91808
D2_42,44.9184
D2_11,44.91864
D2_43,44.91864
D2_32,44.91936
D2_24,44.91944
D2_31,44.9196
D2_22,44.92088
D2_11,44.92136
D2_33,44.92168
D2_31,44.92192
D2_42,44.92192
D2_23,44.92208
D2_43,44.92208
D2_12,44.92296
D2_24,44.92304
D2_11,44.92416
D2_14,44.92416
D2_33,44.92472
D2_43,44.92512
D2_41,44.92536
D2_31,44.92552
D2_44,44.92584
D2_12,44.92648
D2_32,44.92648
D2_11,44.9268
D2_33,44.92792
D2_31,44.92864
D2_43,44.9288
D2_22,44.92896
D2_42,44.9292
D2_32,44.93008
D2_44,44.93008
D2_11,44.93056
D2_43,44.93128
D2_42,44.93144
D2_31,44.93224
D2_44,44.93264
