Electrode,Time (s)
D5_12,0.37992
D5_12,0.89456
D5_22,5.76
D5_12,5.82568
D5_12,5.97176
D5_13,7.12744
D5_13,7.1568
D5_13,7.18696
D5_13,7.24368
D5_13,7.2732
D5_12,8.15248
D5_12,8.21792
D5_12,12.55568
D5_13,14.38928
D5_13,14.47864
D5_13,14.53648
D5_22,15.86072
D5_12,18.28592
D5_21,19.7292
D5_21,20.1184
D5_12,20.13304
D5_13,20.25384
D5_12,20.97016
D5_13,21.73496
D5_12,23.94536
D5_21,25.3368
D5_12,27.15816
D5_13,30.4496
D5_13,30.47576
D5_13,30.7392
D5_13,30.76288
D5_12,30.76536
D5_13,30.92184
D5_13,31.4936
D5_12,32.40864
D5_12,35.13432
D5_12,35.42328
D5_13,37.1212
D5_12,37.17136
D5_13,39.97936
D5_13,40.00416
D5_12,40.3764
D5_21,40.41992
D5_21,41.44048
D5_12,41.7348
D5_13,41.79096
D5_22,43.14056
D5_12,43.28352
D5_12,44.61624
D5_12,46.30832
D5_12,46.79392
D5_13,47.47088
D5_12,47.57224
D5_12,50.13328
D5_13,51.27888
D5_13,51.31104
D5_21,51.52912
D5_12,55.18984
D5_22,55.77792
D5_12,57.55728
D5_13,58.17568
D5_13,58.22208
D5_12,58.23552
D5_13,58.25544
D5_12,58.364
D5_13,58.69128
D5_13,58.7148
D5_13,58.89224
D5_13,59.17456
D5_21,60.0644
D5_13,60.79656
D5_22,61.10184
D5_13,62.3108
D5_13,64.0648
D5_13,64.10792
D5_13,64.26784
D5_12,64.57064
D5_43,65.80344
D5_12,66.26976
D5_12,69.32576
D5_12,71.5572
D5_12,72.21608
D5_13,73.8572
D5_12,73.99912
D5_12,74.09264
D5_43,74.1204
D5_12,75.77864
D5_32,75.93912
D5_12,77.80648
D5_12,78.55152
D5_13,79.86664
D5_12,80.19784
D5_43,81.09184
D5_12,83.20664
D5_12,83.51248
D5_12,83.75176
D5_13,86.35168
D5_13,86.37672
D5_13,86.40568
D5_13,86.64168
D5_21,87.03728
D5_12,88.82352
D5_21,89.90128
D5_12,91.27968
D5_12,92.35416
D5_21,93.88584
D5_23,94.21592
D5_43,97.3192
D5_32,97.55536
D5_13,100.25672
D5_12,100.97416
D5_12,102.0472
D5_12,103.17544
D5_13,103.4524
D5_13,103.47992
D5_13,103.53096
D5_13,103.66208
D5_12,103.75064
D5_43,104.3596
D5_12,105.43512
D5_12,108.6088
D5_12,110.74312
D5_23,111.9132
D5_12,112.314
D5_12,114.35136
D5_12,114.45184
D5_22,116.45088
D5_12,116.4856
D5_13,116.8148
D5_12,116.96496
D5_21,119.32856
D5_12,119.84896
D5_12,120.006
D5_12,120.37624
D5_12,121.04832
D5_12,121.24848
D5_21,123.14152
D5_12,123.80048
D5_13,125.6116
D5_13,125.95512
D5_13,125.97736
D5_13,126.01288
D5_13,126.11208
D5_43,127.06368
D5_21,131.12344
D5_13,131.88392
D5_12,132.20912
D5_13,133.3924
D5_12,133.438
D5_21,134.47384
D5_12,135.67992
D5_21,137.3352
D5_23,137.54936
D5_12,138.16552
D5_13,138.7028
D5_12,138.84384
D5_12,139.0444
D5_23,139.26232
D5_13,141.38808
D5_13,141.41752
D5_13,141.44464
D5_12,142.4132
D5_23,142.64032
D5_12,143.00672
D5_23,145.67416
D5_12,145.96784
D5_12,147.41376
D5_43,148.63928
D5_21,149.07064
D5_23,149.77
D5_22,153.50728
D5_12,156.5816
D5_23,160.9352
D5_12,162.06544
D5_12,162.5604
D5_13,162.83728
D5_13,162.85952
D5_13,163.50256
D5_22,163.73176
D5_22,164.03704
D5_12,164.40808
D5_12,166.65072
D5_12,167.34192
D5_12,167.79792
D5_12,169.51552
D5_13,170.07528
D5_12,170.17888
D5_13,170.30448
D5_43,170.37072
D5_32,171.11256
D5_12,171.23656
D5_12,172.63752
D5_13,173.13144
D5_13,173.18056
D5_13,173.3336
D5_12,177.30128
D5_23,180.46488
D5_23,182.40784
D5_22,182.47056
D5_13,184.51248
D5_13,184.58664
D5_12,186.044
D5_12,186.62648
D5_12,187.34016
D5_12,188.95712
D5_23,189.01288
D5_12,189.13256
D5_13,190.49008
D5_12,190.56032
D5_43,190.63608
D5_23,191.57536
D5_31,192.98144
D5_12,196.7208
D5_12,197.5096
D5_12,201.62392
D5_43,202.592
D5_13,203.11472
D5_13,203.13672
D5_13,203.15856
D5_13,203.20888
D5_13,203.23792
D5_13,203.3164
D5_13,203.36768
D5_14,205.21016
D5_43,207.65904
D5_12,208.1184
D5_12,208.18024
D5_21,210.14232
D5_43,211.01744
D5_12,211.44472
D5_23,213.46352
D5_12,213.92984
D5_23,215.57376
D5_13,215.66208
D5_23,215.85928
D5_13,215.92216
D5_13,215.98928
D5_13,216.01072
D5_12,216.10592
D5_22,216.91904
D5_43,218.13272
D5_43,222.53624
D5_21,222.72848
D5_12,223.37744
D5_22,224.14728
D5_32,225.31576
D5_23,225.58024
D5_12,226.614
D5_21,227.39728
D5_21,227.42528
D5_12,227.61592
D5_12,230.12024
D5_12,231.75168
D5_31,232.09016
D5_13,232.88672
D5_13,232.91096
D5_13,232.93776
D5_13,232.96184
D5_13,232.99176
D5_12,234.14568
D5_23,235.0188
D5_12,237.33504
D5_12,239.48536
D5_21,239.69736
D5_23,241.08888
D5_43,241.67568
D5_12,241.98672
D5_43,242.20792
D5_23,242.29368
D5_23,244.2848
D5_43,247.1952
D5_13,247.62232
D5_13,247.64296
D5_13,247.6676
D5_13,247.68928
D5_13,247.73776
D5_13,248.90024
D5_13,248.93024
D5_12,249.92976
D5_43,251.054
D5_23,254.18592
D5_43,256.14032
D5_43,256.52264
D5_31,257.56888
D5_13,258.27984
D5_43,259.5304
D5_43,259.70824
D5_23,260.90696
D5_13,262.11656
D5_13,262.16216
D5_13,262.2076
D5_23,265.45712
D5_23,267.1624
D5_43,267.4116
D5_43,268.52024
D5_12,270.67328
D5_43,270.7864
D5_43,271.18496
D5_12,273.0532
D5_13,273.45232
D5_23,274.40488
D5_12,274.51144
D5_23,275.67248
D5_43,276.95224
D5_43,277.33368
D5_43,277.57784
D5_32,278.54936
D5_43,278.98832
D5_23,279.97936
D5_43,280.35216
D5_22,281.93376
D5_43,282.77376
D5_23,283.31872
D5_21,283.49272
D5_12,284.17888
D5_12,285.58344
D5_43,286.92608
D5_23,287.37536
D5_43,287.3916
D5_43,287.70624
D5_43,288.462
D5_13,289.01344
D5_12,289.08576
D5_43,289.86544
D5_32,289.86944
D5_43,291.1596
D5_12,291.58784
D5_43,291.672
D5_12,294.6724
D5_12,295.45424
D5_13,295.76112
D5_13,295.7824
D5_13,295.80448
D5_13,295.82952
D5_43,295.90456
D5_12,296.55824
D5_21,297.88232
D5_12,298.21792
D5_43,298.68088
D5_13,300.0888
D5_23,300.42024
D5_12,302.72736
D5_12,304.03696
D5_43,304.14504
D5_43,305.40112
D5_43,306.28696
D5_43,307.52088
D5_43,307.58568
D5_43,308.04152
D5_23,308.37232
D5_43,310.81992
D5_23,311.89352
D5_43,312.36088
D5_13,312.688
D5_43,312.74176
D5_23,312.95896
D5_43,314.62336
D5_43,314.81872
D5_12,316.39384
D5_12,316.66632
D5_12,317.554
D5_23,317.59712
D5_43,319.76632
D5_13,319.89296
D5_43,320.57808
D5_13,321.31104
D5_12,321.98904
D5_13,322.73496
D5_12,323.62384
D5_43,323.91288
D5_43,326.2772
D5_43,326.66648
D5_43,327.22856
D5_13,327.47648
D5_13,327.52336
D5_31,329.504
D5_43,330.21792
D5_12,330.97208
D5_43,333.43632
D5_43,333.99848
D5_31,334.35864
D5_31,334.39496
D5_12,335.14456
D5_43,335.2396
D5_12,335.7436
D5_43,335.99784
D5_43,336.23784
D5_23,336.55232
D5_43,336.98992
D5_43,337.72264
D5_43,338.73064
D5_43,339.43208
D5_31,339.89264
D5_43,340.79792
D5_31,342.838
D5_12,344.3524
D5_12,345.23368
D5_43,345.7204
D5_43,347.63336
D5_43,348.04288
D5_12,348.35944
D5_31,348.57224
D5_31,348.59888
D5_43,348.6068
D5_43,348.85928
D5_12,349.84432
D5_43,350.46496
D5_31,350.82888
D5_23,351.39768
D5_12,351.87984
D5_31,353.05088
D5_43,353.46496
D5_43,353.7176
D5_43,354.11376
D5_43,354.49088
D5_43,355.09544
D5_31,356.85448
D5_12,357.15376
D5_43,357.25336
D5_43,357.3448
D5_43,357.41696
D5_43,361.24456
D5_31,361.35288
D5_43,361.85488
D5_23,362.00208
D5_12,362.64328
D5_43,363.58056
D5_31,363.7908
D5_43,364.19064
D5_43,367.4112
D5_13,368.006
D5_13,368.02632
D5_13,368.04784
D5_13,368.06752
D5_43,369.83872
D5_13,371.22176
D5_13,371.24656
D5_12,371.45216
D5_43,371.70608
D5_43,372.26224
D5_12,373.6104
D5_12,374.62968
D5_12,375.05088
D5_12,375.52624
D5_23,375.6432
D5_43,375.76328
D5_43,376.41792
D5_31,376.83256
D5_43,377.12704
D5_21,377.22904
D5_43,377.33424
D5_43,377.59
D5_13,377.69888
D5_13,377.71992
D5_21,378.51104
D5_21,378.61696
D5_43,378.76192
D5_43,380.66272
D5_43,380.828
D5_31,381.81072
D5_43,382.11928
D5_43,382.77104
D5_43,383.19416
D5_12,384.26528
D5_12,384.84768
D5_13,384.99256
D5_43,385.46624
D5_13,385.73368
D5_43,385.99832
D5_43,386.46328
D5_43,387.92888
D5_43,388.0684
D5_43,388.526
D5_31,390.79072
D5_23,390.86072
D5_43,392.29456
D5_12,392.47704
D5_31,394.1148
D5_31,394.12872
D5_43,394.67424
D5_43,395.27024
D5_43,395.64528
D5_43,396.03016
D5_43,397.30496
D5_32,399.0884
D5_43,399.09408
D5_13,399.59104
D5_13,399.60992
D5_12,399.90648
D5_43,399.90816
D5_31,400.3676
D5_43,400.42872
D5_43,401.25496
D5_43,402.32616
D5_13,402.71296
D5_13,402.73536
D5_13,402.75736
D5_13,402.80296
D5_31,403.4392
D5_12,404.2464
D5_43,404.68768
D5_43,405.23128
D5_23,405.59416
D5_31,406.4328
D5_12,406.61
D5_43,406.66152
D5_43,406.92104
D5_43,407.18416
D5_43,408.08224
D5_12,408.70776
D5_32,408.73544
D5_43,409.96312
D5_31,410.10752
D5_43,410.53568
D5_12,411.38568
D5_43,411.43032
D5_12,412.19312
D5_12,413.06616
D5_12,413.93384
D5_31,414.59376
D5_43,414.91816
D5_43,416.67496
