Electrode,Time (s)
D4_43,7.45472
D4_21,15.31512
D4_33,17.21424
D4_31,17.43048
D4_31,22.06632
D4_32,23.282
D4_32,31.7268
D4_32,33.41544
D4_32,38.04536
D4_42,38.0508
D4_32,38.93488
D4_33,38.95776
D4_32,42.7496
D4_42,42.91944
D4_21,44.10272
D4_32,46.48944
D4_21,51.39944
D4_32,58.1464
D4_31,59.91616
D4_32,61.7832
D4_31,61.84208
D4_32,68.60688
D4_33,68.82224
D4_21,70.5772
D4_32,72.87272
D4_32,75.86704
D4_32,79.4288
D4_33,79.5228
D4_32,80.0636
D4_32,81.01136
D4_32,83.26336
D4_32,85.25304
D4_32,87.04584
D4_32,87.68944
D4_44,89.81992
D4_44,89.90768
D4_44,91.4708
D4_32,93.77368
D4_32,95.28288
D4_21,98.54392
D4_32,99.6876
D4_31,99.83016
D4_32,99.85144
D4_33,103.15144
D4_32,107.744
D4_44,108.50344
D4_44,108.996
D4_44,109.36248
D4_32,110.18416
D4_44,111.71536
D4_44,112.14888
D4_33,113.8584
D4_44,117.29408
D4_32,120.8688
D4_44,122.83672
D4_32,123.2676
D4_44,123.69672
D4_44,123.77048
D4_44,124.82784
D4_33,127.46648
D4_44,127.52992
D4_42,133.48584
D4_44,144.38856
D4_32,144.9536
D4_43,144.9708
D4_33,146.49224
D4_31,150.18936
D4_31,150.57024
D4_31,150.94216
D4_21,154.38592
D4_42,161.56296
D4_44,166.69488
D4_44,172.72872
D4_21,178.03272
D4_21,178.05128
D4_31,178.07528
D4_43,178.07856
D4_41,178.08816
D4_21,178.08944
D4_44,178.10224
D4_42,178.10592
D4_31,178.1116
D4_33,178.11416
D4_31,178.11528
D4_21,178.1196
D4_43,178.12112
D4_41,178.12176
D4_32,178.124
D4_43,178.12616
D4_31,178.13
D4_42,178.1316
D4_41,178.13368
D4_44,178.13544
D4_33,178.13568
D4_32,178.136
D4_42,178.13616
D4_43,178.1384
D4_42,178.13848
D4_41,178.13904
D4_33,178.13944
D4_31,178.1408
D4_33,178.14232
D4_43,178.14232
D4_42,178.14264
D4_32,178.14304
D4_33,178.1448
D4_43,178.14496
D4_42,178.14504
D4_41,178.14552
D4_32,178.1456
D4_21,178.14576
D4_31,178.14584
D4_42,178.14752
D4_31,178.14864
D4_22,178.14896
D4_21,178.14904
D4_33,178.14936
D4_43,178.14936
D4_31,178.1512
D4_33,178.15208
D4_43,178.1524
D4_31,178.15384
D4_42,178.15384
D4_41,178.15392
D4_32,178.15408
D4_44,178.15432
D4_33,178.15512
D4_22,178.15544
D4_32,178.15648
D4_43,178.15648
D4_31,178.15664
D4_42,178.15688
D4_44,178.15752
D4_33,178.15864
D4_41,178.15896
D4_43,178.15904
D4_32,178.1592
D4_31,178.15984
D4_21,178.16048
D4_33,178.16104
D4_42,178.16136
D4_22,178.16184
D4_41,178.162
D4_44,178.16208
D4_32,178.16216
D4_43,178.16256
D4_31,178.16304
D4_42,178.16384
D4_21,178.16408
D4_32,178.16472
D4_33,178.16472
D4_41,178.1652
D4_21,178.16648
D4_33,178.16704
D4_42,178.16768
D4_43,178.16816
D4_32,178.16848
D4_41,178.16848
D4_22,178.16872
D4_33,178.16936
D4_44,178.16976
D4_42,178.16992
D4_41,178.17072
D4_43,178.17096
D4_32,178.17104
D4_21,178.17192
D4_22,178.172
D4_42,178.1724
D4_33,178.17256
D4_31,178.17264
D4_44,178.1732
D4_43,178.17328
D4_32,178.17352
D4_42,178.1752
D4_41,178.17536
D4_44,178.1756
D4_43,178.17568
D4_32,178.17656
D4_33,178.1772
D4_42,178.17752
D4_43,178.17816
D4_31,178.17856
D4_44,178.17872
D4_32,178.17888
D4_41,178.17912
D4_22,178.17952
D4_42,178.18016
D4_21,178.1812
D4_32,178.18144
D4_33,178.18152
D4_43,178.18168
D4_31,178.18192
D4_44,178.18208
D4_42,178.18312
D4_41,178.18328
D4_33,178.18456
D4_43,178.18456
D4_32,178.18496
D4_31,178.18504
D4_44,178.1852
D4_42,178.18552
D4_22,178.18576
D4_33,178.18688
D4_43,178.18688
D4_32,178.18752
D4_21,178.18816
D4_44,178.18832
D4_42,178.1884
D4_22,178.18896
D4_31,178.18944
D4_41,178.18944
D4_32,178.19016
D4_33,178.19024
D4_42,178.19088
D4_43,178.19112
D4_22,178.19168
D4_41,178.19168
D4_44,178.19184
D4_31,178.19208
D4_21,178.19224
D4_32,178.19248
D4_33,178.1928
D4_42,178.19344
D4_43,178.19416
D4_44,178.19472
D4_31,178.19512
D4_32,178.19536
D4_42,178.19568
D4_41,178.19624
D4_21,178.19656
D4_31,178.19768
D4_44,178.19824
D4_33,178.1984
D4_42,178.1984
D4_32,178.19848
D4_21,178.19976
D4_31,178.19992
D4_43,178.20024
D4_41,178.2004
