Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
A1_21,6,188.01928,188.31112,0.2918399999999792
A1_21,10,294.97448,295.49544,0.5209599999999455
A1_21,6,303.39064,303.58344,0.192799999999977
A1_21,5,346.06016,346.13192,0.07175999999998339
A1_21,17,387.7828,388.14696,0.36415999999996984
A1_21,5,391.13752,391.26896,0.13143999999999778
A1_21,5,399.05472,399.15504,0.10032000000001062
A1_21,5,399.30776,399.5044,0.19664000000000215
A1_21,7,414.83368,415.04936,0.21567999999996346
A1_21,8,418.98296,419.1736,0.19064000000003034
A1_21,12,430.56512,430.83216,0.2670400000000086
A1_21,23,467.1084,467.6548,0.5464000000000055
A1_21,15,472.682,473.02584,0.34384000000000015
A1_21,10,476.24768,476.53256,0.2848799999999869
A1_21,7,485.28864,485.56584,0.27719999999999345
A1_21,12,515.04168,515.36688,0.32519999999999527
A1_21,17,528.44768,528.85784,0.41016000000001895
A1_21,9,532.28024,532.45424,0.17399999999997817
A1_21,5,538.10992,538.2348,0.12487999999996191
A1_21,12,543.88376,544.16784,0.2840799999999035
A1_21,16,550.26048,550.64656,0.38607999999999265
A1_21,19,570.76128,571.10272,0.3414399999999205
A1_21,7,577.27688,577.47672,0.1998399999999947
A1_21,7,580.4532,580.578,0.12479999999993652
A1_21,24,588.01176,588.36296,0.3512000000000626
A1_22,22,26.51096,26.89784,0.3868799999999979
A1_22,10,28.68928,28.83512,0.14583999999999975
A1_22,5,30.048,30.16576,0.11776000000000053
A1_22,5,30.27384,30.428,0.15416000000000096
A1_22,11,31.94168,32.16112,0.2194399999999952
A1_22,13,33.65312,33.9148,0.26167999999999836
A1_22,6,35.33328,35.49696,0.16367999999999938
A1_22,19,38.67488,39.02256,0.3476799999999969
A1_22,6,42.60656,42.7228,0.11623999999999768
A1_22,9,49.90376,50.09592,0.19216000000000122
A1_22,6,52.77936,53.0788,0.29944000000000415
A1_22,13,77.5808,77.81944,0.23864000000000374
A1_22,5,78.036,78.24072,0.20471999999999468
A1_22,5,79.47792,79.65584,0.1779200000000003
A1_22,12,83.66912,83.87968,0.21055999999998676
A1_22,5,86.3568,86.49512,0.13831999999999312
