Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
B3_11,17,26.74328,26.91176,0.1684800000000024
B3_11,14,61.95992,62.12888,0.16896000000000555
B3_11,12,142.45152,142.63392,0.18240000000000123
B3_11,20,191.07888,191.3336,0.25471999999999184
B3_11,21,226.26752,226.68824,0.4207200000000171
B3_11,22,284.048,284.3408,0.2927999999999997
B3_11,13,335.01136,335.23344,0.22207999999994854
B3_11,19,397.01192,397.26672,0.25480000000004566
B3_11,16,433.91184,434.18112,0.2692800000000375
B3_11,16,483.97408,484.15608,0.18199999999995953
B3_11,17,533.6388,533.96928,0.3304800000000796
B3_11,11,570.72848,570.88072,0.15224000000000615
B3_14,43,26.69552,27.30928,0.6137600000000027
B3_14,42,61.8992,62.286,0.3868000000000009
B3_14,50,142.3732,142.76024,0.38704000000001315
B3_14,10,142.86416,143.15888,0.2947200000000123
B3_14,49,191.07464,191.51936,0.444720000000018
B3_14,55,226.28568,226.79352,0.5078399999999874
B3_14,53,284.014,284.64872,0.6347200000000157
B3_14,55,334.95888,335.59312,0.634239999999977
B3_14,5,335.71336,335.87528,0.16191999999995232
B3_14,63,396.97648,397.55144,0.5749600000000328
B3_14,64,433.8584,434.4172,0.5587999999999624
B3_14,67,483.8576,484.69088,0.833280000000002
B3_14,60,533.57064,534.11128,0.5406399999999394
B3_14,6,534.21496,534.49048,0.27552000000002863
B3_14,55,570.66208,571.14792,0.4858400000000529
B3_22,8,26.73544,26.90824,0.17279999999999873
B3_22,7,61.93592,62.1068,0.1708799999999968
B3_22,6,142.38968,142.49024,0.10056000000000154
B3_22,13,191.13904,191.35008,0.211039999999997
B3_22,12,226.308,226.50832,0.20032000000000494
B3_22,6,284.03464,284.17336,0.13871999999997797
B3_22,7,335.08112,335.204,0.1228800000000092
B3_22,12,397.00784,397.3072,0.2993600000000356
B3_22,13,433.8708,434.19536,0.3245600000000195
B3_22,7,483.8928,484.1252,0.23239999999998417
B3_22,8,533.66688,533.80104,0.13415999999995165
B3_22,8,570.75928,570.95984,0.20055999999999585
B3_23,32,26.74848,27.09616,0.34768000000000043
B3_23,35,61.90216,62.34008,0.4379199999999983
B3_23,44,142.386,142.8948,0.5088000000000079
B3_23,50,191.0744,191.70544,0.6310400000000129
B3_23,43,226.31544,226.7068,0.3913599999999917
B3_23,49,283.99024,284.6284,0.6381600000000276
B3_23,44,334.95888,335.3588,0.39991999999995187
B3_23,37,396.99232,397.41152,0.41919999999998936
B3_23,50,433.89408,434.4164,0.5223200000000361
B3_23,54,483.86944,484.6556,0.7861599999999953
B3_23,50,533.5952,534.06144,0.4662399999999707
B3_23,45,570.66176,571.1612,0.4994400000000496
B3_24,17,26.7024,27.0064,0.3039999999999985
B3_24,21,61.8968,62.16336,0.26655999999999835
B3_24,29,142.42544,142.93328,0.5078399999999874
B3_24,25,191.06896,191.52168,0.45271999999999935
B3_24,18,226.38776,226.69016,0.3024000000000058
B3_24,25,284.04136,284.47432,0.43295999999998
B3_24,34,335.01608,335.63296,0.6168800000000374
B3_24,33,397.01712,397.46896,0.45184000000000424
B3_24,34,433.91488,434.40288,0.48799999999999955
B3_24,26,483.92352,484.21392,0.2903999999999769
B3_24,5,484.32504,484.404,0.07895999999999503
B3_24,12,533.63328,533.83864,0.2053600000000415
B3_24,19,570.74824,570.91632,0.16808000000003176
B3_31,13,26.70152,26.90704,0.20551999999999992
B3_31,15,61.94944,62.16504,0.2155999999999949
B3_31,18,142.346,142.76488,0.4188800000000015
B3_31,19,190.9824,191.44432,0.4619199999999921
B3_31,14,226.34752,226.49744,0.1499200000000087
B3_31,23,284.0128,284.35512,0.3423199999999724
B3_31,23,335.0116,335.238,0.22640000000001237
B3_31,20,396.98672,397.22952,0.24279999999998836
B3_31,16,433.85992,434.2052,0.3452800000000025
B3_31,26,483.93064,484.23168,0.3010400000000004
B3_31,14,533.60272,533.95416,0.35144000000002507
B3_31,21,570.6464,570.94464,0.298240000000078
B3_32,14,26.7392,26.88104,0.1418399999999984
B3_32,10,61.9616,62.13944,0.17784000000000333
B3_32,20,142.38616,142.7072,0.32104000000001065
B3_32,19,191.07544,191.40592,0.33048000000002276
B3_32,9,226.35072,226.45472,0.10400000000001342
B3_32,17,284.03816,284.46208,0.4239200000000096
B3_32,16,335.00152,335.27216,0.2706399999999576
B3_32,19,396.96176,397.40344,0.44167999999996255
B3_32,14,433.9476,434.1136,0.16599999999999682
B3_32,5,434.21496,434.32048,0.10551999999995587
B3_32,17,483.90592,484.21696,0.3110399999999913
B3_32,19,533.62928,534.04288,0.413599999999974
B3_32,13,570.73224,571.02704,0.2948000000000093
B3_33,17,26.75784,27.04616,0.2883199999999988
B3_33,18,61.966,62.1776,0.21159999999999712
B3_33,17,142.3976,142.66896,0.27135999999998717
B3_33,15,191.06344,191.22648,0.1630399999999952
B3_33,17,226.3392,226.5764,0.2372000000000014
B3_33,19,284.05824,284.28104,0.22280000000000655
B3_33,16,335.04952,335.18576,0.13624000000004344
B3_33,21,396.9612,397.23632,0.2751199999999585
B3_33,18,433.90904,434.12568,0.21663999999998396
B3_33,10,483.94928,484.11192,0.16264000000001033
B3_33,15,533.65488,533.78192,0.1270399999999654
B3_33,22,570.70328,571.1124,0.4091200000000299
B3_34,46,26.67784,27.18928,0.5114400000000003
B3_34,58,61.88152,62.57472,0.6931999999999974
B3_34,54,142.32712,142.78352,0.45640000000000214
B3_34,62,191.06336,191.74904,0.6856800000000192
B3_34,65,226.2628,226.92704,0.6642400000000066
B3_34,59,283.98272,284.77888,0.796160000000043
B3_34,61,334.97032,335.61672,0.6463999999999714
B3_34,67,396.95408,397.73736,0.7832800000000475
B3_34,64,433.84904,434.53184,0.6827999999999861
B3_34,71,483.8412,484.57536,0.7341599999999744
B3_34,65,533.59112,534.11248,0.5213599999999587
B3_34,53,570.64552,571.20096,0.555439999999976
B3_34,6,571.30632,571.51192,0.205600000000004
B3_41,5,26.75744,26.89096,0.13352000000000075
B3_41,6,61.96432,62.11152,0.147199999999998
B3_41,6,142.4604,142.60312,0.14271999999999707
B3_41,7,191.09416,191.25824,0.16408000000001266
B3_41,6,284.05744,284.1856,0.1281600000000367
B3_41,6,433.91112,434.14616,0.23504000000002634
B3_41,5,483.94888,484.0592,0.11032000000000153
B3_41,6,533.71344,533.80632,0.09288000000003649
B3_42,6,61.9996,62.06768,0.06808000000000192
B3_43,22,26.7428,26.96464,0.22184000000000026
B3_43,21,61.92456,62.30312,0.37856000000000023
B3_43,29,142.35752,142.83256,0.475040000000007
B3_43,33,191.06224,191.4588,0.3965599999999938
