Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
B3_43,22,226.26384,226.69056,0.4267200000000173
B3_43,23,284.00808,284.31928,0.31119999999998527
B3_43,37,334.984,335.44272,0.458720000000028
B3_43,28,396.96816,397.28336,0.31520000000000437
B3_43,31,433.85,434.17792,0.32791999999994914
B3_43,28,483.89616,484.3236,0.42743999999999005
B3_43,24,533.59816,533.9336,0.33543999999994867
B3_43,32,570.63592,571.06088,0.42495999999994183
B3_44,60,26.70424,27.43408,0.7298400000000029
B3_44,56,61.85128,62.50152,0.6502399999999966
B3_44,59,142.32504,143.23656,0.9115199999999959
B3_44,76,191.00416,191.92176,0.9175999999999931
B3_44,74,226.24512,226.99744,0.7523200000000259
B3_44,72,283.9588,284.70712,0.7483199999999783
B3_44,68,334.9292,335.6048,0.6756000000000313
B3_44,58,396.936,397.47632,0.5403200000000083
B3_44,68,433.82328,434.3224,0.4991200000000049
B3_44,68,483.84008,484.60784,0.7677600000000098
B3_44,69,533.5532,534.21552,0.6623200000000224
