Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV)
,,168.97792,B5_24,0.017
,,169.03552,B2_42,0.024
,,169.03784,B2_32,0.037
,,169.03832,B2_31,0.035
,,169.05312,B5_24,0.014
,,169.08808,B5_23,0.02
,,169.122,B5_42,0.013
,,169.124,B6_31,0.016
,,169.18992,B2_44,0.018
,,169.2052,B2_43,0.026
,,169.21192,B6_43,0.031
,,169.23432,B2_42,0.014
,,169.32968,B3_21,0.028
,,169.3428,B2_11,0.017
,,169.3848,B1_24,0.029
,,169.41824,B3_31,0.018
,,169.42952,B2_43,0.029
,,169.42984,B2_32,0.031
,,169.43056,B2_21,0.016
,,169.44232,B2_34,0.026
,,169.45152,B1_34,0.012
,,169.45528,B2_22,0.03
,,169.45544,B2_12,0.086
,,169.45768,B2_12,0.013
,,169.47088,B5_24,0.015
,,169.5096,B5_44,0.016
,,169.51296,B2_44,0.043
,,169.5912,B5_14,0.016
,,169.5924,B5_11,0.013
,,169.66488,B4_43,0.022
,,169.68264,B2_11,0.02
,,169.6832,B2_31,0.03
,,169.69304,B2_22,0.018
,,169.72248,B2_43,0.021
,,169.73728,B2_31,0.014
,,169.75328,B2_44,0.017
,,169.75728,B2_42,0.014
,,169.7728,B2_43,0.023
,,169.80312,B2_42,0.034
,,169.8272,B5_14,0.011
,,169.90064,B2_31,0.017
,,169.90112,B2_32,0.016
,,169.90936,B2_42,0.019
,,169.95304,B5_44,0.013
,,169.98064,B5_23,0.023
,,170.11168,B1_24,0.034
,,170.1404,B2_42,0.036
,,170.14672,B2_44,0.045
,,170.15184,B2_44,0.039
,,170.15832,B5_24,0.018
,,170.16624,B2_44,0.038
,,170.20528,B4_42,0.019
,,170.21728,B6_32,0.016
,,170.34896,B2_42,0.038
,,170.35424,B2_42,0.03
,,170.35536,B2_32,0.026
,,170.35616,B2_43,0.047
,,170.3644,B2_31,0.017
,,170.3648,B2_42,0.015
,,170.38056,B1_34,0.015
,,170.46744,B5_11,0.027
,,170.48096,B2_42,0.042
,,170.5228,B6_43,0.015
,,170.52856,B5_11,0.024
,,170.6016,B2_11,0.058
,,170.6028,B5_11,0.021
,,170.61536,B6_31,0.019
,,170.61744,B2_42,0.026
,,170.68296,B5_33,0.014
,,170.69016,B2_42,0.023
,,170.69992,B2_43,0.037
,,170.70032,B2_32,0.029
,,170.7008,B2_22,0.016
,,170.70104,B2_11,0.027
,,170.70328,B2_34,0.036
,,170.70704,B2_42,0.019
,,170.7168,B1_12,0.014
,,170.71952,B2_43,0.022
,,170.72328,B1_23,0.017
,,170.7304,B5_11,0.019
,,170.73888,B6_43,0.015
,,170.74664,B5_44,0.021
,,170.76408,B2_42,0.053
,,170.81576,B2_42,0.039
,,170.85424,B1_24,0.03
,,170.93872,B2_34,0.022
,,171.00376,B2_12,0.019
,,171.0504,B5_44,0.017
,,171.06616,B5_11,0.019
,,171.13032,B5_42,0.011
,,171.14496,B2_42,0.022
,,171.24904,B2_34,0.017
,,171.25056,B5_14,0.02
,,171.25512,B2_34,0.014
,,171.25976,B2_31,0.019
,,171.25984,B2_33,0.011
,,171.26016,B2_42,0.016
,,171.26312,B2_42,0.034
,,171.26352,B2_43,0.017
,,171.26544,B2_41,0.01
,,171.26688,B2_21,0.038
,,171.26752,B2_42,0.022
,,171.26824,B2_33,0.012
,,171.2684,B2_44,0.053
,,171.26856,B2_31,0.021
,,171.26912,B2_21,0.046
,,171.2712,B2_31,0.012
,,171.27152,B2_21,0.014
,,171.27176,B2_43,0.023
,,171.27336,B2_42,0.036
,,171.274,B5_23,0.019
,,171.27416,B2_21,0.027
,,171.27456,B5_21,0.02
,,171.27728,B2_42,0.046
,,171.27824,B2_24,0.015
,,171.27864,B2_34,0.015
,,171.29296,B2_22,0.014
,,171.29352,B2_12,0.015
,,171.30144,B5_11,0.018
,,171.30792,B2_43,0.02
,,171.3596,B2_12,0.015
,,171.36112,B2_31,0.017
,,171.37872,B5_11,0.018
,,171.38128,B4_43,0.02
,,171.39032,B2_22,0.016
,,171.39096,B2_12,0.016
,,171.39216,B5_44,0.016
,,171.39712,B2_11,0.015
,,171.39968,B2_31,0.014
,,171.40016,B2_32,0.015
,,171.40272,B2_42,0.036
,,171.45952,B2_22,0.014
,,171.46008,B2_12,0.016
,,171.47144,B2_34,0.018
,,171.47296,B2_43,0.019
,,171.47512,B2_12,0.018
,,171.4776,B2_21,0.034
,,171.4792,B2_42,0.03
,,171.47984,B2_44,0.047
,,171.47992,B2_21,0.043
,,171.47992,B2_31,0.018
,,171.48176,B2_42,0.023
,,171.48528,B2_21,0.04
,,171.48616,B2_42,0.042
,,171.50568,B2_12,0.018
,,171.50736,B1_24,0.029
,,171.51064,B2_44,0.043
,,171.51648,B2_44,0.036
,,171.52064,B4_23,0.013
,,171.53632,B1_23,0.015
,,171.55016,B5_11,0.018
,,171.55856,B2_42,0.018
,,171.55888,B2_31,0.049
,,171.56008,B2_32,0.036
,,171.56176,B2_21,0.033
,,171.56176,B4_43,0.02
,,171.56288,B2_43,0.028
,,171.56312,B2_32,0.032
,,171.56448,B2_42,0.028
,,171.58008,B2_43,0.019
,,171.58656,B2_44,0.042
,,171.59392,B2_22,0.013
,,171.59456,B2_12,0.013
,,171.6548,B5_11,0.016
,,171.66288,B5_21,0.021
,,171.73432,B4_23,0.014
,,171.76112,B2_21,0.042
,,171.77872,B5_11,0.023
,,171.80872,B2_42,0.04
,,171.8132,B5_22,0.02
,,171.84288,B4_33,0.012
,,171.84296,B5_11,0.017
,,171.84736,B4_22,0.013
,,171.84752,B4_32,0.014
,,171.84776,B4_43,0.034
,,171.88504,B3_31,0.019
,,171.94392,B2_32,0.018
,,171.96728,B4_43,0.02
,,171.988,B5_23,0.027
,,171.99968,B3_21,0.032
,,172.01304,B5_11,0.015
,,172.04192,B5_22,0.014
,,172.05248,B4_42,0.015
,,172.07488,B5_33,0.058
,,172.07712,B5_33,0.034
,,172.08368,B5_11,0.024
,,172.09968,B2_11,0.018
,,172.1004,B2_31,0.026
,,172.16936,B2_42,0.038
,,172.1944,B2_11,0.015
,,172.25544,B1_24,0.031
,,172.2732,B2_32,0.017
,,172.27744,B5_11,0.019
,,172.34424,B1_13,0.016
,,172.35312,B4_34,0.027
,,172.38608,B5_11,0.023
,,172.39192,B2_42,0.015
,,172.3956,B1_33,0.011
,,172.3964,B5_44,0.017
,,172.40248,B2_13,0.014
,,172.40384,B5_14,0.014
,,172.40416,B2_44,0.016
,,172.42416,B5_14,0.014
,,172.4408,B2_31,0.016
,,172.48992,B1_13,0.013
,,172.49312,B2_42,0.018
,,172.49904,B2_43,0.016
,,172.53352,B1_43,0.02
,,172.54768,B5_11,0.012
,,172.56104,B6_22,0.026
,,172.57112,B5_24,0.015
,,172.572,B5_14,0.01
,,172.60864,B1_23,0.021
,,172.61264,B6_22,0.016
,,172.66304,B6_22,0.02
,,172.6696,B5_43,0.018
,,172.674,B5_24,0.014
,,172.67536,B2_12,0.014
,,172.68784,B5_24,0.016
,,172.70104,B4_43,0.02
,,172.72632,B2_12,0.015
,,172.7524,B6_42,0.018
,,172.82896,B2_22,0.014
,,172.83128,B2_11,0.015
,,172.84216,B2_43,0.035
,,172.84256,B2_32,0.029
,,172.84304,B2_22,0.017
,,172.84336,B2_34,0.032
,,172.84344,B2_11,0.024
,,172.87256,B6_43,0.017
,,172.87296,B2_32,0.016
,,172.87872,B2_22,0.013
,,172.9252,B2_21,0.026
,,172.93312,B2_12,0.013
,,172.94352,B4_34,0.017
,,172.99056,B5_11,0.024
,,172.99672,B2_42,0.016
,,173.00656,B2_42,0.017
,,173.02592,B1_24,0.036
,,173.04304,B2_12,0.013
,,173.0924,B1_23,0.028
,,173.09984,B5_23,0.025
,,173.10632,B1_12,0.02
,,173.13336,B4_42,0.018
,,173.14536,B2_12,0.013
,,173.1524,B2_43,0.016
,,173.2152,B5_44,0.019
,,173.25624,B6_43,0.014
,,173.30848,B6_32,0.023
,,173.3404,B5_24,0.021
,,173.35792,B4_44,0.019
,,173.36768,B5_24,0.018
,,173.38848,B5_21,0.021
,,173.38936,B5_11,0.014
,,173.42864,B6_32,0.022
,,173.45824,B1_23,0.013
,,173.46016,B2_42,0.048
,,173.46176,B2_31,0.018
,,173.52088,B5_44,0.019
,,173.5316,B5_11,0.027
,,173.61616,B5_31,0.013
,,173.654,B1_24,0.033
,,173.67088,B5_11,0.024
,,173.7052,B2_34,0.026
,,173.70696,B2_42,0.016
,,173.76088,B4_43,0.025
,,173.7748,B5_11,0.024
,,173.80456,B5_24,0.016
,,173.81088,B2_34,0.013
,,173.82424,B5_24,0.015
,,173.88104,B5_13,0.012
,,173.88248,B5_11,0.017
,,173.88424,B3_34,0.018
,,173.89728,B6_22,0.016
,,173.92072,B4_24,0.017
,,173.92288,B6_22,0.015
,,173.93824,B2_31,0.019
,,173.93872,B2_32,0.016
,,173.95416,B5_24,0.023
,,173.9572,B2_44,0.02
,,173.95848,B3_44,0.034
,,173.95856,B3_31,0.072
,,173.95888,B3_22,0.014
,,173.966,B5_11,0.018
,,173.98528,B2_11,0.017
,,174.02408,B3_12,0.014
,,174.0576,B2_42,0.017
,,174.06624,B5_23,0.022
,,174.0668,B5_21,0.018
,,174.086,B2_34,0.025
,,174.17432,B2_43,0.024
,,174.182,B5_42,0.012
,,174.25128,B5_23,0.029
,,174.25984,B2_11,0.057
,,174.2792,B1_24,0.034
,,174.2832,B5_11,0.024
,,174.3208,B5_44,0.018
,,174.33648,B2_12,0.014
,,174.36576,B1_23,0.024
,,174.40288,B6_43,0.028
,,174.41144,B5_33,0.062
,,174.41368,B5_33,0.055
,,174.41448,B5_23,0.019
,,174.4752,B5_11,0.018
,,174.49584,B5_24,0.017
,,174.51808,B4_44,0.025
,,174.5184,B2_31,0.034
,,174.5188,B2_32,0.018
,,174.52552,B4_12,0.039
,,174.5364,B4_34,0.027
,,174.57112,B4_43,0.018
,,174.656,B2_43,0.015
,,174.6672,B2_42,0.018
,,174.69208,B2_21,0.022
,,174.79288,B4_42,0.016
,,174.80408,B3_42,0.02
,,174.82792,B2_22,0.014
,,174.85328,B1_24,0.024
,,174.8948,B4_32,0.014
,,174.90464,B5_44,0.015
,,174.92064,B2_42,0.019
,,175.04704,B2_22,0.035
,,175.07128,B6_31,0.016
,,175.07184,B2_32,0.024
,,175.07264,B2_43,0.044
,,175.07728,B2_32,0.026
,,175.08608,B1_13,0.016
,,175.08912,B5_24,0.015
,,175.0992,B2_31,0.02
,,175.14536,B5_24,0.014
,,175.16776,B2_32,0.015
,,175.178,B2_22,0.015
,,175.19864,B1_23,0.021
,,175.2444,B2_43,0.032
,,175.2448,B2_32,0.021
,,175.2452,B2_22,0.013
,,175.24528,B2_11,0.029
,,175.2476,B2_34,0.034
,,175.29456,B5_23,0.027
,,175.33232,B4_22,0.013
,,175.33736,B2_12,0.018
,,175.35024,B2_21,0.018
,,175.4448,B1_13,0.019
,,175.45736,B2_22,0.015
,,175.46864,B2_32,0.012
,,175.51208,B5_44,0.017
,,175.53968,B5_14,0.012
,,175.57288,B2_42,0.012
,,175.61936,B1_31,0.017
,,175.6324,B5_13,0.013
,,175.63312,B5_21,0.019
,,175.63344,B2_42,0.015
,,175.65416,B1_24,0.03
,,175.76552,B2_11,0.013
,,175.78024,B2_43,0.027
,,175.78072,B2_32,0.033
,,175.7812,B2_21,0.016
,,175.85544,B4_43,0.019
,,175.9048,B2_31,0.015
,,175.90528,B2_42,0.028
,,175.90552,B2_24,0.011
,,175.90808,B2_12,0.013
,,175.91048,B2_21,0.046
,,175.91144,B2_42,0.019
,,175.9136,B2_44,0.063
,,175.91368,B2_31,0.024
,,175.91368,B2_32,0.018
,,175.91432,B2_21,0.031
,,175.91464,B2_43,0.016
,,175.91472,B2_42,0.031
,,175.91656,B2_21,0.031
,,175.91832,B2_31,0.016
,,175.91928,B2_42,0.041
,,175.92024,B2_24,0.015
,,175.92064,B2_34,0.017
,,175.92136,B2_31,0.02
,,175.92384,B2_43,0.021
,,175.94224,B2_42,0.016
,,175.94528,B2_43,0.022
,,175.95208,B2_42,0.025
,,175.95232,B2_12,0.017
,,175.95232,B2_21,0.038
,,175.95264,B2_44,0.053
,,175.95296,B2_31,0.015
,,175.95624,B2_21,0.042
,,175.95728,B2_42,0.034
,,175.95872,B4_12,0.025
,,175.95984,B2_21,0.016
,,175.96144,B5_11,0.024
,,175.97424,B2_32,0.011
,,175.98464,B2_43,0.02
,,175.98744,B2_42,0.022
,,175.99664,B2_21,0.024
,,176.02272,B2_31,0.05
,,176.02416,B2_32,0.039
,,176.03272,B5_11,0.023
,,176.1328,B5_11,0.025
,,176.21224,B6_31,0.018
,,176.24504,B2_22,0.015
,,176.27304,B6_31,0.016
,,176.27888,B2_42,0.028
,,176.29992,B5_11,0.02
,,176.33192,B2_34,0.02
,,176.33672,B2_21,0.017
,,176.36672,B4_42,0.013
,,176.3688,B2_42,0.027
,,176.3956,B5_24,0.018
,,176.42368,B1_24,0.029
,,176.43328,B4_43,0.023
,,176.43376,B3_14,0.021
,,176.44496,B5_24,0.019
,,176.50032,B5_11,0.026
,,176.5296,B3_31,0.017
,,176.54792,B2_22,0.015
,,176.55504,B5_14,0.014
,,176.55872,B6_43,0.018
,,176.59224,B2_32,0.013
,,176.59816,B2_22,0.013
,,176.65056,B2_42,0.025
,,176.65464,B2_32,0.023
,,176.65512,B2_43,0.039
,,176.72472,B5_21,0.019
,,176.74392,B2_42,0.014
,,176.78224,B6_43,0.02
,,176.80848,B2_12,0.012
,,176.83936,B6_31,0.016
,,176.84536,B4_33,0.018
,,176.84568,B2_31,0.012
,,176.85952,B5_42,0.012
,,176.86192,B1_23,0.017
,,176.8788,B4_44,0.019
,,176.90456,B2_31,0.017
,,176.90464,B2_42,0.024
,,176.90552,B2_12,0.015
,,176.90712,B2_44,0.018
,,176.90824,B2_42,0.026
,,176.90872,B2_21,0.051
,,176.9108,B2_42,0.016
,,176.91232,B2_21,0.055
,,176.91312,B2_33,0.017
,,176.91328,B2_44,0.061
,,176.91336,B2_31,0.024
,,176.91416,B2_43,0.029
,,176.91456,B2_42,0.038
,,176.91584,B2_21,0.026
,,176.91808,B2_21,0.047
,,176.91912,B2_24,0.015
,,176.91968,B2_42,0.031
,,176.94664,B2_44,0.024
,,176.94784,B5_24,0.025
,,176.9592,B5_24,0.016
,,176.98688,B2_44,0.018
,,176.99512,B5_24,0.02
,,177.00392,B2_42,0.019
,,177.02416,B6_31,0.016
,,177.04056,B2_32,0.012
,,177.05936,B2_22,0.018
,,177.06248,B2_44,0.02
,,177.08936,B2_44,0.036
,,177.1248,B2_12,0.017
,,177.13008,B5_14,0.014
,,177.1832,B2_42,0.052
,,177.20216,B2_42,0.014
,,177.2132,B2_13,0.012
,,177.24272,B1_24,0.033
,,177.2892,B2_43,0.017
,,177.30392,B4_33,0.017
,,177.31528,B2_12,0.019
,,177.35016,B4_43,0.016
,,177.3616,B2_22,0.014
,,177.43656,B2_43,0.028
,,177.43704,B2_32,0.035
,,177.4376,B2_21,0.016
,,177.44968,B2_34,0.028
,,177.45032,B2_42,0.018
,,177.47144,B2_21,0.019
,,177.48056,B2_31,0.018
,,177.492,B1_23,0.023
,,177.50096,B2_42,0.015
,,177.51304,B4_22,0.037
,,177.51632,B4_34,0.014
,,177.51648,B4_24,0.022
,,177.51664,B4_23,0.028
,,177.51696,B4_13,0.017
,,177.52576,B4_22,0.016
,,177.52704,B4_12,0.019
,,177.53088,B4_44,0.018
,,177.53112,B4_43,0.018
,,177.53128,B4_42,0.06
,,177.61104,B4_44,0.021
,,177.68368,B2_42,0.015
,,177.68976,B4_33,0.017
,,177.7044,B2_31,0.013
,,177.71384,B5_14,0.013
,,177.74376,B5_11,0.018
,,177.78384,B5_24,0.014
,,177.80904,B5_11,0.021
,,177.81712,B5_13,0.012
,,177.81728,B5_23,0.018
,,177.81776,B5_21,0.021
,,177.81856,B5_11,0.02
,,177.85728,B4_43,0.018
,,177.87536,B2_42,0.029
,,177.87576,B3_31,0.017
,,177.898,B5_11,0.023
,,177.90888,B2_31,0.021
,,177.90944,B2_32,0.016
,,177.9444,B5_14,0.013
,,177.97968,B1_24,0.033
,,177.99792,B5_11,0.017
,,178.0004,B5_11,0.027
,,178.02712,B4_42,0.012
,,178.06856,B5_32,0.011
,,178.07088,B3_31,0.042
,,178.07136,B3_21,0.017
,,178.07744,B5_11,0.016
,,178.18384,B2_43,0.02
,,178.18408,B5_42,0.009
,,178.18848,B5_11,0.018
,,178.20136,B5_11,0.012
,,178.23552,B2_21,0.034
,,178.23992,B2_43,0.03
,,178.24032,B2_32,0.024
,,178.24104,B2_11,0.019
,,178.24232,B2_34,0.036
,,178.25456,B2_11,0.045
,,178.28752,B2_22,0.015
,,178.3212,B5_23,0.031
,,178.34664,B5_23,0.025
,,178.3476,B2_32,0.013
,,178.37064,B5_42,0.01
,,178.37744,B4_13,0.013
,,178.40392,B2_12,0.014
,,178.46032,B4_34,0.029
,,178.46056,B2_21,0.02
,,178.47872,B2_22,0.014
,,178.49864,B4_44,0.031
,,178.49872,B2_22,0.016
,,178.50648,B4_12,0.039
,,178.54224,B2_44,0.017
,,178.56568,B6_43,0.033
,,178.5964,B4_44,0.016
,,178.60296,B1_24,0.025
,,178.61904,B5_24,0.02
,,178.62528,B3_14,0.02
,,178.63096,B2_44,0.038
,,178.64112,B3_44,0.023
,,178.64896,B3_32,0.02
,,178.6504,B3_44,0.022
,,178.66128,B3_44,0.019
,,178.66472,B3_24,0.018
,,178.68312,B2_12,0.013
,,178.69072,B2_42,0.016
,,178.72552,B2_42,0.019
,,178.73048,B2_11,0.054
,,178.73656,B2_42,0.02
,,178.74784,B2_13,0.009
,,178.79192,B1_22,0.016
,,178.81216,B5_11,0.011
,,178.8716,B2_43,0.018
,,178.91496,B1_43,0.023
,,178.9424,B2_12,0.016
,,179.0468,B2_22,0.015
,,179.17384,B4_22,0.013
,,179.17496,B4_43,0.017
,,179.1988,B2_42,0.016
,,179.20496,B4_13,0.013
,,179.21952,B3_11,0.017
,,179.23728,B1_24,0.031
,,179.29144,B2_32,0.02
,,179.30464,B4_43,0.02
,,179.314,B5_11,0.015
,,179.31504,B2_34,0.017
,,179.33848,B2_31,0.017
,,179.34528,B4_33,0.017
,,179.35448,B3_11,0.017
,,179.4612,B2_44,0.018
,,179.50472,B6_43,0.017
,,179.50752,B5_42,0.01
,,179.52424,B1_23,0.02
,,179.54336,B5_11,0.025
,,179.5888,B5_24,0.014
,,179.626,B5_11,0.023
,,179.66056,B4_42,0.016
,,179.69456,B5_11,0.024
,,179.71912,B2_11,0.012
,,179.75096,B4_43,0.018
,,179.76928,B4_42,0.024
,,179.7712,B4_33,0.017
,,179.77792,B5_11,0.013
,,179.78912,B5_11,0.02
,,179.8,B5_23,0.028
,,179.80872,B2_21,0.017
,,179.82128,B3_44,0.052
,,179.84448,B2_43,0.014
,,179.84568,B3_43,0.016
,,179.86904,B4_32,0.017
,,179.89384,B2_12,0.031
,,179.89904,B2_22,0.015
,,179.9396,B1_13,0.012
,,179.93976,B2_13,0.012
,,179.94024,B3_31,0.021
,,179.9732,B1_24,0.028
,,179.99616,B2_43,0.024
,,180.01568,B2_42,0.019
,,180.11216,B2_24,0.011
,,180.11312,B2_43,0.021
,,180.11416,B2_42,0.027
,,180.11472,B2_12,0.014
,,180.116,B2_43,0.017
,,180.11784,B2_42,0.017
,,180.11808,B2_21,0.041
,,180.12048,B2_21,0.074
,,180.12112,B2_22,0.015
,,180.12112,B2_33,0.013
,,180.12128,B2_44,0.057
,,180.12152,B2_31,0.014
,,180.1216,B2_43,0.023
,,180.12184,B2_12,0.029
,,180.12272,B2_21,0.023
,,180.1252,B2_21,0.022
,,180.12608,B2_42,0.037
,,180.12632,B6_43,0.015
,,180.1284,B2_24,0.013
,,180.12864,B4_33,0.015
,,180.12872,B2_21,0.023
,,180.12928,B2_42,0.038
,,180.16928,B2_42,0.026
,,180.17272,B2_21,0.037
,,180.17752,B2_42,0.03
,,180.17784,B2_31,0.029
,,180.17792,B2_33,0.011
,,180.17808,B2_44,0.052
,,180.17816,B2_43,0.019
,,180.1784,B2_21,0.043
,,180.17872,B2_12,0.018
,,180.18264,B2_21,0.036
,,180.18368,B2_42,0.037
,,180.18816,B2_22,0.016
,,180.19064,B2_43,0.026
,,180.2,B6_31,0.019
,,180.266,B6_31,0.012
,,180.26984,B1_23,0.014
,,180.27712,B5_11,0.012
,,180.31672,B2_43,0.02
,,180.40392,B2_31,0.013
,,180.40424,B1_31,0.017
,,180.4116,B5_11,0.016
,,180.44328,B4_42,0.015
,,180.46136,B2_21,0.015
,,180.54392,B2_44,0.018
,,180.57256,B2_44,0.031
,,180.58248,B5_23,0.028
,,180.616,B2_34,0.019
,,180.65352,B5_33,0.059
,,180.65608,B5_33,0.049
,,180.6568,B5_44,0.015
,,180.69944,B2_22,0.015
,,180.70008,B2_12,0.016
,,180.74664,B2_22,0.024
,,180.74832,B2_43,0.014
,,180.77048,B1_24,0.035
,,180.8024,B4_43,0.019
,,180.87912,B4_33,0.018
,,180.88,B5_24,0.017
,,180.89336,B2_12,0.014
,,180.9008,B2_31,0.016
,,180.90128,B2_32,0.016
,,180.93432,B5_14,0.014
,,181.01568,B5_11,0.016
,,181.03696,B6_43,0.017
,,181.05392,B2_42,0.016
,,181.05408,B2_34,0.025
,,181.05616,B2_24,0.01
,,181.06552,B2_22,0.026
,,181.0656,B2_12,0.092
,,181.07136,B2_42,0.014
,,181.07344,B2_43,0.017
,,181.07568,B2_32,0.035
,,181.0768,B2_43,0.046
,,181.07792,B2_32,0.012
,,181.07952,B2_31,0.016
,,181.08,B2_42,0.02
,,181.08344,B2_42,0.026
,,181.08368,B2_12,0.014
,,181.08496,B2_43,0.018
,,181.0852,B2_44,0.017
,,181.0872,B2_12,0.014
,,181.0872,B2_21,0.046
,,181.08808,B2_42,0.027
,,181.08904,B2_43,0.021
,,181.08904,B2_44,0.05
,,181.08936,B2_31,0.025
,,181.08992,B2_21,0.038
,,181.09192,B2_43,0.024
,,181.09336,B2_21,0.02
,,181.09344,B2_41,0.008
,,181.0936,B2_42,0.016
,,181.09648,B2_42,0.036
,,181.09744,B2_24,0.012
,,181.09752,B2_31,0.014
,,181.0992,B2_21,0.027
,,181.10344,B2_21,0.012
,,181.12776,B2_22,0.017
,,181.14944,B5_33,0.064
,,181.15224,B2_42,0.019
,,181.15376,B4_24,0.015
,,181.1644,B5_44,0.018
,,181.1756,B2_22,0.014
,,181.18232,B2_43,0.02
,,181.22072,B3_43,0.03
,,181.29376,B6_43,0.031
,,181.30104,B5_14,0.014
,,181.32344,B4_34,0.026
,,181.38328,B2_42,0.023
,,181.39264,B5_43,0.016
,,181.39656,B2_43,0.018
,,181.40368,B5_43,0.013
,,181.41976,B5_24,0.014
,,181.42224,B2_31,0.013
,,181.42624,B1_24,0.031
,,181.44096,B5_11,0.024
,,181.49512,B4_42,0.015
,,181.5188,B5_14,0.013
,,181.52312,B5_24,0.016
,,181.5396,B4_43,0.021
,,181.64312,B5_44,0.016
,,181.65728,B5_23,0.019
,,181.65784,B5_21,0.015
,,181.65856,B5_11,0.019
,,181.72296,B5_43,0.023
,,181.73312,B5_24,0.017
,,181.7768,B4_33,0.017
,,181.8048,B5_44,0.015
,,181.81168,B6_31,0.017
,,181.8624,B5_11,0.015
,,181.86704,B5_23,0.017
,,181.86768,B5_21,0.021
,,181.86856,B5_11,0.017
,,181.88952,B2_43,0.038
,,181.88992,B2_32,0.027
,,181.89048,B2_22,0.014
,,181.8908,B2_11,0.027
,,181.89272,B2_24,0.011
,,181.89288,B2_34,0.032
,,181.9112,B2_21,0.016
,,181.91808,B2_22,0.014
,,181.93744,B4_44,0.018
,,181.94448,B5_11,0.021
,,181.94488,B2_42,0.021
,,181.9996,B5_11,0.022
,,182.05208,B2_43,0.024
,,182.10576,B5_11,0.02
,,182.12968,B1_24,0.027
,,182.14536,B3_23,0.019
,,182.14952,B5_22,0.015
,,182.15128,B2_34,0.021
,,182.15432,B5_24,0.016
,,182.15536,B2_42,0.036
,,182.17384,B5_43,0.02
,,182.18536,B5_11,0.023
,,182.21944,B5_14,0.014
,,182.2368,B4_43,0.016
,,182.2468,B3_23,0.021
,,182.26048,B5_14,0.013
,,182.26848,B4_43,0.021
,,182.30304,B5_23,0.027
,,182.39872,B5_33,0.063
,,182.40128,B5_33,0.017
,,182.404,B2_31,0.014
,,182.40592,B5_42,0.012
,,182.43128,B2_31,0.017
,,182.43184,B2_32,0.015
,,182.43416,B2_43,0.023
,,182.43464,B2_32,0.032
,,182.43512,B2_21,0.016
,,182.43928,B3_21,0.019
,,182.5288,B4_42,0.024
,,182.55744,B2_42,0.012
,,182.58032,B4_24,0.014
,,182.6144,B2_43,0.02
,,182.64456,B5_44,0.019
,,182.72656,B2_22,0.015
,,182.73208,B2_13,0.012
,,182.73312,B2_11,0.022
,,182.73536,B2_32,0.021
,,182.73648,B2_11,0.015
,,182.7564,B5_11,0.02
,,182.79904,B1_24,0.031
,,182.80128,B2_42,0.05
,,182.81152,B4_42,0.017
,,182.81432,B4_42,0.025
,,182.81832,B4_24,0.017
,,182.8216,B4_42,0.018
,,182.85992,B2_21,0.026
,,182.8796,B5_43,0.019
,,182.91784,B2_11,0.06
,,182.92688,B2_31,0.014
,,182.93096,B2_11,0.014
,,182.93288,B5_24,0.018
,,182.93632,B2_31,0.013
,,182.94752,B6_43,0.033
,,182.96808,B4_43,0.016
,,183.09352,B6_32,0.016
,,183.10448,B3_31,0.018
,,183.12224,B6_31,0.016
,,183.12624,B2_43,0.015
,,183.14416,B4_24,0.018
,,183.24168,B5_21,0.021
,,183.28168,B2_43,0.016
,,183.34632,B5_24,0.018
,,183.37296,B1_24,0.025
,,183.41288,B4_24,0.013
,,183.4156,B2_42,0.052
,,183.44992,B5_43,0.019
,,183.53024,B6_43,0.033
,,183.57928,B5_11,0.012
,,183.59632,B4_24,0.016
,,183.61848,B4_44,0.017
,,183.6272,B5_24,0.014
,,183.736,B2_11,0.015
,,183.73832,B2_31,0.021
,,183.73912,B2_32,0.017
,,183.74136,B3_21,0.016
,,183.7436,B4_33,0.016
,,183.7688,B2_12,0.026
,,183.77416,B2_22,0.015
,,183.77784,B5_42,0.01
,,183.79256,B2_44,0.019
,,183.7996,B4_24,0.016
,,183.80816,B5_44,0.018
,,183.81792,B4_34,0.028
,,183.85456,B2_43,0.02
,,184.01072,B3_21,0.017
,,184.04064,B1_23,0.023
,,184.04584,B5_43,0.019
,,184.07992,B6_31,0.02
,,184.08936,B2_42,0.023
,,184.11,B2_44,0.047
,,184.11744,B1_24,0.027
,,184.1244,B2_44,0.036
,,184.15816,B6_31,0.017
,,184.19216,B4_22,0.013
,,184.19496,B4_42,0.017
,,184.26712,B5_11,0.017
,,184.28856,B2_42,0.051
,,184.28904,B2_43,0.032
,,184.28936,B2_32,0.035
,,184.29008,B2_21,0.015
,,184.32848,B5_11,0.022
,,184.4128,B5_11,0.019
,,184.54032,B5_11,0.016
,,184.57904,B5_11,0.016
,,184.5828,B5_44,0.016
,,184.58624,B5_11,0.017
,,184.5972,B2_42,0.015
,,184.65688,B5_43,0.017
,,184.6808,B5_14,0.013
,,184.68136,B5_23,0.035
,,184.6824,B5_43,0.015
,,184.69848,B5_11,0.017
,,184.70592,B2_43,0.022
,,184.71112,B5_24,0.016
,,184.74624,B4_33,0.018
,,184.75872,B6_43,0.03
,,184.76584,B5_42,0.011
,,184.79888,B2_42,0.016
,,184.80928,B2_13,0.011
,,184.82872,B5_24,0.018
,,184.83032,B2_43,0.016
,,184.83576,B2_44,0.019
,,184.8548,B5_24,0.021
,,184.8744,B5_24,0.017
,,184.87944,B3_31,0.02
