Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
A1_11,90,423.20728,424.1148,0.9075199999999768
A1_12,9,423.2772,423.48352,0.20632000000000517
A1_13,11,423.22928,423.37632,0.14704000000000406
A1_21,85,423.17624,424.132,0.955759999999998
A1_22,129,423.15008,424.24096,1.09087999999997
A1_23,104,423.15744,424.10504,0.9475999999999658
A1_24,41,423.1176,423.498,0.38040000000000873
A1_24,6,423.5984,423.82048,0.22207999999994854
A1_31,155,423.18264,424.44584,1.2631999999999834
A1_32,125,423.15792,424.22776,1.0698399999999992
A1_33,138,423.15856,424.46992,1.3113599999999792
A1_34,49,423.12032,423.75312,0.6328000000000316
A1_34,5,423.9584,424.0652,0.1068000000000211
A1_41,63,423.16784,423.94016,0.7723199999999792
A1_42,31,423.20072,423.72032,0.5196000000000254
A1_42,8,423.82656,424.13424,0.30768000000000484
A1_43,83,423.15816,424.05192,0.8937599999999861
A1_44,36,423.18792,423.75376,0.5658399999999801
