Electrode,Time (s)
A1_21,0.0468
A1_31,0.18024
A1_31,0.52656
A1_31,0.7448
A1_13,0.97656
A1_31,1.04032
A1_31,1.30408
A1_24,1.50488
A1_31,1.54264
A1_31,1.86104
A1_31,2.204
A1_31,2.40328
A1_31,2.45384
A1_31,2.92184
A1_31,3.1924
A1_31,3.25016
A1_31,3.57992
A1_31,3.9124
A1_21,3.92008
A1_31,4.09872
A1_31,4.38336
A1_31,4.77664
A1_31,5.1276
A1_31,5.4708
A1_31,5.48768
A1_31,5.70808
A1_31,6.13304
A1_31,6.39312
A1_31,6.68424
A1_31,6.94984
A1_31,7.2976
A1_31,7.52552
A1_31,7.69056
A1_31,7.81448
A1_31,8.15328
A1_31,8.48056
A1_31,8.83712
A1_31,9.23096
A1_31,9.43384
A1_31,9.74392
A1_31,9.868
A1_31,9.9564
A1_31,10.2824
A1_31,10.63736
A1_31,10.86056
A1_31,11.00384
A1_31,11.4512
A1_31,11.6948
A1_31,11.91128
A1_31,12.18728
A1_24,12.26184
A1_33,12.2624
A1_31,12.4012
A1_31,12.86368
A1_31,13.0732
A1_31,13.31072
A1_31,13.6696
A1_31,13.97432
A1_31,14.37536
A1_31,14.6336
A1_31,14.88872
A1_31,15.64456
A1_31,15.98464
A1_31,16.07512
A1_31,16.55448
A1_31,16.83432
A1_31,17.16072
A1_31,17.36448
A1_31,17.84496
A1_31,17.86176
A1_31,17.93232
A1_31,18.06328
A1_31,18.21672
A1_31,18.48416
A1_31,18.81632
A1_31,18.84696
A1_31,19.02816
A1_31,19.16368
A1_31,19.25536
A1_31,19.71128
A1_31,20.28808
A1_31,20.66192
A1_31,20.95368
A1_31,21.37216
A1_31,21.48816
A1_31,21.59072
A1_31,21.82912
A1_31,21.962
A1_31,22.10424
A1_31,22.30096
A1_31,22.74792
A1_31,22.90552
A1_31,22.95192
A1_31,23.37408
A1_31,23.72632
A1_31,23.98448
A1_31,24.01512
A1_31,24.27144
A1_33,24.27376
A1_31,24.39136
A1_31,24.58872
