Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
A3_13,9,572.6688,572.7772,0.10839999999996053
A3_14,18,27.67464,27.97472,0.30008000000000123
A3_14,22,139.69904,140.04712,0.34808000000001016
A3_14,38,234.83216,235.37696,0.5448000000000093
A3_14,12,237.2624,237.65896,0.3965599999999938
A3_14,53,381.6216,382.21104,0.5894400000000246
A3_14,11,383.83944,384.19696,0.3575199999999654
A3_14,59,515.76096,516.56608,0.8051200000001018
A3_14,14,518.25256,518.60248,0.34991999999999734
A3_14,49,572.63288,573.20496,0.5720800000000281
A3_14,8,575.09144,575.342,0.2505599999999504
A3_23,45,27.67496,28.16432,0.48936000000000135
A3_23,54,139.574,140.17712,0.6031199999999899
A3_23,56,234.8292,235.39984,0.5706400000000258
A3_23,14,237.30376,237.58896,0.2851999999999748
A3_23,75,381.63632,382.2304,0.5940799999999626
A3_23,10,383.8896,384.09672,0.20712000000003172
A3_23,85,515.83024,516.64192,0.8116800000000239
A3_23,10,518.19776,518.40528,0.20751999999993131
A3_23,75,572.60344,573.27624,0.672800000000052
A3_23,14,575.08912,575.36232,0.27319999999997435
A3_24,29,27.73288,28.05256,0.3196799999999982
A3_24,62,139.55496,140.26392,0.7089600000000189
A3_24,52,234.80952,235.31192,0.5023999999999944
A3_24,9,237.26312,237.5024,0.23928000000000793
A3_24,62,381.65432,382.21272,0.558400000000006
A3_24,7,383.87088,384.06776,0.19688000000002148
A3_24,58,515.9252,516.58104,0.655840000000012
A3_24,8,518.24816,518.33024,0.08208000000001903
A3_24,67,572.62808,573.16416,0.5360800000000836
A3_24,13,575.0816,575.19408,0.11248000000000502
A3_32,28,27.64272,28.0868,0.4440799999999996
A3_32,32,139.61184,140.07472,0.4628800000000126
A3_32,43,234.80776,235.34136,0.533600000000007
A3_32,10,237.30616,237.51056,0.2043999999999926
A3_32,54,381.63904,382.234,0.5949599999999577
A3_32,12,383.90056,384.05416,0.15360000000003993
A3_32,51,515.93392,516.57696,0.6430400000000418
A3_32,7,518.29064,518.44016,0.1495199999999386
A3_32,54,572.6,573.14056,0.5405600000000277
A3_33,42,27.45736,28.15952,0.7021599999999992
A3_33,50,139.51504,140.30448,0.7894400000000132
A3_33,59,234.79328,235.40096,0.6076799999999878
A3_33,13,237.34472,237.58048,0.23575999999999908
A3_33,69,381.63328,382.2108,0.5775199999999927
A3_33,8,383.83992,383.946,0.10608000000001994
A3_33,77,515.88296,516.55456,0.6716000000000122
A3_33,14,518.23072,518.58984,0.3591199999999617
A3_33,74,572.4636,573.18088,0.7172799999999597
A3_33,9,575.09824,575.21096,0.11271999999996751
A3_34,31,27.678,27.98568,0.30767999999999773
A3_34,29,139.65576,139.95216,0.29640000000000555
A3_34,35,234.78488,235.27808,0.49320000000000164
A3_34,8,237.32232,237.50176,0.1794399999999996
A3_34,49,381.63168,382.24992,0.6182399999999575
A3_34,8,383.86088,383.97296,0.11207999999999174
A3_34,48,515.9168,516.49944,0.5826400000000831
A3_34,8,518.26352,518.41128,0.14776000000006206
A3_34,38,572.60312,573.10224,0.49912000000006174
A3_34,12,575.02224,575.208,0.1857599999999593
A3_42,36,27.6236,27.96752,0.34392000000000067
A3_42,50,139.66544,140.1296,0.464160000000021
A3_42,60,234.71456,235.44672,0.7321599999999933
A3_42,14,237.33208,237.46336,0.13128000000000384
A3_42,78,381.64024,382.47272,0.8324799999999755
A3_42,20,383.84536,384.06824,0.2228799999999751
A3_42,85,515.92576,516.55352,0.6277600000000803
A3_42,14,518.21456,518.4392,0.22464000000002216
A3_42,72,572.60184,573.15624,0.5543999999999869
A3_43,34,27.60216,27.95808,0.35591999999999757
A3_43,52,139.48688,140.34248,0.8555999999999813
A3_43,52,234.74648,235.5452,0.798720000000003
A3_43,8,237.34216,237.43424,0.09207999999998151
A3_43,50,381.61832,382.06512,0.4467999999999961
A3_43,6,382.1896,382.40144,0.21183999999999514
A3_43,68,515.8052,516.63632,0.8311199999999417
A3_43,5,518.23136,518.37696,0.14560000000005857
A3_43,68,572.42216,573.3052,0.8830400000000509
A3_43,14,575.07032,575.24936,0.17903999999998632
A3_44,18,27.666,27.85008,0.18407999999999802
A3_44,29,139.42616,139.88064,0.45447999999998956
A3_44,39,234.63168,235.28248,0.6508000000000038
A3_44,14,237.13552,237.46672,0.3311999999999955
A3_44,42,381.60816,382.19056,0.5824000000000069
A3_44,11,383.73384,384.1,0.36616000000003623
A3_44,34,515.75304,516.3068,0.5537599999998974
A3_44,10,518.19896,518.41552,0.21655999999995856
A3_44,6,572.37648,572.45264,0.07615999999995893
A3_44,34,572.62736,573.08568,0.45832000000007156
A3_44,11,575.01544,575.1812,0.16575999999997748
