Electrode,Time (s)
A3_42,24.97664
A3_44,27.3316
A3_44,27.33912
A3_14,27.34376
A3_44,27.3556
A3_14,27.35784
A3_43,27.41552
A3_44,27.41664
A3_33,27.45736
A3_33,27.55048
A3_24,27.58688
A3_24,27.60168
A3_43,27.60216
A3_33,27.62056
A3_42,27.6236
A3_33,27.6268
A3_32,27.64272
A3_33,27.6576
A3_42,27.66312
A3_44,27.666
A3_33,27.66864
A3_33,27.67288
A3_14,27.67464
A3_23,27.67496
A3_42,27.67744
A3_33,27.67792
A3_34,27.678
A3_43,27.69152
A3_32,27.6948
A3_43,27.70096
A3_43,27.70728
A3_34,27.71024
A3_42,27.71552
A3_44,27.71568
A3_34,27.71576
A3_14,27.71704
A3_42,27.71832
A3_43,27.7196
A3_23,27.72032
A3_14,27.72192
A3_42,27.72312
A3_44,27.72424
A3_33,27.72432
A3_14,27.72448
A3_23,27.72576
A3_43,27.72648
A3_23,27.72816
A3_42,27.72888
A3_32,27.72896
A3_43,27.72976
A3_33,27.72984
A3_44,27.73024
A3_23,27.73176
A3_24,27.73288
A3_42,27.73368
A3_32,27.73568
A3_23,27.73624
A3_24,27.73704
A3_43,27.738
A3_34,27.73848
A3_33,27.73856
A3_44,27.73872
A3_23,27.73872
A3_32,27.73912
A3_14,27.74328
A3_43,27.74456
A3_23,27.74496
A3_44,27.74504
A3_42,27.74528
A3_34,27.74568
A3_43,27.74712
A3_14,27.74824
A3_23,27.74952
A3_34,27.74976
A3_24,27.75016
A3_43,27.7532
A3_32,27.75424
A3_42,27.7544
A3_43,27.75552
A3_34,27.75624
A3_24,27.75704
A3_42,27.75736
A3_23,27.75816
A3_34,27.75856
A3_42,27.76008
A3_32,27.76016
A3_42,27.76408
A3_43,27.76488
A3_14,27.76616
A3_44,27.7664
A3_34,27.76712
A3_24,27.76808
A3_33,27.76824
A3_44,27.76992
A3_33,27.7712
A3_34,27.77128
A3_32,27.7716
A3_24,27.7716
A3_14,27.772
A3_42,27.77304
A3_34,27.7736
A3_43,27.77368
A3_44,27.77376
A3_32,27.77448
A3_42,27.77528
A3_23,27.77536
A3_33,27.77736
A3_24,27.77816
