Number of electrode bursts,Number of electrodes,Beginning of network burst (s),End of network burst (s),Network burst duration (s),Average electrode burst duration (s),Number of spikes
4,4,27.666,28.16432,0.49831999999999965,0.32029999999999953,112
8,8,381.60816,382.47272,0.8645599999999831,0.6044899999999842,470
4,4,515.9168,516.58104,0.6642400000000634,0.6273200000000543,242
4,4,572.6,573.27624,0.6762400000000071,0.5667200000000321,239
3,3,572.62736,573.20496,0.5776000000000749,0.522160000000061,150
