Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
A6_11,106,32.91848,34.23296,1.314479999999996
A6_11,13,34.34856,34.87408,0.5255200000000002
A6_11,6,34.99088,35.14248,0.15160000000000196
A6_11,108,80.40912,81.64232,1.2331999999999965
A6_11,8,81.76368,82.0992,0.3355200000000025
A6_11,10,82.23064,82.51256,0.2819199999999995
A6_11,93,119.21784,120.52536,1.307520000000011
A6_11,14,120.86032,121.342,0.4816799999999972
A6_11,115,161.13288,162.41952,1.2866400000000056
A6_11,15,162.61104,163.25904,0.6479999999999961
A6_11,111,202.5908,203.91632,1.3255200000000116
A6_11,9,204.02504,204.2808,0.2557600000000093
A6_11,113,245.3776,247.0432,1.665600000000012
A6_11,7,247.15064,247.33896,0.18831999999997606
A6_11,79,278.97792,279.72504,0.7471199999999953
A6_11,38,279.82976,280.87888,1.0491199999999594
A6_11,6,280.97928,281.208,0.2287200000000098
A6_11,116,329.5224,330.95392,1.4315199999999777
A6_11,5,331.07664,331.25912,0.1824799999999982
A6_11,7,331.40112,331.56648,0.16536000000002105
A6_11,101,368.80344,370.1672,1.3637599999999566
A6_11,5,370.27072,370.38208,0.11135999999999058
A6_11,116,423.85784,425.50872,1.6508799999999724
A6_11,127,469.37288,471.10288,1.7300000000000182
A6_11,7,471.32952,471.49776,0.1682400000000257
A6_11,101,511.8072,513.1496,1.342399999999941
A6_11,6,513.26256,513.324,0.06143999999994776
A6_11,7,513.44208,513.63192,0.18984000000000378
A6_11,6,513.74472,513.99392,0.24919999999997344
A6_11,123,560.99768,562.93896,1.9412800000000061
A6_12,182,32.97584,35.01616,2.0403200000000012
A6_12,177,80.45608,82.50576,2.049679999999995
A6_12,179,119.2752,121.45448,2.1792800000000057
A6_12,170,161.14976,163.31368,2.1639200000000187
A6_12,169,202.61328,204.30976,1.6964800000000082
A6_12,5,204.436,204.47872,0.042720000000002756
A6_12,174,245.36688,247.41808,2.0511999999999944
A6_12,157,278.97736,280.99968,2.022320000000036
A6_12,170,329.52152,331.54768,2.0261600000000044
A6_12,7,331.97792,332.12544,0.14752000000004273
A6_12,168,368.77616,370.98208,2.205919999999992
A6_12,163,423.74824,425.7968,2.048560000000009
A6_12,167,469.29744,471.48696,2.189520000000016
A6_12,177,511.80792,514.10752,2.299599999999998
A6_12,152,560.85824,563.00408,2.145840000000021
A6_13,15,33.114,33.27872,0.16472000000000264
A6_13,11,80.56512,80.69416,0.12904000000000337
A6_13,11,119.3784,119.5416,0.16320000000000334
