Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
   Coincident Event Filter,Default (Well),27.92976,A6_11,0.024,,,,,,,,,,,,,,,,,,,,
   Coincidence Occurrence Threshold,4 Electrodes,29.02328,A6_14,0.019,,,,,,,,,,,,,,,,,,,,
   Coincidence Event Window,160 µs,30.988,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
   Allow Sample Overlap,FALSE,31.7448,A6_11,0.025,,,,,,,,,,,,,,,,,,,,
   Spike Count Interval,1 s,34.86904,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,34.96104,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,35.21192,C2_32,0.024,,,,,,,,,,,,,,,,,,,,
,,35.89448,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,36.18344,A6_11,0.026,,,,,,,,,,,,,,,,,,,,
,,37.22328,C2_32,0.022,,,,,,,,,,,,,,,,,,,,
,,40.304,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,40.94528,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,42.182,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,42.93208,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,43.36344,D4_42,0.014,,,,,,,,,,,,,,,,,,,,
,,43.51416,C6_24,0.011,,,,,,,,,,,,,,,,,,,,
,,44.17488,C2_13,0.025,,,,,,,,,,,,,,,,,,,,
,,44.2,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,44.57432,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,44.78248,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,49.09528,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,49.11736,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,49.2944,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,50.26328,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,50.41768,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,53.54408,D4_42,0.013,,,,,,,,,,,,,,,,,,,,
,,54.60576,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,54.63008,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,54.67352,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,54.86072,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,58.7436,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,58.85584,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,58.92576,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,59.10056,A6_14,0.016,,,,,,,,,,,,,,,,,,,,
,,59.71808,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,59.80416,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,63.02808,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,63.10536,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,64.19048,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,66.10816,D3_12,0.01,,,,,,,,,,,,,,,,,,,,
,,66.46768,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,66.56704,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,66.75728,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,66.91008,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,69.07544,D3_12,0.008,,,,,,,,,,,,,,,,,,,,
,,76.03664,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,76.05496,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,76.128,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,76.32912,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,78.07368,C2_12,0.01,,,,,,,,,,,,,,,,,,,,
,,78.36712,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,79.03592,C2_12,0.012,,,,,,,,,,,,,,,,,,,,
,,82.49792,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,82.60696,C2_13,0.017,,,,,,,,,,,,,,,,,,,,
,,86.25368,D4_42,0.01,,,,,,,,,,,,,,,,,,,,
,,89.4508,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,89.48328,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,94.27024,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,94.63096,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,94.88328,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,95.01504,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,96.20648,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,97.37976,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,97.90928,C2_13,0.017,,,,,,,,,,,,,,,,,,,,
,,102.58544,A3_13,0.011,,,,,,,,,,,,,,,,,,,,
,,104.836,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,104.85688,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,104.9024,D4_42,0.011,,,,,,,,,,,,,,,,,,,,
,,108.83728,D3_12,0.01,,,,,,,,,,,,,,,,,,,,
,,111.02104,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,111.42808,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,112.85536,C6_24,0.01,,,,,,,,,,,,,,,,,,,,
,,119.09704,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,119.95984,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,123.49064,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,123.5516,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,125.00792,D4_42,0.014,,,,,,,,,,,,,,,,,,,,
,,135.90392,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,135.93056,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,136.04264,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,136.39872,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,137.85272,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,137.89224,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,138.6476,C2_22,0.011,,,,,,,,,,,,,,,,,,,,
,,139.4292,A6_14,0.019,,,,,,,,,,,,,,,,,,,,
,,140.268,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,140.3132,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,140.51408,C2_13,0.025,,,,,,,,,,,,,,,,,,,,
,,142.2892,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,142.35192,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,145.93248,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,147.20824,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,148.47344,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,149.08648,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,150.3664,D4_42,0.017,,,,,,,,,,,,,,,,,,,,
,,150.75544,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,150.75592,A6_14,0.019,,,,,,,,,,,,,,,,,,,,
,,151.65448,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,151.70736,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,152.50392,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,157.63856,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,157.75064,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,159.28728,D4_42,0.014,,,,,,,,,,,,,,,,,,,,
,,160.10656,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,160.21744,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,161.94688,D4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,162.01688,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,162.06336,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,163.4568,C2_13,0.017,,,,,,,,,,,,,,,,,,,,
,,163.72472,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,168.13056,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,168.28336,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,168.33072,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,173.06256,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,174.04936,D3_12,0.009,,,,,,,,,,,,,,,,,,,,
,,174.2408,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,175.23032,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,175.69296,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,175.72056,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,175.85592,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,176.42,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,176.8148,D4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,177.56896,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,178.86776,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,179.08136,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,180.40616,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,180.44352,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,180.49144,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,180.57808,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,180.74136,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,180.81656,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,180.97824,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,181.33024,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,181.46552,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,181.58632,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,181.67776,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,182.64752,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,182.87816,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,183.02664,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,183.22832,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,183.55832,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,183.78832,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,184.88928,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,185.69312,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,186.14184,D4_42,0.017,,,,,,,,,,,,,,,,,,,,
,,186.24656,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,186.3208,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,186.81296,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,186.88472,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,186.88584,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,187.00232,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,188.17696,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,188.30512,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,189.85624,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,189.88648,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,191.32944,D3_12,0.01,,,,,,,,,,,,,,,,,,,,
,,192.10824,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,192.47992,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,192.59984,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,192.7344,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,192.90648,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,194.57416,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,197.534,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,198.36064,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,198.37864,C2_13,0.016,,,,,,,,,,,,,,,,,,,,
,,198.63568,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,198.87656,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,199.46504,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,200.82384,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,201.2332,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,201.3116,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,205.9148,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,208.67528,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,210.19776,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,210.51824,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,210.746,A6_11,0.03,,,,,,,,,,,,,,,,,,,,
,,211.33344,D4_42,0.014,,,,,,,,,,,,,,,,,,,,
,,212.77704,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,214.04464,D4_42,0.011,,,,,,,,,,,,,,,,,,,,
,,214.97008,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,221.51632,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,221.6168,D4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,228.51832,C2_13,0.017,,,,,,,,,,,,,,,,,,,,
,,232.61672,D4_42,0.017,,,,,,,,,,,,,,,,,,,,
,,235.27104,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,240.80472,C2_33,0.01,,,,,,,,,,,,,,,,,,,,
,,240.96232,D4_42,0.014,,,,,,,,,,,,,,,,,,,,
,,248.60032,D3_12,0.014,,,,,,,,,,,,,,,,,,,,
,,249.32968,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,251.17944,D3_12,0.014,,,,,,,,,,,,,,,,,,,,
,,259.30832,A6_14,0.016,,,,,,,,,,,,,,,,,,,,
,,262.35728,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,262.89896,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,265.49312,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,265.54128,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,265.7296,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,272.0216,A6_14,0.019,,,,,,,,,,,,,,,,,,,,
,,275.85816,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,276.0632,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,276.0984,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,278.94192,A6_14,0.021,,,,,,,,,,,,,,,,,,,,
,,279.13832,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,279.70936,A6_14,0.016,,,,,,,,,,,,,,,,,,,,
,,282.83816,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,282.89384,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,282.96296,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,283.2208,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,288.38608,D3_12,0.008,,,,,,,,,,,,,,,,,,,,
,,288.92312,D4_42,0.013,,,,,,,,,,,,,,,,,,,,
,,291.75512,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,291.9468,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,292.3964,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,292.4416,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,293.33208,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,293.43032,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,293.5608,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,293.69128,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,293.80136,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,297.3672,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,301.34424,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,302.74888,D4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,303.05112,D4_42,0.009,,,,,,,,,,,,,,,,,,,,
,,303.2524,D4_42,0.014,,,,,,,,,,,,,,,,,,,,
,,306.29984,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,308.38056,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,309.10584,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,309.17888,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,309.24448,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,309.30112,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,313.97544,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,315.2784,D3_12,0.014,,,,,,,,,,,,,,,,,,,,
,,318.25392,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,318.41024,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,320.0148,D4_42,0.014,,,,,,,,,,,,,,,,,,,,
,,331.02672,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,331.1368,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,332.37608,C6_22,0.014,,,,,,,,,,,,,,,,,,,,
,,332.74248,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,332.962,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,333.48624,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,334.53968,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,334.60088,A6_14,0.016,,,,,,,,,,,,,,,,,,,,
,,334.6564,A6_14,0.017,,,,,,,,,,,,,,,,,,,,
,,335.07656,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,336.49832,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,337.20208,C2_32,0.023,,,,,,,,,,,,,,,,,,,,
,,338.6708,C2_32,0.02,,,,,,,,,,,,,,,,,,,,
,,339.2624,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,339.78368,C2_13,0.016,,,,,,,,,,,,,,,,,,,,
,,339.79104,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,340.0332,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,340.40048,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,342.30776,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,342.33832,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,343.1664,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,343.54144,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,343.66784,C2_13,0.017,,,,,,,,,,,,,,,,,,,,
,,344.94776,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,345.05456,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,345.20152,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,347.66816,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,348.32352,B1_32,0.01,,,,,,,,,,,,,,,,,,,,
,,353.96944,D4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,359.48352,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,359.56344,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,359.82816,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,359.92952,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,360.19544,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,361.25104,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,361.83776,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,363.04672,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,363.0796,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,364.8532,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,376.82792,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,377.01528,A6_44,0.011,,,,,,,,,,,,,,,,,,,,
,,377.5276,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,382.3012,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,382.38064,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,383.7444,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,383.93168,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,386.06456,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,386.17088,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,387.2716,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,388.67424,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,389.35856,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,389.63592,D3_12,0.015,,,,,,,,,,,,,,,,,,,,
,,392.15664,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,393.34096,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,395.8936,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,400.60216,A5_41,0.007,,,,,,,,,,,,,,,,,,,,
,,402.87824,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,403.20216,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,403.84336,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,404.24416,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,404.34576,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,414.33992,C6_22,0.011,,,,,,,,,,,,,,,,,,,,
,,414.34128,D6_33,0.016,,,,,,,,,,,,,,,,,,,,
,,415.208,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,415.34848,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,419.1408,A4_42,0.009,,,,,,,,,,,,,,,,,,,,
,,420.9476,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,425.40648,C2_33,0.01,,,,,,,,,,,,,,,,,,,,
,,426.26008,D4_42,0.01,,,,,,,,,,,,,,,,,,,,
,,430.0008,A6_14,0.019,,,,,,,,,,,,,,,,,,,,
,,430.19624,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,430.26568,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,430.78984,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,431.21752,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,431.49584,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,434.62184,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,434.9784,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,435.15464,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,436.90336,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,436.93872,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,436.96552,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,438.37312,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,438.7228,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,440.07152,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,441.11192,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,442.64256,C2_22,0.013,,,,,,,,,,,,,,,,,,,,
,,443.82192,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,444.95488,C2_13,0.025,,,,,,,,,,,,,,,,,,,,
,,445.03632,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,445.22552,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,445.2924,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,445.38768,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,447.0656,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,447.38088,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,451.24672,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,454.20616,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,454.2892,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,454.47048,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,454.97328,D4_42,0.01,,,,,,,,,,,,,,,,,,,,
,,457.11944,D4_42,0.014,,,,,,,,,,,,,,,,,,,,
,,458.46344,B6_23,0.01,,,,,,,,,,,,,,,,,,,,
,,459.354,A6_44,0.012,,,,,,,,,,,,,,,,,,,,
,,463.00568,D4_42,0.011,,,,,,,,,,,,,,,,,,,,
,,465.7284,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,466.04312,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,470.1292,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
