Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,470.18184,A6_14,0.011,,,,,,,,,,,,,,,,,,,,
,,470.78888,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,472.19312,D3_12,0.009,,,,,,,,,,,,,,,,,,,,
,,476.848,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,476.89184,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,477.43928,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,477.84632,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,478.948,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,479.02856,A6_14,0.02,,,,,,,,,,,,,,,,,,,,
,,479.13144,A6_14,0.016,,,,,,,,,,,,,,,,,,,,
,,479.21936,A6_14,0.016,,,,,,,,,,,,,,,,,,,,
,,483.01136,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,484.10736,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,484.24152,B4_24,0.008,,,,,,,,,,,,,,,,,,,,
,,488.17296,D3_12,0.008,,,,,,,,,,,,,,,,,,,,
,,490.68208,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,494.78696,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,498.49152,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,498.7704,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,503.47304,B4_31,0.01,,,,,,,,,,,,,,,,,,,,
,,504.18544,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,507.1616,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,507.49904,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,507.63496,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,510.34112,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,513.4256,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,515.32824,D4_42,0.014,,,,,,,,,,,,,,,,,,,,
,,515.62608,D3_12,0.014,,,,,,,,,,,,,,,,,,,,
,,516.2028,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,517.04776,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,523.0444,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,524.54024,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,525.27936,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,525.37944,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,525.76864,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,525.91368,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,526.294,D3_12,0.009,,,,,,,,,,,,,,,,,,,,
,,526.76488,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,526.97224,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,527.076,D4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,527.11736,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,528.65888,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,531.14176,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,531.99064,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,532.62768,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,532.71456,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,536.6472,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,540.42768,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,541.52448,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,541.56992,D4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,543.54152,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,543.98512,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,545.80856,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,547.30888,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,553.25312,C2_22,0.01,,,,,,,,,,,,,,,,,,,,
,,553.25336,C2_12,0.011,,,,,,,,,,,,,,,,,,,,
,,554.10776,D3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,554.44888,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,554.56184,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,560.63648,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,560.89912,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,561.34528,C2_13,0.016,,,,,,,,,,,,,,,,,,,,
,,565.49528,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,567.72096,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,568.61448,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,569.3812,C2_13,0.016,,,,,,,,,,,,,,,,,,,,
,,569.41888,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,571.22896,D3_12,0.014,,,,,,,,,,,,,,,,,,,,
,,574.98176,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,575.63952,C2_13,0.017,,,,,,,,,,,,,,,,,,,,
,,575.73352,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,576.85312,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,577.07168,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,577.2036,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,577.5244,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,578.0688,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,578.86248,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,578.96464,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,580.16704,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,581.1496,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,581.35504,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,583.42872,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,589.66768,A3_22,0.007,,,,,,,,,,,,,,,,,,,,
,,591.12808,D3_12,0.01,,,,,,,,,,,,,,,,,,,,
,,592.10272,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,593.85576,D4_42,0.014,,,,,,,,,,,,,,,,,,,,
,,597.03048,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,597.41016,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,597.86784,C2_13,0.022,,,,,,,,,,,,,,,,,,,,
,,598.05064,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,599.43856,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,601.55672,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,604.04616,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,604.11424,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,604.27992,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,604.48008,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,604.67376,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,604.71648,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,604.99168,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,606.42568,D3_12,0.009,,,,,,,,,,,,,,,,,,,,
,,608.63752,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,611.71368,D3_12,0.014,,,,,,,,,,,,,,,,,,,,
,,615.27568,C2_13,0.017,,,,,,,,,,,,,,,,,,,,
,,615.35256,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,616.20152,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,616.25832,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,616.4236,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,618.16088,D4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,621.69944,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,621.7408,C2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Well Information,,,,,,,,,,,,,,,,,,,,,,,,
Well,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6
Active,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Well Coloring,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00
Control,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Treatment,,,,,,,,,,,,,,,,,,,,,,,,
Concentration,,,,,,,,,,,,,,,,,,,,,,,,
Additional Information,,,,,,,,,,,,,,,,,,,,,,,,
