Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV)
,,00118.361360,D1_33,0.064
,,00118.368880,A3_33,0.043
,,00118.374240,C6_44,0.035
,,00118.384800,A3_32,0.027
,,00118.396400,C3_22,0.012
,,00118.412880,C5_42,0.024
,,00118.427520,A3_33,0.031
,,00118.429200,D1_23,0.02
,,00118.434240,B3_42,0.036
,,00118.435920,B5_23,0.042
,,00118.443520,C2_32,0.023
,,00118.464480,A1_33,0.031
,,00118.475360,B3_22,0.02
,,00118.481920,A3_33,0.031
,,00118.487520,C6_22,0.029
,,00118.487520,C6_42,0.021
,,00118.500800,A1_32,0.056
,,00118.519280,C6_22,0.031
,,00118.535840,A3_33,0.029
,,00118.540800,D1_33,0.039
,,00118.546720,C4_13,0.024
,,00118.562640,C4_22,0.028
,,00118.567120,A3_22,0.021
,,00118.574720,D1_24,0.014
,,00118.621840,C1_44,0.076
,,00118.630960,A3_33,0.04
,,00118.637600,A3_22,0.025
,,00118.638480,D2_31,0.025
,,00118.638960,D1_34,0.02
,,00118.652320,D1_22,0.041
,,00118.662320,A1_31,0.025
,,00118.708480,D4_42,0.022
,,00118.724080,C6_22,0.02
,,00118.724640,D2_32,0.02
,,00118.725280,D2_42,0.018
,,00118.744720,A3_33,0.031
,,00118.767760,D1_23,0.02
,,00118.781760,C5_21,0.018
,,00118.806480,A3_32,0.039
,,00118.824720,C6_43,0.07
,,00118.829360,D2_31,0.023
,,00118.839520,A1_42,0.018
,,00118.859760,C6_31,0.023
,,00118.866640,A2_11,0.019
,,00118.868240,C1_22,0.017
,,00118.872560,C4_11,0.064
,,00118.874720,C6_44,0.035
,,00118.878800,B1_42,0.014
,,00118.893200,A4_44,0.021
,,00118.898160,D3_34,0.034
,,00118.904320,D1_33,0.069
,,00118.908160,D2_32,0.019
,,00118.908320,B3_42,0.035
,,00118.909920,C5_21,0.019
,,00118.912080,B1_31,0.017
,,00118.927920,C6_21,0.015
,,00118.935600,C6_31,0.027
,,00118.967600,C6_43,0.025
,,00118.979040,D3_34,0.029
,,00119.010400,B4_44,0.025
,,00119.013600,B5_32,0.101
,,00119.018000,D1_22,0.04
,,00119.019920,C6_43,0.063
,,00119.026480,D1_24,0.017
,,00119.046160,A1_33,0.023
,,00119.046560,C6_42,0.065
,,00119.054960,C4_11,0.032
,,00119.055360,A4_44,0.034
,,00119.057840,B3_22,0.022
,,00119.063040,A4_44,0.022
,,00119.065120,D3_34,0.022
,,00119.101200,C2_43,0.024
,,00119.155760,A1_21,0.031
,,00119.157200,C6_33,0.012
,,00119.163680,C4_13,0.026
,,00119.185440,B6_23,0.023
,,00119.191520,D3_33,0.035
,,00119.196640,D3_34,0.023
,,00119.212080,A4_21,0.015
,,00119.219360,A3_31,0.031
,,00119.228960,A1_22,0.027
,,00119.238240,C1_44,0.03
,,00119.258800,C4_11,0.025
,,00119.262640,A5_44,0.026
,,00119.264400,D3_42,0.014
,,00119.291520,B4_44,0.031
,,00119.300960,D2_31,0.022
,,00119.304880,D1_22,0.029
,,00119.306880,C4_22,0.059
,,00119.324800,C4_12,0.035
,,00119.343520,A3_12,0.027
,,00119.367200,A1_32,0.033
,,00119.402960,C6_44,0.052
,,00119.443680,C4_11,0.038
,,00119.454160,B5_32,0.024
,,00119.458800,B3_34,0.02
,,00119.462160,C6_31,0.029
,,00119.463600,C6_43,0.062
,,00119.470960,D1_22,0.042
,,00119.482800,C5_42,0.031
,,00119.516080,D1_33,0.038
,,00119.527280,C6_24,0.011
,,00119.530560,D1_33,0.039
,,00119.545200,A3_12,0.026
,,00119.554560,C6_22,0.018
,,00119.558000,C6_21,0.017
,,00119.559600,C6_42,0.029
,,00119.560080,C1_33,0.016
,,00119.561760,C4_12,0.046
,,00119.562000,C6_42,0.018
,,00119.565680,D1_33,0.026
,,00119.575680,A6_23,0.022
,,00119.584240,C4_12,0.037
,,00119.586320,D1_24,0.016
,,00119.593680,A3_32,0.038
,,00119.607680,C4_12,0.051
,,00119.613120,C6_43,0.023
,,00119.614160,D4_32,0.038
,,00119.619600,B1_31,0.022
,,00119.634000,B3_42,0.027
,,00119.634160,D4_32,0.036
,,00119.647600,C6_43,0.024
,,00119.648880,D4_42,0.022
,,00119.660320,D6_43,0.023
,,00119.670000,C4_11,0.033
,,00119.672480,D1_33,0.026
,,00119.677200,A4_11,0.039
,,00119.677600,A3_22,0.029
,,00119.679280,D4_32,0.036
,,00119.682160,D1_33,0.035
,,00119.682640,B5_33,0.029
,,00119.695520,C2_23,0.029
,,00119.696960,D3_34,0.026
,,00119.709200,A3_22,0.028
,,00119.730240,C6_44,0.045
,,00119.759200,A3_11,0.021
,,00119.761840,A3_11,0.023
,,00119.790640,B3_22,0.023
,,00119.790720,D1_24,0.016
,,00119.842800,A6_33,0.02
,,00119.846080,C6_32,0.021
,,00119.857280,C5_21,0.017
,,00119.876080,A2_14,0.021
,,00119.897520,C4_22,0.071
,,00119.907200,D2_31,0.024
,,00119.917520,D1_33,0.034
,,00119.918400,D2_32,0.02
,,00119.940800,C4_14,0.035
,,00119.946480,B3_43,0.023
,,00119.954480,D2_32,0.019
,,00119.976320,C1_44,0.029
,,00119.978160,C5_21,0.016
,,00119.979440,D1_22,0.032
,,00119.990560,C4_13,0.025
,,00119.993440,D1_33,0.065
,,00120.002880,C6_22,0.017
,,00120.019600,C4_11,0.039
,,00120.022640,D2_32,0.019
,,00120.026640,D3_34,0.024
,,00120.035920,B4_44,0.024
,,00120.041840,D3_43,0.053
,,00120.045360,C6_22,0.018
,,00120.064560,C4_11,0.03
,,00120.069440,D1_24,0.019
,,00120.085680,C6_43,0.039
,,00120.091040,A3_32,0.037
,,00120.096720,C6_31,0.024
,,00120.097920,C4_11,0.039
,,00120.098880,B5_32,0.033
,,00120.107840,D1_24,0.017
,,00120.121680,D1_14,0.017
,,00120.133040,D1_24,0.016
,,00120.137920,C6_22,0.037
,,00120.146560,B5_33,0.024
,,00120.147280,D1_14,0.019
,,00120.157040,D1_14,0.02
,,00120.157200,D1_24,0.016
,,00120.164880,A1_32,0.043
,,00120.165680,C6_22,0.032
,,00120.170640,D1_34,0.016
,,00120.171440,D3_43,0.026
,,00120.172000,D1_24,0.019
,,00120.173680,D1_14,0.02
,,00120.174240,D1_24,0.021
,,00120.184720,D1_14,0.028
,,00120.187680,D1_33,0.159
,,00120.188080,D1_24,0.021
,,00120.193040,D1_14,0.018
,,00120.195520,D1_24,0.013
,,00120.198000,D1_13,0.031
,,00120.201680,D1_14,0.02
,,00120.206720,D1_34,0.027
,,00120.206880,C1_34,0.028
,,00120.209440,B6_23,0.017
,,00120.220800,D1_13,0.024
,,00120.224720,D1_14,0.021
,,00120.232480,D1_14,0.02
,,00120.236800,D1_24,0.02
,,00120.236960,D1_13,0.024
,,00120.238160,C4_12,0.036
,,00120.240000,D1_13,0.019
,,00120.255440,D1_23,0.022
,,00120.274720,D1_13,0.023
,,00120.280880,D1_13,0.027
,,00120.285600,C6_22,0.033
,,00120.287280,D4_42,0.026
,,00120.293200,D1_14,0.02
,,00120.296160,D1_23,0.021
,,00120.308400,D1_23,0.021
,,00120.327120,C1_44,0.083
,,00120.334800,A1_43,0.036
,,00120.346080,C6_22,0.02
,,00120.353200,C6_42,0.022
,,00120.361200,D1_23,0.024
,,00120.377040,D3_12,0.023
,,00120.381760,C6_31,0.026
,,00120.385440,D3_43,0.047
,,00120.392960,B5_33,0.021
,,00120.402400,D1_23,0.026
,,00120.411360,D1_33,0.08
,,00120.422720,D1_24,0.015
,,00120.428720,B3_33,0.018
,,00120.434080,D1_23,0.026
,,00120.438400,A4_32,0.02
,,00120.445920,A1_33,0.028
,,00120.452960,A1_33,0.031
,,00120.467520,D1_24,0.02
,,00120.468240,A4_32,0.019
,,00120.476080,D1_33,0.107
,,00120.484960,D2_42,0.019
,,00120.486640,D1_34,0.018
,,00120.495280,D1_23,0.026
,,00120.497600,B3_43,0.025
,,00120.515680,C1_32,0.022
,,00120.516480,D1_23,0.026
,,00120.516880,C1_41,0.013
,,00120.522880,A1_32,0.039
,,00120.530480,D1_24,0.017
,,00120.532560,A4_32,0.021
,,00120.532720,C4_14,0.055
,,00120.535040,D1_23,0.024
,,00120.553680,A1_32,0.03
,,00120.560160,C6_31,0.023
,,00120.574480,B6_13,0.036
,,00120.574800,D1_23,0.021
,,00120.579040,A1_32,0.033
,,00120.587680,C4_14,0.035
,,00120.592080,B3_34,0.032
,,00120.592480,D1_23,0.019
,,00120.597440,D1_23,0.02
,,00120.609280,D1_33,0.027
,,00120.621920,D1_23,0.018
,,00120.631920,A5_44,0.022
,,00120.640720,B6_23,0.019
,,00120.641440,A1_32,0.037
,,00120.648800,D1_23,0.023
,,00120.654080,A4_11,0.043
,,00120.654320,C4_13,0.023
,,00120.655040,C4_42,0.02
,,00120.659440,A2_31,0.017
,,00120.660400,A1_22,0.028
,,00120.669440,D1_13,0.023
,,00120.670560,A1_32,0.033
,,00120.708800,D1_13,0.022
,,00120.711520,B5_31,0.044
,,00120.722160,C4_11,0.039
,,00120.726160,B3_23,0.017
,,00120.731600,D1_34,0.017
,,00120.736720,D1_23,0.028
,,00120.738640,C4_14,0.035
,,00120.751040,A3_32,0.034
,,00120.751520,A4_34,0.022
,,00120.760560,C4_22,0.024
,,00120.764800,D1_33,0.044
,,00120.782000,C4_14,0.032
,,00120.784800,C4_22,0.062
,,00120.791520,C5_21,0.017
,,00120.806160,A4_33,0.016
,,00120.809680,D3_12,0.018
,,00120.838640,D1_13,0.021
,,00120.838800,A2_11,0.02
,,00120.857840,D1_33,0.054
,,00120.877520,A1_32,0.034
,,00120.879360,D1_33,0.03
,,00120.879600,C4_14,0.035
,,00120.889440,D1_13,0.027
,,00120.893440,D1_34,0.019
,,00120.913280,D1_33,0.028
,,00120.916560,C4_14,0.036
,,00120.928240,A1_32,0.033
,,00120.952320,C5_21,0.016
,,00120.976880,B6_13,0.037
,,00120.990720,A1_32,0.025
,,00120.992240,C4_14,0.037
,,00120.997200,D1_22,0.03
,,00120.997760,D1_34,0.018
,,00121.025760,C6_44,0.033
,,00121.026480,D1_14,0.017
,,00121.028160,A2_11,0.017
,,00121.031760,C3_22,0.013
,,00121.052160,C5_42,0.027
,,00121.053120,D1_34,0.021
,,00121.057680,C6_42,0.02
,,00121.066720,D3_12,0.017
,,00121.069920,C6_44,0.025
,,00121.080800,C6_44,0.026
,,00121.102560,D5_34,0.024
,,00121.105920,C6_31,0.02
,,00121.151200,A1_33,0.029
,,00121.158160,D3_12,0.015
,,00121.166880,C6_24,0.012
,,00121.177280,A4_32,0.019
,,00121.179360,C6_31,0.021
,,00121.188640,D3_12,0.032
,,00121.215680,A4_32,0.016
,,00121.216560,B5_32,0.033
,,00121.220400,C6_21,0.017
,,00121.221200,D6_43,0.023
,,00121.234560,C4_14,0.059
,,00121.260160,D6_34,0.026
,,00121.260640,D1_23,0.021
,,00121.270000,C4_11,0.043
,,00121.298080,D1_23,0.022
,,00121.333280,D1_23,0.023
,,00121.348480,D2_31,0.022
,,00121.355600,D1_33,0.04
,,00121.366240,C4_22,0.061
,,00121.374080,A4_32,0.03
,,00121.404400,C4_22,0.025
,,00121.410720,D4_42,0.022
,,00121.414560,B4_44,0.022
,,00121.442800,A4_44,0.02
,,00121.450960,C1_44,0.029
,,00121.464880,C4_22,0.031
,,00121.467920,C1_41,0.011
,,00121.473120,C6_43,0.024
,,00121.473920,D1_14,0.018
,,00121.483200,D1_23,0.021
,,00121.483840,C6_22,0.032
,,00121.513440,C6_22,0.035
,,00121.538240,C6_31,0.042
,,00121.551120,C1_44,0.086
,,00121.572560,D1_33,0.054
,,00121.575040,B3_13,0.029
,,00121.582240,D1_33,0.061
,,00121.590240,D1_23,0.023
,,00121.609840,D1_33,0.043
,,00121.610240,A3_22,0.021
,,00121.614160,B5_33,0.028
,,00121.628560,C4_11,0.032
,,00121.634640,A1_32,0.038
,,00121.671600,B4_13,0.021
,,00121.677280,B5_32,0.02
,,00121.695440,B5_32,0.024
,,00121.704640,C4_12,0.048
,,00121.706800,D1_33,0.057
,,00121.737680,A1_21,0.041
,,00121.739360,C2_32,0.024
,,00121.757760,C1_44,0.04
,,00121.777760,D1_33,0.07
,,00121.836880,D2_31,0.019
,,00121.844720,C6_42,0.029
,,00121.853360,C4_11,0.039
,,00121.855680,A3_33,0.039
,,00121.862000,B1_31,0.018
,,00121.880880,C4_12,0.037
,,00121.883440,D4_32,0.037
,,00121.895840,C6_32,0.019
,,00121.899120,D1_33,0.058
,,00121.926160,A1_32,0.098
,,00121.926320,A3_33,0.033
,,00121.932720,A5_44,0.025
,,00121.935360,D1_33,0.047
,,00121.954320,D1_33,0.062
,,00121.962160,B3_34,0.033
,,00121.979680,C6_44,0.034
,,00121.993920,B1_31,0.018
,,00121.994160,A2_11,0.023
,,00122.000720,C6_24,0.013
,,00122.004320,D1_33,0.057
,,00122.021600,B5_33,0.023
,,00122.022240,C6_31,0.02
,,00122.025200,D6_43,0.021
,,00122.029600,C1_44,0.026
,,00122.030720,A3_42,0.024
,,00122.041520,C6_21,0.013
,,00122.065920,D1_33,0.059
,,00122.080160,A3_33,0.042
,,00122.091360,D1_33,0.055
,,00122.116240,B4_44,0.028
,,00122.124320,A5_44,0.024
,,00122.126080,A4_11,0.041
,,00122.150240,A1_21,0.025
,,00122.152560,B5_31,0.037
,,00122.155120,D1_33,0.063
,,00122.160880,C6_22,0.014
,,00122.179920,C6_22,0.017
,,00122.193520,A1_32,0.05
,,00122.197680,A1_22,0.021
,,00122.201680,C6_42,0.019
,,00122.210320,C4_22,0.063
,,00122.228320,C6_22,0.016
,,00122.251760,A3_33,0.041
,,00122.280240,B3_22,0.022
,,00122.284720,D4_42,0.021
,,00122.284800,B4_44,0.025
,,00122.294880,B3_43,0.025
,,00122.295120,D1_23,0.02
,,00122.304080,A3_32,0.035
,,00122.305440,C1_32,0.018
,,00122.307120,C6_22,0.016
,,00122.334000,D1_23,0.017
,,00122.335600,C4_12,0.039
,,00122.338240,B5_32,0.085
,,00122.343760,C1_32,0.015
,,00122.357360,D1_22,0.033
,,00122.357440,B3_32,0.021
,,00122.376480,A4_42,0.023
,,00122.381760,A3_33,0.038
,,00122.387920,D5_14,0.019
,,00122.397280,C4_23,0.033
,,00122.409760,C4_13,0.03
,,00122.414000,B3_42,0.029
,,00122.427440,A4_42,0.026
,,00122.436000,C6_32,0.021
,,00122.443760,C5_21,0.021
,,00122.445920,C6_31,0.023
,,00122.471760,C4_43,0.025
,,00122.479600,D3_13,0.029
,,00122.483200,A3_33,0.037
,,00122.500400,A1_32,0.092
,,00122.515760,A3_33,0.044
,,00122.529040,A3_33,0.023
,,00122.548240,A3_33,0.032
,,00122.564240,A3_33,0.03
,,00122.593840,C2_32,0.019
,,00122.598240,C5_21,0.018
,,00122.616960,A3_33,0.036
,,00122.630960,B3_43,0.032
,,00122.631280,C6_43,0.029
,,00122.647200,B5_42,0.026
,,00122.648000,B5_41,0.021
,,00122.648240,B5_33,0.036
,,00122.649120,B5_32,0.021
,,00122.649840,B5_31,0.031
,,00122.652400,B5_42,0.027
,,00122.652640,B5_33,0.034
,,00122.652960,B5_32,0.036
,,00122.656080,B5_33,0.03
,,00122.656560,B5_32,0.028
,,00122.656880,B5_41,0.014
,,00122.656960,B5_31,0.033
,,00122.659280,B5_41,0.011
,,00122.659520,B5_23,0.024
,,00122.659520,D1_33,0.049
,,00122.660320,B5_31,0.076
,,00122.661600,B5_42,0.041
,,00122.662720,B5_23,0.025
,,00122.665440,B5_22,0.04
,,00122.665440,B5_33,0.027
,,00122.665600,B5_42,0.03
,,00122.668320,B5_22,0.035
,,00122.668320,B5_32,0.045
,,00122.670640,B5_32,0.029
,,00122.671120,B5_21,0.059
,,00122.671920,B5_22,0.034
,,00122.673760,B5_21,0.029
,,00122.673920,B5_31,0.032
,,00122.673920,B5_32,0.042
,,00122.675200,B5_42,0.022
,,00122.675360,B5_22,0.031
,,00122.676160,B5_33,0.026
,,00122.684640,B5_21,0.027
,,00122.686400,B5_31,0.03
,,00122.688480,B5_42,0.023
,,00122.689680,C6_43,0.028
,,00122.691040,D1_24,0.018
,,00122.691440,B5_32,0.033
,,00122.696800,B5_23,0.017
,,00122.697680,B5_21,0.026
,,00122.700640,B5_31,0.058
,,00122.702960,B5_32,0.043
,,00122.706160,B5_23,0.025
,,00122.706880,B5_32,0.024
,,00122.715360,D4_32,0.021
,,00122.716320,B5_42,0.023
,,00122.717280,B5_33,0.029
,,00122.723520,B5_21,0.058
,,00122.726400,B5_32,0.085
,,00122.729840,B5_33,0.03
,,00122.733520,B5_33,0.028
,,00122.748560,B5_32,0.043
,,00122.748800,B5_22,0.034
,,00122.751840,B5_22,0.029
,,00122.751840,B5_33,0.024
,,00122.753040,D1_33,0.063
,,00122.763040,D6_43,0.02
,,00122.765760,B1_31,0.018
,,00122.779840,A3_33,0.039
,,00122.783520,B5_33,0.025
,,00122.787360,B5_33,0.035
,,00122.790320,B5_31,0.057
,,00122.794560,B5_21,0.034
,,00122.799760,B5_31,0.03
,,00122.800480,B5_32,0.051
,,00122.801360,B5_22,0.032
,,00122.806960,B5_32,0.032
,,00122.813440,B5_22,0.027
,,00122.813840,B5_42,0.028
,,00122.814160,B5_23,0.019
,,00122.814480,B5_32,0.03
,,00122.814800,B5_31,0.036
,,00122.815760,B5_41,0.008
,,00122.816480,B5_42,0.035
,,00122.816640,B5_33,0.03
,,00122.817840,B5_32,0.035
,,00122.820320,B5_42,0.034
,,00122.821680,B5_31,0.043
,,00122.822640,B5_23,0.024
,,00122.823440,B5_42,0.034
,,00122.824640,B5_32,0.046
,,00122.827040,B5_33,0.034
,,00122.828720,B5_21,0.034
,,00122.830000,B5_42,0.024
,,00122.832800,B5_42,0.031
,,00122.832960,B5_22,0.027
,,00122.835440,A3_32,0.037
,,00122.835840,B5_23,0.026
,,00122.837280,B5_42,0.039
,,00122.837920,B5_41,0.017
,,00122.839760,B5_33,0.031
,,00122.841360,B5_23,0.017
,,00122.841440,B5_32,0.046
,,00122.841600,B5_42,0.029
,,00122.844160,B5_21,0.056
,,00122.844560,B5_32,0.029
,,00122.847200,B5_33,0.028
,,00122.847600,B5_22,0.029
,,00122.848000,A3_33,0.037
,,00122.848720,B5_31,0.044
,,00122.851040,B5_32,0.034
,,00122.854320,B5_41,0.01
,,00122.858000,B5_22,0.034
,,00122.865200,B5_42,0.024
,,00122.865280,B5_32,0.033
,,00122.868160,B5_22,0.038
,,00122.868560,B5_42,0.025
,,00122.870400,C6_43,0.032
,,00122.872560,C1_44,0.043
,,00122.872880,B5_31,0.025
,,00122.872960,A2_11,0.022
,,00122.877200,C4_43,0.024
,,00122.887440,B5_21,0.031
,,00122.888160,B5_22,0.028
,,00122.888400,B5_33,0.044
,,00122.889760,B5_42,0.026
,,00122.891680,B5_32,0.091
,,00122.894320,B5_42,0.02
,,00122.895200,B5_41,0.011
,,00122.897120,B5_42,0.026
,,00122.898880,B5_22,0.038
,,00122.899920,B5_33,0.05
,,00122.910080,B5_31,0.046
,,00122.912000,B5_32,0.035
,,00122.915040,C4_22,0.066
,,00122.916800,A3_33,0.048
,,00122.919200,D6_23,0.021
,,00122.921840,B5_32,0.026
,,00122.927840,B5_33,0.034
,,00122.940000,B5_31,0.036
,,00122.940720,D6_34,0.016
,,00122.942800,A1_43,0.029
,,00122.945680,A4_42,0.019
,,00122.945840,B5_32,0.029
,,00122.953120,B5_31,0.049
,,00122.955920,B5_31,0.027
,,00122.957520,B5_23,0.026
,,00122.958400,B5_41,0.014
,,00122.966480,B5_33,0.031
,,00122.970720,B5_21,0.025
,,00122.975520,A3_32,0.023
,,00122.981440,B5_32,0.026
,,00122.987520,C6_42,0.02
,,00123.019760,B5_31,0.052
,,00123.026480,B5_31,0.037
,,00123.027120,A3_33,0.047
,,00123.035120,B5_32,0.029
,,00123.039360,B5_32,0.035
,,00123.044480,B5_31,0.025
,,00123.060320,B5_32,0.03
,,00123.067360,B5_32,0.027
,,00123.077120,A1_32,0.086
,,00123.083520,A2_11,0.022
,,00123.087600,B5_32,0.025
,,00123.095280,C4_11,0.037
,,00123.096720,C6_42,0.03
,,00123.106720,C6_31,0.033
,,00123.114880,B5_33,0.042
,,00123.122720,A4_44,0.027
,,00123.123440,B5_21,0.034
,,00123.130480,C6_43,0.034
,,00123.141120,B5_32,0.028
,,00123.141280,B5_33,0.036
,,00123.142000,B5_31,0.041
,,00123.153440,B3_34,0.021
,,00123.154800,D2_32,0.021
,,00123.159440,A4_32,0.019
,,00123.200000,C5_31,0.022
,,00123.220480,B5_31,0.051
,,00123.233760,A3_31,0.029
,,00123.240960,C6_22,0.032
,,00123.247360,A3_22,0.021
,,00123.250320,B3_33,0.017
,,00123.252160,C1_44,0.08
,,00123.264080,C6_33,0.012
,,00123.265680,C5_42,0.029
,,00123.269600,C6_22,0.03
,,00123.284560,B5_22,0.029
,,00123.288160,B5_32,0.034
,,00123.288880,C1_44,0.045
,,00123.291760,D1_44,0.013
,,00123.292800,D1_22,0.034
,,00123.305920,D3_43,0.042
,,00123.306800,D2_31,0.022
,,00123.323360,B5_22,0.028
,,00123.325600,B5_22,0.024
,,00123.328960,B5_31,0.04
,,00123.332800,A4_32,0.022
,,00123.333200,C4_33,0.029
,,00123.349600,A3_33,0.037
,,00123.350480,A1_33,0.024
,,00123.358400,C6_31,0.028
,,00123.366320,B5_31,0.028
,,00123.367200,B5_22,0.026
,,00123.377200,A4_32,0.017
,,00123.383280,A4_44,0.023
,,00123.385200,B5_32,0.028
,,00123.385840,C6_43,0.056
,,00123.388960,A3_33,0.034
,,00123.406960,D3_32,0.021
,,00123.412720,B4_44,0.019
,,00123.418320,B5_22,0.027
,,00123.422800,B5_33,0.024
,,00123.423120,D2_31,0.025
,,00123.429680,A4_32,0.017
,,00123.444800,C6_32,0.027
,,00123.447440,D1_33,0.043
,,00123.459600,A3_33,0.043
,,00123.466480,A5_44,0.031
,,00123.471520,D2_31,0.029
,,00123.483040,A4_32,0.018
,,00123.483520,A1_32,0.092
,,00123.487120,C4_14,0.052
,,00123.487440,C6_32,0.025
,,00123.514080,B5_31,0.043
,,00123.515600,B1_31,0.019
,,00123.520000,C6_32,0.021
,,00123.532000,C4_12,0.051
,,00123.564800,A5_42,0.024
,,00123.566640,C1_33,0.017
,,00123.584240,A3_33,0.035
,,00123.607920,C2_32,0.019
,,00123.608960,C6_42,0.022
,,00123.611520,B5_23,0.02
,,00123.613840,A3_11,0.02
,,00123.616160,B5_21,0.031
,,00123.617120,B5_31,0.04
,,00123.622400,A4_34,0.028
,,00123.625920,C5_21,0.019
,,00123.626560,B4_44,0.028
,,00123.629040,A3_33,0.033
,,00123.635840,C6_32,0.022
,,00123.680960,A5_42,0.023
,,00123.681520,C1_44,0.091
,,00123.682960,B5_32,0.025
,,00123.702480,C6_22,0.018
,,00123.706000,B5_31,0.04
,,00123.706160,B3_34,0.029
,,00123.708560,A3_33,0.034
,,00123.741680,C4_33,0.024
,,00123.743760,B5_32,0.036
,,00123.748240,D1_33,0.042
,,00123.769120,A3_33,0.025
,,00123.784560,C4_11,0.041
,,00123.787680,B5_31,0.042
,,00123.793920,D1_33,0.061
,,00123.811040,B5_32,0.053
,,00123.815760,C6_43,0.065
,,00123.816960,D2_31,0.021
,,00123.818080,A3_33,0.024
,,00123.820560,C6_32,0.018
,,00123.838000,A4_21,0.016
,,00123.846960,C5_21,0.018
,,00123.852000,A3_33,0.032
,,00123.858640,A3_31,0.027
,,00123.873040,A3_33,0.028
,,00123.887360,B5_32,0.029
,,00123.888640,A3_42,0.021
,,00123.899120,A1_32,0.085
,,00123.915840,B5_31,0.038
,,00123.922960,C3_22,0.014
,,00123.946480,D2_42,0.023
,,00123.951680,A3_33,0.028
,,00123.951840,A3_42,0.019
,,00123.955920,C1_32,0.019
,,00123.956800,C3_22,0.011
,,00123.961920,B5_32,0.025
,,00123.968240,A3_42,0.02
,,00123.985760,C4_22,0.034
,,00123.990960,C1_34,0.028
,,00123.991280,D1_33,0.072
,,00123.996960,A1_22,0.034
,,00124.020400,A1_32,0.039
,,00124.030480,B5_32,0.035
,,00124.043760,C4_12,0.052
,,00124.050640,A1_21,0.031
,,00124.068080,C4_12,0.042
,,00124.083280,A1_33,0.033
,,00124.084400,C1_44,0.08
,,00124.089360,A2_14,0.02
,,00124.092400,C4_12,0.042
,,00124.100160,A3_33,0.04
,,00124.107200,B5_32,0.031
,,00124.108080,A1_33,0.027
,,00124.116400,A3_11,0.032
,,00124.153520,C6_44,0.053
,,00124.157280,A1_22,0.033
,,00124.175440,C4_22,0.063
,,00124.220720,B5_31,0.033
,,00124.232880,A1_22,0.031
,,00124.240240,C6_44,0.04
,,00124.246320,B1_31,0.05
,,00124.253520,C6_42,0.027
,,00124.282720,D1_22,0.035
,,00124.294800,A1_32,0.086
,,00124.295600,D3_12,0.013
,,00124.301840,D3_12,0.033
,,00124.315200,B1_31,0.021
,,00124.326160,D2_31,0.022
,,00124.341280,B1_31,0.044
,,00124.352560,C4_11,0.033
,,00124.390480,A1_21,0.021
,,00124.394080,D3_34,0.028
,,00124.394640,C6_22,0.019
,,00124.397920,D4_42,0.019
,,00124.411120,C6_31,0.024
,,00124.413920,C6_22,0.017
,,00124.439600,D3_13,0.025
,,00124.459040,D3_34,0.02
,,00124.473600,D4_32,0.036
,,00124.487440,B3_44,0.026
,,00124.491040,D3_12,0.029
,,00124.491120,B5_31,0.037
,,00124.503120,D4_32,0.03
,,00124.510080,C6_22,0.024
,,00124.542960,C4_12,0.038
,,00124.549760,A5_44,0.028
,,00124.563360,C4_12,0.039
,,00124.593120,A2_11,0.018
,,00124.618000,D3_34,0.024
,,00124.636560,B3_14,0.019
,,00124.660720,C1_44,0.05
,,00124.684240,C6_44,0.029
,,00124.695280,C4_12,0.037
,,00124.696240,C6_42,0.061
,,00124.703440,D1_23,0.021
,,00124.703680,D3_34,0.02
,,00124.720080,A1_32,0.048
,,00124.732160,B5_31,0.035
,,00124.737440,D1_44,0.013
,,00124.746400,C6_32,0.027
,,00124.750640,C6_22,0.034
,,00124.754960,A1_32,0.098
,,00124.755680,D1_34,0.017
,,00124.780160,C6_22,0.03
,,00124.789680,C6_44,0.021
,,00124.792480,D3_12,0.028
,,00124.805920,D4_33,0.019
,,00124.808080,C5_42,0.027
,,00124.834080,B3_44,0.024
,,00124.834640,C6_31,0.024
,,00124.851600,A4_11,0.045
,,00124.854320,C6_32,0.022
,,00124.867440,A4_31,0.021
,,00124.874880,B3_43,0.025
,,00124.878160,D4_33,0.021
,,00124.914640,C1_44,0.075
,,00124.915280,D1_34,0.02
,,00124.915680,B5_31,0.04
,,00124.917840,C6_44,0.025
,,00124.945280,C4_13,0.019
,,00124.989920,D3_34,0.024
,,00124.997040,A2_34,0.021
,,00125.019360,C6_44,0.053
,,00125.027520,C6_43,0.033
,,00125.045920,B1_31,0.043
,,00125.077360,C4_44,0.02
,,00125.087520,B3_42,0.033
,,00125.100640,B5_31,0.028
,,00125.111920,D3_34,0.019
,,00125.121360,C6_44,0.025
,,00125.122080,C4_22,0.064
,,00125.141440,D1_34,0.016
,,00125.161040,C6_43,0.033
,,00125.193680,C2_32,0.023
,,00125.195280,C1_32,0.015
,,00125.198160,C6_43,0.023
,,00125.202720,C4_22,0.028
,,00125.206320,A2_11,0.023
,,00125.215520,B5_33,0.024
,,00125.218320,C6_42,0.019
,,00125.234080,A1_32,0.089
,,00125.237600,A2_11,0.019
,,00125.254320,D1_34,0.016
,,00125.255600,B1_31,0.019
,,00125.256960,C6_43,0.036
,,00125.270240,C1_34,0.03
,,00125.270960,C4_13,0.026
,,00125.274400,A2_11,0.02
,,00125.313600,A3_32,0.033
,,00125.329840,A2_11,0.023
