Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,7.38216,B4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,7.4052,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,7.7356,B2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,9.056,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,9.07632,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,9.48184,D3_24,0.011,,,,,,,,,,,,,,,,,,,,
,,10.03008,D3_11,0.013,,,,,,,,,,,,,,,,,,,,
,,10.05984,B4_43,0.021,,,,,,,,,,,,,,,,,,,,
,,10.25752,B4_13,0.012,,,,,,,,,,,,,,,,,,,,
,,10.42976,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,10.64792,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,10.8692,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,10.98744,A2_32,0.009,,,,,,,,,,,,,,,,,,,,
,,11.056,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,11.22248,B4_43,0.018,,,,,,,,,,,,,,,,,,,,
,,11.46904,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,11.73856,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,11.85104,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,11.98584,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,12.30144,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,12.3676,B4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,12.55024,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,12.99488,B4_43,0.018,,,,,,,,,,,,,,,,,,,,
,,13.104,B4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,13.1216,A4_44,0.011,,,,,,,,,,,,,,,,,,,,
,,13.2932,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,13.42848,C3_32,0.013,,,,,,,,,,,,,,,,,,,,
,,13.49328,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,13.6816,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,14.14968,A2_31,0.016,,,,,,,,,,,,,,,,,,,,
,,14.3904,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,14.41608,A2_31,0.017,,,,,,,,,,,,,,,,,,,,
,,14.45072,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,14.58512,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,14.63832,A2_31,0.019,,,,,,,,,,,,,,,,,,,,
,,14.90312,A2_31,0.013,,,,,,,,,,,,,,,,,,,,
,,14.97968,B4_13,0.017,,,,,,,,,,,,,,,,,,,,
,,15.0616,D3_11,0.013,,,,,,,,,,,,,,,,,,,,
,,15.61544,A5_14,0.015,,,,,,,,,,,,,,,,,,,,
,,15.63848,B6_11,0.013,,,,,,,,,,,,,,,,,,,,
,,16.27328,B3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,16.41728,B2_43,0.012,,,,,,,,,,,,,,,,,,,,
,,17.0644,B6_22,0.013,,,,,,,,,,,,,,,,,,,,
,,17.4656,A5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,17.49704,D3_11,0.013,,,,,,,,,,,,,,,,,,,,
,,17.78632,B4_13,0.019,,,,,,,,,,,,,,,,,,,,
,,18.05968,B4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,18.36544,D3_24,0.009,,,,,,,,,,,,,,,,,,,,
,,18.54464,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,18.61952,C4_33,0.012,,,,,,,,,,,,,,,,,,,,
,,19.13328,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,19.14424,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,19.39352,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,19.40824,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,19.5084,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,19.58184,D4_43,0.011,,,,,,,,,,,,,,,,,,,,
,,19.61592,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,19.78888,D3_24,0.011,,,,,,,,,,,,,,,,,,,,
,,20.05672,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,20.11656,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,20.41384,A5_13,0.012,,,,,,,,,,,,,,,,,,,,
,,20.5128,D5_24,0.01,,,,,,,,,,,,,,,,,,,,
,,20.55656,D5_44,0.011,,,,,,,,,,,,,,,,,,,,
,,20.8764,A6_21,0.008,,,,,,,,,,,,,,,,,,,,
,,21.09472,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,21.10856,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,21.3992,B2_11,0.017,,,,,,,,,,,,,,,,,,,,
,,22.2668,A5_13,0.013,,,,,,,,,,,,,,,,,,,,
,,22.30968,D3_24,0.01,,,,,,,,,,,,,,,,,,,,
,,22.81568,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,22.8272,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,22.99048,D3_31,0.013,,,,,,,,,,,,,,,,,,,,
,,23.0732,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,23.21616,B4_43,0.021,,,,,,,,,,,,,,,,,,,,
,,23.27808,B2_11,0.012,,,,,,,,,,,,,,,,,,,,
,,23.36008,B4_43,0.018,,,,,,,,,,,,,,,,,,,,
,,23.518,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,23.64128,B6_11,0.014,,,,,,,,,,,,,,,,,,,,
,,23.68704,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,23.96096,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,24.20448,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,24.29864,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,24.54048,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,24.60928,B4_34,0.01,,,,,,,,,,,,,,,,,,,,
,,25.03936,B2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,25.46344,B3_22,0.018,,,,,,,,,,,,,,,,,,,,
,,25.4652,B3_12,0.018,,,,,,,,,,,,,,,,,,,,
,,25.60176,B4_22,0.012,,,,,,,,,,,,,,,,,,,,
,,26.00552,A5_11,0.01,,,,,,,,,,,,,,,,,,,,
,,26.7688,D1_31,0.011,,,,,,,,,,,,,,,,,,,,
,,27.11128,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,27.198,A4_23,0.029,,,,,,,,,,,,,,,,,,,,
,,27.27144,B4_12,0.01,,,,,,,,,,,,,,,,,,,,
,,27.42872,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,28.10296,B2_43,0.02,,,,,,,,,,,,,,,,,,,,
,,28.25984,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,28.6144,B1_34,0.011,,,,,,,,,,,,,,,,,,,,
,,28.75496,D3_11,0.013,,,,,,,,,,,,,,,,,,,,
,,29.23016,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,29.34464,A1_23,0.01,,,,,,,,,,,,,,,,,,,,
,,29.73408,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,30.25904,D3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,30.328,B2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,30.33664,B2_12,0.014,,,,,,,,,,,,,,,,,,,,
,,30.33696,B2_11,0.019,,,,,,,,,,,,,,,,,,,,
,,30.34552,B2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,30.35368,B2_11,0.018,,,,,,,,,,,,,,,,,,,,
,,30.36488,B2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,30.36496,B2_42,0.011,,,,,,,,,,,,,,,,,,,,
,,30.3684,B2_11,0.019,,,,,,,,,,,,,,,,,,,,
,,30.36968,B2_32,0.016,,,,,,,,,,,,,,,,,,,,
,,30.37208,B2_21,0.015,,,,,,,,,,,,,,,,,,,,
,,30.3724,B2_32,0.019,,,,,,,,,,,,,,,,,,,,
,,30.37264,B2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,30.37488,B2_32,0.011,,,,,,,,,,,,,,,,,,,,
,,30.37488,B2_42,0.014,,,,,,,,,,,,,,,,,,,,
,,30.3768,B2_13,0.013,,,,,,,,,,,,,,,,,,,,
,,30.37832,B2_11,0.02,,,,,,,,,,,,,,,,,,,,
,,30.37984,B2_32,0.024,,,,,,,,,,,,,,,,,,,,
,,30.38128,B2_43,0.016,,,,,,,,,,,,,,,,,,,,
,,30.38304,B2_13,0.016,,,,,,,,,,,,,,,,,,,,
,,30.38488,B2_12,0.013,,,,,,,,,,,,,,,,,,,,
,,30.3852,B2_11,0.025,,,,,,,,,,,,,,,,,,,,
,,30.39,B2_42,0.015,,,,,,,,,,,,,,,,,,,,
,,30.39024,B2_12,0.013,,,,,,,,,,,,,,,,,,,,
,,30.3908,B2_13,0.016,,,,,,,,,,,,,,,,,,,,
,,30.39208,B2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,30.39208,B2_32,0.016,,,,,,,,,,,,,,,,,,,,
,,30.39248,B2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,30.39312,B2_31,0.017,,,,,,,,,,,,,,,,,,,,
,,30.39544,B2_21,0.014,,,,,,,,,,,,,,,,,,,,
,,30.39768,B2_21,0.016,,,,,,,,,,,,,,,,,,,,
,,30.39832,B2_33,0.014,,,,,,,,,,,,,,,,,,,,
,,30.39872,B2_32,0.011,,,,,,,,,,,,,,,,,,,,
,,30.39928,B2_12,0.015,,,,,,,,,,,,,,,,,,,,
,,30.3996,B2_11,0.02,,,,,,,,,,,,,,,,,,,,
,,30.40536,B2_13,0.012,,,,,,,,,,,,,,,,,,,,
,,30.40656,B2_32,0.02,,,,,,,,,,,,,,,,,,,,
,,30.40736,B2_23,0.014,,,,,,,,,,,,,,,,,,,,
,,30.40888,B2_12,0.014,,,,,,,,,,,,,,,,,,,,
,,30.40992,B2_32,0.015,,,,,,,,,,,,,,,,,,,,
,,30.41008,B2_33,0.021,,,,,,,,,,,,,,,,,,,,
,,30.4124,B2_12,0.017,,,,,,,,,,,,,,,,,,,,
,,30.4128,B2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,30.41288,B2_22,0.011,,,,,,,,,,,,,,,,,,,,
,,30.41456,B2_23,0.014,,,,,,,,,,,,,,,,,,,,
,,30.41696,B2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,30.41832,B2_12,0.015,,,,,,,,,,,,,,,,,,,,
,,30.4188,B2_32,0.011,,,,,,,,,,,,,,,,,,,,
,,30.41992,B2_11,0.017,,,,,,,,,,,,,,,,,,,,
,,30.4208,B2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,30.42552,B2_42,0.013,,,,,,,,,,,,,,,,,,,,
,,30.42728,B2_32,0.015,,,,,,,,,,,,,,,,,,,,
,,30.42736,B2_43,0.013,,,,,,,,,,,,,,,,,,,,
,,30.432,B2_12,0.017,,,,,,,,,,,,,,,,,,,,
,,30.43224,B2_21,0.013,,,,,,,,,,,,,,,,,,,,
,,30.43808,B2_23,0.012,,,,,,,,,,,,,,,,,,,,
,,30.44112,B2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,30.44792,B2_43,0.018,,,,,,,,,,,,,,,,,,,,
,,30.45016,B2_32,0.012,,,,,,,,,,,,,,,,,,,,
,,30.4532,B2_22,0.011,,,,,,,,,,,,,,,,,,,,
,,30.4668,B2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,30.49136,B2_22,0.011,,,,,,,,,,,,,,,,,,,,
,,30.49864,B2_22,0.015,,,,,,,,,,,,,,,,,,,,
,,30.5116,B2_43,0.016,,,,,,,,,,,,,,,,,,,,
,,30.52,B2_32,0.012,,,,,,,,,,,,,,,,,,,,
,,30.60632,B2_43,0.017,,,,,,,,,,,,,,,,,,,,
,,30.64712,B2_12,0.018,,,,,,,,,,,,,,,,,,,,
,,30.6716,B2_11,0.019,,,,,,,,,,,,,,,,,,,,
,,30.72672,B2_12,0.017,,,,,,,,,,,,,,,,,,,,
,,30.72712,B2_11,0.017,,,,,,,,,,,,,,,,,,,,
,,30.74376,B2_43,0.019,,,,,,,,,,,,,,,,,,,,
,,30.87784,B2_43,0.011,,,,,,,,,,,,,,,,,,,,
,,31.22688,D3_11,0.013,,,,,,,,,,,,,,,,,,,,
,,32.21216,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,32.40208,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,33.0768,D3_21,0.01,,,,,,,,,,,,,,,,,,,,
,,33.09008,B6_12,0.018,,,,,,,,,,,,,,,,,,,,
,,33.21496,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,33.80248,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,33.8552,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,34.19032,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,34.23776,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,34.3296,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,34.46096,D3_24,0.011,,,,,,,,,,,,,,,,,,,,
,,34.48808,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,34.60664,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,35.8412,B6_22,0.013,,,,,,,,,,,,,,,,,,,,
,,36.00488,B3_22,0.009,,,,,,,,,,,,,,,,,,,,
,,36.0176,B2_11,0.017,,,,,,,,,,,,,,,,,,,,
,,36.21896,B4_13,0.013,,,,,,,,,,,,,,,,,,,,
,,36.7228,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,36.98016,B2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,37.58904,B4_13,0.011,,,,,,,,,,,,,,,,,,,,
,,37.8424,B2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,38.35064,B3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,38.4072,B6_22,0.013,,,,,,,,,,,,,,,,,,,,
,,38.45536,B2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,38.76064,D3_12,0.01,,,,,,,,,,,,,,,,,,,,
,,38.87248,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,39.09144,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,39.76064,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,39.7704,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,39.96608,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,39.98456,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,39.9964,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,40.97872,C2_41,0.01,,,,,,,,,,,,,,,,,,,,
,,41.13016,B4_13,0.012,,,,,,,,,,,,,,,,,,,,
,,41.47024,B2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,41.71056,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,42.05208,B2_11,0.019,,,,,,,,,,,,,,,,,,,,
,,42.34912,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,42.45368,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,42.54992,B3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,43.22792,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,43.46928,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,43.52288,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,43.53224,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,43.65448,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,43.98744,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,44.02976,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,44.70896,A5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,44.88608,B2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,45.99376,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,46.00776,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,46.25576,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,46.26912,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,46.36312,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,46.43,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,46.52704,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,46.53696,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,46.55672,C2_41,0.01,,,,,,,,,,,,,,,,,,,,
,,46.60856,C4_22,0.012,,,,,,,,,,,,,,,,,,,,
,,46.9004,B2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,47.24552,B2_43,0.011,,,,,,,,,,,,,,,,,,,,
,,47.99552,B4_12,0.016,,,,,,,,,,,,,,,,,,,,
,,48.02168,B4_12,0.024,,,,,,,,,,,,,,,,,,,,
,,48.15368,D3_11,0.014,,,,,,,,,,,,,,,,,,,,
,,48.16744,D3_14,0.015,,,,,,,,,,,,,,,,,,,,
,,48.19224,D3_11,0.032,,,,,,,,,,,,,,,,,,,,
,,48.20408,D3_23,0.01,,,,,,,,,,,,,,,,,,,,
,,48.20608,D3_11,0.021,,,,,,,,,,,,,,,,,,,,
,,48.208,D3_24,0.013,,,,,,,,,,,,,,,,,,,,
,,48.20864,D3_11,0.014,,,,,,,,,,,,,,,,,,,,
,,48.21192,D3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,48.21224,D3_14,0.02,,,,,,,,,,,,,,,,,,,,
,,48.21728,D3_11,0.019,,,,,,,,,,,,,,,,,,,,
,,48.21744,D3_21,0.013,,,,,,,,,,,,,,,,,,,,
,,48.2196,D3_24,0.013,,,,,,,,,,,,,,,,,,,,
,,48.21984,D3_11,0.035,,,,,,,,,,,,,,,,,,,,
,,48.22272,D3_14,0.015,,,,,,,,,,,,,,,,,,,,
,,48.22424,D3_21,0.013,,,,,,,,,,,,,,,,,,,,
,,48.22512,D3_14,0.019,,,,,,,,,,,,,,,,,,,,
,,48.226,D3_24,0.013,,,,,,,,,,,,,,,,,,,,
,,48.22656,D3_11,0.014,,,,,,,,,,,,,,,,,,,,
,,48.2296,D3_24,0.014,,,,,,,,,,,,,,,,,,,,
,,48.23016,D3_11,0.035,,,,,,,,,,,,,,,,,,,,
,,48.23048,D3_14,0.015,,,,,,,,,,,,,,,,,,,,
,,48.23104,D3_21,0.011,,,,,,,,,,,,,,,,,,,,
,,48.2324,D3_24,0.009,,,,,,,,,,,,,,,,,,,,
,,48.234,D3_14,0.016,,,,,,,,,,,,,,,,,,,,
,,48.23424,D3_31,0.012,,,,,,,,,,,,,,,,,,,,
,,48.23424,D3_32,0.009,,,,,,,,,,,,,,,,,,,,
,,48.23432,D3_11,0.031,,,,,,,,,,,,,,,,,,,,
,,48.23504,D3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,48.23624,D3_14,0.013,,,,,,,,,,,,,,,,,,,,
,,48.23824,D3_24,0.017,,,,,,,,,,,,,,,,,,,,
,,48.23888,D3_11,0.013,,,,,,,,,,,,,,,,,,,,
,,48.24112,D3_11,0.035,,,,,,,,,,,,,,,,,,,,
,,48.24304,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,48.24456,D3_21,0.018,,,,,,,,,,,,,,,,,,,,
,,48.24808,D3_11,0.022,,,,,,,,,,,,,,,,,,,,
,,48.24808,D3_14,0.015,,,,,,,,,,,,,,,,,,,,
,,48.24832,D3_21,0.018,,,,,,,,,,,,,,,,,,,,
,,48.2488,D3_24,0.016,,,,,,,,,,,,,,,,,,,,
,,48.2508,D3_11,0.013,,,,,,,,,,,,,,,,,,,,
,,48.25232,D3_21,0.012,,,,,,,,,,,,,,,,,,,,
,,48.25512,D3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,48.2576,D3_11,0.016,,,,,,,,,,,,,,,,,,,,
,,48.25984,D3_14,0.016,,,,,,,,,,,,,,,,,,,,
,,48.264,D3_21,0.013,,,,,,,,,,,,,,,,,,,,
,,48.2648,D3_11,0.042,,,,,,,,,,,,,,,,,,,,
,,48.26488,D3_24,0.019,,,,,,,,,,,,,,,,,,,,
,,48.26536,D3_12,0.014,,,,,,,,,,,,,,,,,,,,
,,48.2664,D3_13,0.014,,,,,,,,,,,,,,,,,,,,
,,48.26784,D3_24,0.01,,,,,,,,,,,,,,,,,,,,
,,48.2684,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,48.2696,D3_14,0.018,,,,,,,,,,,,,,,,,,,,
,,48.27112,D3_11,0.015,,,,,,,,,,,,,,,,,,,,
,,48.2716,D3_21,0.015,,,,,,,,,,,,,,,,,,,,
,,48.274,D3_31,0.013,,,,,,,,,,,,,,,,,,,,
,,48.27792,D3_21,0.014,,,,,,,,,,,,,,,,,,,,
,,48.27864,D3_11,0.013,,,,,,,,,,,,,,,,,,,,
,,48.28176,D3_11,0.034,,,,,,,,,,,,,,,,,,,,
,,48.28624,D3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,48.29448,D3_21,0.01,,,,,,,,,,,,,,,,,,,,
,,48.29536,D3_14,0.011,,,,,,,,,,,,,,,,,,,,
,,48.29688,D3_21,0.013,,,,,,,,,,,,,,,,,,,,
,,48.29736,D3_11,0.029,,,,,,,,,,,,,,,,,,,,
,,48.29768,D3_23,0.009,,,,,,,,,,,,,,,,,,,,
,,48.29784,D3_24,0.014,,,,,,,,,,,,,,,,,,,,
,,48.31768,D3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,48.32792,D3_11,0.035,,,,,,,,,,,,,,,,,,,,
,,48.33664,D3_24,0.017,,,,,,,,,,,,,,,,,,,,
,,48.35528,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,48.43984,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,48.51592,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,48.62128,D3_11,0.034,,,,,,,,,,,,,,,,,,,,
,,48.77952,B2_43,0.014,,,,,,,,,,,,,,,,,,,,
,,49.31976,B2_11,0.018,,,,,,,,,,,,,,,,,,,,
,,49.6296,B4_13,0.011,,,,,,,,,,,,,,,,,,,,
,,50.29152,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,50.30176,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,50.45928,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,50.46176,B3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,50.47184,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,50.56944,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,50.67448,B2_43,0.013,,,,,,,,,,,,,,,,,,,,
,,50.7184,B4_43,0.018,,,,,,,,,,,,,,,,,,,,
,,50.77856,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,50.79528,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,50.80528,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,50.99544,B6_13,0.013,,,,,,,,,,,,,,,,,,,,
,,51.85976,B2_43,0.014,,,,,,,,,,,,,,,,,,,,
,,51.924,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,51.99736,A5_13,0.012,,,,,,,,,,,,,,,,,,,,
,,52.9388,B3_12,0.008,,,,,,,,,,,,,,,,,,,,
,,52.95792,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,53.3784,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,53.38808,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,54.4416,B2_43,0.016,,,,,,,,,,,,,,,,,,,,
