Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,54.7256,B2_43,0.016,,,,,,,,,,,,,,,,,,,,
,,54.82208,B6_13,0.011,,,,,,,,,,,,,,,,,,,,
,,55.41208,B4_12,0.012,,,,,,,,,,,,,,,,,,,,
,,55.41992,B4_13,0.011,,,,,,,,,,,,,,,,,,,,
,,55.42208,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,55.43208,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,55.94728,B2_43,0.016,,,,,,,,,,,,,,,,,,,,
,,56.8432,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,57.14312,B4_44,0.012,,,,,,,,,,,,,,,,,,,,
,,57.5688,A4_31,0.011,,,,,,,,,,,,,,,,,,,,
,,57.67632,B4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,57.77968,A4_22,0.011,,,,,,,,,,,,,,,,,,,,
,,57.85784,B4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,58.31072,A5_13,0.012,,,,,,,,,,,,,,,,,,,,
,,58.53896,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,58.55224,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,58.83064,A2_31,0.017,,,,,,,,,,,,,,,,,,,,
,,59.53392,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,59.54432,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,59.6084,B2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,59.70208,C4_33,0.012,,,,,,,,,,,,,,,,,,,,
,,59.82392,B4_13,0.014,,,,,,,,,,,,,,,,,,,,
,,60.00608,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,60.05992,A5_14,0.013,,,,,,,,,,,,,,,,,,,,
,,60.21576,B3_22,0.01,,,,,,,,,,,,,,,,,,,,
,,60.21856,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,60.22544,B2_43,0.017,,,,,,,,,,,,,,,,,,,,
,,60.24248,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,60.44152,B4_43,0.026,,,,,,,,,,,,,,,,,,,,
,,60.4704,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,61.1624,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,61.19888,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,61.31632,B2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,61.38336,B4_43,0.019,,,,,,,,,,,,,,,,,,,,
,,61.42904,B2_11,0.018,,,,,,,,,,,,,,,,,,,,
,,61.43112,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,61.44136,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,61.76944,B2_43,0.016,,,,,,,,,,,,,,,,,,,,
,,61.93832,D3_24,0.01,,,,,,,,,,,,,,,,,,,,
,,62.24816,A4_24,0.013,,,,,,,,,,,,,,,,,,,,
,,62.49776,B4_12,0.012,,,,,,,,,,,,,,,,,,,,
,,62.5356,B4_13,0.013,,,,,,,,,,,,,,,,,,,,
,,62.57488,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,62.97232,A5_13,0.011,,,,,,,,,,,,,,,,,,,,
,,62.98768,B3_12,0.01,,,,,,,,,,,,,,,,,,,,
,,63.23488,B4_43,0.023,,,,,,,,,,,,,,,,,,,,
,,63.24968,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,63.41024,D3_24,0.008,,,,,,,,,,,,,,,,,,,,
,,64.45856,B2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,64.69312,B2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,64.77072,A5_13,0.011,,,,,,,,,,,,,,,,,,,,
,,64.98776,B3_22,0.015,,,,,,,,,,,,,,,,,,,,
,,64.98944,B3_12,0.014,,,,,,,,,,,,,,,,,,,,
,,65.02208,B2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,65.43832,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,66.22272,D5_24,0.009,,,,,,,,,,,,,,,,,,,,
,,66.29024,B4_44,0.009,,,,,,,,,,,,,,,,,,,,
,,67.042,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,67.1824,C2_41,0.01,,,,,,,,,,,,,,,,,,,,
,,67.37704,A1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,67.61624,D5_24,0.012,,,,,,,,,,,,,,,,,,,,
,,67.81416,A5_12,0.016,,,,,,,,,,,,,,,,,,,,
,,68.64104,B4_12,0.012,,,,,,,,,,,,,,,,,,,,
,,68.9292,B2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,69.06488,A4_34,0.011,,,,,,,,,,,,,,,,,,,,
,,69.59112,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,70.0428,B4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,70.0932,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,70.23888,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,70.33248,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,70.71232,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,71.012,B4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,71.38712,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,71.44888,A5_13,0.011,,,,,,,,,,,,,,,,,,,,
,,71.77072,D5_24,0.009,,,,,,,,,,,,,,,,,,,,
,,71.79928,D3_24,0.013,,,,,,,,,,,,,,,,,,,,
,,71.91752,D1_43,0.009,,,,,,,,,,,,,,,,,,,,
,,72.16192,B4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,72.72616,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,72.86368,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,72.92496,B4_13,0.012,,,,,,,,,,,,,,,,,,,,
,,73.0192,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,73.0288,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,73.23976,A2_32,0.013,,,,,,,,,,,,,,,,,,,,
,,73.85384,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,73.95056,B2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,74.2076,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,74.75848,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,74.78424,B4_43,0.011,,,,,,,,,,,,,,,,,,,,
,,74.95608,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,75.06064,C4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,75.76096,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,76.20032,B2_12,0.013,,,,,,,,,,,,,,,,,,,,
,,76.20072,B2_11,0.017,,,,,,,,,,,,,,,,,,,,
,,76.71096,B3_22,0.015,,,,,,,,,,,,,,,,,,,,
,,76.71248,B3_12,0.015,,,,,,,,,,,,,,,,,,,,
,,77.63472,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,77.75544,A4_34,0.013,,,,,,,,,,,,,,,,,,,,
,,77.89696,B2_11,0.017,,,,,,,,,,,,,,,,,,,,
,,78.4468,A5_13,0.011,,,,,,,,,,,,,,,,,,,,
,,78.58784,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,78.61352,A5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,79.11264,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,79.1308,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,79.4888,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,79.61392,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,79.6916,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,79.90056,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,80.68608,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,81.36872,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,81.3808,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,81.55472,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,81.59848,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,81.73784,A5_12,0.012,,,,,,,,,,,,,,,,,,,,
,,81.838,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,81.89272,D3_11,0.035,,,,,,,,,,,,,,,,,,,,
,,82.52032,B4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,82.66168,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,82.74688,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,82.96792,A1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,82.9896,B4_13,0.013,,,,,,,,,,,,,,,,,,,,
,,83.00344,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,83.01576,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,83.71328,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,83.76248,B4_22,0.013,,,,,,,,,,,,,,,,,,,,
,,83.84872,B3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,85.11856,B3_22,0.018,,,,,,,,,,,,,,,,,,,,
,,85.12016,B3_12,0.011,,,,,,,,,,,,,,,,,,,,
,,85.42768,A4_31,0.01,,,,,,,,,,,,,,,,,,,,
,,85.75832,B4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,85.77048,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,85.78064,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,86.374,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,86.47488,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,86.48464,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,87.7532,A2_31,0.011,,,,,,,,,,,,,,,,,,,,
,,87.89784,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,88.14504,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,88.25904,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,88.3108,A4_23,0.026,,,,,,,,,,,,,,,,,,,,
,,88.51904,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,88.53424,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,88.71,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,89.0104,B4_22,0.013,,,,,,,,,,,,,,,,,,,,
,,89.49376,B2_43,0.016,,,,,,,,,,,,,,,,,,,,
,,89.87632,D3_24,0.01,,,,,,,,,,,,,,,,,,,,
,,90.46952,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,90.84768,D3_11,0.038,,,,,,,,,,,,,,,,,,,,
,,90.88176,D3_11,0.032,,,,,,,,,,,,,,,,,,,,
,,90.89512,D3_11,0.014,,,,,,,,,,,,,,,,,,,,
,,90.89752,D3_11,0.03,,,,,,,,,,,,,,,,,,,,
,,90.8976,D3_21,0.015,,,,,,,,,,,,,,,,,,,,
,,90.90672,D3_11,0.014,,,,,,,,,,,,,,,,,,,,
,,90.91232,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,90.91544,D3_11,0.017,,,,,,,,,,,,,,,,,,,,
,,90.9184,D3_11,0.038,,,,,,,,,,,,,,,,,,,,
,,90.9268,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,90.92992,D3_11,0.039,,,,,,,,,,,,,,,,,,,,
,,90.93328,D3_14,0.019,,,,,,,,,,,,,,,,,,,,
,,90.93384,D3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,90.93408,D3_21,0.013,,,,,,,,,,,,,,,,,,,,
,,90.93808,D3_14,0.01,,,,,,,,,,,,,,,,,,,,
,,90.93808,D3_24,0.013,,,,,,,,,,,,,,,,,,,,
,,90.93824,D3_11,0.023,,,,,,,,,,,,,,,,,,,,
,,90.9416,D3_11,0.038,,,,,,,,,,,,,,,,,,,,
,,90.9436,D3_14,0.017,,,,,,,,,,,,,,,,,,,,
,,90.94904,D3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,90.9492,D3_24,0.014,,,,,,,,,,,,,,,,,,,,
,,90.94952,D3_14,0.015,,,,,,,,,,,,,,,,,,,,
,,90.94952,D3_21,0.015,,,,,,,,,,,,,,,,,,,,
,,90.95416,D3_11,0.015,,,,,,,,,,,,,,,,,,,,
,,90.9556,D3_14,0.017,,,,,,,,,,,,,,,,,,,,
,,90.9568,D3_11,0.02,,,,,,,,,,,,,,,,,,,,
,,90.95752,D3_21,0.013,,,,,,,,,,,,,,,,,,,,
,,90.95992,D3_14,0.015,,,,,,,,,,,,,,,,,,,,
,,90.96008,D3_21,0.009,,,,,,,,,,,,,,,,,,,,
,,90.96024,D3_24,0.015,,,,,,,,,,,,,,,,,,,,
,,90.962,D3_11,0.014,,,,,,,,,,,,,,,,,,,,
,,90.96504,D3_11,0.033,,,,,,,,,,,,,,,,,,,,
,,90.96544,D3_23,0.011,,,,,,,,,,,,,,,,,,,,
,,90.96576,D3_14,0.013,,,,,,,,,,,,,,,,,,,,
,,90.9696,D3_11,0.019,,,,,,,,,,,,,,,,,,,,
,,90.97016,D3_31,0.011,,,,,,,,,,,,,,,,,,,,
,,90.97024,D3_21,0.014,,,,,,,,,,,,,,,,,,,,
,,90.97128,D3_14,0.021,,,,,,,,,,,,,,,,,,,,
,,90.97152,D3_24,0.013,,,,,,,,,,,,,,,,,,,,
,,90.97448,D3_13,0.012,,,,,,,,,,,,,,,,,,,,
,,90.97472,D3_11,0.028,,,,,,,,,,,,,,,,,,,,
,,90.97616,D3_24,0.014,,,,,,,,,,,,,,,,,,,,
,,90.97672,D3_12,0.012,,,,,,,,,,,,,,,,,,,,
,,90.97696,D3_11,0.017,,,,,,,,,,,,,,,,,,,,
,,90.97808,D3_22,0.012,,,,,,,,,,,,,,,,,,,,
,,90.9784,D3_14,0.014,,,,,,,,,,,,,,,,,,,,
,,90.98216,D3_24,0.014,,,,,,,,,,,,,,,,,,,,
,,90.9828,D3_11,0.016,,,,,,,,,,,,,,,,,,,,
,,90.98464,D3_24,0.014,,,,,,,,,,,,,,,,,,,,
,,90.9856,D3_11,0.056,,,,,,,,,,,,,,,,,,,,
,,90.99136,D3_23,0.012,,,,,,,,,,,,,,,,,,,,
,,90.99216,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,90.99384,D3_21,0.013,,,,,,,,,,,,,,,,,,,,
,,91.00072,D3_11,0.023,,,,,,,,,,,,,,,,,,,,
,,91.00312,D3_24,0.017,,,,,,,,,,,,,,,,,,,,
,,91.004,D3_11,0.032,,,,,,,,,,,,,,,,,,,,
,,91.01264,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,91.01344,D3_21,0.013,,,,,,,,,,,,,,,,,,,,
,,91.0144,D3_14,0.018,,,,,,,,,,,,,,,,,,,,
,,91.01792,D3_11,0.019,,,,,,,,,,,,,,,,,,,,
,,91.0228,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,91.02664,D3_32,0.01,,,,,,,,,,,,,,,,,,,,
,,91.0352,D3_31,0.014,,,,,,,,,,,,,,,,,,,,
,,91.04536,D3_21,0.011,,,,,,,,,,,,,,,,,,,,
,,91.09448,D3_31,0.013,,,,,,,,,,,,,,,,,,,,
,,91.11192,D3_11,0.036,,,,,,,,,,,,,,,,,,,,
,,91.1268,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,91.19584,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,91.40888,D3_31,0.016,,,,,,,,,,,,,,,,,,,,
,,91.5996,A5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,91.60608,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,91.64816,B6_11,0.011,,,,,,,,,,,,,,,,,,,,
,,91.81904,D5_44,0.012,,,,,,,,,,,,,,,,,,,,
,,92.00376,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,92.09752,A5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,92.20008,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,92.76104,B3_22,0.014,,,,,,,,,,,,,,,,,,,,
,,92.76264,B3_12,0.015,,,,,,,,,,,,,,,,,,,,
,,92.79848,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,93.07864,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,93.11888,B4_43,0.018,,,,,,,,,,,,,,,,,,,,
,,93.36496,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,93.37832,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,94.40296,B3_12,0.01,,,,,,,,,,,,,,,,,,,,
,,94.78056,B4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,95.10992,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,95.5112,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,95.522,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,95.94552,B6_22,0.013,,,,,,,,,,,,,,,,,,,,
,,96.34024,B4_13,0.015,,,,,,,,,,,,,,,,,,,,
,,96.8572,C3_32,0.008,,,,,,,,,,,,,,,,,,,,
,,96.91112,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,97.91272,B4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,98.4176,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,98.4272,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,98.828,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,98.83792,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,98.97584,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,99.0776,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,99.08816,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,99.12528,B2_43,0.015,,,,,,,,,,,,,,,,,,,,
,,99.6164,B4_43,0.018,,,,,,,,,,,,,,,,,,,,
,,99.61848,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,99.62704,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,99.72232,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,99.81704,B4_22,0.012,,,,,,,,,,,,,,,,,,,,
,,100.19472,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,100.20408,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,100.21488,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,100.55888,A5_14,0.011,,,,,,,,,,,,,,,,,,,,
,,100.62992,B4_22,0.012,,,,,,,,,,,,,,,,,,,,
,,100.79096,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,100.80168,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,101.39328,B6_21,0.012,,,,,,,,,,,,,,,,,,,,
,,101.85264,A1_23,0.011,,,,,,,,,,,,,,,,,,,,
,,101.9104,B2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,102.13216,B2_12,0.014,,,,,,,,,,,,,,,,,,,,
,,102.18128,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,102.3272,B4_43,0.018,,,,,,,,,,,,,,,,,,,,
,,102.84552,B4_13,0.01,,,,,,,,,,,,,,,,,,,,
,,103.37872,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,103.43824,B4_12,0.012,,,,,,,,,,,,,,,,,,,,
,,103.75968,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,103.7652,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,104.30392,B4_23,0.01,,,,,,,,,,,,,,,,,,,,
,,105.05696,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,105.69168,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,105.89696,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,105.98376,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,106.31856,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,106.38496,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,106.72352,B4_43,0.011,,,,,,,,,,,,,,,,,,,,
,,106.77848,B4_12,0.008,,,,,,,,,,,,,,,,,,,,
,,106.98288,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,107.01952,A4_23,0.028,,,,,,,,,,,,,,,,,,,,
,,107.13944,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,107.38408,B2_43,0.018,,,,,,,,,,,,,,,,,,,,
,,107.77648,B4_43,0.019,,,,,,,,,,,,,,,,,,,,
,,107.98968,B3_22,0.014,,,,,,,,,,,,,,,,,,,,
,,107.99136,B3_12,0.014,,,,,,,,,,,,,,,,,,,,
,,108.06432,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,108.18296,B3_22,0.017,,,,,,,,,,,,,,,,,,,,
,,108.33216,B4_13,0.012,,,,,,,,,,,,,,,,,,,,
,,108.54016,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,109.03248,B4_32,0.013,,,,,,,,,,,,,,,,,,,,
,,109.21304,B4_12,0.012,,,,,,,,,,,,,,,,,,,,
,,109.28104,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,109.29256,B4_43,0.019,,,,,,,,,,,,,,,,,,,,
,,109.80336,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,109.82408,B4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,110.88128,B4_13,0.011,,,,,,,,,,,,,,,,,,,,
,,111.00304,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,111.55584,B2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,111.80952,B2_11,0.012,,,,,,,,,,,,,,,,,,,,
,,112.0988,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,112.10088,B4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,112.14616,A2_31,0.014,,,,,,,,,,,,,,,,,,,,
,,112.36584,A5_13,0.012,,,,,,,,,,,,,,,,,,,,
,,112.7352,B4_13,0.013,,,,,,,,,,,,,,,,,,,,
,,112.98464,B4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,113.08272,D5_24,0.011,,,,,,,,,,,,,,,,,,,,
,,113.14368,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,114.33408,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,114.50672,B3_22,0.017,,,,,,,,,,,,,,,,,,,,
,,114.56416,B3_22,0.018,,,,,,,,,,,,,,,,,,,,
,,114.57608,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,114.57624,C5_12,0.01,,,,,,,,,,,,,,,,,,,,
,,114.58576,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,116.32504,B4_43,0.018,,,,,,,,,,,,,,,,,,,,
,,116.33472,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,116.40744,B4_23,0.014,,,,,,,,,,,,,,,,,,,,
,,116.48624,B2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,116.73072,A4_23,0.026,,,,,,,,,,,,,,,,,,,,
,,116.76,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,116.77072,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,116.9744,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,117.03184,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,117.08992,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,117.10064,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,117.42984,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,117.45024,D3_11,0.01,,,,,,,,,,,,,,,,,,,,
,,117.86416,D3_11,0.011,,,,,,,,,,,,,,,,,,,,
,,118.8652,B4_12,0.028,,,,,,,,,,,,,,,,,,,,
,,118.99992,B4_12,0.025,,,,,,,,,,,,,,,,,,,,
,,119.27264,B6_12,0.015,,,,,,,,,,,,,,,,,,,,
,,119.4688,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,119.88192,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,120.15288,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,120.22464,B4_22,0.012,,,,,,,,,,,,,,,,,,,,
,,120.28768,A4_23,0.03,,,,,,,,,,,,,,,,,,,,
,,120.40432,B3_22,0.015,,,,,,,,,,,,,,,,,,,,
,,120.406,B3_12,0.014,,,,,,,,,,,,,,,,,,,,
,,120.44336,B4_22,0.012,,,,,,,,,,,,,,,,,,,,
,,120.73672,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,121.25032,B4_43,0.018,,,,,,,,,,,,,,,,,,,,
,,121.30856,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,121.36376,B4_42,0.012,,,,,,,,,,,,,,,,,,,,
,,121.42432,B4_12,0.016,,,,,,,,,,,,,,,,,,,,
,,121.47304,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,121.49408,A5_14,0.013,,,,,,,,,,,,,,,,,,,,
,,121.61032,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,121.78888,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,122.86176,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,123.06432,B2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,123.14328,A5_12,0.013,,,,,,,,,,,,,,,,,,,,
,,123.31672,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,123.50816,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,123.53152,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,123.6776,B4_43,0.018,,,,,,,,,,,,,,,,,,,,
,,123.71448,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,123.81384,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,124.08896,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,124.1768,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,124.70032,B4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,125.04904,B2_44,0.012,,,,,,,,,,,,,,,,,,,,
,,125.14552,B4_43,0.014,,,,,,,,,,,,,,,,,,,,
,,125.304,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,125.32344,B4_43,0.019,,,,,,,,,,,,,,,,,,,,
,,125.50544,D3_14,0.015,,,,,,,,,,,,,,,,,,,,
,,125.56968,C2_41,0.011,,,,,,,,,,,,,,,,,,,,
,,125.8976,B4_13,0.011,,,,,,,,,,,,,,,,,,,,
,,126.07856,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,126.3284,B4_13,0.012,,,,,,,,,,,,,,,,,,,,
,,126.60936,B4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,126.81232,B4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,127.88808,A4_23,0.026,,,,,,,,,,,,,,,,,,,,
,,127.89656,D3_24,0.009,,,,,,,,,,,,,,,,,,,,
,,127.99824,C2_41,0.011,,,,,,,,,,,,,,,,,,,,
,,128.3576,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,128.52952,A4_24,0.014,,,,,,,,,,,,,,,,,,,,
,,128.81848,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,129.72968,B4_43,0.015,,,,,,,,,,,,,,,,,,,,
,,129.74088,B4_43,0.011,,,,,,,,,,,,,,,,,,,,
,,130.10488,B4_12,0.012,,,,,,,,,,,,,,,,,,,,
,,130.11696,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,130.1192,B4_22,0.012,,,,,,,,,,,,,,,,,,,,
,,130.13144,B4_43,0.012,,,,,,,,,,,,,,,,,,,,
,,130.37968,C2_41,0.008,,,,,,,,,,,,,,,,,,,,
,,130.90688,B4_12,0.012,,,,,,,,,,,,,,,,,,,,
,,130.94984,A5_12,0.013,,,,,,,,,,,,,,,,,,,,
