Electrode,Time (s)
B2_44,0.69024
B2_32,10.32088
B2_32,17.56064
B2_44,21.47624
B2_32,46.29408
B2_44,50.69816
B2_32,53.03504
B2_32,60.71
B2_32,78.51968
B2_44,107.39592
B2_32,119.3644
B2_44,124.87904
B2_32,126.68808
B2_42,131.40832
B2_31,135.68
B2_34,146.26472
B2_24,146.26504
B2_32,154.71904
B2_33,157.1948
B2_42,157.24496
B2_44,157.27776
B2_32,157.34112
B2_44,157.34416
B2_42,157.3684
B2_34,157.43512
B2_32,157.44224
B2_32,157.45624
B2_32,157.46576
B2_32,157.47408
B2_44,157.48432
B2_33,157.4936
B2_42,157.49784
B2_44,157.50448
B2_31,157.50816
B2_32,157.55008
B2_33,157.55696
B2_44,157.55936
B2_33,157.56896
B2_43,157.56904
B2_32,157.60104
B2_44,157.61624
B2_33,157.62064
B2_44,157.63448
B2_32,157.63512
B2_44,157.64496
B2_44,157.64856
B2_33,157.6648
B2_44,157.66744
B2_33,157.68656
B2_44,157.68736
B2_43,157.68816
B2_42,157.68976
B2_41,157.6904
B2_44,157.69488
B2_44,157.6984
B2_42,157.70032
B2_34,157.7024
B2_42,157.70304
B2_44,157.70352
B2_32,157.70904
B2_44,157.70976
B2_44,157.71384
B2_33,157.7156
B2_31,157.7168
B2_44,157.72048
B2_32,157.72184
B2_43,157.72192
B2_33,157.7224
B2_42,157.72328
B2_43,157.72432
B2_44,157.7244
B2_32,157.72608
B2_33,157.72632
B2_44,157.7308
B2_22,157.73224
B2_44,157.73336
B2_31,157.73384
B2_32,157.73424
B2_34,157.73576
B2_44,157.73648
B2_31,157.73728
B2_42,157.7376
B2_33,157.74072
B2_44,157.74152
B2_31,157.74264
B2_42,157.74352
B2_32,157.74376
B2_33,157.74528
B2_44,157.7472
B2_32,157.74768
B2_32,157.75
B2_44,157.75088
B2_32,157.7524
B2_31,157.75304
B2_44,157.75376
B2_42,157.75448
B2_34,157.7564
B2_32,157.7564
B2_44,157.75824
B2_32,157.75944
B2_42,157.76
B2_31,157.76336
B2_32,157.76568
B2_44,157.76704
B2_34,157.76856
B2_32,157.76888
B2_33,157.7696
B2_42,157.76984
B2_34,157.77344
B2_42,157.77368
B2_44,157.77376
B2_33,157.776
B2_34,157.77608
B2_32,157.77688
B2_44,157.7792
B2_32,157.77976
B2_33,157.78144
B2_32,157.7828
B2_43,157.78344
B2_44,157.78408
B2_44,157.78816
B2_32,157.7892
B2_42,157.79208
B2_32,157.79328
B2_44,157.79608
B2_44,157.79952
B2_41,157.79984
B2_42,157.80064
B2_33,157.80264
B2_31,157.80344
