Electrode,Time (s)
A2_33,0.19272
A2_33,7.19128
A2_33,9.22456
A2_33,14.0564
A2_33,15.492
A2_33,23.87824
A2_33,24.46128
A2_11,28.16872
A2_33,35.18664
A2_33,37.2224
A2_33,40.31344
A2_11,51.01272
A2_33,51.98472
A2_33,56.0732
A2_33,57.00296
A2_33,58.75672
A2_32,59.95096
A2_33,65.84848
A2_11,76.23896
A2_33,77.3112
A2_33,81.40664
A2_32,82.47728
A2_32,83.674
A2_32,85.06576
A2_33,88.05312
A2_32,88.40096
A2_33,89.10024
A2_33,91.17112
A2_33,95.08992
A2_33,95.9104
A2_32,97.78576
A2_33,100.36488
A2_33,103.22576
A2_33,104.12336
A2_33,104.7616
A2_33,105.67448
A2_11,107.62152
A2_32,108.82112
A2_33,110.76608
A2_33,113.14848
A2_33,113.99576
A2_33,115.846
A2_32,118.41424
A2_32,119.32432
A2_33,120.01192
A2_33,120.73872
A2_32,122.36536
A2_32,125.34376
A2_33,127.9264
A2_33,128.75872
A2_33,130.58016
A2_33,131.28032
A2_33,132.30096
A2_33,133.05832
A2_32,134.03576
A2_33,136.94072
A2_33,139.17808
A2_33,142.65144
A2_11,145.89776
A2_33,145.93936
A2_32,146.64904
A2_33,146.85696
A2_11,147.57888
A2_33,148.1172
A2_33,149.388
A2_32,150.90032
A2_33,152.24992
A2_33,152.91168
A2_33,153.49912
A2_33,155.03936
A2_32,155.21176
A2_32,157.23176
A2_33,157.42248
A2_33,158.69464
A2_32,158.95504
A2_11,159.20512
A2_32,161.09768
A2_33,162.64808
A2_32,164.332
A2_32,168.1056
A2_33,169.34936
A2_11,169.83616
A2_33,170.72888
A2_32,171.46336
A2_32,172.86888
A2_32,174.81728
A2_33,174.93704
A2_33,175.65296
A2_32,176.67664
A2_32,177.6468
A2_33,178.13104
A2_32,178.82448
A2_32,181.38992
A2_11,181.71456
A2_33,181.7576
A2_33,182.5596
A2_11,182.89728
A2_33,183.56536
A2_33,185.28936
A2_32,186.33664
A2_33,188.33864
A2_33,189.15896
A2_33,190.3044
A2_32,191.59048
A2_11,192.26616
A2_33,192.79968
A2_33,193.60368
A2_32,194.67832
A2_32,198.02712
A2_33,200.73528
A2_32,200.92768
A2_11,201.6544
A2_32,202.46256
A2_11,203.13168
A2_33,204.7988
A2_33,206.00872
A2_32,206.0624
A2_11,212.40104
A2_11,213.04232
A2_33,216.54232
A2_33,217.71672
A2_33,218.8684
A2_44,219.25968
A2_33,221.23504
A2_33,222.5316
A2_32,224.47736
A2_32,225.31864
A2_11,225.78272
A2_33,225.95176
A2_11,226.0372
A2_33,226.37504
A2_33,227.3752
A2_11,228.49888
A2_33,231.08616
A2_32,231.87376
A2_33,232.0292
A2_33,232.8108
A2_33,233.3948
A2_32,233.9052
A2_32,235.0588
A2_33,235.39936
A2_11,236.2612
A2_33,236.28368
A2_33,237.21288
A2_33,238.93032
A2_33,240.02984
A2_32,240.56696
A2_33,240.59288
A2_32,241.82288
A2_33,241.95032
A2_33,242.69416
A2_32,242.74768
A2_33,243.24424
A2_32,243.82784
A2_33,245.02848
A2_32,245.13488
A2_33,245.82408
A2_32,246.334
A2_33,246.99552
A2_32,248.08016
A2_33,248.094
A2_42,251.03672
A2_32,251.74736
A2_32,252.83192
A2_33,255.25832
A2_33,257.70512
A2_33,258.78648
A2_32,259.0224
A2_33,259.8084
A2_33,260.49584
A2_33,261.29712
A2_32,261.69616
A2_32,264.11776
A2_33,264.63704
A2_32,265.50224
A2_32,266.24032
A2_32,267.24744
A2_33,267.8624
A2_32,268.50232
A2_33,268.55624
A2_32,269.47232
A2_32,270.26648
A2_33,271.264
A2_32,272.11352
A2_11,272.86136
A2_32,273.0316
A2_33,273.08656
A2_11,273.1864
A2_32,273.94552
A2_44,275.37792
A2_32,275.66272
A2_33,276.22632
A2_32,276.34624
A2_33,277.01064
A2_32,277.62552
A2_32,278.42064
A2_32,280.15808
A2_32,280.75048
A2_32,281.82672
A2_32,282.68904
A2_32,283.85672
A2_33,284.93968
A2_32,285.49888
A2_11,286.77912
A2_32,286.85288
A2_11,287.20256
A2_32,287.6068
A2_11,287.74344
A2_33,287.87696
A2_33,288.84552
A2_33,289.49536
A2_32,289.88248
A2_33,291.56952
A2_32,292.0364
A2_33,292.96112
A2_32,293.146
A2_32,294.23552
A2_33,295.44968
A2_32,296.62416
A2_33,297.76392
A2_32,300.1056
A2_33,300.3384
A2_33,301.07464
A2_32,302.9256
A2_44,303.42864
A2_32,304.4996
A2_33,306.18472
A2_11,306.3996
A2_11,308.00144
A2_33,309.86592
A2_33,310.61208
A2_11,310.93896
A2_33,312.21736
A2_32,314.19896
A2_33,316.32312
A2_32,318.47632
A2_33,320.88048
A2_32,321.43696
A2_32,322.8348
A2_33,322.978
A2_32,324.7456
A2_11,325.76352
A2_11,326.73232
A2_33,327.58632
A2_32,327.85576
A2_33,329.43056
A2_32,329.7056
A2_32,331.27456
A2_33,332.17456
A2_11,334.78856
A2_32,335.20288
A2_11,335.56592
A2_11,337.97048
A2_33,338.3224
A2_32,339.42736
A2_33,339.6788
A2_32,342.30152
A2_33,343.35256
A2_32,344.45648
A2_32,348.09672
A2_33,348.58784
A2_33,350.62872
A2_32,350.77208
A2_11,351.29232
A2_33,351.536
A2_32,351.72248
A2_33,351.83976
A2_32,354.31792
A2_33,354.39424
A2_33,355.77128
A2_33,356.3844
A2_33,356.91224
A2_32,357.10464
A2_11,358.044
A2_33,358.3796
A2_33,359.97664
A2_33,360.40904
A2_33,362.4216
A2_32,364.21456
A2_33,367.74096
A2_32,368.23872
A2_33,368.68384
A2_33,370.19512
A2_32,370.89144
A2_33,371.93704
A2_11,372.4188
A2_32,372.74448
A2_33,373.87968
A2_33,376.02864
A2_33,376.988
A2_11,378.35504
A2_33,379.44576
A2_33,380.72216
A2_32,380.79512
A2_11,382.41152
A2_33,382.51456
A2_11,383.47288
A2_32,384.52648
A2_33,384.85344
A2_33,385.51784
A2_33,386.25696
A2_33,386.75416
A2_33,390.13984
A2_11,390.16584
A2_33,391.4756
A2_11,392.01984
A2_32,394.32376
A2_32,397.6636
A2_32,398.45104
A2_33,398.52664
A2_33,399.3
A2_11,399.65952
A2_32,399.94952
A2_11,400.56288
A2_32,400.57912
A2_33,401.32952
A2_32,401.75072
A2_33,402.25616
A2_33,403.09832
A2_33,403.8668
A2_32,403.97392
A2_33,405.25528
A2_32,405.4884
A2_33,406.3836
A2_32,406.70696
A2_33,407.20216
A2_33,407.96728
A2_32,408.51024
A2_33,409.03216
A2_33,409.60576
A2_33,410.0708
A2_32,410.27192
A2_32,411.75928
A2_32,413.03584
A2_32,413.94136
A2_32,415.06664
A2_33,415.48952
A2_33,416.24216
A2_32,416.68144
A2_11,417.102
A2_33,417.65944
A2_32,417.84392
A2_33,419.06352
A2_33,420.22928
A2_32,420.56696
A2_33,421.26784
A2_33,421.9144
A2_33,421.94504
A2_33,422.56936
A2_33,423.5828
A2_11,424.83064
A2_32,425.29384
A2_33,425.44032
A2_33,426.67912
A2_33,427.68168
A2_33,429.08608
A2_32,429.09376
A2_11,429.12936
A2_32,430.29008
A2_33,430.39728
A2_32,431.35544
A2_33,431.56744
A2_32,432.02152
A2_11,432.56456
A2_33,433.07624
A2_32,433.34056
A2_32,434.19936
A2_33,434.85904
A2_32,435.32416
A2_11,435.38
A2_32,435.84128
A2_33,435.9576
A2_11,436.9888
A2_32,437.12384
A2_33,437.15056
A2_32,437.9956
A2_33,438.44544
A2_32,438.78688
A2_11,439.93192
A2_32,439.99504
A2_32,440.47648
A2_33,441.04064
A2_32,441.2156
A2_32,442.2436
A2_33,443.12688
A2_11,443.90648
A2_32,444.73736
A2_11,444.77984
A2_11,445.47944
A2_32,447.10312
A2_32,448.02152
A2_33,448.51744
A2_32,450.53032
A2_32,451.55768
A2_33,452.2964
A2_32,453.31168
A2_33,454.0424
A2_11,454.0852
A2_11,454.27136
A2_32,455.11048
A2_11,455.40696
A2_11,456.0888
A2_33,456.50248
A2_33,457.16072
A2_11,457.20184
A2_11,457.25704
A2_32,457.49192
A2_33,457.96944
A2_32,458.39424
A2_32,459.02632
A2_33,459.8324
A2_32,460.45472
A2_33,461.29344
A2_32,461.88584
A2_33,462.63544
A2_11,463.19688
A2_33,463.21584
A2_32,463.34176
A2_33,463.69328
A2_32,464.04968
A2_33,464.44368
A2_32,465.62528
A2_11,466.27656
A2_33,466.50016
A2_33,467.26688
A2_32,467.83776
A2_11,468.4896
A2_11,468.7796
A2_11,469.09824
A2_33,469.20616
A2_11,470.1216
A2_11,470.61384
A2_32,470.98576
A2_33,471.37032
A2_33,471.7756
A2_33,473.3864
A2_33,474.25144
A2_32,474.68784
A2_32,475.88272
A2_33,476.26824
A2_33,477.40336
A2_33,478.51904
A2_33,479.18584
A2_11,479.99816
A2_32,480.22104
A2_11,480.9784
A2_33,481.0612
A2_11,481.89712
A2_33,481.99336
A2_32,482.0956
A2_33,482.75688
A2_11,483.51592
A2_33,484.10176
A2_33,484.18792
A2_33,485.20152
A2_33,486.09632
A2_33,487.49272
A2_33,487.584
A2_32,490.48128
A2_11,490.80752
A2_11,491.0264
A2_33,491.05984
A2_11,491.18648
A2_11,491.474
A2_32,493.5604
A2_33,495.3372
A2_32,496.49832
A2_11,496.8032
A2_11,497.41712
A2_32,497.57568
A2_33,498.08384
A2_11,498.13808
A2_11,498.48736
A2_32,498.6296
A2_33,499.01736
A2_32,499.74512
A2_32,500.29776
A2_33,500.53144
A2_33,501.1308
A2_32,501.96208
A2_33,502.0304
A2_33,503.15232
