Number of electrode bursts,Number of electrodes,Beginning of network burst (s),End of network burst (s),Network burst duration (s),Average electrode burst duration (s),Number of spikes
8,8,189.70504,190.71872,1.0136799999999937,0.45260000000000383,421
8,8,216.85,218.1232,1.2732000000000028,0.559620000000006,389
9,9,283.55136,284.85632,1.3049599999999941,0.6629955555555525,535
9,9,388.66768,389.8876,1.219920000000002,0.6473511111111129,632
9,9,424.19192,425.64192,1.4500000000000455,0.6040977777777812,565
8,8,470.6332,471.95456,1.321360000000027,0.5405199999999866,413
9,9,520.64,521.97408,1.3340799999999717,0.6133599999999686,565
9,9,582.66392,583.79312,1.1292000000000826,0.584337777777806,599
