Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
D6_11,179,189.70504,190.71872,1.0136799999999937
D6_11,179,216.75152,218.09928,1.3477599999999939
D6_11,157,283.55136,284.72104,1.169680000000028
D6_11,188,388.66768,389.87616,1.2084800000000087
D6_11,190,424.19192,425.64192,1.4500000000000455
D6_11,190,470.54144,471.76496,1.2235199999999509
D6_11,175,520.66992,521.83376,1.1638399999999365
D6_11,194,582.66392,583.79312,1.1292000000000826
D6_12,6,189.76736,189.8548,0.08744000000001506
D6_12,5,216.91696,217.0044,0.08744000000001506
D6_12,8,283.65136,283.822,0.1706399999999917
D6_12,11,388.7508,388.84344,0.09263999999996031
D6_12,11,424.31856,424.446,0.12744000000003552
D6_12,10,470.7336,470.81368,0.08007999999995263
D6_12,14,520.71032,520.91432,0.2039999999999509
D6_12,19,582.74648,582.9136,0.16711999999995442
D6_21,24,189.7552,189.95456,0.19935999999998444
D6_21,9,190.26512,190.43896,0.17384000000001265
D6_21,30,216.8964,217.35496,0.45856000000000563
D6_21,25,283.69296,284.15672,0.4637599999999793
D6_21,28,388.73672,389.32848,0.591760000000022
D6_21,18,424.32176,424.61592,0.2941600000000335
D6_21,18,470.72088,470.85752,0.13663999999999987
D6_21,22,520.76328,521.05368,0.2903999999999769
D6_21,25,582.73056,583.1204,0.38984000000004926
D6_22,5,189.79448,189.8552,0.06072000000000344
D6_22,6,216.94712,217.00888,0.06175999999999249
D6_22,13,283.69976,283.90848,0.20871999999997115
D6_22,14,388.78808,388.95016,0.1620800000000031
D6_22,14,424.31048,424.57856,0.26807999999999765
D6_22,14,470.72944,470.86688,0.1374399999999696
D6_22,18,520.72672,520.95648,0.2297600000000557
D6_22,20,582.78152,583.18064,0.399120000000039
D6_31,147,189.6116,190.9056,1.2939999999999827
D6_31,143,216.85,218.1232,1.2732000000000028
D6_31,137,283.61984,284.85632,1.2364799999999718
D6_31,155,388.69,389.8876,1.1976000000000226
D6_31,137,424.2508,425.36256,1.111759999999947
D6_31,142,470.65616,471.95456,1.298400000000015
D6_31,137,520.64112,521.97408,1.3329599999999573
D6_31,152,582.6968,583.7852,1.0883999999999787
D6_32,41,189.74128,190.20856,0.46728000000001657
D6_32,8,190.3116,190.4432,0.13159999999999172
D6_32,45,216.88472,217.6836,0.7988800000000253
D6_32,44,283.67216,284.37864,0.7064799999999991
D6_32,61,388.72152,389.4332,0.7116800000000012
D6_32,46,424.30944,424.95344,0.6440000000000055
D6_32,60,470.69688,471.40104,0.7041600000000017
D6_32,46,520.70888,521.3152,0.6063199999999824
D6_32,39,582.71336,583.11976,0.40640000000007603
D6_41,13,189.76544,189.9012,0.13575999999997634
D6_41,20,216.91752,217.23576,0.31824000000000296
D6_41,9,283.68672,283.766,0.07928000000003976
D6_41,21,388.71224,389.19632,0.48408000000000584
D6_41,13,424.30664,424.42504,0.11840000000000828
D6_41,21,470.7248,471.02376,0.2989599999999655
D6_41,15,520.74504,520.89816,0.1531199999999444
D6_41,11,582.7724,582.98136,0.20896000000004733
D6_42,69,189.73448,190.52752,0.7930400000000191
D6_42,56,216.89544,217.67272,0.7772799999999904
D6_42,63,283.62984,284.43448,0.8046400000000062
D6_42,58,388.72616,389.30872,0.5825600000000009
D6_42,5,389.41528,389.56048,0.14519999999998845
D6_42,56,424.29176,424.82384,0.5320800000000077
D6_42,62,470.7168,471.47952,0.7627200000000016
D6_42,55,520.74432,521.40312,0.6587999999999283
D6_42,44,582.766,583.26528,0.49927999999999884
D6_42,7,583.4132,583.62672,0.2135200000000168
D6_43,84,189.70744,190.57096,0.8635200000000225
D6_43,84,216.868,217.5696,0.7016000000000133
D6_43,5,217.72704,217.84968,0.12264000000001829
D6_43,79,283.5808,284.70808,1.1272799999999847
D6_43,96,388.66872,389.464,0.7952799999999911
D6_43,80,424.28392,425.17488,0.89095999999995
D6_43,86,470.6332,471.53896,0.9057599999999866
D6_43,83,520.64,521.52104,0.8810399999999845
D6_43,95,582.692,583.66272,0.9707200000000284
