Electrode,Time (s)
B1_22,0.0984
B1_42,2.58632
B1_42,3.01328
B1_13,3.6072
B1_13,3.6772
B1_11,5.63568
B1_22,7.78536
B1_22,8.51008
B1_22,8.6752
B1_32,12.56344
B1_22,12.56384
B1_31,12.70512
B1_32,12.86008
B1_32,12.88512
B1_32,13.14016
B1_32,13.23424
B1_32,13.34448
B1_13,16.00512
B1_21,18.46912
B1_21,18.82872
B1_22,19.06992
B1_22,19.30832
B1_12,19.30896
B1_22,19.31296
B1_32,19.31944
B1_42,19.34472
B1_42,19.35136
B1_13,19.35216
B1_21,19.35592
B1_12,19.35696
B1_22,19.35704
B1_44,19.35848
B1_24,19.35936
B1_11,19.36048
B1_13,19.36088
B1_32,19.36104
B1_12,19.3636
B1_21,19.36376
B1_24,19.36392
B1_11,19.36496
B1_22,19.36504
B1_13,19.36568
B1_21,19.36696
B1_11,19.36752
B1_33,19.36864
B1_22,19.36872
B1_12,19.36944
B1_11,19.37
B1_21,19.37008
B1_13,19.3712
B1_22,19.37168
B1_13,19.37384
B1_22,19.37504
B1_21,19.37672
B1_43,19.37832
B1_13,19.3796
B1_23,19.37992
B1_22,19.38024
B1_32,19.38032
B1_12,19.38032
B1_42,19.3804
B1_11,19.38176
B1_21,19.38248
B1_13,19.38312
B1_12,19.38448
B1_14,19.38552
B1_11,19.38584
B1_13,19.3864
B1_31,19.38672
B1_43,19.38688
B1_12,19.38768
B1_11,19.38816
B1_21,19.3884
B1_22,19.38904
B1_12,19.39016
B1_32,19.39024
B1_13,19.39112
B1_11,19.39112
B1_42,19.392
B1_22,19.39224
B1_23,19.3924
B1_34,19.39248
B1_12,19.39272
B1_24,19.3932
B1_32,19.39328
B1_21,19.39336
B1_13,19.39368
B1_22,19.3948
B1_12,19.39504
B1_23,19.3952
B1_43,19.39528
B1_24,19.39568
B1_14,19.39608
B1_11,19.39608
B1_21,19.3972
B1_12,19.39744
B1_22,19.39752
B1_13,19.39768
B1_41,19.39848
B1_33,19.39848
B1_44,19.39856
B1_24,19.39856
B1_42,19.3992
B1_11,19.39952
B1_32,19.39968
B1_12,19.39992
B1_22,19.40048
B1_11,19.40176
B1_13,19.402
B1_43,19.40208
B1_24,19.40208
B1_33,19.4028
B1_21,19.40288
B1_32,19.40328
B1_23,19.40352
B1_12,19.40376
B1_13,19.40448
B1_11,19.40448
B1_43,19.40512
B1_22,19.4052
B1_44,19.40568
B1_21,19.40568
B1_12,19.40624
B1_23,19.4064
B1_24,19.40656
B1_14,19.40688
B1_32,19.40744
B1_42,19.40752
B1_11,19.40752
B1_13,19.4076
B1_43,19.40856
B1_22,19.40872
B1_24,19.40888
B1_21,19.41016
B1_23,19.41024
B1_32,19.41032
B1_12,19.4108
B1_11,19.41112
B1_42,19.41192
B1_43,19.41224
B1_21,19.4124
B1_22,19.41264
B1_13,19.41304
B1_32,19.41368
B1_11,19.41376
B1_12,19.414
B1_34,19.41464
B1_33,19.41504
B1_42,19.4152
B1_21,19.41568
B1_13,19.41568
B1_32,19.41592
B1_11,19.416
B1_24,19.4172
B1_12,19.4172
B1_33,19.41728
B1_22,19.41792
B1_13,19.418
B1_21,19.41832
B1_32,19.41864
B1_11,19.41864
B1_43,19.41896
B1_42,19.42016
B1_33,19.42032
B1_12,19.4204
B1_21,19.42056
B1_22,19.42072
B1_13,19.4208
B1_32,19.42144
B1_11,19.42144
B1_44,19.42224
B1_23,19.42232
B1_24,19.42248
B1_43,19.4228
B1_42,19.4232
B1_34,19.42368
B1_33,19.42376
B1_12,19.42416
B1_13,19.42424
B1_11,19.42424
B1_22,19.42432
B1_21,19.42432
B1_14,19.42456
B1_32,19.42512
B1_44,19.42584
B1_11,19.4268
B1_13,19.42696
B1_22,19.4272
B1_24,19.42728
B1_33,19.42752
B1_21,19.42808
B1_42,19.42824
B1_23,19.42824
B1_14,19.4288
B1_34,19.42904
B1_13,19.42936
B1_11,19.42936
B1_12,19.42952
B1_22,19.42968
B1_24,19.43008
B1_32,19.43048
B1_21,19.43048
B1_43,19.43064
B1_33,19.43128
B1_12,19.43184
B1_22,19.43248
B1_42,19.43256
B1_13,19.43272
B1_11,19.43296
B1_32,19.43304
B1_23,19.43344
B1_43,19.43376
B1_21,19.43392
B1_22,19.43504
B1_13,19.43512
B1_12,19.4356
B1_11,19.43568
B1_42,19.43656
B1_44,19.43672
B1_43,19.43672
B1_21,19.4368
B1_32,19.43728
B1_13,19.43752
B1_22,19.43776
B1_24,19.43832
B1_12,19.43832
B1_11,19.43864
B1_33,19.4392
B1_32,19.43968
B1_13,19.44016
B1_21,19.4404
B1_14,19.44048
B1_22,19.44064
B1_23,19.44072
B1_24,19.44088
B1_12,19.4412
B1_34,19.44144
B1_42,19.44184
B1_32,19.44248
B1_31,19.44272
B1_11,19.44296
B1_12,19.44352
B1_22,19.44368
B1_24,19.444
B1_44,19.44408
B1_13,19.44424
B1_42,19.44448
B1_21,19.44464
B1_23,19.4452
B1_11,19.44528
B1_32,19.44544
B1_33,19.44608
B1_22,19.4464
B1_34,19.44648
B1_43,19.44696
B1_13,19.44728
B1_24,19.44768
B1_12,19.44768
B1_11,19.44768
B1_33,19.4484
B1_32,19.44848
B1_21,19.4492
B1_22,19.44928
B1_13,19.44976
B1_33,19.45072
B1_12,19.45072
B1_43,19.4508
B1_24,19.4508
B1_11,19.45096
B1_22,19.45152
B1_32,19.452
B1_13,19.45216
B1_21,19.45256
B1_11,19.45328
B1_24,19.45344
B1_12,19.45344
B1_22,19.45432
B1_43,19.45456
B1_13,19.45456
B1_42,19.4548
B1_14,19.4552
B1_44,19.45552
B1_12,19.45568
B1_23,19.45616
B1_11,19.45616
B1_24,19.45672
B1_21,19.4568
B1_33,19.45688
B1_13,19.45768
B1_22,19.45792
B1_12,19.45808
B1_34,19.45848
B1_42,19.4588
B1_32,19.45896
B1_43,19.45912
B1_24,19.4592
B1_11,19.45944
B1_21,19.4596
B1_22,19.4604
B1_12,19.46048
B1_13,19.46056
B1_24,19.46144
B1_14,19.46144
B1_11,19.46192
B1_44,19.46216
B1_21,19.46216
B1_22,19.46264
B1_33,19.46368
B1_43,19.464
B1_12,19.464
B1_13,19.46408
B1_32,19.46424
B1_11,19.46464
B1_22,19.4652
B1_34,19.46544
B1_42,19.46552
B1_24,19.46576
B1_43,19.46632
B1_12,19.46632
B1_13,19.46664
B1_11,19.4672
B1_22,19.46752
B1_34,19.46784
B1_33,19.46784
B1_43,19.46856
B1_12,19.4688
B1_32,19.46888
B1_21,19.46888
B1_44,19.46896
B1_13,19.46912
B1_24,19.4692
B1_14,19.4692
B1_23,19.4696
B1_22,19.46984
B1_11,19.47024
B1_43,19.4712
B1_34,19.4712
B1_12,19.4716
B1_31,19.47176
B1_13,19.47192
B1_42,19.4724
B1_32,19.47256
B1_11,19.47256
B1_44,19.47264
B1_22,19.4732
B1_33,19.47392
B1_24,19.474
B1_13,19.47424
B1_14,19.4744
B1_12,19.4744
B1_21,19.47464
B1_11,19.47488
B1_42,19.47528
B1_32,19.47544
B1_23,19.47576
B1_22,19.476
B1_33,19.4764
B1_34,19.47648
B1_12,19.47672
B1_24,19.47688
B1_11,19.47776
B1_32,19.47792
B1_21,19.47816
B1_22,19.4784
B1_33,19.47872
B1_14,19.47872
B1_13,19.47888
B1_42,19.47904
B1_24,19.47936
B1_12,19.48016
B1_22,19.4808
B1_11,19.48112
B1_23,19.4812
B1_21,19.48128
B1_13,19.48128
B1_43,19.48208
B1_33,19.4824
B1_24,19.48256
B1_22,19.48304
B1_12,19.48336
B1_42,19.48352
B1_21,19.48352
B1_11,19.48368
B1_23,19.48376
B1_13,19.48424
B1_32,19.48432
B1_43,19.4844
B1_33,19.48576
B1_22,19.48592
B1_31,19.48632
B1_11,19.48632
B1_12,19.48664
B1_32,19.4868
B1_21,19.48688
B1_43,19.48712
B1_24,19.4876
B1_13,19.4876
B1_33,19.48856
B1_44,19.48872
B1_43,19.48936
B1_32,19.48944
B1_12,19.48968
B1_11,19.48968
B1_42,19.49008
B1_24,19.49016
B1_21,19.49032
B1_13,19.49048
B1_22,19.49072
B1_34,19.49136
B1_33,19.49168
B1_44,19.49176
B1_12,19.49192
B1_42,19.49272
B1_11,19.49272
B1_13,19.49312
B1_22,19.4932
B1_21,19.49336
B1_43,19.49392
B1_32,19.49424
B1_23,19.49432
B1_12,19.49456
B1_11,19.49512
B1_42,19.49528
B1_22,19.49568
B1_13,19.49656
B1_24,19.49696
B1_43,19.49704
B1_32,19.4972
B1_11,19.49736
B1_33,19.49744
B1_21,19.49744
B1_44,19.4976
B1_12,19.49784
B1_22,19.49792
B1_14,19.49816
B1_42,19.49864
B1_13,19.49976
B1_11,19.49976
B1_43,19.49992
B1_21,19.50008
B1_22,19.50056
B1_14,19.50064
B1_32,19.50112
B1_12,19.50128
B1_23,19.50168
B1_21,19.5028
B1_33,19.50288
B1_11,19.50328
B1_13,19.50336
B1_43,19.50344
B1_12,19.5036
B1_32,19.50368
B1_24,19.50512
B1_21,19.50512
B1_33,19.5056
B1_42,19.50568
B1_12,19.50584
B1_22,19.50656
B1_14,19.50704
B1_21,19.5076
B1_24,19.50784
B1_43,19.50832
B1_12,19.50832
B1_33,19.50904
B1_22,19.50944
B1_24,19.51008
B1_13,19.51016
B1_42,19.51032
B1_11,19.51032
B1_12,19.51056
B1_21,19.51088
B1_23,19.5116
B1_22,19.51168
B1_34,19.51232
B1_13,19.5124
B1_43,19.51256
B1_11,19.51272
B1_12,19.5132
B1_14,19.51336
B1_44,19.51352
B1_24,19.51432
B1_22,19.51432
B1_33,19.51472
B1_13,19.5148
B1_43,19.51512
B1_21,19.5152
B1_12,19.516
B1_32,19.51624
B1_11,19.51632
B1_33,19.51728
B1_22,19.51728
B1_43,19.51744
B1_21,19.51792
B1_14,19.51816
B1_12,19.51832
B1_24,19.51856
B1_42,19.5188
B1_11,19.51896
B1_32,19.5192
B1_43,19.51968
B1_13,19.52024
B1_12,19.52056
B1_22,19.52064
B1_33,19.52088
B1_42,19.52168
B1_43,19.52208
B1_21,19.52216
B1_24,19.52256
B1_22,19.52304
B1_11,19.52304
B1_44,19.52376
B1_33,19.52424
B1_12,19.5244
B1_21,19.52504
B1_43,19.52512
B1_32,19.52536
B1_12,19.52672
B1_42,19.52768
B1_11,19.52776
B1_22,19.52816
B1_34,19.5284
B1_32,19.52848
B1_21,19.52888
B1_44,19.52952
B1_13,19.52952
B1_12,19.52968
B1_24,19.5304
B1_11,19.53088
B1_22,19.53112
B1_32,19.5312
B1_12,19.53192
B1_13,19.53272
B1_21,19.53336
B1_32,19.53408
B1_11,19.53408
B1_42,19.5344
B1_22,19.53504
B1_14,19.53504
B1_12,19.53512
B1_43,19.53536
B1_13,19.53544
B1_21,19.53576
B1_11,19.53704
B1_22,19.53824
B1_32,19.53856
B1_13,19.53856
B1_42,19.5388
B1_43,19.53968
B1_12,19.54
B1_11,19.54016
B1_14,19.54048
B1_22,19.54096
B1_13,19.54104
B1_43,19.54216
B1_12,19.54304
B1_13,19.54344
B1_11,19.54392
B1_33,19.5452
B1_12,19.5456
B1_43,19.54568
B1_22,19.54584
B1_24,19.54592
B1_21,19.5464
B1_42,19.54688
B1_32,19.54752
B1_33,19.548
B1_23,19.548
B1_31,19.54888
B1_12,19.55016
B1_32,19.5508
B1_11,19.5508
B1_22,19.5512
B1_24,19.55144
B1_13,19.55264
B1_44,19.55304
B1_32,19.55312
B1_43,19.55336
B1_42,19.55336
B1_12,19.55408
B1_11,19.55432
B1_13,19.5552
B1_24,19.55544
B1_23,19.55552
B1_42,19.5556
B1_33,19.55584
B1_43,19.55592
B1_12,19.5564
B1_11,19.55688
B1_13,19.55752
B1_44,19.55792
B1_32,19.55904
B1_43,19.5592
B1_11,19.55936
B1_42,19.55952
B1_13,19.55976
B1_24,19.5608
B1_12,19.56168
B1_23,19.56176
B1_11,19.56224
B1_21,19.5624
B1_22,19.56368
B1_43,19.56424
B1_21,19.56496
B1_13,19.56504
B1_32,19.56512
B1_22,19.566
B1_12,19.56696
B1_11,19.56696
B1_44,19.56704
B1_43,19.56752
B1_42,19.5676
B1_13,19.56768
B1_32,19.57048
B1_11,19.57048
B1_33,19.57088
B1_13,19.57128
B1_12,19.57208
B1_21,19.57232
B1_33,19.57312
B1_42,19.57392
B1_23,19.574
B1_43,19.57432
B1_32,19.57456
B1_13,19.5756
B1_42,19.57696
B1_21,19.5784
B1_13,19.5784
B1_22,19.57928
B1_14,19.57928
B1_11,19.57976
B1_43,19.58032
B1_21,19.5808
B1_33,19.582
B1_32,19.58232
B1_12,19.58232
B1_13,19.58288
B1_11,19.58344
B1_12,19.5848
B1_31,19.58528
B1_13,19.5856
B1_22,19.58568
B1_42,19.58648
B1_21,19.58752
B1_32,19.58792
B1_11,19.58872
B1_33,19.58912
B1_44,19.58952
B1_22,19.59016
B1_32,19.59072
B1_24,19.59096
B1_12,19.59096
B1_21,19.59184
B1_33,19.59304
B1_12,19.59328
B1_42,19.59392
B1_13,19.59392
