Number of electrode bursts,Number of electrodes,Beginning of network burst (s),End of network burst (s),Network burst duration (s),Average electrode burst duration (s),Number of spikes
3,3,19.30832,20.28856,0.980240000000002,0.9357866666666677,383
12,12,19.34472,20.4656,1.1208799999999997,0.6123933333333337,786
3,3,455.77528,456.83712,1.0618400000000179,1.045466666666698,405
11,11,455.80728,456.82176,1.0144799999999918,0.6037090909090818,856
