Electrode,Time (s)
C1_32,8.78464
C1_32,12.8976
C1_32,21.48008
C1_24,21.77552
C1_42,23.70104
C1_42,24.5804
C1_44,26.68392
C1_42,27.50944
C1_42,28.60792
C1_32,29.0044
C1_42,33.5856
C1_32,35.39448
C1_32,36.9956
C1_32,38.55376
C1_42,39.47896
C1_32,41.62424
C1_32,42.26648
C1_42,43.3784
C1_32,43.9384
C1_34,46.24224
C1_32,47.05136
C1_32,48.84408
C1_42,48.96464
C1_32,49.45656
C1_32,50.568
C1_32,51.66424
C1_32,51.95344
C1_43,52.67592
C1_32,53.44544
C1_32,53.73272
C1_32,54.33832
C1_32,55.41584
C1_32,56.42448
C1_42,56.89472
C1_32,57.65472
C1_32,58.52968
C1_32,60.5372
C1_42,61.4504
C1_32,62.00776
C1_32,62.12272
C1_32,63.41264
C1_32,64.01264
C1_44,64.08128
C1_32,64.52272
C1_32,65.38544
C1_32,66.15352
C1_32,66.552
C1_24,67.2328
C1_32,67.90648
C1_32,68.18032
C1_42,68.75112
C1_42,69.3664
C1_32,69.6464
C1_32,70.66
C1_32,71.10048
C1_32,71.3232
C1_34,72.4068
C1_32,73.27088
C1_24,73.78816
C1_32,73.93288
C1_32,75.29424
C1_32,76.09792
C1_32,77.25224
C1_32,79.86912
C1_32,80.60976
C1_32,80.79024
C1_32,81.6636
C1_32,83.55384
C1_32,84.04136
C1_32,84.46576
C1_32,85.59608
C1_42,86.05256
C1_32,86.82248
C1_32,87.21592
C1_32,90.04456
C1_32,91.78544
C1_44,92.71608
C1_32,93.36712
C1_32,94.90808
C1_32,95.66872
C1_32,97.2096
C1_32,98.09304
C1_32,98.50848
C1_32,98.71152
C1_32,100.2872
C1_32,101.19208
C1_32,102.48552
C1_32,102.79704
C1_32,103.81856
C1_32,104.39456
C1_32,107.27696
C1_32,107.63168
C1_32,108.7356
C1_32,109.68216
C1_32,111.9064
C1_32,112.71744
C1_32,114.04576
C1_32,114.24496
C1_44,114.76816
C1_32,115.1232
C1_32,115.49848
C1_32,116.87856
C1_32,117.2408
C1_32,118.25408
C1_32,119.11168
C1_32,119.31816
C1_32,119.97592
C1_32,120.77408
C1_32,121.65896
C1_32,122.4748
C1_32,122.96504
C1_32,123.81648
C1_32,124.24944
C1_42,124.4352
C1_32,124.70944
C1_32,126.34424
C1_32,127.1692
C1_32,128.47472
C1_32,129.31288
C1_32,130.64992
C1_32,130.92136
C1_32,132.85152
C1_32,133.2668
C1_32,133.59616
C1_32,134.4644
C1_32,135.45784
C1_32,135.88144
C1_32,137.14128
C1_34,137.6488
C1_32,138.62648
C1_42,139.04448
C1_32,139.07576
C1_32,139.81088
C1_32,140.69864
C1_32,141.3108
C1_32,142.14088
C1_32,143.4748
C1_32,144.34432
C1_32,145.2648
C1_32,145.78736
C1_32,146.91904
C1_32,147.94568
C1_32,148.65376
C1_32,149.66352
C1_32,150.1244
C1_32,150.64144
C1_32,151.1456
C1_32,151.37664
C1_32,152.8532
C1_32,153.83704
C1_32,154.31648
C1_32,154.49424
C1_44,155.42416
C1_32,156.79368
C1_32,157.0384
C1_32,158.076
C1_32,158.83208
C1_32,160.3288
C1_32,161.00888
C1_32,161.59144
C1_32,161.80368
C1_32,163.33568
C1_32,163.46656
C1_32,164.14256
C1_32,164.59608
C1_32,165.19848
C1_32,165.20136
C1_32,165.5884
C1_32,166.82376
C1_32,166.832
C1_32,168.00192
C1_32,168.96792
C1_44,169.13704
C1_32,169.63224
C1_32,170.19056
C1_32,171.46992
C1_32,172.42848
C1_32,173.0332
C1_32,174.05072
C1_32,174.82184
C1_32,176.64264
C1_32,177.56432
C1_44,178.10808
C1_32,178.42224
C1_42,178.7052
C1_32,179.26112
C1_32,179.76336
C1_32,181.2388
C1_32,181.71096
C1_32,182.21568
C1_32,182.90312
C1_32,184.32888
C1_24,184.91152
C1_32,185.1116
C1_32,185.73672
C1_32,186.13032
C1_32,186.71264
C1_32,186.92384
C1_32,188.19104
C1_32,189.74736
C1_44,191.2016
C1_32,191.49032
C1_32,194.11688
C1_32,194.53808
C1_32,195.17296
C1_32,196.48752
C1_32,197.16232
C1_32,198.29768
C1_32,198.99848
C1_32,199.73464
C1_32,200.2116
C1_32,201.57848
C1_32,202.42376
C1_32,203.05
C1_32,204.03352
C1_32,204.4108
C1_32,205.03528
C1_32,206.5472
C1_32,207.31032
C1_32,207.88576
C1_32,208.71216
C1_44,208.73272
C1_42,208.74776
C1_33,208.74944
C1_42,208.76608
C1_33,208.8024
C1_43,208.8176
C1_42,208.84712
C1_34,208.8912
C1_42,208.89976
C1_34,208.91392
C1_32,208.94088
C1_42,208.948
C1_42,209.09248
C1_32,209.35208
C1_42,209.41
C1_32,209.60016
C1_32,209.95616
C1_32,211.70688
C1_32,213.1372
C1_32,213.8776
C1_32,214.4588
C1_32,215.00136
C1_32,216.92568
C1_32,217.72736
C1_32,218.20744
C1_32,218.5876
C1_32,219.01752
C1_24,219.5128
C1_32,219.98784
C1_32,220.75104
C1_32,221.26816
C1_32,221.69432
C1_32,222.2188
C1_32,222.92456
C1_32,224.43712
C1_32,225.33656
C1_32,225.70736
C1_32,226.63456
C1_32,227.71224
C1_32,228.26776
C1_32,229.02504
C1_32,229.442
C1_32,230.0504
C1_32,230.30328
C1_32,230.62992
C1_44,231.1416
C1_32,231.24144
C1_34,231.27368
C1_34,231.27872
C1_42,231.30008
C1_32,231.30624
C1_32,231.46464
C1_32,231.56248
C1_32,231.69096
C1_32,231.90424
C1_42,232.09048
C1_32,232.29832
C1_42,232.55024
C1_32,234.29016
C1_32,235.4888
C1_34,236.45008
C1_32,237.02016
C1_32,238.24232
C1_32,238.8608
C1_32,239.48376
C1_32,240.59656
C1_32,241.72992
C1_32,242.14168
C1_32,242.5568
C1_32,244.08688
C1_32,245.3072
C1_32,246.11928
C1_32,246.98824
C1_32,248.23456
C1_32,249.43344
C1_32,250.34432
C1_32,250.81568
C1_32,251.63624
C1_32,251.99392
C1_32,252.71032
C1_32,254.58464
C1_42,255.85896
C1_32,256.41632
C1_32,257.29608
C1_32,257.7268
C1_32,258.54608
C1_42,258.85
C1_32,259.33536
C1_42,259.50464
C1_32,259.60656
C1_42,259.76096
C1_33,260.26808
C1_32,260.2808
C1_44,260.31856
C1_24,260.34464
C1_33,260.37808
C1_32,260.38448
C1_42,260.3852
C1_34,260.44256
C1_42,260.4432
C1_33,260.4456
C1_32,260.45384
C1_44,260.4784
C1_44,260.48264
C1_32,260.61656
C1_32,260.70064
C1_32,260.79272
C1_32,260.88944
C1_32,261.23208
C1_32,263.42376
C1_32,264.69712
C1_32,265.94816
C1_32,267.16024
C1_32,267.39888
C1_32,268.2688
C1_32,269.16696
C1_32,270.9816
C1_32,271.9232
C1_32,272.29992
C1_32,273.42344
C1_32,274.4944
C1_32,275.02296
C1_32,275.28096
C1_32,275.5812
C1_43,275.99704
C1_32,277.25176
C1_32,277.43528
C1_32,277.53856
C1_44,277.57424
C1_33,277.59696
C1_32,277.59792
C1_42,277.61192
C1_42,277.65936
C1_34,277.66464
C1_44,277.66704
C1_34,277.6816
C1_24,277.7652
C1_42,277.80136
C1_34,277.86976
C1_32,277.87128
C1_32,277.9944
C1_42,278.00552
C1_24,278.16752
C1_42,278.17664
C1_32,278.17824
C1_34,278.21584
C1_32,279.8444
C1_32,280.90424
C1_32,281.42728
C1_32,283.71056
C1_32,284.46072
C1_24,284.50856
C1_32,285.08064
C1_32,285.584
C1_32,286.29928
C1_42,286.4072
C1_42,287.12768
C1_32,287.25304
C1_44,287.93336
C1_32,287.95592
C1_44,287.9736
C1_42,287.98184
C1_34,288.01824
C1_42,288.0448
C1_32,288.06256
C1_34,288.06568
C1_24,288.1816
C1_32,288.33552
C1_34,288.44912
C1_32,288.46344
C1_32,289.19296
C1_32,290.95888
C1_32,291.23424
C1_32,292.5948
C1_32,294.42312
C1_32,295.17408
C1_32,295.66928
C1_32,296.31032
C1_32,297.55976
C1_32,298.37736
C1_32,299.0276
C1_24,299.23808
C1_32,300.12584
C1_32,300.8016
C1_44,301.35864
C1_32,301.89256
C1_32,302.94856
C1_32,303.34704
C1_32,303.62672
C1_42,304.36208
C1_34,304.3988
C1_32,304.40488
C1_32,304.41736
C1_34,304.4368
C1_44,304.45192
C1_44,304.47056
C1_42,304.47776
C1_42,304.4972
C1_42,304.61456
C1_32,304.74872
C1_24,304.82776
C1_42,304.85944
C1_32,304.88064
C1_44,305.0392
C1_32,305.04544
C1_42,305.17768
C1_32,305.22792
C1_42,306.10816
C1_24,307.14208
C1_32,307.33168
C1_32,308.34968
C1_32,309.15416
C1_32,309.63184
C1_32,310.03712
C1_24,310.92992
C1_32,311.51696
C1_32,311.77936
C1_24,312.00016
C1_44,312.47672
C1_33,312.47768
C1_32,312.51184
C1_32,312.5168
C1_32,312.59824
C1_42,312.6632
C1_32,312.69536
C1_24,312.71744
C1_42,312.85816
C1_32,313.16624
C1_32,315.06096
C1_32,315.53528
C1_24,315.9988
C1_32,316.63672
C1_32,317.32672
C1_32,318.04224
C1_34,318.13648
C1_32,319.21496
C1_32,319.7416
C1_32,321.06864
C1_32,321.58976
C1_32,322.55088
C1_32,322.85168
C1_32,323.50136
C1_43,323.53752
C1_32,323.5688
C1_42,323.59936
C1_44,323.6468
C1_44,323.65368
C1_32,323.66656
C1_44,323.69112
C1_32,323.74512
C1_42,323.85768
C1_32,323.86032
C1_32,323.98144
C1_32,324.17112
C1_42,324.19432
C1_32,324.33528
C1_42,325.2308
C1_24,325.52056
C1_32,326.60912
C1_24,327.4672
C1_32,328.1936
C1_24,328.28312
C1_32,329.85456
C1_32,330.88224
C1_32,331.32064
C1_32,331.56792
C1_24,331.6172
C1_32,333.55736
C1_24,333.6744
C1_32,333.89136
C1_32,334.3472
C1_32,335.55416
C1_32,336.50248
C1_24,337.2556
C1_32,337.40536
C1_32,338.5576
C1_32,339.16088
C1_42,339.23256
C1_32,339.67792
C1_42,339.88368
C1_24,340.54856
C1_32,340.74232
C1_32,341.48168
C1_32,342.52152
C1_32,343.0704
C1_32,343.9572
C1_34,344.09952
C1_44,344.10216
C1_44,344.10648
C1_34,344.10736
C1_34,344.1124
C1_43,344.12024
C1_32,344.15584
C1_44,344.16184
C1_42,344.16384
C1_44,344.17208
C1_32,344.1728
C1_34,344.17368
C1_44,344.1848
C1_43,344.19224
C1_42,344.20472
C1_34,344.21784
C1_34,344.22272
C1_32,344.28296
C1_34,344.32544
C1_34,344.342
C1_32,344.34544
C1_32,344.35784
C1_24,344.40856
C1_32,344.42752
C1_32,344.50016
C1_42,344.56504
C1_32,344.62864
C1_32,344.79224
C1_32,345.96568
C1_32,347.03952
C1_32,347.23768
C1_32,348.33232
C1_32,348.84984
C1_24,349.15232
C1_32,349.15976
C1_32,349.96224
C1_42,350.00136
C1_32,350.92296
C1_32,351.58056
C1_32,352.29512
C1_32,353.21632
C1_32,354.99976
C1_32,355.39864
C1_24,355.46488
C1_44,355.87408
C1_32,356.19208
C1_34,356.2156
C1_42,356.28576
C1_24,356.3856
C1_32,356.89312
C1_44,356.9444
C1_32,357.01808
C1_42,357.02008
C1_32,357.08032
C1_43,357.0992
C1_32,357.154
C1_32,357.23136
C1_34,357.29328
C1_32,357.33368
C1_33,357.41824
C1_32,357.45808
C1_42,358.36384
C1_32,358.77872
C1_32,360.444
C1_32,361.75952
C1_32,362.18912
C1_32,363.17664
C1_32,363.75824
C1_32,365.46456
C1_32,366.31648
C1_32,368.26352
C1_32,368.75744
C1_42,369.2572
C1_32,369.36024
