Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
B4_34,5,78.46136,78.67696,0.2155999999999949
B4_34,6,96.97728,97.28272,0.3054400000000044
B4_34,5,115.67496,115.93432,0.2593600000000009
B4_34,10,139.4844,139.93992,0.45552000000000703
B4_34,6,162.686,162.94912,0.2631199999999865
B4_34,5,192.10376,192.45904,0.3552799999999934
B4_34,5,192.58952,192.8344,0.24487999999999488
B4_34,7,217.80992,218.15672,0.3468000000000018
B4_34,7,227.0436,227.40104,0.35743999999999687
B4_34,5,254.2424,254.4592,0.21680000000000632
B4_34,6,290.8184,291.08912,0.270719999999983
B4_34,8,316.57608,317.02528,0.4492000000000189
B4_34,6,341.60176,341.87144,0.2696799999999939
B4_34,8,341.98128,342.34952,0.3682399999999575
B4_34,6,360.85224,361.1008,0.24855999999999767
B4_34,7,387.05568,387.37712,0.3214399999999955
B4_34,17,402.42224,403.28904,0.866800000000012
B4_34,15,426.24528,426.96936,0.7240800000000149
B4_34,8,448.83056,449.1644,0.33384000000000924
B4_34,6,472.8812,473.08416,0.20296000000001868
B4_34,6,473.1928,473.44616,0.25336000000004333
B4_34,10,492.79856,493.2152,0.4166399999999726
B4_34,5,502.48088,502.67336,0.1924799999999891
B4_34,11,502.7756,503.2916,0.5160000000000196
B4_34,13,525.1512,525.6908,0.5395999999999503
B4_34,10,525.84072,526.3668,0.526079999999979
B4_34,8,547.7384,548.06928,0.3308800000000929
B4_34,6,548.27632,548.54208,0.2657600000000002
B4_34,6,548.65168,548.90056,0.24887999999998556
B4_34,9,570.36496,570.804,0.4390399999999772
B4_34,9,585.79776,586.17848,0.3807199999999966
