Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
B1_22,12,19.39456,19.4516,0.057040000000000646
B1_22,16,151.48464,151.5928,0.10815999999999804
B1_22,22,151.73704,151.99888,0.2618400000000065
B1_22,22,198.41416,198.58496,0.17079999999998563
B1_22,9,198.70208,198.86768,0.16560000000001196
B1_22,18,213.808,214.00224,0.19424000000000774
B1_22,10,234.29024,234.35688,0.06663999999997827
B1_22,15,243.84224,243.91488,0.07264000000000692
B1_22,15,244.03504,244.29544,0.2604000000000042
B1_22,13,254.77632,254.93024,0.1539199999999994
B1_22,12,261.8384,261.89424,0.055840000000046075
B1_22,18,269.45952,269.56584,0.10631999999998243
B1_22,5,277.79072,277.82232,0.031599999999968986
B1_22,10,321.8096,321.878,0.06839999999999691
B1_22,10,348.5752,348.62592,0.05072000000001253
B1_22,10,361.88888,361.93896,0.05008000000003676
B1_22,13,396.56112,396.62728,0.06615999999996802
B1_22,8,396.8124,396.96864,0.1562399999999684
B1_22,22,480.36544,480.64688,0.2814400000000319
B1_22,11,580.01464,580.06064,0.04600000000004911
B1_23,20,19.39512,19.4876,0.0924800000000019
B1_23,93,151.47096,152.1612,0.6902400000000171
B1_23,82,198.3192,198.8672,0.5480000000000018
B1_23,55,213.7172,214.0932,0.3760000000000048
B1_23,37,234.28176,234.47312,0.19136000000000308
B1_23,64,243.8408,244.24512,0.40431999999998425
B1_23,33,254.71864,254.95456,0.23591999999999302
B1_23,37,261.69696,262.072,0.3750400000000127
B1_23,41,269.3028,269.68688,0.3840799999999831
B1_23,27,277.6644,278.04584,0.3814399999999978
B1_23,38,321.80888,322.36984,0.5609600000000228
B1_23,5,338.11112,338.26128,0.1501599999999712
B1_23,17,348.57536,348.64768,0.07231999999999061
B1_23,8,357.82456,358.13296,0.308400000000006
B1_23,13,361.88816,361.9324,0.04423999999994521
B1_23,5,378.70512,378.9032,0.19808000000000447
B1_23,69,396.55376,397.0332,0.47944000000001097
B1_23,6,416.0084,416.20552,0.19711999999998397
B1_23,5,432.6696,432.72176,0.05216000000001486
B1_23,65,480.04392,480.78896,0.7450399999999604
B1_23,5,514.92032,515.092,0.17168000000003758
B1_23,7,541.0096,541.12784,0.11824000000001433
B1_23,51,580.01568,580.35848,0.3428000000000111
B1_24,13,19.39872,19.46512,0.06639999999999802
B1_24,23,151.47104,151.61864,0.14760000000001128
B1_24,33,151.73472,151.99464,0.25991999999999393
B1_24,50,198.41,198.74792,0.3379199999999969
B1_24,37,213.61936,214.01488,0.39552000000000476
B1_24,16,234.19064,234.37736,0.1867200000000082
B1_24,21,243.82056,243.93104,0.11047999999999547
B1_24,25,244.03336,244.29624,0.262880000000024
