Electrode,Number of spikes,First spike time (sec),Last spike time (sec),Burst duration
B1_24,22,254.76736,254.96984,0.20248000000000843
B1_24,20,261.76024,262.03472,0.27447999999998274
B1_24,23,269.4156,269.65656,0.2409600000000296
B1_24,15,277.79368,277.94048,0.14679999999998472
B1_24,16,321.80456,321.88712,0.08256000000000085
B1_24,12,348.5928,348.64048,0.04768000000001393
B1_24,12,361.89224,361.94096,0.04872000000000298
B1_24,39,396.56816,396.98312,0.41496000000000777
B1_24,33,480.36632,480.6512,0.28488000000004376
B1_24,35,580.01592,580.31568,0.29975999999999203
B1_32,26,19.38688,19.59824,0.2113599999999991
B1_32,99,151.44272,152.43056,0.9878400000000056
B1_32,78,198.2004,198.81704,0.6166399999999896
B1_32,6,213.2084,213.41832,0.20991999999998256
B1_32,64,213.61256,214.29936,0.6868000000000052
B1_32,44,233.87856,234.7884,0.9098400000000026
B1_32,66,243.814,244.29512,0.4811200000000042
B1_32,45,254.71888,255.21904,0.5001599999999939
B1_32,38,261.69704,262.06872,0.37167999999996937
B1_32,6,268.8624,269.15368,0.29128000000002885
B1_32,41,269.2988,269.84424,0.545439999999985
B1_32,37,277.57544,278.25176,0.6763199999999756
B1_32,5,286.3336,286.57552,0.24191999999999325
B1_32,11,286.75664,287.132,0.3753600000000006
B1_32,6,305.28168,305.514,0.23232000000001563
B1_32,50,321.79688,322.45,0.6531200000000013
B1_32,5,337.7692,337.95224,0.18304000000000542
B1_32,19,348.57432,348.83096,0.2566400000000044
B1_32,8,357.70904,357.86744,0.1583999999999719
B1_32,27,361.88376,362.27448,0.3907199999999875
B1_32,7,370.94976,371.29936,0.3495999999999526
B1_32,5,383.67208,383.95056,0.27848000000000184
B1_32,5,389.56672,389.77472,0.20800000000002683
B1_32,81,396.5408,397.11608,0.5752800000000207
B1_32,5,416.05248,416.22112,0.16863999999998214
B1_32,5,427.81928,428.1044,0.28512000000000626
B1_32,6,432.64728,432.8948,0.24751999999995178
B1_32,5,449.36928,449.48192,0.11263999999999896
B1_32,5,449.6448,449.7776,0.13280000000003156
B1_32,8,455.2016,455.55968,0.3580800000000295
B1_32,73,480.00928,480.95112,0.9418400000000133
B1_32,6,490.43136,490.67184,0.24047999999999092
B1_32,6,495.47648,495.67568,0.19920000000001892
B1_32,6,501.75944,501.98096,0.22151999999999816
B1_32,12,514.6428,515.06104,0.41824000000008255
B1_32,5,520.3068,520.45416,0.14736000000004879
B1_32,6,540.95072,541.1044,0.15368000000000848
B1_32,5,557.63768,557.83984,0.20215999999993528
B1_32,6,563.3488,563.4876,0.1388000000000602
B1_32,5,573.12728,573.26776,0.14047999999991134
B1_32,5,576.71048,576.98512,0.27464000000009037
B1_32,61,579.96344,580.47704,0.5135999999999967
B1_32,5,588.42768,588.63472,0.20704000000000633
B1_32,7,593.44512,593.68736,0.24224000000003798
B1_33,21,19.38712,19.45328,0.06616
B1_33,29,151.44296,151.60688,0.1639199999999903
B1_33,44,151.73688,151.99728,0.26039999999997576
B1_33,66,198.41448,198.8312,0.416719999999998
B1_33,37,213.80496,214.0176,0.21263999999999328
B1_33,23,234.18392,234.4612,0.2772799999999904
B1_33,22,243.81416,243.92256,0.10840000000001737
B1_33,24,244.02904,244.21632,0.187279999999987
B1_33,24,254.686,254.918,0.23199999999999932
B1_33,22,261.754,261.94784,0.19383999999996604
B1_33,27,269.45536,269.57368,0.11832000000003973
B1_33,16,277.78768,277.8412,0.053519999999991796
B1_33,19,321.79712,321.87888,0.0817599999999743
B1_33,14,348.5888,348.64848,0.05968000000001439
B1_33,16,361.884,361.92808,0.04408000000000811
B1_33,55,396.54104,397.00704,0.4660000000000082
B1_33,38,480.31136,480.64776,0.336400000000026
B1_33,15,580.01152,580.06192,0.050399999999967804
B1_33,24,580.16248,580.328,0.165520000000015
B1_34,10,19.40704,19.45696,0.049920000000000186
B1_34,45,151.48536,152.01808,0.5327200000000119
B1_34,40,198.41952,198.7428,0.3232799999999827
B1_34,25,213.77664,214.00632,0.22968000000000188
B1_34,14,234.2796,234.36232,0.08272000000002322
B1_34,32,243.83968,244.20528,0.3656000000000006
B1_34,13,254.77568,254.93064,0.15496000000001686
B1_34,14,261.83776,261.90864,0.07087999999998829
B1_34,20,269.47952,269.5652,0.08568000000002485
B1_34,9,277.78944,277.8352,0.04575999999997293
B1_34,14,321.80872,321.88,0.07128000000000156
B1_34,11,348.58176,348.63192,0.05016000000000531
B1_34,11,361.88808,361.92384,0.03575999999998203
B1_34,14,396.56568,396.63896,0.07328000000001111
B1_34,14,396.79544,396.95008,0.15464000000002898
B1_34,24,480.36712,480.59496,0.2278400000000147
B1_34,14,580.01544,580.06896,0.05351999999993495
B1_34,12,580.1864,580.3276,0.1411999999999125
B1_42,20,19.39448,19.57552,0.18103999999999942
B1_42,104,151.3572,152.0424,0.6851999999999805
B1_42,76,198.42128,198.8656,0.4443200000000047
B1_42,60,213.686,214.11712,0.43111999999999284
B1_42,41,234.21608,234.49912,0.28303999999999974
B1_42,73,243.82608,244.41976,0.5936800000000062
B1_42,54,254.71904,255.11288,0.3938399999999831
B1_42,38,261.69744,262.03752,0.3400800000000004
B1_42,38,269.32024,269.67848,0.3582399999999666
B1_42,33,277.60912,278.05296,0.44383999999996604
B1_42,44,321.76344,322.31216,0.548720000000003
B1_42,18,348.57448,348.6396,0.06511999999997897
B1_42,17,361.88648,361.93736,0.050880000000006476
B1_42,6,362.07496,362.26872,0.1937599999999975
B1_42,6,378.71048,378.84624,0.13576000000000477
B1_42,79,396.55824,397.11664,0.558400000000006
B1_42,7,415.96616,416.20592,0.23975999999998976
B1_42,71,480.2108,481.23424,1.0234399999999937
B1_42,7,540.87208,541.132,0.2599199999999655
B1_42,66,579.99872,580.36584,0.3671199999999999
B1_43,22,19.39136,19.5764,0.18504000000000076
B1_43,34,151.47536,151.61464,0.13928000000001362
B1_43,54,151.71872,152.01056,0.29184000000000765
B1_43,79,198.42208,198.92088,0.498800000000017
B1_43,51,213.78944,214.09088,0.3014399999999853
B1_43,35,234.27928,234.71816,0.4388800000000117
B1_43,64,243.8408,244.29288,0.45207999999999515
B1_43,36,254.72896,254.97088,0.24191999999999325
B1_43,35,261.77136,262.03184,0.26047999999997273
B1_43,37,269.37568,269.67896,0.3032800000000293
B1_43,25,277.738,278.06528,0.32727999999997337
B1_43,26,321.81,322.08264,0.272640000000024
B1_43,5,322.23664,322.2684,0.03175999999996293
B1_43,16,348.5748,348.64432,0.06952000000001135
B1_43,14,361.88968,361.95176,0.06207999999998037
B1_43,74,396.56448,397.1228,0.5583199999999806
B1_43,62,480.28904,480.87632,0.5872800000000211
B1_43,54,580.01528,580.33,0.3147200000000794
B1_44,11,151.44512,151.59712,0.1519999999999868
B1_44,10,151.7444,151.99104,0.2466399999999851
B1_44,14,198.43656,198.70688,0.27032000000002654
B1_44,11,213.80704,213.89088,0.08384000000000924
B1_44,9,234.18584,234.31816,0.1323199999999929
B1_44,5,243.8528,243.92864,0.07583999999999946
B1_44,8,244.10888,244.2124,0.10352000000000317
B1_44,11,254.78,254.83256,0.05255999999999972
B1_44,6,261.84424,261.90136,0.05711999999999762
B1_44,8,277.59984,277.86312,0.26328000000000884
B1_44,8,321.79912,321.84288,0.043759999999963384
B1_44,7,348.5988,348.62376,0.02496000000002141
B1_44,8,361.88584,361.92656,0.04072000000002163
B1_44,13,396.54296,396.6324,0.08944000000002461
B1_44,7,396.77888,396.94952,0.1706399999999917
B1_44,25,480.31336,480.73656,0.42320000000000846
B1_44,26,580.01928,580.3104,0.29111999999997806
