Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,118.59272,A4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,118.59368,B5_22,0.022,,,,,,,,,,,,,,,,,,,,
,,118.62104,B1_32,0.021,,,,,,,,,,,,,,,,,,,,
,,118.63192,B5_24,0.015,,,,,,,,,,,,,,,,,,,,
,,118.66864,D3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,118.67088,C1_23,0.022,,,,,,,,,,,,,,,,,,,,
,,118.71888,B5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,118.72528,B5_22,0.028,,,,,,,,,,,,,,,,,,,,
,,118.74632,D3_24,0.01,,,,,,,,,,,,,,,,,,,,
,,118.79744,C1_23,0.016,,,,,,,,,,,,,,,,,,,,
,,118.80248,A5_31,0.021,,,,,,,,,,,,,,,,,,,,
,,118.81608,A5_32,0.014,,,,,,,,,,,,,,,,,,,,
,,118.81832,C1_13,0.015,,,,,,,,,,,,,,,,,,,,
,,118.83936,D2_32,0.02,,,,,,,,,,,,,,,,,,,,
,,118.88944,A1_31,0.014,,,,,,,,,,,,,,,,,,,,
,,118.90296,D3_33,0.012,,,,,,,,,,,,,,,,,,,,
,,118.92712,D3_22,0.025,,,,,,,,,,,,,,,,,,,,
,,118.95728,B1_32,0.022,,,,,,,,,,,,,,,,,,,,
,,118.96024,C1_22,0.024,,,,,,,,,,,,,,,,,,,,
,,118.9708,A4_24,0.031,,,,,,,,,,,,,,,,,,,,
,,118.98704,D3_43,0.015,,,,,,,,,,,,,,,,,,,,
,,119.00864,A1_34,0.017,,,,,,,,,,,,,,,,,,,,
,,119.01608,A4_24,0.028,,,,,,,,,,,,,,,,,,,,
,,119.03016,A3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,119.03832,B5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,119.04048,B5_22,0.029,,,,,,,,,,,,,,,,,,,,
,,119.05192,B5_31,0.026,,,,,,,,,,,,,,,,,,,,
,,119.06008,D3_42,0.014,,,,,,,,,,,,,,,,,,,,
,,119.06528,A3_31,0.021,,,,,,,,,,,,,,,,,,,,
,,119.10968,A5_32,0.016,,,,,,,,,,,,,,,,,,,,
,,119.11224,D3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,119.11824,B5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,119.12424,B1_32,0.02,,,,,,,,,,,,,,,,,,,,
,,119.13688,A3_21,0.016,,,,,,,,,,,,,,,,,,,,
,,119.14112,D3_42,0.014,,,,,,,,,,,,,,,,,,,,
,,119.1484,A5_32,0.019,,,,,,,,,,,,,,,,,,,,
,,119.1488,D2_42,0.02,,,,,,,,,,,,,,,,,,,,
,,119.16,A4_24,0.026,,,,,,,,,,,,,,,,,,,,
,,119.16464,A5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,119.17048,D3_42,0.012,,,,,,,,,,,,,,,,,,,,
,,119.19472,C2_11,0.025,,,,,,,,,,,,,,,,,,,,
,,119.1992,C1_22,0.02,,,,,,,,,,,,,,,,,,,,
,,119.2016,D3_42,0.014,,,,,,,,,,,,,,,,,,,,
,,119.20752,B5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,119.21952,A3_31,0.019,,,,,,,,,,,,,,,,,,,,
,,119.24712,D3_42,0.017,,,,,,,,,,,,,,,,,,,,
,,119.25232,C1_43,0.018,,,,,,,,,,,,,,,,,,,,
,,119.26528,C1_13,0.013,,,,,,,,,,,,,,,,,,,,
,,119.26744,A4_24,0.022,,,,,,,,,,,,,,,,,,,,
,,119.28944,B1_14,0.011,,,,,,,,,,,,,,,,,,,,
,,119.29344,D3_43,0.015,,,,,,,,,,,,,,,,,,,,
,,119.2964,C1_12,0.019,,,,,,,,,,,,,,,,,,,,
,,119.3556,A1_42,0.016,,,,,,,,,,,,,,,,,,,,
,,119.36008,A5_32,0.02,,,,,,,,,,,,,,,,,,,,
,,119.37152,C2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,119.37784,C2_11,0.026,,,,,,,,,,,,,,,,,,,,
,,119.39288,B5_31,0.032,,,,,,,,,,,,,,,,,,,,
,,119.42096,C1_23,0.034,,,,,,,,,,,,,,,,,,,,
,,119.44224,D3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,119.44392,B5_24,0.013,,,,,,,,,,,,,,,,,,,,
,,119.47264,C2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,119.51048,C1_13,0.016,,,,,,,,,,,,,,,,,,,,
,,119.53976,C1_23,0.028,,,,,,,,,,,,,,,,,,,,
,,119.54512,B5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,119.54616,B5_31,0.034,,,,,,,,,,,,,,,,,,,,
,,119.57456,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,119.57648,C2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,119.57848,B1_14,0.02,,,,,,,,,,,,,,,,,,,,
,,119.59128,D3_33,0.016,,,,,,,,,,,,,,,,,,,,
,,119.59536,D3_31,0.019,,,,,,,,,,,,,,,,,,,,
,,119.6168,D3_33,0.017,,,,,,,,,,,,,,,,,,,,
,,119.63056,A4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,119.64272,B1_14,0.016,,,,,,,,,,,,,,,,,,,,
,,119.65128,C2_11,0.017,,,,,,,,,,,,,,,,,,,,
,,119.65224,D2_42,0.028,,,,,,,,,,,,,,,,,,,,
,,119.66888,B5_22,0.022,,,,,,,,,,,,,,,,,,,,
,,119.7016,C1_31,0.012,,,,,,,,,,,,,,,,,,,,
,,119.70968,B1_32,0.025,,,,,,,,,,,,,,,,,,,,
,,119.72688,A5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,119.73352,D3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,119.75048,A4_24,0.063,,,,,,,,,,,,,,,,,,,,
,,119.75464,D3_14,0.014,,,,,,,,,,,,,,,,,,,,
,,119.75568,C1_23,0.033,,,,,,,,,,,,,,,,,,,,
,,119.76752,B4_14,0.025,,,,,,,,,,,,,,,,,,,,
,,119.76768,C1_13,0.015,,,,,,,,,,,,,,,,,,,,
,,119.77416,B1_14,0.021,,,,,,,,,,,,,,,,,,,,
,,119.77896,A5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,119.78192,A5_32,0.018,,,,,,,,,,,,,,,,,,,,
,,119.78824,D2_42,0.021,,,,,,,,,,,,,,,,,,,,
,,119.8012,C1_22,0.017,,,,,,,,,,,,,,,,,,,,
,,119.80536,D3_31,0.012,,,,,,,,,,,,,,,,,,,,
,,119.8168,B5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,119.83608,A5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,119.83848,C1_23,0.033,,,,,,,,,,,,,,,,,,,,
,,119.84992,C1_42,0.015,,,,,,,,,,,,,,,,,,,,
,,119.88968,C6_13,0.012,,,,,,,,,,,,,,,,,,,,
,,119.89744,A5_33,0.013,,,,,,,,,,,,,,,,,,,,
,,119.90424,C1_23,0.025,,,,,,,,,,,,,,,,,,,,
,,119.90512,C1_14,0.017,,,,,,,,,,,,,,,,,,,,
,,119.92264,D3_43,0.014,,,,,,,,,,,,,,,,,,,,
,,119.92296,A6_43,0.015,,,,,,,,,,,,,,,,,,,,
,,119.9276,D3_32,0.018,,,,,,,,,,,,,,,,,,,,
,,119.93088,A4_24,0.025,,,,,,,,,,,,,,,,,,,,
,,119.93936,A5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,119.94872,B5_22,0.022,,,,,,,,,,,,,,,,,,,,
,,119.96392,C1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,119.96784,D3_32,0.018,,,,,,,,,,,,,,,,,,,,
,,119.97256,A1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,119.97352,A3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,119.98384,A4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,119.98592,A4_24,0.061,,,,,,,,,,,,,,,,,,,,
,,119.98952,A4_42,0.021,,,,,,,,,,,,,,,,,,,,
,,119.99448,A4_24,0.025,,,,,,,,,,,,,,,,,,,,
,,120.00624,D3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,120.00776,B1_32,0.024,,,,,,,,,,,,,,,,,,,,
,,120.00968,A4_42,0.032,,,,,,,,,,,,,,,,,,,,
,,120.01136,A5_32,0.014,,,,,,,,,,,,,,,,,,,,
,,120.02304,A3_31,0.019,,,,,,,,,,,,,,,,,,,,
,,120.02496,A4_32,0.019,,,,,,,,,,,,,,,,,,,,
,,120.02856,A5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,120.02968,A4_42,0.032,,,,,,,,,,,,,,,,,,,,
,,120.04232,A4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,120.05272,A4_42,0.033,,,,,,,,,,,,,,,,,,,,
,,120.05464,D3_32,0.017,,,,,,,,,,,,,,,,,,,,
,,120.05664,C1_23,0.017,,,,,,,,,,,,,,,,,,,,
,,120.06272,B5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,120.07992,A4_42,0.03,,,,,,,,,,,,,,,,,,,,
,,120.09304,B3_33,0.018,,,,,,,,,,,,,,,,,,,,
,,120.10192,D3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,120.11352,A4_24,0.056,,,,,,,,,,,,,,,,,,,,
,,120.11576,B3_33,0.013,,,,,,,,,,,,,,,,,,,,
,,120.12088,D3_33,0.018,,,,,,,,,,,,,,,,,,,,
,,120.1244,C1_12,0.016,,,,,,,,,,,,,,,,,,,,
,,120.1388,D3_43,0.014,,,,,,,,,,,,,,,,,,,,
,,120.17536,B5_23,0.035,,,,,,,,,,,,,,,,,,,,
,,120.1768,C2_32,0.017,,,,,,,,,,,,,,,,,,,,
,,120.18656,C1_23,0.025,,,,,,,,,,,,,,,,,,,,
,,120.19432,C1_42,0.017,,,,,,,,,,,,,,,,,,,,
,,120.19552,C1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,120.22512,B1_14,0.018,,,,,,,,,,,,,,,,,,,,
,,120.2484,B5_22,0.024,,,,,,,,,,,,,,,,,,,,
,,120.28752,B5_23,0.027,,,,,,,,,,,,,,,,,,,,
,,120.29256,D3_12,0.015,,,,,,,,,,,,,,,,,,,,
,,120.29632,A4_24,0.061,,,,,,,,,,,,,,,,,,,,
,,120.30632,A3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,120.30848,B1_32,0.02,,,,,,,,,,,,,,,,,,,,
,,120.31016,A1_31,0.017,,,,,,,,,,,,,,,,,,,,
,,120.31448,C1_23,0.012,,,,,,,,,,,,,,,,,,,,
,,120.31832,C1_44,0.029,,,,,,,,,,,,,,,,,,,,
,,120.32792,D3_12,0.014,,,,,,,,,,,,,,,,,,,,
,,120.35824,C2_32,0.017,,,,,,,,,,,,,,,,,,,,
,,120.36248,D3_12,0.018,,,,,,,,,,,,,,,,,,,,
,,120.37208,B5_23,0.028,,,,,,,,,,,,,,,,,,,,
,,120.3756,D3_42,0.013,,,,,,,,,,,,,,,,,,,,
,,120.39864,C1_14,0.03,,,,,,,,,,,,,,,,,,,,
,,120.39968,B5_24,0.015,,,,,,,,,,,,,,,,,,,,
,,120.40224,D3_33,0.02,,,,,,,,,,,,,,,,,,,,
,,120.41232,A4_33,0.026,,,,,,,,,,,,,,,,,,,,
,,120.41536,A4_42,0.032,,,,,,,,,,,,,,,,,,,,
,,120.45392,A5_32,0.015,,,,,,,,,,,,,,,,,,,,
,,120.4576,B5_22,0.024,,,,,,,,,,,,,,,,,,,,
,,120.47704,D3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,120.4836,C1_14,0.021,,,,,,,,,,,,,,,,,,,,
,,120.48608,A5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,120.49392,A4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,120.50248,D3_33,0.015,,,,,,,,,,,,,,,,,,,,
,,120.55864,D3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,120.57968,C1_42,0.02,,,,,,,,,,,,,,,,,,,,
,,120.58144,A4_42,0.031,,,,,,,,,,,,,,,,,,,,
,,120.582,A4_24,0.018,,,,,,,,,,,,,,,,,,,,
,,120.60696,B1_32,0.022,,,,,,,,,,,,,,,,,,,,
,,120.62048,A4_24,0.017,,,,,,,,,,,,,,,,,,,,
,,120.63376,A5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,120.64896,A4_42,0.023,,,,,,,,,,,,,,,,,,,,
,,120.66168,B5_22,0.022,,,,,,,,,,,,,,,,,,,,
,,120.66688,D3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,120.6864,C2_11,0.018,,,,,,,,,,,,,,,,,,,,
,,120.69312,B1_14,0.021,,,,,,,,,,,,,,,,,,,,
,,120.69376,B5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,120.69872,C1_33,0.028,,,,,,,,,,,,,,,,,,,,
,,120.70104,D3_33,0.012,,,,,,,,,,,,,,,,,,,,
,,120.72288,D3_34,0.014,,,,,,,,,,,,,,,,,,,,
,,120.73376,D3_31,0.013,,,,,,,,,,,,,,,,,,,,
,,120.74456,D3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,120.74472,B3_23,0.022,,,,,,,,,,,,,,,,,,,,
,,120.76264,A5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,120.78896,D3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,120.81584,D3_21,0.012,,,,,,,,,,,,,,,,,,,,
,,120.8204,D2_42,0.017,,,,,,,,,,,,,,,,,,,,
,,120.82424,C2_32,0.018,,,,,,,,,,,,,,,,,,,,
,,120.8304,D3_42,0.017,,,,,,,,,,,,,,,,,,,,
,,120.83632,A4_33,0.024,,,,,,,,,,,,,,,,,,,,
,,120.8432,A4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,120.84624,B1_14,0.022,,,,,,,,,,,,,,,,,,,,
,,120.85424,D3_32,0.013,,,,,,,,,,,,,,,,,,,,
,,120.85504,C1_13,0.018,,,,,,,,,,,,,,,,,,,,
,,120.86192,B5_22,0.02,,,,,,,,,,,,,,,,,,,,
,,120.88616,B3_23,0.018,,,,,,,,,,,,,,,,,,,,
,,120.90392,C1_23,0.026,,,,,,,,,,,,,,,,,,,,
,,120.91872,A4_33,0.024,,,,,,,,,,,,,,,,,,,,
,,120.9232,B3_13,0.013,,,,,,,,,,,,,,,,,,,,
,,120.92344,A1_42,0.019,,,,,,,,,,,,,,,,,,,,
,,120.9236,D3_33,0.019,,,,,,,,,,,,,,,,,,,,
,,120.9292,C1_13,0.023,,,,,,,,,,,,,,,,,,,,
,,120.9312,D3_23,0.015,,,,,,,,,,,,,,,,,,,,
,,120.95944,A4_24,0.061,,,,,,,,,,,,,,,,,,,,
,,120.97504,D3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,121.02208,A4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,121.03584,C1_44,0.031,,,,,,,,,,,,,,,,,,,,
,,121.08112,D3_34,0.012,,,,,,,,,,,,,,,,,,,,
,,121.0948,D3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,121.10328,D2_42,0.016,,,,,,,,,,,,,,,,,,,,
,,121.12184,C1_33,0.013,,,,,,,,,,,,,,,,,,,,
,,121.12936,C1_34,0.011,,,,,,,,,,,,,,,,,,,,
,,121.13976,A1_34,0.019,,,,,,,,,,,,,,,,,,,,
,,121.18424,C1_31,0.011,,,,,,,,,,,,,,,,,,,,
,,121.1852,A4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,121.19136,D3_34,0.014,,,,,,,,,,,,,,,,,,,,
,,121.20384,D3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,121.20912,B3_23,0.017,,,,,,,,,,,,,,,,,,,,
,,121.25296,A4_24,0.032,,,,,,,,,,,,,,,,,,,,
,,121.27104,B1_32,0.028,,,,,,,,,,,,,,,,,,,,
,,121.28048,A5_31,0.018,,,,,,,,,,,,,,,,,,,,
,,121.28848,C1_22,0.018,,,,,,,,,,,,,,,,,,,,
,,121.28928,D3_44,0.012,,,,,,,,,,,,,,,,,,,,
,,121.36008,A5_33,0.011,,,,,,,,,,,,,,,,,,,,
,,121.362,A1_22,0.016,,,,,,,,,,,,,,,,,,,,
,,121.42192,A4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,121.43264,D3_43,0.014,,,,,,,,,,,,,,,,,,,,
,,121.43952,A3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,121.45128,D3_32,0.013,,,,,,,,,,,,,,,,,,,,
,,121.5064,A1_34,0.018,,,,,,,,,,,,,,,,,,,,
,,121.53952,D3_14,0.017,,,,,,,,,,,,,,,,,,,,
,,121.5424,D3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,121.55432,D3_31,0.016,,,,,,,,,,,,,,,,,,,,
,,121.57824,D2_42,0.026,,,,,,,,,,,,,,,,,,,,
,,121.61296,D3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,121.66088,A3_32,0.021,,,,,,,,,,,,,,,,,,,,
,,121.66288,D3_32,0.018,,,,,,,,,,,,,,,,,,,,
,,121.69248,C6_13,0.014,,,,,,,,,,,,,,,,,,,,
,,121.71272,D3_34,0.012,,,,,,,,,,,,,,,,,,,,
,,121.72688,D3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,121.73296,A1_22,0.026,,,,,,,,,,,,,,,,,,,,
,,121.7644,D3_34,0.011,,,,,,,,,,,,,,,,,,,,
,,121.76536,B3_23,0.018,,,,,,,,,,,,,,,,,,,,
,,121.76608,C2_32,0.018,,,,,,,,,,,,,,,,,,,,
,,121.77096,B5_34,0.021,,,,,,,,,,,,,,,,,,,,
,,121.77784,C1_22,0.024,,,,,,,,,,,,,,,,,,,,
,,121.78048,B3_22,0.015,,,,,,,,,,,,,,,,,,,,
,,121.81072,D3_32,0.017,,,,,,,,,,,,,,,,,,,,
,,121.81792,B1_32,0.024,,,,,,,,,,,,,,,,,,,,
,,121.8196,C1_14,0.014,,,,,,,,,,,,,,,,,,,,
,,121.82504,D3_44,0.011,,,,,,,,,,,,,,,,,,,,
,,121.83216,B5_34,0.02,,,,,,,,,,,,,,,,,,,,
,,121.83728,C1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,121.8456,D3_33,0.018,,,,,,,,,,,,,,,,,,,,
,,121.86592,B4_14,0.024,,,,,,,,,,,,,,,,,,,,
,,121.86936,D3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,121.87424,C1_42,0.014,,,,,,,,,,,,,,,,,,,,
,,121.89656,D3_32,0.013,,,,,,,,,,,,,,,,,,,,
,,121.89848,B5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,121.91984,D3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,121.92632,D3_33,0.016,,,,,,,,,,,,,,,,,,,,
,,121.92872,D5_24,0.011,,,,,,,,,,,,,,,,,,,,
,,121.93376,B5_34,0.023,,,,,,,,,,,,,,,,,,,,
,,121.9512,A1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,121.9656,D3_32,0.017,,,,,,,,,,,,,,,,,,,,
,,121.97176,A3_31,0.038,,,,,,,,,,,,,,,,,,,,
,,121.97288,B5_22,0.031,,,,,,,,,,,,,,,,,,,,
,,121.976,A3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,122.00424,B5_22,0.028,,,,,,,,,,,,,,,,,,,,
,,122.01112,A5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,122.02648,B5_34,0.019,,,,,,,,,,,,,,,,,,,,
,,122.0404,C1_33,0.021,,,,,,,,,,,,,,,,,,,,
,,122.04184,B5_22,0.024,,,,,,,,,,,,,,,,,,,,
,,122.05064,D3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,122.07368,D3_42,0.014,,,,,,,,,,,,,,,,,,,,
,,122.08688,A4_22,0.017,,,,,,,,,,,,,,,,,,,,
,,122.09344,A4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,122.1032,A6_42,0.054,,,,,,,,,,,,,,,,,,,,
,,122.1056,C1_33,0.015,,,,,,,,,,,,,,,,,,,,
,,122.10672,B5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,122.11008,D3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,122.11152,B5_34,0.019,,,,,,,,,,,,,,,,,,,,
,,122.11472,B5_31,0.024,,,,,,,,,,,,,,,,,,,,
,,122.1248,A5_23,0.014,,,,,,,,,,,,,,,,,,,,
,,122.13752,B5_31,0.021,,,,,,,,,,,,,,,,,,,,
,,122.14976,A1_22,0.017,,,,,,,,,,,,,,,,,,,,
,,122.15456,D3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,122.15944,A5_32,0.013,,,,,,,,,,,,,,,,,,,,
,,122.16168,D3_23,0.016,,,,,,,,,,,,,,,,,,,,
,,122.17408,D2_32,0.013,,,,,,,,,,,,,,,,,,,,
,,122.176,D3_24,0.013,,,,,,,,,,,,,,,,,,,,
,,122.1956,B1_32,0.022,,,,,,,,,,,,,,,,,,,,
,,122.19744,C1_33,0.016,,,,,,,,,,,,,,,,,,,,
,,122.19912,A4_22,0.029,,,,,,,,,,,,,,,,,,,,
,,122.21384,A6_42,0.053,,,,,,,,,,,,,,,,,,,,
,,122.21616,D3_44,0.014,,,,,,,,,,,,,,,,,,,,
,,122.2724,D4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,122.27296,D3_12,0.02,,,,,,,,,,,,,,,,,,,,
,,122.27792,D3_34,0.011,,,,,,,,,,,,,,,,,,,,
,,122.28664,D3_24,0.012,,,,,,,,,,,,,,,,,,,,
,,122.29112,A6_42,0.048,,,,,,,,,,,,,,,,,,,,
,,122.2932,B5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,122.2968,D3_12,0.015,,,,,,,,,,,,,,,,,,,,
,,122.29816,D3_14,0.014,,,,,,,,,,,,,,,,,,,,
,,122.30048,A4_22,0.024,,,,,,,,,,,,,,,,,,,,
,,122.32904,D3_12,0.015,,,,,,,,,,,,,,,,,,,,
,,122.4052,A6_42,0.047,,,,,,,,,,,,,,,,,,,,
,,122.4488,B5_34,0.018,,,,,,,,,,,,,,,,,,,,
,,122.48408,A4_22,0.025,,,,,,,,,,,,,,,,,,,,
,,122.5068,C1_13,0.016,,,,,,,,,,,,,,,,,,,,
,,122.50792,A5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,122.51872,A5_31,0.018,,,,,,,,,,,,,,,,,,,,
,,122.54776,B5_43,0.015,,,,,,,,,,,,,,,,,,,,
,,122.54936,C1_33,0.018,,,,,,,,,,,,,,,,,,,,
,,122.55144,A1_34,0.021,,,,,,,,,,,,,,,,,,,,
,,122.56624,A4_34,0.017,,,,,,,,,,,,,,,,,,,,
,,122.56848,C1_42,0.021,,,,,,,,,,,,,,,,,,,,
,,122.56976,D2_32,0.014,,,,,,,,,,,,,,,,,,,,
,,122.61944,C1_12,0.018,,,,,,,,,,,,,,,,,,,,
,,122.6444,D3_33,0.014,,,,,,,,,,,,,,,,,,,,
,,122.64624,D2_42,0.024,,,,,,,,,,,,,,,,,,,,
,,122.66112,A4_22,0.014,,,,,,,,,,,,,,,,,,,,
,,122.6784,A4_42,0.018,,,,,,,,,,,,,,,,,,,,
,,122.6956,A6_43,0.018,,,,,,,,,,,,,,,,,,,,
,,122.6972,A4_42,0.028,,,,,,,,,,,,,,,,,,,,
,,122.71784,C1_32,0.016,,,,,,,,,,,,,,,,,,,,
,,122.71824,A4_42,0.032,,,,,,,,,,,,,,,,,,,,
,,122.72648,B3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,122.72704,D3_14,0.013,,,,,,,,,,,,,,,,,,,,
,,122.73192,A6_34,0.048,,,,,,,,,,,,,,,,,,,,
,,122.74072,A5_32,0.013,,,,,,,,,,,,,,,,,,,,
,,122.7412,A4_42,0.036,,,,,,,,,,,,,,,,,,,,
,,122.74552,D3_22,0.013,,,,,,,,,,,,,,,,,,,,
,,122.74736,C1_12,0.016,,,,,,,,,,,,,,,,,,,,
,,122.83344,C2_32,0.019,,,,,,,,,,,,,,,,,,,,
,,122.88672,D3_22,0.025,,,,,,,,,,,,,,,,,,,,
,,122.8904,B3_22,0.058,,,,,,,,,,,,,,,,,,,,
,,122.89048,B3_33,0.018,,,,,,,,,,,,,,,,,,,,
,,122.90752,D3_43,0.016,,,,,,,,,,,,,,,,,,,,
,,122.91064,D3_43,0.012,,,,,,,,,,,,,,,,,,,,
,,122.91736,B1_33,0.018,,,,,,,,,,,,,,,,,,,,
,,122.93608,B5_34,0.02,,,,,,,,,,,,,,,,,,,,
,,122.94048,D3_44,0.016,,,,,,,,,,,,,,,,,,,,
,,122.94248,D3_33,0.014,,,,,,,,,,,,,,,,,,,,
,,122.95432,A4_22,0.023,,,,,,,,,,,,,,,,,,,,
,,122.95776,A4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,123.01368,A4_24,0.051,,,,,,,,,,,,,,,,,,,,
,,123.02808,D3_22,0.029,,,,,,,,,,,,,,,,,,,,
,,123.0288,D3_31,0.016,,,,,,,,,,,,,,,,,,,,
,,123.06584,C1_33,0.014,,,,,,,,,,,,,,,,,,,,
,,123.06624,D3_43,0.017,,,,,,,,,,,,,,,,,,,,
,,123.06952,A3_31,0.019,,,,,,,,,,,,,,,,,,,,
,,123.09352,A3_21,0.018,,,,,,,,,,,,,,,,,,,,
,,123.106,A6_42,0.05,,,,,,,,,,,,,,,,,,,,
,,123.122,C1_13,0.014,,,,,,,,,,,,,,,,,,,,
,,123.12248,C1_33,0.026,,,,,,,,,,,,,,,,,,,,
,,123.12792,A1_22,0.014,,,,,,,,,,,,,,,,,,,,
,,123.14,A4_33,0.023,,,,,,,,,,,,,,,,,,,,
,,123.146,A3_21,0.022,,,,,,,,,,,,,,,,,,,,
,,123.19368,D3_33,0.015,,,,,,,,,,,,,,,,,,,,
,,123.19504,D3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,123.19608,C1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,123.22712,D3_34,0.016,,,,,,,,,,,,,,,,,,,,
,,123.23456,D3_42,0.014,,,,,,,,,,,,,,,,,,,,
,,123.23576,D2_42,0.022,,,,,,,,,,,,,,,,,,,,
,,123.26616,C1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,123.26632,D3_42,0.017,,,,,,,,,,,,,,,,,,,,
,,123.27296,D3_22,0.025,,,,,,,,,,,,,,,,,,,,
,,123.30072,D3_42,0.013,,,,,,,,,,,,,,,,,,,,
,,123.30336,A6_42,0.047,,,,,,,,,,,,,,,,,,,,
,,123.3088,D3_33,0.014,,,,,,,,,,,,,,,,,,,,
,,123.3124,D3_34,0.013,,,,,,,,,,,,,,,,,,,,
,,123.31304,D3_44,0.01,,,,,,,,,,,,,,,,,,,,
,,123.33056,D3_42,0.014,,,,,,,,,,,,,,,,,,,,
,,123.3404,B5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,123.34616,D2_42,0.019,,,,,,,,,,,,,,,,,,,,
,,123.36608,D3_34,0.011,,,,,,,,,,,,,,,,,,,,
,,123.37104,D3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,123.38712,D3_33,0.012,,,,,,,,,,,,,,,,,,,,
,,123.39328,B1_32,0.027,,,,,,,,,,,,,,,,,,,,
,,123.39624,C1_13,0.013,,,,,,,,,,,,,,,,,,,,
,,123.39832,D3_33,0.013,,,,,,,,,,,,,,,,,,,,
,,123.412,D3_22,0.122,,,,,,,,,,,,,,,,,,,,
,,123.41496,D3_22,0.012,,,,,,,,,,,,,,,,,,,,
,,123.43,D3_34,0.011,,,,,,,,,,,,,,,,,,,,
