Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,218.27448,A4_13,0.017,,,,,,,,,,,,,,,,,,,,
,,218.30488,A6_11,0.015,,,,,,,,,,,,,,,,,,,,
,,218.37768,B1_14,0.019,,,,,,,,,,,,,,,,,,,,
,,218.39488,B1_43,0.009,,,,,,,,,,,,,,,,,,,,
,,218.52064,A5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,218.78144,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,218.81328,B1_11,0.022,,,,,,,,,,,,,,,,,,,,
,,218.81368,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,218.83,B1_21,0.011,,,,,,,,,,,,,,,,,,,,
,,218.86296,D3_32,0.013,,,,,,,,,,,,,,,,,,,,
,,218.86648,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,218.92352,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,218.96336,A5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,218.9988,A5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,219.02712,A5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,219.04992,A5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,219.07776,D1_11,0.013,,,,,,,,,,,,,,,,,,,,
,,219.08568,A5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,219.102,A5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,219.13496,A5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,219.15472,A5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,219.18432,A5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,219.21472,A5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,219.23848,A5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,219.2676,B1_14,0.016,,,,,,,,,,,,,,,,,,,,
,,219.2776,B1_11,0.017,,,,,,,,,,,,,,,,,,,,
,,219.29592,A5_23,0.024,,,,,,,,,,,,,,,,,,,,
,,219.33512,B1_31,0.014,,,,,,,,,,,,,,,,,,,,
,,219.36504,A5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,219.36848,D6_33,0.018,,,,,,,,,,,,,,,,,,,,
,,219.36872,A5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,219.38224,A5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,219.40968,D6_12,0.014,,,,,,,,,,,,,,,,,,,,
,,219.42208,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,219.44816,B1_31,0.012,,,,,,,,,,,,,,,,,,,,
,,219.54328,B1_31,0.013,,,,,,,,,,,,,,,,,,,,
,,219.71672,B2_12,0.018,,,,,,,,,,,,,,,,,,,,
,,219.74328,A5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,219.80504,C4_14,0.016,,,,,,,,,,,,,,,,,,,,
,,219.918,C3_11,0.013,,,,,,,,,,,,,,,,,,,,
,,219.936,A4_12,0.018,,,,,,,,,,,,,,,,,,,,
,,219.94736,A5_22,0.013,,,,,,,,,,,,,,,,,,,,
,,219.97136,A5_13,0.012,,,,,,,,,,,,,,,,,,,,
,,220.01608,A6_11,0.023,,,,,,,,,,,,,,,,,,,,
,,220.01664,B1_14,0.017,,,,,,,,,,,,,,,,,,,,
,,220.24712,B1_43,0.01,,,,,,,,,,,,,,,,,,,,
,,220.26488,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,220.31328,A5_23,0.026,,,,,,,,,,,,,,,,,,,,
,,220.42928,B1_21,0.012,,,,,,,,,,,,,,,,,,,,
,,220.44816,B3_14,0.019,,,,,,,,,,,,,,,,,,,,
,,220.48904,D6_32,0.018,,,,,,,,,,,,,,,,,,,,
,,220.578,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,220.61856,A4_12,0.026,,,,,,,,,,,,,,,,,,,,
,,220.72176,B1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,220.91592,A5_23,0.025,,,,,,,,,,,,,,,,,,,,
,,220.94376,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,221.03192,B1_44,0.015,,,,,,,,,,,,,,,,,,,,
,,221.06232,B1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,221.11144,D6_33,0.019,,,,,,,,,,,,,,,,,,,,
,,221.18176,A4_23,0.018,,,,,,,,,,,,,,,,,,,,
,,221.24496,D6_32,0.012,,,,,,,,,,,,,,,,,,,,
,,221.28048,D1_21,0.019,,,,,,,,,,,,,,,,,,,,
,,221.2884,D3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,221.31152,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,221.38352,A5_13,0.012,,,,,,,,,,,,,,,,,,,,
,,221.38824,D6_23,0.017,,,,,,,,,,,,,,,,,,,,
,,221.402,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,221.534,A6_11,0.022,,,,,,,,,,,,,,,,,,,,
,,221.60248,B1_12,0.013,,,,,,,,,,,,,,,,,,,,
,,221.64776,A4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,221.66016,B3_31,0.017,,,,,,,,,,,,,,,,,,,,
,,221.68512,C1_32,0.019,,,,,,,,,,,,,,,,,,,,
,,221.70632,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,221.7064,D4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,221.78464,D4_12,0.017,,,,,,,,,,,,,,,,,,,,
,,221.80688,A5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,221.8684,A3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,221.93992,D6_32,0.014,,,,,,,,,,,,,,,,,,,,
,,221.94912,B1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,222.03544,B2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,222.04024,B1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,222.09696,C1_32,0.018,,,,,,,,,,,,,,,,,,,,
,,222.19504,A4_13,0.015,,,,,,,,,,,,,,,,,,,,
,,222.29584,A4_13,0.014,,,,,,,,,,,,,,,,,,,,
,,222.54192,A4_13,0.012,,,,,,,,,,,,,,,,,,,,
,,222.574,B1_43,0.011,,,,,,,,,,,,,,,,,,,,
,,222.60224,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,222.61424,A6_11,0.021,,,,,,,,,,,,,,,,,,,,
,,222.63544,D6_33,0.018,,,,,,,,,,,,,,,,,,,,
,,222.8216,A5_11,0.013,,,,,,,,,,,,,,,,,,,,
,,222.90912,B1_11,0.012,,,,,,,,,,,,,,,,,,,,
,,223.13488,B1_11,0.019,,,,,,,,,,,,,,,,,,,,
,,223.3332,A5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,223.33632,A4_21,0.027,,,,,,,,,,,,,,,,,,,,
,,223.37992,D6_33,0.015,,,,,,,,,,,,,,,,,,,,
,,223.38096,C4_12,0.017,,,,,,,,,,,,,,,,,,,,
,,223.39768,A4_44,0.017,,,,,,,,,,,,,,,,,,,,
,,223.55688,A4_44,0.021,,,,,,,,,,,,,,,,,,,,
,,223.56256,B1_23,0.01,,,,,,,,,,,,,,,,,,,,
,,223.56944,A6_11,0.019,,,,,,,,,,,,,,,,,,,,
,,223.59136,B3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,223.68632,D6_23,0.024,,,,,,,,,,,,,,,,,,,,
,,223.77264,A3_32,0.01,,,,,,,,,,,,,,,,,,,,
,,223.7752,C4_13,0.012,,,,,,,,,,,,,,,,,,,,
,,223.814,D6_33,0.014,,,,,,,,,,,,,,,,,,,,
,,223.9172,A6_11,0.015,,,,,,,,,,,,,,,,,,,,
,,224.34016,B2_33,0.015,,,,,,,,,,,,,,,,,,,,
,,224.44104,A6_11,0.024,,,,,,,,,,,,,,,,,,,,
,,224.48552,B3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,224.70976,B3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,224.79192,B1_43,0.011,,,,,,,,,,,,,,,,,,,,
,,225.04776,D6_11,0.021,,,,,,,,,,,,,,,,,,,,
,,225.0548,C4_14,0.015,,,,,,,,,,,,,,,,,,,,
,,225.11176,A4_21,0.017,,,,,,,,,,,,,,,,,,,,
,,225.12368,B1_11,0.014,,,,,,,,,,,,,,,,,,,,
,,225.13072,D6_11,0.022,,,,,,,,,,,,,,,,,,,,
,,225.1316,D3_22,0.014,,,,,,,,,,,,,,,,,,,,
,,225.13568,B2_33,0.014,,,,,,,,,,,,,,,,,,,,
,,225.1448,A5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,225.17416,D6_11,0.024,,,,,,,,,,,,,,,,,,,,
,,225.19784,A5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,225.2252,D6_11,0.023,,,,,,,,,,,,,,,,,,,,
,,225.2808,A5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,225.28528,D6_11,0.026,,,,,,,,,,,,,,,,,,,,
,,225.32168,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,225.35008,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,225.35352,B1_31,0.012,,,,,,,,,,,,,,,,,,,,
,,225.37224,A5_23,0.024,,,,,,,,,,,,,,,,,,,,
,,225.39952,D6_11,0.023,,,,,,,,,,,,,,,,,,,,
,,225.3996,A5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,225.42184,A5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,225.42392,B1_43,0.009,,,,,,,,,,,,,,,,,,,,
,,225.42872,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,225.46504,A5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,225.52128,A5_22,0.013,,,,,,,,,,,,,,,,,,,,
,,225.52464,A5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,225.52896,A6_11,0.017,,,,,,,,,,,,,,,,,,,,
,,225.56288,A5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,225.5976,A5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,225.62568,A5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,225.63928,A5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,225.65928,A5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,225.7676,A4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,225.8152,A5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,225.83176,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,225.88536,B1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,225.90552,A4_23,0.021,,,,,,,,,,,,,,,,,,,,
,,225.93904,A5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,225.99104,B1_14,0.02,,,,,,,,,,,,,,,,,,,,
,,226.18056,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,226.20016,A6_21,0.016,,,,,,,,,,,,,,,,,,,,
,,226.24824,A4_13,0.011,,,,,,,,,,,,,,,,,,,,
,,226.28528,A4_13,0.018,,,,,,,,,,,,,,,,,,,,
,,226.31856,A4_13,0.015,,,,,,,,,,,,,,,,,,,,
,,226.34736,A4_13,0.016,,,,,,,,,,,,,,,,,,,,
,,226.3696,D6_33,0.018,,,,,,,,,,,,,,,,,,,,
,,226.41208,A4_13,0.016,,,,,,,,,,,,,,,,,,,,
,,226.4148,B1_14,0.02,,,,,,,,,,,,,,,,,,,,
,,226.44464,A4_13,0.019,,,,,,,,,,,,,,,,,,,,
,,226.45536,D6_12,0.011,,,,,,,,,,,,,,,,,,,,
,,226.46336,B2_23,0.022,,,,,,,,,,,,,,,,,,,,
,,226.48176,A6_21,0.017,,,,,,,,,,,,,,,,,,,,
,,226.48888,A4_13,0.013,,,,,,,,,,,,,,,,,,,,
,,226.49336,B1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,226.53224,A4_13,0.014,,,,,,,,,,,,,,,,,,,,
,,226.5796,A4_13,0.014,,,,,,,,,,,,,,,,,,,,
,,226.65024,A4_23,0.021,,,,,,,,,,,,,,,,,,,,
,,226.68976,B1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,226.72736,A4_21,0.026,,,,,,,,,,,,,,,,,,,,
,,226.82696,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,226.8612,A4_23,0.023,,,,,,,,,,,,,,,,,,,,
,,226.86168,A5_32,0.013,,,,,,,,,,,,,,,,,,,,
,,226.86176,A5_31,0.02,,,,,,,,,,,,,,,,,,,,
,,226.90056,B1_14,0.017,,,,,,,,,,,,,,,,,,,,
,,227.11752,A4_23,0.019,,,,,,,,,,,,,,,,,,,,
,,227.38184,A5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,227.42184,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,227.52064,B1_14,0.018,,,,,,,,,,,,,,,,,,,,
,,227.60672,A6_21,0.015,,,,,,,,,,,,,,,,,,,,
,,227.61864,B1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,227.67848,C4_13,0.014,,,,,,,,,,,,,,,,,,,,
,,227.70824,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,227.72048,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,227.96096,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,228.22152,A5_23,0.024,,,,,,,,,,,,,,,,,,,,
,,228.28088,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,228.31184,B1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,228.34056,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,228.51,B4_42,0.019,,,,,,,,,,,,,,,,,,,,
,,228.56944,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,228.59656,B1_14,0.019,,,,,,,,,,,,,,,,,,,,
,,228.66888,B1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,228.80128,A5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,228.80168,A5_31,0.022,,,,,,,,,,,,,,,,,,,,
,,229.0204,A4_12,0.016,,,,,,,,,,,,,,,,,,,,
,,229.12392,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,229.1352,B1_14,0.017,,,,,,,,,,,,,,,,,,,,
,,229.17672,A4_21,0.029,,,,,,,,,,,,,,,,,,,,
,,229.23256,A5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,229.23288,A5_32,0.013,,,,,,,,,,,,,,,,,,,,
,,229.23312,A5_31,0.017,,,,,,,,,,,,,,,,,,,,
,,229.344,D3_22,0.014,,,,,,,,,,,,,,,,,,,,
,,229.34952,A4_21,0.032,,,,,,,,,,,,,,,,,,,,
,,229.38264,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,229.3964,B1_31,0.013,,,,,,,,,,,,,,,,,,,,
,,229.40336,A4_12,0.023,,,,,,,,,,,,,,,,,,,,
,,229.44408,D3_32,0.01,,,,,,,,,,,,,,,,,,,,
,,229.46992,A5_23,0.014,,,,,,,,,,,,,,,,,,,,
,,229.49912,A6_21,0.012,,,,,,,,,,,,,,,,,,,,
,,229.52376,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,229.53696,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,229.61664,A5_11,0.019,,,,,,,,,,,,,,,,,,,,
,,229.67784,A5_11,0.016,,,,,,,,,,,,,,,,,,,,
,,229.71144,C4_24,0.024,,,,,,,,,,,,,,,,,,,,
,,229.722,A5_42,0.012,,,,,,,,,,,,,,,,,,,,
,,229.72232,A5_31,0.022,,,,,,,,,,,,,,,,,,,,
,,229.72232,A5_32,0.012,,,,,,,,,,,,,,,,,,,,
,,229.74976,A5_11,0.015,,,,,,,,,,,,,,,,,,,,
,,229.76056,A4_12,0.022,,,,,,,,,,,,,,,,,,,,
,,229.85464,A5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,229.99272,C4_24,0.016,,,,,,,,,,,,,,,,,,,,
,,230.02072,A5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,230.02104,A5_32,0.011,,,,,,,,,,,,,,,,,,,,
,,230.02112,A5_31,0.023,,,,,,,,,,,,,,,,,,,,
,,230.03136,C1_32,0.022,,,,,,,,,,,,,,,,,,,,
,,230.03648,A6_21,0.016,,,,,,,,,,,,,,,,,,,,
,,230.06248,A5_23,0.013,,,,,,,,,,,,,,,,,,,,
,,230.0824,A4_21,0.025,,,,,,,,,,,,,,,,,,,,
,,230.18592,B3_11,0.014,,,,,,,,,,,,,,,,,,,,
,,230.1928,A4_41,0.009,,,,,,,,,,,,,,,,,,,,
,,230.20064,A5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,230.24384,A5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,230.24416,A5_32,0.009,,,,,,,,,,,,,,,,,,,,
,,230.24424,A5_31,0.021,,,,,,,,,,,,,,,,,,,,
,,230.34296,C1_32,0.02,,,,,,,,,,,,,,,,,,,,
,,230.37224,B1_14,0.018,,,,,,,,,,,,,,,,,,,,
,,230.3948,A5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,230.414,B1_43,0.011,,,,,,,,,,,,,,,,,,,,
,,230.43256,A5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,230.46648,A5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,230.50328,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,230.52568,A5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,230.55072,A5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,230.56896,A5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,230.58744,A5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,230.636,A5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,230.66192,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,230.66376,C3_31,0.017,,,,,,,,,,,,,,,,,,,,
,,230.67184,B1_43,0.01,,,,,,,,,,,,,,,,,,,,
,,230.6736,A6_21,0.016,,,,,,,,,,,,,,,,,,,,
,,230.67936,C3_31,0.016,,,,,,,,,,,,,,,,,,,,
,,230.68832,A5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,230.68856,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,230.69464,C3_31,0.016,,,,,,,,,,,,,,,,,,,,
,,230.70696,A5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,230.71016,C3_31,0.014,,,,,,,,,,,,,,,,,,,,
,,230.7192,D6_33,0.017,,,,,,,,,,,,,,,,,,,,
,,230.72272,C3_31,0.012,,,,,,,,,,,,,,,,,,,,
,,230.73264,A5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,230.73528,C3_31,0.011,,,,,,,,,,,,,,,,,,,,
,,230.75968,C3_31,0.014,,,,,,,,,,,,,,,,,,,,
,,230.76568,A5_23,0.025,,,,,,,,,,,,,,,,,,,,
,,230.80456,A5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,230.8224,C3_31,0.013,,,,,,,,,,,,,,,,,,,,
,,230.82248,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,230.83568,A5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,230.83832,C3_31,0.013,,,,,,,,,,,,,,,,,,,,
,,230.85368,C3_31,0.013,,,,,,,,,,,,,,,,,,,,
,,230.86912,C3_31,0.013,,,,,,,,,,,,,,,,,,,,
,,230.87088,B3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,230.91504,C3_31,0.014,,,,,,,,,,,,,,,,,,,,
,,230.91816,A5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,230.99992,B3_31,0.016,,,,,,,,,,,,,,,,,,,,
,,231.00736,C3_31,0.012,,,,,,,,,,,,,,,,,,,,
,,231.04168,A4_21,0.016,,,,,,,,,,,,,,,,,,,,
,,231.0444,C3_31,0.014,,,,,,,,,,,,,,,,,,,,
,,231.08168,C3_31,0.014,,,,,,,,,,,,,,,,,,,,
,,231.08976,A5_13,0.013,,,,,,,,,,,,,,,,,,,,
,,231.10288,C3_31,0.012,,,,,,,,,,,,,,,,,,,,
,,231.12448,B1_14,0.02,,,,,,,,,,,,,,,,,,,,
,,231.1444,C3_31,0.013,,,,,,,,,,,,,,,,,,,,
,,231.154,D6_32,0.015,,,,,,,,,,,,,,,,,,,,
,,231.16688,C3_31,0.013,,,,,,,,,,,,,,,,,,,,
,,231.19352,A6_21,0.017,,,,,,,,,,,,,,,,,,,,
,,231.2152,C3_31,0.014,,,,,,,,,,,,,,,,,,,,
,,231.24232,C3_31,0.012,,,,,,,,,,,,,,,,,,,,
,,231.26288,B1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,231.28312,B1_13,0.011,,,,,,,,,,,,,,,,,,,,
,,231.28752,A6_32,0.019,,,,,,,,,,,,,,,,,,,,
,,231.34176,C3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,231.3944,C3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,231.47464,A6_21,0.02,,,,,,,,,,,,,,,,,,,,
,,231.48248,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,231.5556,A4_12,0.012,,,,,,,,,,,,,,,,,,,,
,,231.5924,B1_43,0.01,,,,,,,,,,,,,,,,,,,,
,,231.63496,A6_21,0.017,,,,,,,,,,,,,,,,,,,,
,,231.67776,C1_32,0.017,,,,,,,,,,,,,,,,,,,,
,,231.79328,D6_11,0.015,,,,,,,,,,,,,,,,,,,,
,,231.88952,A4_12,0.017,,,,,,,,,,,,,,,,,,,,
,,231.93416,D6_32,0.02,,,,,,,,,,,,,,,,,,,,
,,232.11624,B1_14,0.014,,,,,,,,,,,,,,,,,,,,
,,232.14,B1_31,0.011,,,,,,,,,,,,,,,,,,,,
,,232.17192,B1_44,0.015,,,,,,,,,,,,,,,,,,,,
,,232.20816,A5_13,0.025,,,,,,,,,,,,,,,,,,,,
,,232.2808,A5_13,0.022,,,,,,,,,,,,,,,,,,,,
,,232.2884,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,232.3032,B3_14,0.019,,,,,,,,,,,,,,,,,,,,
,,232.32728,A5_11,0.016,,,,,,,,,,,,,,,,,,,,
,,232.33704,B3_14,0.017,,,,,,,,,,,,,,,,,,,,
,,232.39208,B3_44,0.016,,,,,,,,,,,,,,,,,,,,
,,232.40664,A5_11,0.016,,,,,,,,,,,,,,,,,,,,
,,232.4572,B1_43,0.01,,,,,,,,,,,,,,,,,,,,
,,232.50656,A6_21,0.016,,,,,,,,,,,,,,,,,,,,
,,232.57296,A5_11,0.017,,,,,,,,,,,,,,,,,,,,
,,232.73496,A6_21,0.018,,,,,,,,,,,,,,,,,,,,
,,232.778,A4_21,0.026,,,,,,,,,,,,,,,,,,,,
,,232.78112,A5_31,0.013,,,,,,,,,,,,,,,,,,,,
,,232.83584,A5_23,0.023,,,,,,,,,,,,,,,,,,,,
,,232.8536,A5_11,0.014,,,,,,,,,,,,,,,,,,,,
,,232.884,D6_21,0.014,,,,,,,,,,,,,,,,,,,,
,,232.95048,C3_11,0.014,,,,,,,,,,,,,,,,,,,,
,,233.17824,A5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,233.21472,A6_12,0.045,,,,,,,,,,,,,,,,,,,,
,,233.22024,A6_33,0.017,,,,,,,,,,,,,,,,,,,,
,,233.22104,A6_21,0.019,,,,,,,,,,,,,,,,,,,,
,,233.2248,A6_22,0.016,,,,,,,,,,,,,,,,,,,,
,,233.23464,A6_21,0.011,,,,,,,,,,,,,,,,,,,,
,,233.2696,A6_32,0.019,,,,,,,,,,,,,,,,,,,,
,,233.27008,A6_22,0.015,,,,,,,,,,,,,,,,,,,,
,,233.29976,D6_11,0.025,,,,,,,,,,,,,,,,,,,,
,,233.3156,D1_21,0.018,,,,,,,,,,,,,,,,,,,,
,,233.34832,D6_11,0.02,,,,,,,,,,,,,,,,,,,,
,,233.39024,D6_11,0.023,,,,,,,,,,,,,,,,,,,,
,,233.42944,D6_11,0.021,,,,,,,,,,,,,,,,,,,,
,,233.45048,A5_23,0.011,,,,,,,,,,,,,,,,,,,,
,,233.4552,A4_21,0.03,,,,,,,,,,,,,,,,,,,,
,,233.46144,A6_32,0.021,,,,,,,,,,,,,,,,,,,,
,,233.47096,A6_21,0.015,,,,,,,,,,,,,,,,,,,,
,,233.48744,D6_11,0.019,,,,,,,,,,,,,,,,,,,,
,,233.5216,A5_23,0.024,,,,,,,,,,,,,,,,,,,,
,,233.5336,A4_12,0.024,,,,,,,,,,,,,,,,,,,,
,,233.56776,D6_11,0.02,,,,,,,,,,,,,,,,,,,,
,,233.64168,D6_11,0.025,,,,,,,,,,,,,,,,,,,,
,,233.68936,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,233.70624,D6_11,0.025,,,,,,,,,,,,,,,,,,,,
,,233.7328,A5_11,0.016,,,,,,,,,,,,,,,,,,,,
,,233.75048,A5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,233.77184,B1_31,0.013,,,,,,,,,,,,,,,,,,,,
,,233.80152,D6_11,0.023,,,,,,,,,,,,,,,,,,,,
,,233.97776,A5_11,0.014,,,,,,,,,,,,,,,,,,,,
,,234.112,D6_23,0.011,,,,,,,,,,,,,,,,,,,,
,,234.16568,A4_44,0.013,,,,,,,,,,,,,,,,,,,,
,,234.23712,B1_11,0.018,,,,,,,,,,,,,,,,,,,,
,,234.2404,C4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,234.29728,A6_21,0.015,,,,,,,,,,,,,,,,,,,,
,,234.30488,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,234.312,B1_31,0.013,,,,,,,,,,,,,,,,,,,,
,,234.44848,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,234.51728,B3_14,0.02,,,,,,,,,,,,,,,,,,,,
,,234.57528,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,234.6876,B3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,234.8764,A6_22,0.013,,,,,,,,,,,,,,,,,,,,
,,234.87904,D6_12,0.014,,,,,,,,,,,,,,,,,,,,
,,235.10784,A4_12,0.025,,,,,,,,,,,,,,,,,,,,
,,235.158,D6_33,0.017,,,,,,,,,,,,,,,,,,,,
,,235.20656,B3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,235.31984,B3_11,0.014,,,,,,,,,,,,,,,,,,,,
,,235.3368,A5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,235.38656,D6_32,0.014,,,,,,,,,,,,,,,,,,,,
,,235.42376,A5_23,0.013,,,,,,,,,,,,,,,,,,,,
,,235.46704,A5_23,0.026,,,,,,,,,,,,,,,,,,,,
,,235.51144,B3_31,0.016,,,,,,,,,,,,,,,,,,,,
,,235.61968,A4_21,0.024,,,,,,,,,,,,,,,,,,,,
,,235.62632,D3_32,0.013,,,,,,,,,,,,,,,,,,,,
,,235.72664,D6_33,0.015,,,,,,,,,,,,,,,,,,,,
,,235.7404,D3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,235.79512,B3_32,0.017,,,,,,,,,,,,,,,,,,,,
,,235.98456,B1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,235.99264,D4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,235.99416,A4_23,0.019,,,,,,,,,,,,,,,,,,,,
,,236.03984,D3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,236.15824,D3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,236.26496,D3_32,0.012,,,,,,,,,,,,,,,,,,,,
,,236.31344,B1_11,0.021,,,,,,,,,,,,,,,,,,,,
,,236.33368,B3_41,0.011,,,,,,,,,,,,,,,,,,,,
,,236.58936,A4_21,0.023,,,,,,,,,,,,,,,,,,,,
,,236.71368,A4_21,0.026,,,,,,,,,,,,,,,,,,,,
,,236.76624,A4_21,0.024,,,,,,,,,,,,,,,,,,,,
