Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,389.95552,A4_12,0.022,,,,,,,,,,,,,,,,,,,,
,,389.9788,C4_11,0.017,,,,,,,,,,,,,,,,,,,,
,,390.00376,C4_11,0.016,,,,,,,,,,,,,,,,,,,,
,,390.03,C4_11,0.02,,,,,,,,,,,,,,,,,,,,
,,390.10592,A4_13,0.014,,,,,,,,,,,,,,,,,,,,
,,390.10936,B1_11,0.02,,,,,,,,,,,,,,,,,,,,
,,390.14544,B1_11,0.026,,,,,,,,,,,,,,,,,,,,
,,390.14896,C4_11,0.019,,,,,,,,,,,,,,,,,,,,
,,390.17296,B3_14,0.017,,,,,,,,,,,,,,,,,,,,
,,390.2096,A4_13,0.013,,,,,,,,,,,,,,,,,,,,
,,390.2104,A4_44,0.018,,,,,,,,,,,,,,,,,,,,
,,390.22568,C4_11,0.017,,,,,,,,,,,,,,,,,,,,
,,390.25256,B3_14,0.014,,,,,,,,,,,,,,,,,,,,
,,390.2616,C4_11,0.015,,,,,,,,,,,,,,,,,,,,
,,390.37024,A4_13,0.014,,,,,,,,,,,,,,,,,,,,
,,390.40328,D3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,390.53336,A4_13,0.018,,,,,,,,,,,,,,,,,,,,
,,390.6068,D6_33,0.017,,,,,,,,,,,,,,,,,,,,
,,390.76936,A4_13,0.018,,,,,,,,,,,,,,,,,,,,
,,390.81776,B3_13,0.02,,,,,,,,,,,,,,,,,,,,
,,390.82096,C4_13,0.013,,,,,,,,,,,,,,,,,,,,
,,390.95032,B1_11,0.025,,,,,,,,,,,,,,,,,,,,
,,390.97464,C1_32,0.02,,,,,,,,,,,,,,,,,,,,
,,390.98064,A5_23,0.024,,,,,,,,,,,,,,,,,,,,
,,391.00056,A4_13,0.017,,,,,,,,,,,,,,,,,,,,
,,391.09264,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,391.1312,C1_32,0.02,,,,,,,,,,,,,,,,,,,,
,,391.2472,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,391.33704,C1_32,0.019,,,,,,,,,,,,,,,,,,,,
,,391.39304,A4_12,0.02,,,,,,,,,,,,,,,,,,,,
,,391.42424,A4_13,0.015,,,,,,,,,,,,,,,,,,,,
,,391.51912,C1_32,0.021,,,,,,,,,,,,,,,,,,,,
,,391.67808,A5_13,0.013,,,,,,,,,,,,,,,,,,,,
,,391.69616,A4_13,0.014,,,,,,,,,,,,,,,,,,,,
,,391.74,C1_32,0.024,,,,,,,,,,,,,,,,,,,,
,,391.74784,A5_13,0.012,,,,,,,,,,,,,,,,,,,,
,,391.82304,B1_11,0.022,,,,,,,,,,,,,,,,,,,,
,,391.84848,D6_33,0.02,,,,,,,,,,,,,,,,,,,,
,,391.86816,C4_24,0.017,,,,,,,,,,,,,,,,,,,,
,,391.88776,D3_22,0.011,,,,,,,,,,,,,,,,,,,,
,,391.9048,C4_24,0.013,,,,,,,,,,,,,,,,,,,,
,,391.91496,A4_44,0.019,,,,,,,,,,,,,,,,,,,,
,,391.96872,B3_14,0.02,,,,,,,,,,,,,,,,,,,,
,,392.05984,A6_21,0.016,,,,,,,,,,,,,,,,,,,,
,,392.09072,A4_13,0.018,,,,,,,,,,,,,,,,,,,,
,,392.1156,A4_13,0.013,,,,,,,,,,,,,,,,,,,,
,,392.19184,B1_14,0.02,,,,,,,,,,,,,,,,,,,,
,,392.34736,C4_14,0.015,,,,,,,,,,,,,,,,,,,,
,,392.36288,B3_21,0.016,,,,,,,,,,,,,,,,,,,,
,,392.48488,B1_14,0.016,,,,,,,,,,,,,,,,,,,,
,,392.5832,A5_23,0.024,,,,,,,,,,,,,,,,,,,,
,,392.67224,B1_12,0.011,,,,,,,,,,,,,,,,,,,,
,,392.738,D6_23,0.022,,,,,,,,,,,,,,,,,,,,
,,392.7476,A6_42,0.011,,,,,,,,,,,,,,,,,,,,
,,392.76224,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,392.79048,B1_12,0.016,,,,,,,,,,,,,,,,,,,,
,,392.79984,B1_14,0.015,,,,,,,,,,,,,,,,,,,,
,,392.89624,A4_12,0.023,,,,,,,,,,,,,,,,,,,,
,,393.02248,A4_12,0.017,,,,,,,,,,,,,,,,,,,,
,,393.23752,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,393.27472,B3_14,0.02,,,,,,,,,,,,,,,,,,,,
,,393.28376,A4_12,0.01,,,,,,,,,,,,,,,,,,,,
,,393.38408,B3_14,0.017,,,,,,,,,,,,,,,,,,,,
,,393.38936,A5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,393.4016,B3_14,0.014,,,,,,,,,,,,,,,,,,,,
,,393.42504,B3_14,0.016,,,,,,,,,,,,,,,,,,,,
,,393.45136,B3_14,0.017,,,,,,,,,,,,,,,,,,,,
,,393.48392,B3_14,0.02,,,,,,,,,,,,,,,,,,,,
,,393.57856,C4_13,0.014,,,,,,,,,,,,,,,,,,,,
,,393.66944,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,393.74344,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,393.8,B1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,393.81712,B1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,393.93752,D6_33,0.018,,,,,,,,,,,,,,,,,,,,
,,393.94264,B2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,393.9472,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,394.05408,A6_33,0.012,,,,,,,,,,,,,,,,,,,,
,,394.08968,A6_11,0.018,,,,,,,,,,,,,,,,,,,,
,,394.09128,D6_11,0.016,,,,,,,,,,,,,,,,,,,,
,,394.1064,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,394.2784,A5_12,0.014,,,,,,,,,,,,,,,,,,,,
,,394.34144,C4_14,0.015,,,,,,,,,,,,,,,,,,,,
,,394.35776,C4_12,0.032,,,,,,,,,,,,,,,,,,,,
,,394.35872,C4_13,0.019,,,,,,,,,,,,,,,,,,,,
,,394.36512,C4_11,0.018,,,,,,,,,,,,,,,,,,,,
,,394.36776,A5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,394.37448,C4_32,0.012,,,,,,,,,,,,,,,,,,,,
,,394.41992,B1_43,0.011,,,,,,,,,,,,,,,,,,,,
,,394.45752,C4_13,0.019,,,,,,,,,,,,,,,,,,,,
,,394.47616,B1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,394.53728,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,394.57568,A5_13,0.013,,,,,,,,,,,,,,,,,,,,
,,394.57656,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,394.60192,A4_12,0.011,,,,,,,,,,,,,,,,,,,,
,,394.64928,A4_41,0.01,,,,,,,,,,,,,,,,,,,,
,,394.66144,B3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,394.66736,B1_14,0.018,,,,,,,,,,,,,,,,,,,,
,,394.67368,B1_11,0.024,,,,,,,,,,,,,,,,,,,,
,,394.78728,C1_32,0.02,,,,,,,,,,,,,,,,,,,,
,,394.82448,A6_21,0.02,,,,,,,,,,,,,,,,,,,,
,,394.8416,A4_12,0.02,,,,,,,,,,,,,,,,,,,,
,,394.84472,A4_12,0.018,,,,,,,,,,,,,,,,,,,,
,,394.92984,B3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,394.95968,A6_21,0.021,,,,,,,,,,,,,,,,,,,,
,,395.03448,C4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,395.07616,A5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,395.13608,B1_14,0.016,,,,,,,,,,,,,,,,,,,,
,,395.20816,C4_22,0.023,,,,,,,,,,,,,,,,,,,,
,,395.2384,B2_13,0.028,,,,,,,,,,,,,,,,,,,,
,,395.25728,C1_32,0.02,,,,,,,,,,,,,,,,,,,,
,,395.26232,D3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,395.2656,C4_22,0.017,,,,,,,,,,,,,,,,,,,,
,,395.29408,B1_14,0.017,,,,,,,,,,,,,,,,,,,,
,,395.3108,C4_22,0.019,,,,,,,,,,,,,,,,,,,,
,,395.32048,C4_24,0.016,,,,,,,,,,,,,,,,,,,,
,,395.34752,D3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,395.38776,C4_14,0.013,,,,,,,,,,,,,,,,,,,,
,,395.40416,C1_32,0.015,,,,,,,,,,,,,,,,,,,,
,,395.44792,D3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,395.45824,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,395.48072,B2_13,0.03,,,,,,,,,,,,,,,,,,,,
,,395.67832,C1_32,0.02,,,,,,,,,,,,,,,,,,,,
,,395.7024,B1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,395.73488,D3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,395.75344,D3_22,0.014,,,,,,,,,,,,,,,,,,,,
,,395.78248,B1_14,0.018,,,,,,,,,,,,,,,,,,,,
,,395.848,D3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,395.9024,B1_11,0.022,,,,,,,,,,,,,,,,,,,,
,,395.92656,A5_11,0.012,,,,,,,,,,,,,,,,,,,,
,,395.9472,A4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,395.9596,C1_32,0.019,,,,,,,,,,,,,,,,,,,,
,,396.03776,D3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,396.12352,D6_33,0.016,,,,,,,,,,,,,,,,,,,,
,,396.148,B1_14,0.017,,,,,,,,,,,,,,,,,,,,
,,396.20664,A6_21,0.017,,,,,,,,,,,,,,,,,,,,
,,396.25312,C4_13,0.012,,,,,,,,,,,,,,,,,,,,
,,396.29704,A6_21,0.017,,,,,,,,,,,,,,,,,,,,
,,396.30376,B3_11,0.013,,,,,,,,,,,,,,,,,,,,
,,396.362,C4_13,0.013,,,,,,,,,,,,,,,,,,,,
,,396.53104,A5_13,0.015,,,,,,,,,,,,,,,,,,,,
,,396.56936,A5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,396.58224,B1_14,0.018,,,,,,,,,,,,,,,,,,,,
,,396.58912,D3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,396.60088,A5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,396.63928,A4_11,0.013,,,,,,,,,,,,,,,,,,,,
,,396.73328,B1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,396.78456,A5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,396.79984,C4_13,0.013,,,,,,,,,,,,,,,,,,,,
,,396.92752,D6_33,0.014,,,,,,,,,,,,,,,,,,,,
,,396.94304,D3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,396.95048,D4_11,0.015,,,,,,,,,,,,,,,,,,,,
,,397.1092,C3_11,0.014,,,,,,,,,,,,,,,,,,,,
,,397.18496,C4_24,0.014,,,,,,,,,,,,,,,,,,,,
,,397.22552,A5_23,0.028,,,,,,,,,,,,,,,,,,,,
,,397.22776,D3_22,0.017,,,,,,,,,,,,,,,,,,,,
,,397.23544,B3_12,0.013,,,,,,,,,,,,,,,,,,,,
,,397.24144,B3_12,0.027,,,,,,,,,,,,,,,,,,,,
,,397.24152,B3_13,0.039,,,,,,,,,,,,,,,,,,,,
,,397.24256,B3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,397.24376,B3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,397.2444,B3_21,0.016,,,,,,,,,,,,,,,,,,,,
,,397.24888,B3_12,0.018,,,,,,,,,,,,,,,,,,,,
,,397.2492,B3_11,0.037,,,,,,,,,,,,,,,,,,,,
,,397.24984,B3_13,0.023,,,,,,,,,,,,,,,,,,,,
,,397.25136,B3_12,0.015,,,,,,,,,,,,,,,,,,,,
,,397.25144,B3_11,0.015,,,,,,,,,,,,,,,,,,,,
,,397.25256,B3_13,0.015,,,,,,,,,,,,,,,,,,,,
,,397.2536,B3_23,0.015,,,,,,,,,,,,,,,,,,,,
,,397.25544,B3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,397.25624,B3_41,0.022,,,,,,,,,,,,,,,,,,,,
,,397.2568,B3_12,0.016,,,,,,,,,,,,,,,,,,,,
,,397.25736,B3_32,0.039,,,,,,,,,,,,,,,,,,,,
,,397.25872,B3_13,0.023,,,,,,,,,,,,,,,,,,,,
,,397.2596,B3_12,0.021,,,,,,,,,,,,,,,,,,,,
,,397.2596,B3_42,0.019,,,,,,,,,,,,,,,,,,,,
,,397.25992,B3_14,0.018,,,,,,,,,,,,,,,,,,,,
,,397.26032,B3_32,0.017,,,,,,,,,,,,,,,,,,,,
,,397.26096,B3_13,0.036,,,,,,,,,,,,,,,,,,,,
,,397.26208,B3_21,0.022,,,,,,,,,,,,,,,,,,,,
,,397.26288,B3_41,0.013,,,,,,,,,,,,,,,,,,,,
,,397.264,B3_12,0.06,,,,,,,,,,,,,,,,,,,,
,,397.26432,B3_13,0.037,,,,,,,,,,,,,,,,,,,,
,,397.26512,B3_14,0.018,,,,,,,,,,,,,,,,,,,,
,,397.26528,B3_11,0.028,,,,,,,,,,,,,,,,,,,,
,,397.26584,B3_22,0.028,,,,,,,,,,,,,,,,,,,,
,,397.26616,B3_42,0.02,,,,,,,,,,,,,,,,,,,,
,,397.26664,B3_13,0.023,,,,,,,,,,,,,,,,,,,,
,,397.26664,B3_23,0.016,,,,,,,,,,,,,,,,,,,,
,,397.26712,B3_12,0.016,,,,,,,,,,,,,,,,,,,,
,,397.26712,B3_21,0.021,,,,,,,,,,,,,,,,,,,,
,,397.268,B3_11,0.036,,,,,,,,,,,,,,,,,,,,
,,397.2684,B3_22,0.023,,,,,,,,,,,,,,,,,,,,
,,397.26872,B3_42,0.03,,,,,,,,,,,,,,,,,,,,
,,397.2692,B3_13,0.062,,,,,,,,,,,,,,,,,,,,
,,397.26936,B3_12,0.045,,,,,,,,,,,,,,,,,,,,
,,397.26936,B3_32,0.027,,,,,,,,,,,,,,,,,,,,
,,397.27152,B3_14,0.028,,,,,,,,,,,,,,,,,,,,
,,397.2716,B3_12,0.034,,,,,,,,,,,,,,,,,,,,
,,397.2716,B3_13,0.043,,,,,,,,,,,,,,,,,,,,
,,397.27176,B3_11,0.064,,,,,,,,,,,,,,,,,,,,
,,397.272,B3_21,0.022,,,,,,,,,,,,,,,,,,,,
,,397.27288,B3_22,0.028,,,,,,,,,,,,,,,,,,,,
,,397.2732,B3_31,0.02,,,,,,,,,,,,,,,,,,,,
,,397.27328,B3_34,0.015,,,,,,,,,,,,,,,,,,,,
,,397.27384,B3_23,0.019,,,,,,,,,,,,,,,,,,,,
,,397.27384,B3_42,0.034,,,,,,,,,,,,,,,,,,,,
,,397.274,B3_13,0.043,,,,,,,,,,,,,,,,,,,,
,,397.27448,B3_12,0.027,,,,,,,,,,,,,,,,,,,,
,,397.27456,B3_41,0.019,,,,,,,,,,,,,,,,,,,,
,,397.27496,B3_14,0.021,,,,,,,,,,,,,,,,,,,,
,,397.27528,B3_11,0.02,,,,,,,,,,,,,,,,,,,,
,,397.27568,B3_21,0.032,,,,,,,,,,,,,,,,,,,,
,,397.27568,B3_22,0.017,,,,,,,,,,,,,,,,,,,,
,,397.27584,B3_32,0.045,,,,,,,,,,,,,,,,,,,,
,,397.27648,B3_13,0.04,,,,,,,,,,,,,,,,,,,,
,,397.27672,B3_12,0.025,,,,,,,,,,,,,,,,,,,,
,,397.27688,B3_31,0.022,,,,,,,,,,,,,,,,,,,,
,,397.27688,B3_41,0.009,,,,,,,,,,,,,,,,,,,,
,,397.27896,B3_11,0.03,,,,,,,,,,,,,,,,,,,,
,,397.27896,B3_42,0.017,,,,,,,,,,,,,,,,,,,,
,,397.27912,B3_12,0.035,,,,,,,,,,,,,,,,,,,,
,,397.2792,B3_13,0.019,,,,,,,,,,,,,,,,,,,,
,,397.27928,B3_21,0.016,,,,,,,,,,,,,,,,,,,,
,,397.27968,B3_23,0.019,,,,,,,,,,,,,,,,,,,,
,,397.28,B3_22,0.019,,,,,,,,,,,,,,,,,,,,
,,397.28008,B3_31,0.024,,,,,,,,,,,,,,,,,,,,
,,397.2812,B3_32,0.067,,,,,,,,,,,,,,,,,,,,
,,397.28168,B3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,397.28216,B3_12,0.015,,,,,,,,,,,,,,,,,,,,
,,397.28224,B3_42,0.024,,,,,,,,,,,,,,,,,,,,
,,397.28264,A5_13,0.015,,,,,,,,,,,,,,,,,,,,
,,397.2832,B3_13,0.04,,,,,,,,,,,,,,,,,,,,
,,397.284,B3_41,0.021,,,,,,,,,,,,,,,,,,,,
,,397.28408,B3_32,0.039,,,,,,,,,,,,,,,,,,,,
,,397.2844,B3_14,0.019,,,,,,,,,,,,,,,,,,,,
,,397.2852,B3_42,0.021,,,,,,,,,,,,,,,,,,,,
,,397.28536,B3_11,0.013,,,,,,,,,,,,,,,,,,,,
,,397.28552,B3_13,0.024,,,,,,,,,,,,,,,,,,,,
,,397.28624,B3_34,0.018,,,,,,,,,,,,,,,,,,,,
,,397.28672,B3_41,0.009,,,,,,,,,,,,,,,,,,,,
,,397.2868,B3_21,0.014,,,,,,,,,,,,,,,,,,,,
,,397.2868,B3_32,0.015,,,,,,,,,,,,,,,,,,,,
,,397.28744,B3_12,0.023,,,,,,,,,,,,,,,,,,,,
,,397.28768,B3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,397.28792,B3_11,0.016,,,,,,,,,,,,,,,,,,,,
,,397.28824,B3_43,0.016,,,,,,,,,,,,,,,,,,,,
,,397.28824,B3_44,0.024,,,,,,,,,,,,,,,,,,,,
,,397.2884,B3_13,0.066,,,,,,,,,,,,,,,,,,,,
,,397.28864,B3_22,0.018,,,,,,,,,,,,,,,,,,,,
,,397.28968,B3_12,0.065,,,,,,,,,,,,,,,,,,,,
,,397.28976,B3_21,0.021,,,,,,,,,,,,,,,,,,,,
,,397.29016,B3_32,0.052,,,,,,,,,,,,,,,,,,,,
,,397.29048,B3_41,0.025,,,,,,,,,,,,,,,,,,,,
,,397.29096,B3_11,0.028,,,,,,,,,,,,,,,,,,,,
,,397.29184,B3_31,0.031,,,,,,,,,,,,,,,,,,,,
,,397.29224,B3_42,0.025,,,,,,,,,,,,,,,,,,,,
,,397.29328,B3_34,0.02,,,,,,,,,,,,,,,,,,,,
,,397.29344,B3_12,0.035,,,,,,,,,,,,,,,,,,,,
,,397.29376,B3_11,0.023,,,,,,,,,,,,,,,,,,,,
,,397.29384,B3_22,0.028,,,,,,,,,,,,,,,,,,,,
,,397.29408,B3_32,0.023,,,,,,,,,,,,,,,,,,,,
,,397.29496,B3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,397.29552,B3_13,0.022,,,,,,,,,,,,,,,,,,,,
,,397.29592,B3_41,0.017,,,,,,,,,,,,,,,,,,,,
,,397.29616,B3_11,0.023,,,,,,,,,,,,,,,,,,,,
,,397.2964,B3_14,0.025,,,,,,,,,,,,,,,,,,,,
,,397.29648,B3_21,0.025,,,,,,,,,,,,,,,,,,,,
,,397.2968,B3_32,0.024,,,,,,,,,,,,,,,,,,,,
,,397.29704,B3_12,0.019,,,,,,,,,,,,,,,,,,,,
,,397.29704,B3_22,0.019,,,,,,,,,,,,,,,,,,,,
,,397.29784,B3_13,0.038,,,,,,,,,,,,,,,,,,,,
,,397.29848,B3_44,0.026,,,,,,,,,,,,,,,,,,,,
,,397.29888,B3_14,0.02,,,,,,,,,,,,,,,,,,,,
,,397.29944,B3_23,0.015,,,,,,,,,,,,,,,,,,,,
,,397.2996,B3_12,0.024,,,,,,,,,,,,,,,,,,,,
,,397.2996,B3_22,0.016,,,,,,,,,,,,,,,,,,,,
,,397.3,B3_11,0.025,,,,,,,,,,,,,,,,,,,,
,,397.3,B3_21,0.023,,,,,,,,,,,,,,,,,,,,
,,397.3008,B3_13,0.018,,,,,,,,,,,,,,,,,,,,
,,397.30224,B3_31,0.026,,,,,,,,,,,,,,,,,,,,
,,397.30272,B3_11,0.032,,,,,,,,,,,,,,,,,,,,
,,397.30272,B3_42,0.019,,,,,,,,,,,,,,,,,,,,
,,397.3028,B3_32,0.067,,,,,,,,,,,,,,,,,,,,
,,397.30352,B3_13,0.022,,,,,,,,,,,,,,,,,,,,
,,397.30376,B3_12,0.03,,,,,,,,,,,,,,,,,,,,
,,397.3052,B3_11,0.015,,,,,,,,,,,,,,,,,,,,
,,397.3052,B3_34,0.017,,,,,,,,,,,,,,,,,,,,
,,397.30544,B3_41,0.023,,,,,,,,,,,,,,,,,,,,
,,397.30608,B3_22,0.022,,,,,,,,,,,,,,,,,,,,
,,397.30632,B3_32,0.034,,,,,,,,,,,,,,,,,,,,
,,397.30704,B3_13,0.029,,,,,,,,,,,,,,,,,,,,
,,397.30744,B3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,397.30832,B3_43,0.02,,,,,,,,,,,,,,,,,,,,
,,397.30848,B3_14,0.026,,,,,,,,,,,,,,,,,,,,
,,397.30856,B3_12,0.025,,,,,,,,,,,,,,,,,,,,
,,397.30952,B3_13,0.02,,,,,,,,,,,,,,,,,,,,
,,397.30976,B3_22,0.019,,,,,,,,,,,,,,,,,,,,
,,397.31032,B3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,397.31128,B3_11,0.029,,,,,,,,,,,,,,,,,,,,
,,397.31152,B3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,397.3116,B3_34,0.027,,,,,,,,,,,,,,,,,,,,
,,397.31192,B3_14,0.027,,,,,,,,,,,,,,,,,,,,
,,397.312,B3_12,0.016,,,,,,,,,,,,,,,,,,,,
,,397.31216,B3_21,0.021,,,,,,,,,,,,,,,,,,,,
,,397.31256,B3_13,0.017,,,,,,,,,,,,,,,,,,,,
,,397.31288,B3_42,0.023,,,,,,,,,,,,,,,,,,,,
,,397.314,B3_32,0.05,,,,,,,,,,,,,,,,,,,,
,,397.31472,B3_41,0.014,,,,,,,,,,,,,,,,,,,,
,,397.31536,B3_14,0.023,,,,,,,,,,,,,,,,,,,,
,,397.31536,B3_22,0.015,,,,,,,,,,,,,,,,,,,,
,,397.3156,B3_13,0.033,,,,,,,,,,,,,,,,,,,,
,,397.31616,B3_21,0.014,,,,,,,,,,,,,,,,,,,,
,,397.3164,B3_44,0.02,,,,,,,,,,,,,,,,,,,,
,,397.31696,B3_41,0.015,,,,,,,,,,,,,,,,,,,,
,,397.31784,B3_32,0.03,,,,,,,,,,,,,,,,,,,,
,,397.31936,B3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,397.31944,B3_22,0.017,,,,,,,,,,,,,,,,,,,,
,,397.31984,B3_12,0.019,,,,,,,,,,,,,,,,,,,,
,,397.32104,B3_31,0.02,,,,,,,,,,,,,,,,,,,,
,,397.3212,B3_34,0.019,,,,,,,,,,,,,,,,,,,,
,,397.32128,B3_14,0.026,,,,,,,,,,,,,,,,,,,,
,,397.32192,B3_11,0.02,,,,,,,,,,,,,,,,,,,,
,,397.32264,B3_21,0.018,,,,,,,,,,,,,,,,,,,,
,,397.3232,B3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,397.32336,B3_31,0.018,,,,,,,,,,,,,,,,,,,,
,,397.32464,B3_41,0.02,,,,,,,,,,,,,,,,,,,,
,,397.32472,B3_13,0.052,,,,,,,,,,,,,,,,,,,,
,,397.32496,B3_21,0.022,,,,,,,,,,,,,,,,,,,,
,,397.32496,B3_24,0.017,,,,,,,,,,,,,,,,,,,,
,,397.32576,B3_32,0.032,,,,,,,,,,,,,,,,,,,,
,,397.32712,B3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,397.32752,B3_22,0.013,,,,,,,,,,,,,,,,,,,,
,,397.32768,B3_41,0.014,,,,,,,,,,,,,,,,,,,,
,,397.328,B3_12,0.021,,,,,,,,,,,,,,,,,,,,
,,397.328,B3_32,0.04,,,,,,,,,,,,,,,,,,,,
,,397.32976,B3_13,0.013,,,,,,,,,,,,,,,,,,,,
,,397.33024,B3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,397.33096,B3_11,0.015,,,,,,,,,,,,,,,,,,,,
,,397.33104,B3_21,0.022,,,,,,,,,,,,,,,,,,,,
,,397.33208,B3_13,0.016,,,,,,,,,,,,,,,,,,,,
,,397.33224,B3_41,0.021,,,,,,,,,,,,,,,,,,,,
,,397.33232,A5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,397.33288,B3_32,0.03,,,,,,,,,,,,,,,,,,,,
,,397.33432,B3_11,0.019,,,,,,,,,,,,,,,,,,,,
,,397.33504,B3_13,0.04,,,,,,,,,,,,,,,,,,,,
,,397.33512,B3_21,0.025,,,,,,,,,,,,,,,,,,,,
,,397.3352,B3_31,0.019,,,,,,,,,,,,,,,,,,,,
,,397.3352,B3_41,0.014,,,,,,,,,,,,,,,,,,,,
,,397.33544,B3_34,0.017,,,,,,,,,,,,,,,,,,,,
,,397.3356,B3_12,0.024,,,,,,,,,,,,,,,,,,,,
,,397.33728,B3_13,0.017,,,,,,,,,,,,,,,,,,,,
,,397.3376,B3_31,0.017,,,,,,,,,,,,,,,,,,,,
,,397.33912,B3_21,0.017,,,,,,,,,,,,,,,,,,,,
,,397.3396,B3_22,0.02,,,,,,,,,,,,,,,,,,,,
,,397.3396,B3_41,0.021,,,,,,,,,,,,,,,,,,,,
,,397.34064,B3_32,0.042,,,,,,,,,,,,,,,,,,,,
,,397.3408,B3_34,0.024,,,,,,,,,,,,,,,,,,,,
,,397.34176,B3_21,0.022,,,,,,,,,,,,,,,,,,,,
,,397.342,B3_14,0.021,,,,,,,,,,,,,,,,,,,,
,,397.34272,B3_11,0.031,,,,,,,,,,,,,,,,,,,,
,,397.34296,B3_13,0.018,,,,,,,,,,,,,,,,,,,,
,,397.34304,B3_12,0.023,,,,,,,,,,,,,,,,,,,,
,,397.34344,B3_44,0.018,,,,,,,,,,,,,,,,,,,,
,,397.344,B3_42,0.03,,,,,,,,,,,,,,,,,,,,
,,397.34632,B3_34,0.022,,,,,,,,,,,,,,,,,,,,
,,397.34672,B3_31,0.021,,,,,,,,,,,,,,,,,,,,
,,397.34704,B3_12,0.019,,,,,,,,,,,,,,,,,,,,
,,397.34768,B3_13,0.048,,,,,,,,,,,,,,,,,,,,
,,397.34928,B3_41,0.015,,,,,,,,,,,,,,,,,,,,
,,397.34936,B3_21,0.017,,,,,,,,,,,,,,,,,,,,
,,397.35048,B3_13,0.02,,,,,,,,,,,,,,,,,,,,
,,397.35088,B3_11,0.018,,,,,,,,,,,,,,,,,,,,
,,397.3528,B3_32,0.052,,,,,,,,,,,,,,,,,,,,
,,397.3536,B3_41,0.016,,,,,,,,,,,,,,,,,,,,
,,397.35368,B3_34,0.02,,,,,,,,,,,,,,,,,,,,
,,397.35424,B3_12,0.029,,,,,,,,,,,,,,,,,,,,
,,397.35616,B3_11,0.015,,,,,,,,,,,,,,,,,,,,
,,397.35696,B3_12,0.021,,,,,,,,,,,,,,,,,,,,
,,397.35776,B3_41,0.011,,,,,,,,,,,,,,,,,,,,
,,397.35816,B3_13,0.02,,,,,,,,,,,,,,,,,,,,
,,397.35896,B3_11,0.017,,,,,,,,,,,,,,,,,,,,
,,397.35984,B3_22,0.012,,,,,,,,,,,,,,,,,,,,
,,397.36064,B1_14,0.019,,,,,,,,,,,,,,,,,,,,
,,397.36072,B3_43,0.015,,,,,,,,,,,,,,,,,,,,
,,397.36096,B3_13,0.019,,,,,,,,,,,,,,,,,,,,
,,397.36136,B3_41,0.015,,,,,,,,,,,,,,,,,,,,
,,397.36144,B3_21,0.014,,,,,,,,,,,,,,,,,,,,
,,397.36184,B3_14,0.029,,,,,,,,,,,,,,,,,,,,
