Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,191.66064,D1_23,0.019,,,,,,,,,,,,,,,,,,,,
,,191.66096,C5_34,0.019,,,,,,,,,,,,,,,,,,,,
,,191.66184,B5_31,0.018,,,,,,,,,,,,,,,,,,,,
,,191.66496,D1_43,0.062,,,,,,,,,,,,,,,,,,,,
,,191.66776,D1_43,0.034,,,,,,,,,,,,,,,,,,,,
,,191.67184,D5_21,0.026,,,,,,,,,,,,,,,,,,,,
,,191.67264,D1_23,0.018,,,,,,,,,,,,,,,,,,,,
,,191.68048,A1_21,0.018,,,,,,,,,,,,,,,,,,,,
,,191.7008,A6_11,0.036,,,,,,,,,,,,,,,,,,,,
,,191.70464,B5_44,0.025,,,,,,,,,,,,,,,,,,,,
,,191.72608,D1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,191.74632,D3_32,0.018,,,,,,,,,,,,,,,,,,,,
,,191.74752,B1_42,0.019,,,,,,,,,,,,,,,,,,,,
,,191.75544,A6_11,0.027,,,,,,,,,,,,,,,,,,,,
,,191.76576,B5_44,0.026,,,,,,,,,,,,,,,,,,,,
,,191.76856,A6_11,0.037,,,,,,,,,,,,,,,,,,,,
,,191.7912,C2_24,0.015,,,,,,,,,,,,,,,,,,,,
,,191.79152,B1_13,0.015,,,,,,,,,,,,,,,,,,,,
,,191.79384,D1_43,0.022,,,,,,,,,,,,,,,,,,,,
,,191.79768,C1_43,0.028,,,,,,,,,,,,,,,,,,,,
,,191.81184,C2_43,0.015,,,,,,,,,,,,,,,,,,,,
,,191.81832,D6_32,0.028,,,,,,,,,,,,,,,,,,,,
,,191.81944,A6_12,0.151,,,,,,,,,,,,,,,,,,,,
,,191.82216,A6_12,0.023,,,,,,,,,,,,,,,,,,,,
,,191.82288,B2_24,0.037,,,,,,,,,,,,,,,,,,,,
,,191.8476,B5_44,0.028,,,,,,,,,,,,,,,,,,,,
,,191.8616,B5_33,0.024,,,,,,,,,,,,,,,,,,,,
,,191.8616,C5_34,0.026,,,,,,,,,,,,,,,,,,,,
,,191.86256,C5_24,0.015,,,,,,,,,,,,,,,,,,,,
,,191.87072,D6_21,0.026,,,,,,,,,,,,,,,,,,,,
,,191.87168,D1_23,0.026,,,,,,,,,,,,,,,,,,,,
,,191.8832,B5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,191.89352,B2_12,0.051,,,,,,,,,,,,,,,,,,,,
,,191.89592,B2_11,0.021,,,,,,,,,,,,,,,,,,,,
,,191.89936,C2_13,0.025,,,,,,,,,,,,,,,,,,,,
,,191.90504,A2_24,0.014,,,,,,,,,,,,,,,,,,,,
,,191.91192,C1_43,0.021,,,,,,,,,,,,,,,,,,,,
,,191.91608,D5_21,0.021,,,,,,,,,,,,,,,,,,,,
,,191.9264,C3_31,0.045,,,,,,,,,,,,,,,,,,,,
,,191.92808,C4_22,0.019,,,,,,,,,,,,,,,,,,,,
,,191.9328,B1_22,0.026,,,,,,,,,,,,,,,,,,,,
,,191.95504,A6_12,0.032,,,,,,,,,,,,,,,,,,,,
,,191.95512,A4_24,0.019,,,,,,,,,,,,,,,,,,,,
,,191.96104,D1_34,0.019,,,,,,,,,,,,,,,,,,,,
,,191.96944,D1_23,0.019,,,,,,,,,,,,,,,,,,,,
,,191.986,D6_11,0.014,,,,,,,,,,,,,,,,,,,,
,,191.98896,A6_11,0.051,,,,,,,,,,,,,,,,,,,,
,,191.99048,C5_44,0.031,,,,,,,,,,,,,,,,,,,,
,,191.99272,B3_44,0.022,,,,,,,,,,,,,,,,,,,,
,,192.0008,A4_24,0.019,,,,,,,,,,,,,,,,,,,,
,,192.00456,D6_21,0.018,,,,,,,,,,,,,,,,,,,,
,,192.01064,A2_42,0.021,,,,,,,,,,,,,,,,,,,,
,,192.01224,D1_43,0.02,,,,,,,,,,,,,,,,,,,,
,,192.02088,C5_44,0.02,,,,,,,,,,,,,,,,,,,,
,,192.02736,D1_43,0.026,,,,,,,,,,,,,,,,,,,,
,,192.0488,A4_24,0.019,,,,,,,,,,,,,,,,,,,,
,,192.06104,B5_34,0.015,,,,,,,,,,,,,,,,,,,,
,,192.0728,C3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,192.114,D5_11,0.026,,,,,,,,,,,,,,,,,,,,
,,192.1172,D5_11,0.023,,,,,,,,,,,,,,,,,,,,
,,192.12944,A6_11,0.052,,,,,,,,,,,,,,,,,,,,
,,192.13,B5_44,0.024,,,,,,,,,,,,,,,,,,,,
,,192.1368,B6_11,0.021,,,,,,,,,,,,,,,,,,,,
,,192.14072,A6_11,0.041,,,,,,,,,,,,,,,,,,,,
,,192.16832,B5_44,0.031,,,,,,,,,,,,,,,,,,,,
,,192.16928,D6_32,0.029,,,,,,,,,,,,,,,,,,,,
,,192.17856,A6_11,0.041,,,,,,,,,,,,,,,,,,,,
,,192.19768,B5_33,0.08,,,,,,,,,,,,,,,,,,,,
,,192.20096,C4_22,0.016,,,,,,,,,,,,,,,,,,,,
,,192.20328,A6_23,0.019,,,,,,,,,,,,,,,,,,,,
,,192.204,D1_23,0.019,,,,,,,,,,,,,,,,,,,,
,,192.204,D1_24,0.02,,,,,,,,,,,,,,,,,,,,
,,192.20832,B5_44,0.021,,,,,,,,,,,,,,,,,,,,
,,192.2116,B1_24,0.018,,,,,,,,,,,,,,,,,,,,
,,192.2244,A6_12,0.046,,,,,,,,,,,,,,,,,,,,
,,192.23576,C1_13,0.022,,,,,,,,,,,,,,,,,,,,
,,192.2496,C5_34,0.026,,,,,,,,,,,,,,,,,,,,
,,192.25056,C5_24,0.013,,,,,,,,,,,,,,,,,,,,
,,192.25728,D6_32,0.018,,,,,,,,,,,,,,,,,,,,
,,192.2596,D6_21,0.02,,,,,,,,,,,,,,,,,,,,
,,192.26264,A1_22,0.018,,,,,,,,,,,,,,,,,,,,
,,192.27664,A6_11,0.071,,,,,,,,,,,,,,,,,,,,
,,192.30672,C5_34,0.02,,,,,,,,,,,,,,,,,,,,
,,192.30976,B3_44,0.021,,,,,,,,,,,,,,,,,,,,
,,192.31344,B5_21,0.024,,,,,,,,,,,,,,,,,,,,
,,192.31552,C1_43,0.023,,,,,,,,,,,,,,,,,,,,
,,192.32248,C3_32,0.039,,,,,,,,,,,,,,,,,,,,
,,192.33576,D5_21,0.022,,,,,,,,,,,,,,,,,,,,
,,192.33896,B2_12,0.055,,,,,,,,,,,,,,,,,,,,
,,192.34136,B2_11,0.019,,,,,,,,,,,,,,,,,,,,
,,192.36472,D5_11,0.081,,,,,,,,,,,,,,,,,,,,
,,192.37032,C1_31,0.019,,,,,,,,,,,,,,,,,,,,
,,192.38456,A6_11,0.03,,,,,,,,,,,,,,,,,,,,
,,192.38792,D5_21,0.049,,,,,,,,,,,,,,,,,,,,
,,192.39384,B5_33,0.077,,,,,,,,,,,,,,,,,,,,
,,192.40904,B2_24,0.034,,,,,,,,,,,,,,,,,,,,
,,192.41712,B4_43,0.03,,,,,,,,,,,,,,,,,,,,
,,192.44352,C5_43,0.018,,,,,,,,,,,,,,,,,,,,
,,192.45784,B5_44,0.019,,,,,,,,,,,,,,,,,,,,
,,192.46384,C5_44,0.017,,,,,,,,,,,,,,,,,,,,
,,192.48032,A6_11,0.04,,,,,,,,,,,,,,,,,,,,
,,192.4884,D1_34,0.024,,,,,,,,,,,,,,,,,,,,
,,192.50672,B3_44,0.027,,,,,,,,,,,,,,,,,,,,
,,192.50808,C6_42,0.024,,,,,,,,,,,,,,,,,,,,
,,192.51504,B3_44,0.021,,,,,,,,,,,,,,,,,,,,
,,192.53416,D1_23,0.022,,,,,,,,,,,,,,,,,,,,
,,192.53504,D1_34,0.022,,,,,,,,,,,,,,,,,,,,
,,192.54232,C1_43,0.029,,,,,,,,,,,,,,,,,,,,
,,192.55888,D1_43,0.022,,,,,,,,,,,,,,,,,,,,
,,192.56064,B6_11,0.023,,,,,,,,,,,,,,,,,,,,
,,192.57312,D1_34,0.02,,,,,,,,,,,,,,,,,,,,
,,192.5752,C1_43,0.026,,,,,,,,,,,,,,,,,,,,
,,192.59792,D1_43,0.025,,,,,,,,,,,,,,,,,,,,
,,192.604,C1_13,0.021,,,,,,,,,,,,,,,,,,,,
,,192.60472,B4_44,0.019,,,,,,,,,,,,,,,,,,,,
,,192.6108,D1_23,0.021,,,,,,,,,,,,,,,,,,,,
,,192.61344,B5_33,0.117,,,,,,,,,,,,,,,,,,,,
,,192.61416,C1_31,0.019,,,,,,,,,,,,,,,,,,,,
,,192.61424,D1_34,0.019,,,,,,,,,,,,,,,,,,,,
,,192.61696,B5_33,0.037,,,,,,,,,,,,,,,,,,,,
,,192.61984,B4_44,0.022,,,,,,,,,,,,,,,,,,,,
,,192.63072,C1_11,0.018,,,,,,,,,,,,,,,,,,,,
,,192.6388,B4_44,0.022,,,,,,,,,,,,,,,,,,,,
,,192.64464,B1_22,0.019,,,,,,,,,,,,,,,,,,,,
,,192.65616,C1_43,0.021,,,,,,,,,,,,,,,,,,,,
,,192.66248,C1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,192.66976,C1_22,0.022,,,,,,,,,,,,,,,,,,,,
,,192.67072,D1_23,0.02,,,,,,,,,,,,,,,,,,,,
,,192.67232,A6_11,0.071,,,,,,,,,,,,,,,,,,,,
,,192.6784,D5_11,0.022,,,,,,,,,,,,,,,,,,,,
,,192.68008,C1_43,0.02,,,,,,,,,,,,,,,,,,,,
,,192.68152,C6_42,0.031,,,,,,,,,,,,,,,,,,,,
,,192.69032,C5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,192.6908,B5_44,0.025,,,,,,,,,,,,,,,,,,,,
,,192.69416,A6_12,0.046,,,,,,,,,,,,,,,,,,,,
,,192.69832,C3_32,0.031,,,,,,,,,,,,,,,,,,,,
,,192.70168,A6_23,0.019,,,,,,,,,,,,,,,,,,,,
,,192.70512,C1_43,0.018,,,,,,,,,,,,,,,,,,,,
,,192.70808,C1_43,0.021,,,,,,,,,,,,,,,,,,,,
,,192.71416,D5_21,0.021,,,,,,,,,,,,,,,,,,,,
,,192.71568,C5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,192.7204,A6_23,0.028,,,,,,,,,,,,,,,,,,,,
,,192.72104,C1_42,0.029,,,,,,,,,,,,,,,,,,,,
,,192.72128,C1_32,0.013,,,,,,,,,,,,,,,,,,,,
,,192.72464,C1_34,0.021,,,,,,,,,,,,,,,,,,,,
,,192.72816,C1_34,0.014,,,,,,,,,,,,,,,,,,,,
,,192.73016,C1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,192.73856,A6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,192.74312,C1_23,0.016,,,,,,,,,,,,,,,,,,,,
,,192.75256,D5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,192.75424,C1_31,0.018,,,,,,,,,,,,,,,,,,,,
,,192.75432,D5_11,0.023,,,,,,,,,,,,,,,,,,,,
,,192.76464,C1_21,0.021,,,,,,,,,,,,,,,,,,,,
,,192.77008,C1_43,0.018,,,,,,,,,,,,,,,,,,,,
,,192.7732,D5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,192.78304,D5_21,0.022,,,,,,,,,,,,,,,,,,,,
,,192.7856,D5_21,0.028,,,,,,,,,,,,,,,,,,,,
,,192.78784,D5_21,0.027,,,,,,,,,,,,,,,,,,,,
,,192.80072,D6_21,0.019,,,,,,,,,,,,,,,,,,,,
,,192.8052,C3_31,0.045,,,,,,,,,,,,,,,,,,,,
,,192.8064,D5_21,0.023,,,,,,,,,,,,,,,,,,,,
,,192.81072,D5_21,0.024,,,,,,,,,,,,,,,,,,,,
,,192.81096,D1_23,0.024,,,,,,,,,,,,,,,,,,,,
,,192.81416,C1_32,0.01,,,,,,,,,,,,,,,,,,,,
,,192.81504,C5_44,0.014,,,,,,,,,,,,,,,,,,,,
,,192.8216,C5_34,0.023,,,,,,,,,,,,,,,,,,,,
,,192.82248,C5_24,0.018,,,,,,,,,,,,,,,,,,,,
,,192.82536,D5_21,0.057,,,,,,,,,,,,,,,,,,,,
,,192.82808,C1_21,0.023,,,,,,,,,,,,,,,,,,,,
,,192.83376,D5_21,0.025,,,,,,,,,,,,,,,,,,,,
,,192.83792,D5_21,0.025,,,,,,,,,,,,,,,,,,,,
,,192.83968,A6_13,0.014,,,,,,,,,,,,,,,,,,,,
,,192.84096,D5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,192.84144,C3_31,0.048,,,,,,,,,,,,,,,,,,,,
,,192.8452,C1_21,0.019,,,,,,,,,,,,,,,,,,,,
,,192.84608,D5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,192.84912,D5_21,0.029,,,,,,,,,,,,,,,,,,,,
,,192.858,D5_11,0.022,,,,,,,,,,,,,,,,,,,,
,,192.87016,D5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,192.87152,C1_11,0.016,,,,,,,,,,,,,,,,,,,,
,,192.8788,D5_11,0.027,,,,,,,,,,,,,,,,,,,,
,,192.88776,C1_21,0.02,,,,,,,,,,,,,,,,,,,,
,,192.90032,C5_34,0.022,,,,,,,,,,,,,,,,,,,,
,,192.90384,C2_23,0.041,,,,,,,,,,,,,,,,,,,,
,,192.90488,C6_43,0.023,,,,,,,,,,,,,,,,,,,,
,,192.90568,D5_21,0.025,,,,,,,,,,,,,,,,,,,,
,,192.96064,C6_42,0.029,,,,,,,,,,,,,,,,,,,,
,,192.96656,D5_21,0.025,,,,,,,,,,,,,,,,,,,,
,,192.97464,D6_11,0.016,,,,,,,,,,,,,,,,,,,,
,,192.98648,D3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,192.98872,D6_21,0.014,,,,,,,,,,,,,,,,,,,,
,,193.00048,C5_44,0.028,,,,,,,,,,,,,,,,,,,,
,,193.00448,B1_22,0.02,,,,,,,,,,,,,,,,,,,,
,,193.00632,A6_11,0.029,,,,,,,,,,,,,,,,,,,,
,,193.05408,D1_33,0.018,,,,,,,,,,,,,,,,,,,,
,,193.06096,B4_32,0.037,,,,,,,,,,,,,,,,,,,,
,,193.06848,B1_24,0.022,,,,,,,,,,,,,,,,,,,,
,,193.07512,A1_22,0.017,,,,,,,,,,,,,,,,,,,,
,,193.0992,D6_32,0.024,,,,,,,,,,,,,,,,,,,,
,,193.1244,B1_13,0.026,,,,,,,,,,,,,,,,,,,,
,,193.12832,A6_11,0.036,,,,,,,,,,,,,,,,,,,,
,,193.1372,D5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,193.13888,C1_21,0.018,,,,,,,,,,,,,,,,,,,,
,,193.15992,B1_13,0.022,,,,,,,,,,,,,,,,,,,,
,,193.1668,C2_23,0.024,,,,,,,,,,,,,,,,,,,,
,,193.16896,C5_34,0.024,,,,,,,,,,,,,,,,,,,,
,,193.17376,D6_32,0.024,,,,,,,,,,,,,,,,,,,,
,,193.1776,C5_44,0.014,,,,,,,,,,,,,,,,,,,,
,,193.1788,B2_24,0.014,,,,,,,,,,,,,,,,,,,,
,,193.17912,C5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,193.18944,B3_44,0.026,,,,,,,,,,,,,,,,,,,,
,,193.19472,D4_33,0.045,,,,,,,,,,,,,,,,,,,,
,,193.19696,B1_13,0.022,,,,,,,,,,,,,,,,,,,,
,,193.20616,D5_11,0.044,,,,,,,,,,,,,,,,,,,,
,,193.22096,C1_44,0.041,,,,,,,,,,,,,,,,,,,,
,,193.23608,A2_13,0.12,,,,,,,,,,,,,,,,,,,,
,,193.23712,B1_13,0.025,,,,,,,,,,,,,,,,,,,,
,,193.2388,A2_13,0.008,,,,,,,,,,,,,,,,,,,,
,,193.2484,D5_11,0.023,,,,,,,,,,,,,,,,,,,,
,,193.25032,D4_33,0.044,,,,,,,,,,,,,,,,,,,,
,,193.26272,B4_21,0.045,,,,,,,,,,,,,,,,,,,,
,,193.27944,B1_13,0.024,,,,,,,,,,,,,,,,,,,,
,,193.2848,B2_24,0.037,,,,,,,,,,,,,,,,,,,,
,,193.28864,C1_21,0.018,,,,,,,,,,,,,,,,,,,,
,,193.3024,D5_21,0.026,,,,,,,,,,,,,,,,,,,,
,,193.3052,D5_21,0.025,,,,,,,,,,,,,,,,,,,,
,,193.31272,B1_42,0.016,,,,,,,,,,,,,,,,,,,,
,,193.31456,D6_21,0.021,,,,,,,,,,,,,,,,,,,,
,,193.31872,D4_33,0.034,,,,,,,,,,,,,,,,,,,,
,,193.31984,B1_13,0.024,,,,,,,,,,,,,,,,,,,,
,,193.3232,D4_33,0.049,,,,,,,,,,,,,,,,,,,,
,,193.34752,D5_21,0.019,,,,,,,,,,,,,,,,,,,,
,,193.35512,D1_33,0.018,,,,,,,,,,,,,,,,,,,,
,,193.35936,D4_33,0.035,,,,,,,,,,,,,,,,,,,,
,,193.37784,B1_13,0.021,,,,,,,,,,,,,,,,,,,,
,,193.38312,B1_42,0.02,,,,,,,,,,,,,,,,,,,,
,,193.38768,C5_34,0.021,,,,,,,,,,,,,,,,,,,,
,,193.40392,A1_22,0.015,,,,,,,,,,,,,,,,,,,,
,,193.4096,D1_23,0.018,,,,,,,,,,,,,,,,,,,,
,,193.42032,A6_12,0.15,,,,,,,,,,,,,,,,,,,,
,,193.42304,A6_12,0.016,,,,,,,,,,,,,,,,,,,,
,,193.45176,A6_12,0.053,,,,,,,,,,,,,,,,,,,,
,,193.50184,A6_34,0.017,,,,,,,,,,,,,,,,,,,,
,,193.51144,C5_44,0.017,,,,,,,,,,,,,,,,,,,,
,,193.5184,B4_43,0.025,,,,,,,,,,,,,,,,,,,,
,,193.52488,D4_33,0.044,,,,,,,,,,,,,,,,,,,,
,,193.52984,A6_41,0.015,,,,,,,,,,,,,,,,,,,,
,,193.54416,C2_32,0.019,,,,,,,,,,,,,,,,,,,,
,,193.56104,B5_21,0.021,,,,,,,,,,,,,,,,,,,,
,,193.57984,C4_23,0.014,,,,,,,,,,,,,,,,,,,,
,,193.58152,B1_22,0.018,,,,,,,,,,,,,,,,,,,,
,,193.59056,A6_11,0.073,,,,,,,,,,,,,,,,,,,,
,,193.61432,B1_32,0.016,,,,,,,,,,,,,,,,,,,,
,,193.61584,A2_33,0.027,,,,,,,,,,,,,,,,,,,,
,,193.61736,C2_32,0.015,,,,,,,,,,,,,,,,,,,,
,,193.61856,D6_32,0.027,,,,,,,,,,,,,,,,,,,,
,,193.62688,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,193.63616,C5_34,0.022,,,,,,,,,,,,,,,,,,,,
,,193.63704,C5_24,0.015,,,,,,,,,,,,,,,,,,,,
,,193.64064,B1_22,0.019,,,,,,,,,,,,,,,,,,,,
,,193.64936,C4_22,0.017,,,,,,,,,,,,,,,,,,,,
,,193.65032,C4_12,0.042,,,,,,,,,,,,,,,,,,,,
,,193.65696,B1_24,0.019,,,,,,,,,,,,,,,,,,,,
,,193.6612,C2_32,0.013,,,,,,,,,,,,,,,,,,,,
,,193.6708,B3_44,0.022,,,,,,,,,,,,,,,,,,,,
,,193.67088,C4_12,0.029,,,,,,,,,,,,,,,,,,,,
,,193.688,B1_22,0.026,,,,,,,,,,,,,,,,,,,,
,,193.6968,C4_12,0.033,,,,,,,,,,,,,,,,,,,,
,,193.70272,D5_21,0.025,,,,,,,,,,,,,,,,,,,,
,,193.70464,A6_11,0.032,,,,,,,,,,,,,,,,,,,,
,,193.71672,D3_13,0.022,,,,,,,,,,,,,,,,,,,,
,,193.71968,C5_44,0.027,,,,,,,,,,,,,,,,,,,,
,,193.72064,B1_42,0.018,,,,,,,,,,,,,,,,,,,,
,,193.72352,D5_11,0.073,,,,,,,,,,,,,,,,,,,,
,,193.72376,C4_12,0.027,,,,,,,,,,,,,,,,,,,,
,,193.73496,D6_11,0.013,,,,,,,,,,,,,,,,,,,,
,,193.73656,C1_13,0.042,,,,,,,,,,,,,,,,,,,,
,,193.74112,B4_44,0.02,,,,,,,,,,,,,,,,,,,,
,,193.74336,B1_34,0.012,,,,,,,,,,,,,,,,,,,,
,,193.75416,C4_12,0.032,,,,,,,,,,,,,,,,,,,,
,,193.76288,B1_34,0.011,,,,,,,,,,,,,,,,,,,,
,,193.7632,A1_22,0.02,,,,,,,,,,,,,,,,,,,,
,,193.76896,C2_21,0.025,,,,,,,,,,,,,,,,,,,,
,,193.78248,C1_43,0.018,,,,,,,,,,,,,,,,,,,,
,,193.78352,C1_21,0.017,,,,,,,,,,,,,,,,,,,,
,,193.78688,C4_12,0.031,,,,,,,,,,,,,,,,,,,,
,,193.80424,C2_34,0.018,,,,,,,,,,,,,,,,,,,,
,,193.80848,B5_11,0.015,,,,,,,,,,,,,,,,,,,,
,,193.80912,B5_22,0.046,,,,,,,,,,,,,,,,,,,,
,,193.81128,B5_31,0.023,,,,,,,,,,,,,,,,,,,,
,,193.81424,B2_12,0.057,,,,,,,,,,,,,,,,,,,,
,,193.81656,B2_11,0.018,,,,,,,,,,,,,,,,,,,,
,,193.81824,C1_21,0.019,,,,,,,,,,,,,,,,,,,,
,,193.81952,C4_12,0.029,,,,,,,,,,,,,,,,,,,,
,,193.82296,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,193.82552,C2_41,0.014,,,,,,,,,,,,,,,,,,,,
,,193.83128,D5_21,0.016,,,,,,,,,,,,,,,,,,,,
,,193.838,C2_32,0.014,,,,,,,,,,,,,,,,,,,,
,,193.84288,C2_34,0.018,,,,,,,,,,,,,,,,,,,,
,,193.85272,C2_21,0.017,,,,,,,,,,,,,,,,,,,,
,,193.85408,C4_12,0.03,,,,,,,,,,,,,,,,,,,,
,,193.86584,C1_21,0.017,,,,,,,,,,,,,,,,,,,,
,,193.86632,A6_11,0.047,,,,,,,,,,,,,,,,,,,,
,,193.87704,A6_12,0.049,,,,,,,,,,,,,,,,,,,,
,,193.89312,C4_12,0.032,,,,,,,,,,,,,,,,,,,,
,,193.89896,C2_34,0.018,,,,,,,,,,,,,,,,,,,,
,,193.90568,C2_23,0.042,,,,,,,,,,,,,,,,,,,,
,,193.91024,C5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,193.91136,C1_21,0.022,,,,,,,,,,,,,,,,,,,,
,,193.92792,D5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,193.93368,C4_12,0.032,,,,,,,,,,,,,,,,,,,,
,,193.93528,C5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,193.94504,B4_11,0.02,,,,,,,,,,,,,,,,,,,,
,,193.95848,D6_42,0.017,,,,,,,,,,,,,,,,,,,,
,,193.95888,B4_11,0.022,,,,,,,,,,,,,,,,,,,,
,,193.9604,D5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,193.96176,C2_24,0.016,,,,,,,,,,,,,,,,,,,,
,,193.96392,C2_41,0.012,,,,,,,,,,,,,,,,,,,,
,,193.96584,D5_21,0.021,,,,,,,,,,,,,,,,,,,,
,,193.96656,C2_23,0.035,,,,,,,,,,,,,,,,,,,,
,,193.96864,A6_11,0.079,,,,,,,,,,,,,,,,,,,,
,,193.97104,A3_42,0.034,,,,,,,,,,,,,,,,,,,,
,,193.97216,B4_11,0.018,,,,,,,,,,,,,,,,,,,,
,,193.97344,A6_11,0.064,,,,,,,,,,,,,,,,,,,,
,,193.97832,C2_32,0.015,,,,,,,,,,,,,,,,,,,,
,,193.9792,C4_12,0.03,,,,,,,,,,,,,,,,,,,,
,,193.98552,D6_42,0.018,,,,,,,,,,,,,,,,,,,,
,,193.98568,D5_21,0.022,,,,,,,,,,,,,,,,,,,,
,,193.98608,C2_44,0.028,,,,,,,,,,,,,,,,,,,,
,,193.9864,B4_11,0.018,,,,,,,,,,,,,,,,,,,,
,,193.98728,C5_34,0.021,,,,,,,,,,,,,,,,,,,,
,,193.98976,D1_33,0.021,,,,,,,,,,,,,,,,,,,,
,,193.99288,C2_24,0.018,,,,,,,,,,,,,,,,,,,,
,,193.99368,D5_21,0.023,,,,,,,,,,,,,,,,,,,,
,,193.99672,D6_42,0.019,,,,,,,,,,,,,,,,,,,,
,,193.99728,D5_21,0.026,,,,,,,,,,,,,,,,,,,,
,,193.9992,A3_42,0.032,,,,,,,,,,,,,,,,,,,,
,,194.00344,D5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,194.00448,B4_43,0.027,,,,,,,,,,,,,,,,,,,,
,,194.01184,C5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,194.01392,C2_41,0.013,,,,,,,,,,,,,,,,,,,,
,,194.01688,A3_42,0.021,,,,,,,,,,,,,,,,,,,,
,,194.01856,D5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,194.02264,D6_42,0.016,,,,,,,,,,,,,,,,,,,,
,,194.02344,C2_24,0.022,,,,,,,,,,,,,,,,,,,,
,,194.02712,D5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,194.02792,B4_11,0.019,,,,,,,,,,,,,,,,,,,,
,,194.02808,C4_12,0.032,,,,,,,,,,,,,,,,,,,,
,,194.03856,D5_21,0.029,,,,,,,,,,,,,,,,,,,,
,,194.0392,D6_42,0.016,,,,,,,,,,,,,,,,,,,,
,,194.04296,D5_21,0.024,,,,,,,,,,,,,,,,,,,,
,,194.0472,D5_21,0.029,,,,,,,,,,,,,,,,,,,,
,,194.04944,B4_43,0.026,,,,,,,,,,,,,,,,,,,,
,,194.05144,D5_21,0.025,,,,,,,,,,,,,,,,,,,,
,,194.05672,D5_21,0.034,,,,,,,,,,,,,,,,,,,,
,,194.05952,A6_11,0.057,,,,,,,,,,,,,,,,,,,,
,,194.06032,D5_21,0.019,,,,,,,,,,,,,,,,,,,,
,,194.06208,B1_32,0.015,,,,,,,,,,,,,,,,,,,,
,,194.06216,B1_22,0.021,,,,,,,,,,,,,,,,,,,,
,,194.06272,A4_24,0.018,,,,,,,,,,,,,,,,,,,,
,,194.06384,D5_21,0.034,,,,,,,,,,,,,,,,,,,,
,,194.066,C5_34,0.029,,,,,,,,,,,,,,,,,,,,
,,194.0672,C5_24,0.018,,,,,,,,,,,,,,,,,,,,
,,194.07224,C2_24,0.016,,,,,,,,,,,,,,,,,,,,
,,194.07424,B1_32,0.012,,,,,,,,,,,,,,,,,,,,
,,194.08288,C1_43,0.022,,,,,,,,,,,,,,,,,,,,
,,194.08344,D5_11,0.033,,,,,,,,,,,,,,,,,,,,
,,194.08424,D6_42,0.016,,,,,,,,,,,,,,,,,,,,
,,194.08512,C4_12,0.028,,,,,,,,,,,,,,,,,,,,
,,194.0908,D5_22,0.026,,,,,,,,,,,,,,,,,,,,
,,194.0948,D5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,194.09648,D5_33,0.026,,,,,,,,,,,,,,,,,,,,
,,194.09728,A4_24,0.017,,,,,,,,,,,,,,,,,,,,
,,194.09936,D5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,194.10104,C1_31,0.018,,,,,,,,,,,,,,,,,,,,
,,194.10816,B3_44,0.025,,,,,,,,,,,,,,,,,,,,
,,194.11296,D5_11,0.021,,,,,,,,,,,,,,,,,,,,
,,194.1132,C2_12,0.021,,,,,,,,,,,,,,,,,,,,
,,194.1144,A6_11,0.032,,,,,,,,,,,,,,,,,,,,
,,194.11472,D5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,194.11928,C2_13,0.025,,,,,,,,,,,,,,,,,,,,
,,194.1236,B5_21,0.021,,,,,,,,,,,,,,,,,,,,
,,194.12656,D5_21,0.025,,,,,,,,,,,,,,,,,,,,
,,194.13224,A6_11,0.053,,,,,,,,,,,,,,,,,,,,
,,194.1336,D5_21,0.027,,,,,,,,,,,,,,,,,,,,
,,194.13456,D1_23,0.024,,,,,,,,,,,,,,,,,,,,
,,194.136,C4_12,0.031,,,,,,,,,,,,,,,,,,,,
