Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV)
,,164.68512,C5_34,0.027
,,164.68608,C5_24,0.014
,,164.70432,C5_42,0.023
,,164.7184,C2_13,0.021
,,164.72848,C5_12,0.016
,,164.81176,C2_21,0.022
,,164.91016,C5_21,0.014
,,164.91816,C4_22,0.019
,,164.93776,C1_13,0.019
,,164.97256,C2_43,0.023
,,164.99528,C3_32,0.02
,,164.99928,C3_31,0.015
,,165.05408,C5_44,0.033
,,165.05704,C1_43,0.018
,,165.07992,C2_13,0.024
,,165.118,C3_31,0.018
,,165.13296,C2_21,0.018
,,165.15632,C1_44,0.025
,,165.2864,C4_22,0.021
,,165.3392,C4_33,0.031
,,165.34688,C5_43,0.014
,,165.36248,C4_12,0.018
,,165.36984,C1_14,0.012
,,165.40952,C5_11,0.012
,,165.45312,C2_23,0.019
,,165.45392,C2_13,0.025
,,165.4788,C5_34,0.023
,,165.47976,C5_24,0.015
,,165.504,C1_13,0.026
,,165.514,C3_32,0.019
,,165.55232,C1_43,0.016
,,165.57968,C1_11,0.013
,,165.58384,C1_43,0.015
,,165.58864,C4_22,0.021
,,165.60832,C1_43,0.016
,,165.65328,C1_43,0.025
,,165.66496,C2_24,0.014
,,165.78064,C2_31,0.016
,,165.78408,C5_42,0.018
,,165.84064,C5_14,0.028
,,165.87456,C5_21,0.016
,,165.88768,C4_33,0.034
,,165.9116,C2_13,0.022
,,165.91704,C1_31,0.024
,,165.95008,C5_43,0.016
,,165.9608,C1_31,0.019
,,165.97848,C4_22,0.018
,,165.97896,C2_12,0.027
,,165.99488,C1_13,0.025
,,165.99808,C1_31,0.02
,,166.0128,C5_34,0.022
,,166.01376,C5_24,0.019
,,166.03096,C1_31,0.019
,,166.06328,C1_31,0.018
,,166.09344,C1_31,0.021
,,166.12496,C1_31,0.023
,,166.14984,C1_31,0.02
,,166.1684,C1_13,0.027
,,166.1776,C1_31,0.02
,,166.18488,C3_31,0.017
,,166.20472,C1_31,0.019
,,166.2272,C4_12,0.018
,,166.228,C1_31,0.022
,,166.25016,C1_31,0.019
,,166.2736,C1_31,0.02
,,166.28152,C5_44,0.032
,,166.28552,C2_13,0.022
,,166.29568,C1_31,0.021
,,166.32136,C1_31,0.023
,,166.33816,C1_24,0.013
,,166.33864,C1_13,0.029
,,166.34696,C1_31,0.02
,,166.3728,C1_31,0.023
,,166.39432,C5_43,0.014
,,166.39544,C5_34,0.021
,,166.3964,C5_24,0.014
,,166.39752,C1_31,0.02
,,166.4196,C1_31,0.018
,,166.44096,C3_32,0.021
,,166.44104,C1_31,0.017
,,166.45368,C5_21,0.018
,,166.46144,C1_31,0.022
,,166.47736,C2_21,0.018
,,166.48144,C1_31,0.018
,,166.4844,C4_22,0.02
,,166.4964,C1_43,0.018
,,166.50136,C1_31,0.02
,,166.52056,C1_31,0.019
,,166.5436,C1_31,0.019
,,166.56232,C1_31,0.023
,,166.58152,C1_34,0.017
,,166.58192,C1_31,0.019
,,166.6036,C2_13,0.02
,,166.6056,C1_31,0.019
,,166.6204,C5_42,0.018
,,166.62216,C1_43,0.019
,,166.62856,C1_31,0.019
,,166.64912,C1_31,0.016
,,166.66928,C1_31,0.019
,,166.68648,C3_32,0.028
,,166.68792,C5_24,0.016
,,166.69008,C1_31,0.017
,,166.70912,C1_31,0.018
,,166.72712,C1_31,0.018
,,166.74344,C5_34,0.018
,,166.74592,C1_31,0.021
,,166.7656,C1_31,0.02
,,166.78576,C1_31,0.02
,,166.80528,C1_31,0.017
,,166.8076,C1_44,0.04
,,166.82288,C1_31,0.017
,,166.82344,C2_21,0.019
,,166.84152,C1_31,0.016
,,166.85576,C4_33,0.036
,,166.85896,C1_31,0.019
,,166.87624,C1_31,0.019
,,166.89336,C1_31,0.02
,,166.90968,C1_31,0.02
,,166.92664,C1_31,0.022
,,166.94336,C1_31,0.019
,,166.95952,C1_31,0.018
,,166.97688,C1_31,0.017
,,166.97712,C2_13,0.025
,,166.9932,C1_31,0.017
,,167.01128,C1_31,0.017
,,167.02952,C1_31,0.016
,,167.03256,C4_22,0.022
,,167.0468,C1_31,0.024
,,167.05392,C5_34,0.026
,,167.05488,C5_24,0.016
,,167.06792,C1_31,0.017
,,167.0876,C1_31,0.017
,,167.09264,C3_31,0.016
,,167.11056,C1_31,0.019
,,167.13176,C1_31,0.016
,,167.15656,C1_31,0.015
,,167.1804,C1_31,0.017
,,167.208,C1_31,0.017
,,167.2144,C5_43,0.015
,,167.22072,C3_31,0.031
,,167.23344,C1_31,0.021
,,167.26136,C1_31,0.017
,,167.2728,C5_34,0.019
,,167.28824,C5_34,0.017
,,167.2928,C1_31,0.018
,,167.31928,C1_31,0.02
,,167.33416,C2_21,0.024
,,167.3424,C2_43,0.018
,,167.34632,C1_31,0.016
,,167.42456,C4_22,0.018
,,167.4344,C2_23,0.018
,,167.4352,C2_13,0.022
,,167.44208,C1_31,0.019
,,167.46032,C3_31,0.031
,,167.47144,C4_21,0.017
,,167.56704,C2_31,0.016
,,167.5964,C5_42,0.016
,,167.62256,C3_31,0.016
,,167.67944,C5_34,0.016
,,167.70192,C5_34,0.025
,,167.72464,C4_33,0.025
,,167.79688,C3_31,0.016
,,167.8296,C2_33,0.016
,,167.84648,C1_43,0.02
,,167.85232,C2_13,0.02
,,167.88848,C2_41,0.012
,,167.91328,C5_14,0.027
,,167.93144,C5_21,0.016
,,168.03992,C2_23,0.02
,,168.08312,C3_31,0.015
,,168.10024,C1_43,0.016
,,168.10728,C3_31,0.027
,,168.14168,C2_23,0.02
,,168.146,C5_34,0.03
,,168.14696,C5_24,0.012
,,168.19992,C5_44,0.022
,,168.2028,C2_13,0.02
,,168.20408,C5_14,0.016
,,168.26896,C4_33,0.033
,,168.27232,C1_13,0.028
,,168.27968,C2_32,0.019
,,168.29768,C2_32,0.015
,,168.32248,C2_32,0.017
,,168.34888,C2_23,0.046
,,168.35024,C2_32,0.021
,,168.38024,C2_23,0.045
,,168.38288,C2_32,0.019
,,168.41856,C2_23,0.04
,,168.42296,C2_32,0.015
,,168.42752,C3_32,0.021
,,168.45776,C2_23,0.038
,,168.46808,C4_22,0.022
,,168.48976,C2_32,0.017
,,168.49712,C2_31,0.017
,,168.50368,C2_23,0.034
,,168.50536,C3_31,0.018
,,168.55488,C2_32,0.016
,,168.5656,C5_44,0.03
,,168.56576,C1_34,0.016
,,168.57296,C2_23,0.033
,,168.59288,C1_44,0.044
,,168.5988,C5_34,0.024
,,168.64272,C2_13,0.023
,,168.65024,C5_34,0.026
,,168.6512,C5_24,0.018
,,168.67952,C5_34,0.017
,,168.68976,C4_22,0.02
,,168.69056,C2_23,0.03
,,168.69776,C1_21,0.016
,,168.72592,C5_34,0.018
,,168.73,C5_42,0.018
,,168.73512,C2_31,0.014
,,168.75048,C5_21,0.019
,,168.7624,C2_23,0.031
,,168.7848,C3_32,0.035
,,168.87696,C4_12,0.017
,,168.94192,C2_23,0.019
,,168.94256,C2_13,0.026
,,168.94752,C2_31,0.017
,,169.01376,C5_14,0.027
,,169.13336,C5_34,0.023
,,169.13432,C5_24,0.015
,,169.15392,C1_13,0.02
,,169.19552,C5_21,0.015
,,169.22632,C2_23,0.019
,,169.22704,C2_13,0.022
,,169.25824,C2_31,0.015
,,169.33536,C5_12,0.012
,,169.36,C4_33,0.035
,,169.39592,C4_22,0.018
,,169.55312,C2_13,0.022
,,169.55472,C4_12,0.019
,,169.56344,C2_31,0.014
,,169.57976,C3_31,0.031
,,169.61456,C2_23,0.019
,,169.62544,C3_31,0.015
,,169.64112,C2_43,0.021
,,169.65128,C5_34,0.021
,,169.65224,C5_24,0.015
,,169.74144,C5_11,0.013
,,169.74408,C5_43,0.016
,,169.74472,C5_42,0.018
,,169.9168,C5_21,0.02
,,169.91976,C3_31,0.032
,,169.92752,C2_23,0.018
,,169.92824,C2_13,0.021
,,169.97112,C4_22,0.017
,,169.97744,C4_33,0.025
,,169.98056,C2_21,0.019
,,170.04728,C4_41,0.015
,,170.0592,C5_34,0.022
,,170.06008,C5_24,0.014
,,170.11584,C1_14,0.018
,,170.13664,C3_31,0.027
,,170.1588,C4_22,0.016
,,170.1664,C3_32,0.022
,,170.26792,C5_44,0.03
,,170.27976,C2_13,0.022
,,170.29568,C4_12,0.02
,,170.31304,C1_43,0.016
,,170.32248,C5_34,0.018
,,170.3276,C3_31,0.016
,,170.34312,C5_34,0.019
,,170.34848,C5_12,0.013
,,170.38432,C3_31,0.033
,,170.49448,C5_34,0.022
,,170.49544,C5_24,0.014
,,170.52112,C1_44,0.035
,,170.54016,C5_21,0.016
,,170.57088,C2_21,0.023
,,170.60648,C5_14,0.026
,,170.62384,C2_24,0.023
,,170.64312,C2_23,0.019
,,170.64392,C2_13,0.021
,,170.64696,C2_24,0.014
,,170.68408,C2_24,0.014
,,170.70928,C3_31,0.025
,,170.72384,C4_33,0.026
,,170.7256,C3_31,0.017
,,170.73328,C4_41,0.015
,,170.74192,C6_42,0.031
,,170.76104,C5_44,0.031
,,170.784,C2_32,0.016
,,170.79536,C3_32,0.025
,,170.80592,C2_32,0.016
,,170.80648,C1_43,0.014
,,170.8124,C5_42,0.015
,,170.83312,C2_32,0.019
,,170.86576,C2_32,0.016
,,170.8932,C1_43,0.02
,,170.90632,C1_34,0.018
,,170.90808,C2_32,0.014
,,170.95176,C2_32,0.016
,,170.98952,C4_22,0.02
,,170.99784,C2_32,0.015
,,171.0288,C2_13,0.023
,,171.0776,C2_23,0.047
,,171.09832,C2_24,0.019
,,171.1024,C5_34,0.021
,,171.10728,C2_23,0.036
,,171.13976,C2_23,0.038
,,171.1408,C2_42,0.013
,,171.1416,C3_32,0.02
,,171.1644,C2_31,0.015
,,171.1816,C2_23,0.034
,,171.18448,C3_31,0.029
,,171.23048,C2_23,0.037
,,171.24648,C4_22,0.022
,,171.2576,C2_24,0.023
,,171.27552,C2_23,0.032
,,171.32752,C2_23,0.028
,,171.33304,C2_21,0.02
,,171.36032,C2_43,0.017
,,171.3616,C2_13,0.022
,,171.36888,C3_31,0.016
,,171.3948,C5_42,0.015
,,171.40536,C2_23,0.038
,,171.41,C2_24,0.02
,,171.4544,C2_23,0.027
,,171.4544,C4_22,0.018
,,171.51312,C5_21,0.016
,,171.55896,C5_34,0.026
,,171.56,C5_24,0.016
,,171.63032,C4_33,0.032
,,171.63152,C3_31,0.023
,,171.66328,C5_12,0.013
,,171.73792,C4_12,0.022
,,171.74584,C3_32,0.03
,,171.77616,C2_13,0.024
,,171.79592,C2_21,0.015
,,171.81144,C3_31,0.027
,,171.8656,C2_22,0.015
,,171.87696,C3_32,0.017
,,171.91232,C3_31,0.017
,,171.92008,C3_32,0.026
,,171.9608,C3_31,0.016
,,171.97192,C3_32,0.025
,,171.98504,C3_32,0.027
,,171.99992,C2_24,0.018
,,172.00104,C3_31,0.02
,,172.0204,C4_22,0.019
,,172.03744,C3_32,0.019
,,172.04112,C3_31,0.014
,,172.0716,C3_32,0.024
,,172.09512,C3_33,0.016
,,172.12464,C2_13,0.024
,,172.12792,C3_31,0.017
,,172.16936,C5_34,0.02
,,172.17032,C5_24,0.013
,,172.18416,C3_31,0.014
,,172.18824,C2_31,0.015
,,172.20328,C3_31,0.034
,,172.23816,C5_34,0.024
,,172.23912,C5_24,0.017
,,172.24288,C3_43,0.013
,,172.24312,C5_21,0.021
,,172.24608,C3_31,0.014
,,172.25168,C3_32,0.019
,,172.28728,C1_13,0.018
,,172.30312,C3_32,0.023
,,172.32192,C3_43,0.012
,,172.34648,C3_31,0.02
,,172.37752,C5_14,0.029
,,172.3928,C3_32,0.021
,,172.44112,C3_32,0.025
,,172.44296,C3_31,0.016
,,172.4988,C1_32,0.016
,,172.55064,C2_23,0.02
,,172.55136,C2_13,0.022
,,172.56752,C1_44,0.041
,,172.64872,C6_42,0.026
,,172.65944,C2_24,0.018
,,172.6824,C3_31,0.018
,,172.69368,C2_24,0.017
,,172.71856,C3_32,0.019
,,172.74728,C5_42,0.018
,,172.76496,C4_12,0.017
,,172.77464,C1_13,0.033
,,172.8288,C2_21,0.023
,,172.84336,C5_14,0.028
,,172.85296,C5_34,0.027
,,172.85392,C5_24,0.015
,,172.8908,C2_23,0.02
,,172.89152,C2_13,0.02
,,172.89304,C4_33,0.03
,,172.89416,C1_13,0.027
,,173.01928,C4_22,0.019
,,173.08392,C5_21,0.016
,,173.09312,C3_32,0.02
,,173.14368,C2_33,0.014
,,173.2312,C5_44,0.03
,,173.31184,C3_32,0.02
,,173.34936,C2_23,0.019
,,173.35,C2_13,0.026
,,173.43632,C1_14,0.021
,,173.4508,C4_22,0.023
,,173.46144,C1_34,0.017
,,173.4772,C3_31,0.024
,,173.50432,C5_34,0.022
,,173.53152,C2_42,0.016
,,173.54872,C2_21,0.018
,,173.55416,C2_21,0.025
,,173.5868,C2_24,0.019
,,173.62064,C4_33,0.03
,,173.6412,C3_31,0.032
,,173.654,C5_21,0.018
,,173.67632,C3_32,0.02
,,173.69488,C2_13,0.022
,,173.75816,C6_42,0.023
,,173.79264,C5_44,0.021
,,173.80064,C2_22,0.038
,,173.81384,C4_22,0.02
,,173.82448,C2_44,0.018
,,173.82544,C1_43,0.018
,,173.83808,C5_42,0.018
,,173.86184,C3_31,0.025
,,173.93456,C5_34,0.02
,,173.95736,C5_34,0.023
,,174.00056,C5_34,0.022
,,174.00152,C5_24,0.014
,,174.002,C4_22,0.02
,,174.01592,C3_32,0.022
,,174.02216,C5_44,0.032
,,174.122,C4_33,0.027
,,174.13032,C2_13,0.019
,,174.25416,C2_21,0.017
,,174.2908,C2_21,0.021
,,174.30184,C3_31,0.031
,,174.33432,C2_43,0.021
,,174.3956,C1_44,0.043
,,174.45288,C2_13,0.024
,,174.48592,C2_32,0.021
,,174.50576,C2_32,0.019
,,174.50928,C3_32,0.027
,,174.52976,C2_32,0.019
,,174.55656,C2_32,0.016
,,174.58672,C2_32,0.019
,,174.60088,C2_23,0.021
,,174.624,C4_41,0.011
,,174.64264,C2_24,0.015
,,174.64288,C2_23,0.023
,,174.65016,C5_42,0.016
,,174.6756,C1_43,0.017
,,174.6864,C2_23,0.018
,,174.68952,C5_43,0.015
,,174.7004,C2_43,0.021
,,174.70104,C2_33,0.014
,,174.70688,C2_32,0.018
,,174.72616,C2_24,0.019
,,174.73576,C4_22,0.018
,,174.73704,C2_23,0.017
,,174.74976,C6_42,0.023
,,174.75024,C5_34,0.021
,,174.75112,C5_24,0.015
,,174.7552,C2_32,0.017
,,174.78472,C2_24,0.025
,,174.8092,C4_12,0.018
,,174.82808,C2_24,0.021
,,174.88536,C2_24,0.024
,,174.894,C2_32,0.02
,,174.89616,C4_41,0.014
,,174.9276,C2_13,0.021
,,174.93488,C2_24,0.016
,,174.97624,C3_31,0.015
,,174.98536,C3_31,0.018
,,175.00408,C2_24,0.018
,,175.02576,C1_43,0.026
,,175.0316,C4_41,0.016
,,175.07384,C1_44,0.022
,,175.07736,C2_24,0.016
,,175.08184,C2_24,0.016
,,175.08792,C5_34,0.02
,,175.09832,C2_24,0.017
,,175.09928,C4_41,0.015
,,175.13608,C3_32,0.023
,,175.17736,C2_22,0.015
,,175.21024,C4_41,0.016
,,175.23336,C5_21,0.018
,,175.2348,C4_33,0.028
,,175.26152,C2_13,0.023
,,175.3028,C5_43,0.014
,,175.3096,C5_34,0.021
,,175.31056,C5_24,0.016
,,175.34184,C4_41,0.015
,,175.39072,C4_41,0.016
,,175.49576,C1_14,0.015
,,175.52416,C3_31,0.019
,,175.57856,C2_12,0.031
,,175.6236,C2_23,0.021
,,175.62432,C2_13,0.022
,,175.66936,C4_41,0.016
,,175.75528,C3_32,0.027
,,175.77912,C4_41,0.012
,,175.82664,C5_34,0.023
,,175.8276,C5_24,0.014
,,175.83656,C2_31,0.018
,,175.91848,C2_13,0.024
,,175.9364,C1_13,0.028
,,175.99024,C4_12,0.018
,,176.002,C4_12,0.02
,,176.0028,C4_22,0.019
,,176.00768,C3_31,0.016
,,176.0388,C5_44,0.024
,,176.06184,C4_22,0.019
,,176.26744,C4_41,0.017
,,176.28152,C4_41,0.014
,,176.2876,C4_33,0.029
,,176.29704,C4_41,0.011
,,176.30608,C4_41,0.014
,,176.3116,C2_13,0.021
,,176.33792,C3_32,0.018
,,176.37216,C5_21,0.016
,,176.38432,C2_31,0.015
,,176.41664,C5_44,0.03
,,176.48608,C5_42,0.017
,,176.48872,C1_44,0.024
,,176.51944,C4_22,0.024
,,176.55248,C5_34,0.028
,,176.57512,C3_31,0.017
,,176.6304,C5_42,0.015
,,176.67544,C2_13,0.024
,,176.6784,C5_21,0.016
,,176.6932,C2_21,0.02
,,176.75616,C4_12,0.02
,,176.7912,C5_14,0.029
,,176.8564,C4_22,0.019
,,176.96992,C3_31,0.017
,,176.98904,C5_34,0.023
,,176.99,C5_24,0.016
,,177.05056,C4_12,0.017
,,177.05968,C2_13,0.019
,,177.06824,C3_32,0.021
,,177.07032,C4_22,0.022
,,177.1696,C4_33,0.029
,,177.20552,C5_34,0.02
,,177.23672,C3_31,0.018
,,177.27632,C1_43,0.02
,,177.29992,C3_31,0.018
,,177.30192,C1_43,0.019
,,177.32264,C2_21,0.021
,,177.43536,C4_22,0.019
,,177.44448,C4_12,0.019
,,177.46016,C2_21,0.019
,,177.47376,C2_13,0.02
,,177.4864,C1_13,0.029
,,177.56592,C1_13,0.027
,,177.578,C4_21,0.019
,,177.6544,C4_22,0.015
,,177.6728,C3_31,0.019
,,177.6864,C3_32,0.024
,,177.7004,C2_21,0.031
,,177.74592,C1_13,0.025
,,177.82816,C5_44,0.028
,,177.86768,C2_43,0.02
,,177.87632,C2_21,0.026
,,177.8852,C2_13,0.023
,,177.92776,C5_34,0.02
,,177.92864,C5_24,0.015
,,177.94984,C1_13,0.017
,,178.0536,C5_34,0.017
,,178.07008,C5_34,0.018
,,178.07272,C5_24,0.016
,,178.09096,C1_44,0.04
,,178.1248,C4_33,0.029
,,178.12584,C1_13,0.017
,,178.23296,C4_22,0.02
,,178.25928,C5_14,0.032
,,178.28296,C5_12,0.014
,,178.29576,C5_44,0.022
,,178.29976,C2_31,0.016
,,178.30656,C5_34,0.026
,,178.30752,C5_24,0.017
,,178.30816,C2_13,0.022
,,178.31632,C5_14,0.026
,,178.33112,C5_12,0.014
,,178.3504,C5_42,0.018
,,178.3708,C5_21,0.016
,,178.57008,C5_21,0.015
,,178.584,C3_31,0.029
,,178.63752,C4_23,0.02
,,178.66256,C4_22,0.02
,,178.68072,C2_13,0.022
,,178.80296,C2_32,0.022
,,178.84344,C2_32,0.019
,,178.85088,C2_21,0.02
,,178.86848,C2_32,0.014
,,178.88416,C1_43,0.021
,,178.90016,C2_32,0.017
,,178.91344,C1_44,0.025
,,178.93336,C5_21,0.017
,,178.93816,C2_32,0.018
,,178.94112,C4_33,0.027
,,179.04608,C1_43,0.022
,,179.05368,C2_23,0.026
,,179.07304,C2_13,0.022
,,179.14264,C2_32,0.019
,,179.14944,C2_31,0.014
,,179.15,C5_21,0.015
,,179.16256,C2_23,0.019
,,179.19912,C2_32,0.023
,,179.20512,C2_24,0.018
,,179.20552,C4_22,0.019
,,179.22552,C5_34,0.02
,,179.2264,C5_24,0.015
,,179.27568,C2_32,0.018
,,179.28576,C2_24,0.016
,,179.28944,C2_21,0.02
,,179.29584,C2_34,0.021
,,179.34864,C2_43,0.021
,,179.3736,C2_24,0.02
,,179.40552,C5_42,0.016
,,179.40872,C3_31,0.017
,,179.4528,C2_24,0.021
,,179.46864,C2_13,0.023
,,179.47576,C2_32,0.019
,,179.47784,C1_32,0.01
,,179.48104,C1_31,0.023
,,179.4916,C3_31,0.03
,,179.52216,C1_31,0.024
,,179.55608,C2_24,0.021
,,179.5596,C3_43,0.017
,,179.5628,C1_31,0.019
,,179.57808,C5_34,0.025
,,179.57896,C5_24,0.017
,,179.58696,C2_32,0.017
,,179.59656,C1_31,0.02
,,179.62904,C1_31,0.021
,,179.63872,C4_21,0.018
,,179.65552,C4_22,0.017
,,179.66168,C1_31,0.018
,,179.66312,C3_31,0.023
,,179.69392,C1_31,0.023
,,179.698,C1_44,0.04
,,179.72288,C1_31,0.024
,,179.73496,C5_11,0.014
,,179.73736,C5_44,0.023
,,179.74488,C2_21,0.024
,,179.75232,C1_31,0.023
,,179.78096,C1_31,0.022
,,179.8072,C1_31,0.025
,,179.81048,C2_13,0.023
,,179.81224,C1_13,0.018
,,179.83184,C1_31,0.019
,,179.84408,C3_32,0.019
,,179.85392,C1_31,0.024
,,179.86608,C5_33,0.022
,,179.8772,C1_31,0.018
,,179.8976,C1_31,0.022
,,179.90648,C5_34,0.02
,,179.90736,C5_24,0.015
,,179.91832,C1_31,0.022
,,179.94216,C1_31,0.02
,,179.96512,C1_31,0.018
,,179.98656,C1_31,0.02
,,179.992,C4_22,0.02
,,180.0048,C4_12,0.019
,,180.00744,C1_31,0.017
,,180.02832,C1_31,0.018
,,180.0488,C1_31,0.02
,,180.05544,C5_42,0.016
,,180.06992,C1_31,0.024
,,180.09048,C1_31,0.025
,,180.09256,C1_13,0.017
,,180.10944,C1_31,0.021
,,180.1304,C1_31,0.019
,,180.15,C1_31,0.022
,,180.1716,C1_31,0.023
,,180.19136,C1_31,0.021
,,180.21144,C1_31,0.019
,,180.23088,C3_32,0.022
,,180.23144,C1_31,0.017
,,180.25112,C1_31,0.017
,,180.27088,C1_31,0.019
,,180.29064,C1_31,0.021
,,180.2952,C4_33,0.031
,,180.30936,C1_31,0.015
,,180.32736,C1_31,0.017
,,180.34608,C1_31,0.013
,,180.36352,C1_31,0.018
,,180.38104,C1_31,0.019
,,180.3932,C2_23,0.019
,,180.39392,C2_13,0.024
,,180.3984,C1_31,0.019
,,180.41512,C1_31,0.016
,,180.43208,C1_31,0.019
,,180.44824,C1_31,0.02
,,180.46656,C1_31,0.019
,,180.46976,C4_22,0.022
,,180.48224,C1_31,0.018
,,180.48616,C5_34,0.028
,,180.48712,C5_24,0.016
,,180.49952,C1_31,0.018
,,180.5116,C3_31,0.028
,,180.5168,C1_31,0.016
,,180.53448,C3_32,0.036
,,180.53496,C1_31,0.02
,,180.5516,C1_31,0.02
,,180.5712,C1_31,0.016
,,180.59192,C1_31,0.016
,,180.61368,C1_31,0.018
,,180.62192,C5_21,0.018
,,180.63192,C5_43,0.018
,,180.63408,C1_31,0.015
,,180.652,C2_43,0.02
,,180.6548,C1_31,0.015
,,180.6776,C1_31,0.021
,,180.69968,C1_31,0.018
,,180.70224,C1_43,0.015
,,180.72696,C1_31,0.018
,,180.74736,C4_12,0.018
,,180.75144,C1_31,0.019
,,180.7648,C2_13,0.023
,,180.77776,C1_31,0.018
,,180.80328,C1_31,0.018
,,180.82128,C4_22,0.024
,,180.82248,C3_31,0.025
,,180.8292,C1_31,0.022
,,180.85512,C1_31,0.014
,,180.88936,C1_31,0.018
,,180.93688,C1_31,0.018
,,180.94224,C5_34,0.019
,,181.0108,C5_44,0.014
,,181.09312,C3_32,0.021
,,181.10864,C2_22,0.036
,,181.16656,C4_22,0.023
,,181.17248,C2_13,0.023
,,181.24448,C5_21,0.018
,,181.31744,C5_44,0.033
,,181.32112,C3_32,0.032
,,181.33232,C5_34,0.026
,,181.33328,C5_24,0.014
,,181.33544,C4_33,0.023
,,181.37696,C4_21,0.021
,,181.3808,C4_22,0.016
,,181.46088,C5_21,0.018
,,181.49912,C2_13,0.022
,,181.50448,C2_21,0.015
,,181.52288,C3_31,0.018
,,181.53176,C2_44,0.018
,,181.55504,C1_44,0.042
,,181.69704,C3_31,0.018
,,181.78696,C4_22,0.019
,,181.81104,C2_13,0.022
,,181.84016,C3_31,0.03
,,181.92648,C1_43,0.02
,,181.93352,C3_32,0.022
,,181.94712,C1_43,0.024
,,181.9608,C4_33,0.031
,,181.98352,C5_34,0.026
,,181.98448,C5_24,0.016
,,182.02696,C5_42,0.018
,,182.04744,C3_31,0.02
,,182.07008,C5_44,0.028
,,182.15408,C2_13,0.022
,,182.38344,C4_22,0.02
,,182.42528,C2_21,0.024
,,182.43208,C2_43,0.02
,,182.4556,C3_32,0.032
,,182.47856,C5_34,0.02
,,182.48344,C5_44,0.013
,,182.5044,C3_31,0.016
,,182.5044,C5_24,0.01
,,182.5232,C2_13,0.019
,,182.5316,C3_31,0.019
,,182.54912,C5_34,0.027
,,182.55016,C5_24,0.016
,,182.68992,C1_43,0.017
,,182.70992,C5_21,0.016
,,182.728,C4_12,0.021
,,182.73648,C2_32,0.016
,,182.75472,C2_32,0.015
,,182.78,C2_32,0.018
,,182.81232,C2_32,0.016
,,182.83208,C4_22,0.017
,,182.84704,C2_32,0.018
,,182.84768,C2_13,0.021
,,182.8928,C2_32,0.019
,,182.9464,C2_32,0.017
,,182.96176,C3_32,0.025
,,183.03312,C2_43,0.018
,,183.11416,C5_42,0.019
,,183.12472,C3_31,0.016
,,183.1444,C5_34,0.024
,,183.14536,C5_24,0.015
,,183.14816,C5_43,0.016
,,183.15216,C4_22,0.018
,,183.15344,C5_21,0.015
,,183.16408,C3_32,0.02
,,183.17936,C2_21,0.019
,,183.21944,C1_14,0.02
,,183.3232,C5_21,0.018
,,183.35832,C2_13,0.023
,,183.36224,C2_21,0.027
,,183.38032,C6_42,0.026
,,183.38736,C2_31,0.015
,,183.50272,C3_31,0.014
,,183.56824,C1_43,0.019
,,183.57216,C2_21,0.019
,,183.58464,C4_22,0.019
,,183.6584,C2_13,0.025
,,183.69256,C5_44,0.024
,,183.72384,C5_34,0.025
,,183.72472,C5_24,0.015
,,183.74496,C4_21,0.016
,,183.7804,C2_31,0.019
,,183.78504,C3_32,0.024
,,183.78736,C5_14,0.03
,,183.8944,C5_42,0.017
,,183.90352,C2_22,0.016
,,183.92752,C1_13,0.018
,,183.95328,C4_22,0.018
,,183.95696,C2_13,0.025
,,183.99888,C4_33,0.032
,,183.9996,C1_44,0.045
,,184.08216,C2_32,0.018
,,184.1116,C2_32,0.017
,,184.14264,C2_32,0.016
,,184.15272,C5_34,0.017
,,184.17888,C2_32,0.017
,,184.21504,C1_34,0.01
,,184.2224,C2_32,0.014
,,184.22808,C5_43,0.017
,,184.24672,C3_32,0.027
,,184.25208,C4_22,0.022
,,184.2712,C2_32,0.017
,,184.29208,C2_13,0.021
,,184.33088,C5_34,0.021
,,184.33176,C5_24,0.018
,,184.33232,C2_32,0.022
,,184.4,C6_42,0.021
,,184.50728,C2_21,0.016
,,184.57232,C3_31,0.028
,,184.58984,C4_12,0.018
,,184.62576,C3_31,0.015
,,184.64608,C2_13,0.02
,,184.69184,C4_33,0.027
,,184.73808,C1_13,0.017
,,184.74368,C3_31,0.028
,,184.75632,C3_32,0.029
,,184.76528,C2_32,0.018
,,184.7808,C1_34,0.016
,,184.8056,C4_22,0.018
,,184.81272,C2_23,0.019
,,184.89592,C1_13,0.017
,,184.92344,C2_33,0.014
,,184.9324,C2_32,0.017
,,184.95464,C5_34,0.027
,,184.9556,C5_24,0.016
,,184.98512,C2_24,0.021
,,184.99096,C5_21,0.018
,,184.99528,C5_42,0.014
,,185.01984,C2_32,0.022
,,185.05688,C5_12,0.012
,,185.06936,C2_24,0.018
,,185.07648,C2_13,0.018
,,185.07664,C3_31,0.035
,,185.11024,C4_22,0.021
,,185.11336,C2_43,0.021
,,185.12336,C5_44,0.022
,,185.14784,C2_24,0.017
,,185.15608,C1_43,0.017
,,185.17496,C2_43,0.016
,,185.19704,C3_31,0.032
,,185.22552,C2_24,0.021
,,185.22952,C1_43,0.018
,,185.31832,C6_42,0.025
,,185.33368,C3_31,0.031
,,185.3744,C4_33,0.033
,,185.41424,C2_13,0.02
,,185.45224,C3_31,0.016
,,185.50488,C2_21,0.017
,,185.51592,C4_22,0.017
,,185.52272,C3_31,0.028
,,185.54168,C5_34,0.025
