Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV)
,,73.84672,C2_31,0.049
,,73.84688,C1_31,0.023
,,73.8472,C6_42,0.02
,,73.84944,C1_11,0.024
,,73.85144,C3_42,0.026
,,73.85344,C2_31,0.047
,,73.85704,C5_42,0.025
,,73.85848,C2_31,0.075
,,73.86392,C3_33,0.03
,,73.8652,C1_41,0.029
,,73.874,C1_22,0.047
,,73.88024,C5_22,0.029
,,73.88952,C2_23,0.032
,,73.89216,C2_22,0.033
,,73.89624,C1_21,0.025
,,73.90048,C2_33,0.045
,,73.90304,C2_33,0.059
,,73.90816,C5_33,0.019
,,73.91208,C1_43,0.035
,,73.91304,C4_33,0.024
,,73.91416,C2_31,0.052
,,73.9188,C6_42,0.026
,,73.91976,C3_41,0.022
,,73.92168,C3_33,0.039
,,73.92872,C5_31,0.027
,,73.93304,C5_43,0.035
,,73.9336,C3_33,0.042
,,73.93408,C5_34,0.052
,,73.938,C1_21,0.047
,,73.94384,C6_21,0.027
,,73.95144,C5_43,0.047
,,73.952,C1_11,0.042
,,73.95688,C2_23,0.023
,,73.96384,C5_33,0.019
,,73.964,C1_11,0.056
,,73.968,C1_11,0.044
,,73.96944,C3_31,0.029
,,73.97072,C3_33,0.047
,,73.97328,C1_21,0.057
,,73.97448,C4_12,0.018
,,73.97616,C4_33,0.079
,,73.98368,C2_23,0.029
,,73.99616,C5_31,0.029
,,74.00312,C2_31,0.06
,,74.00368,C2_33,0.128
,,74.00816,C2_22,0.041
,,74.01024,C4_33,0.049
,,74.01088,C5_33,0.02
,,74.01568,C2_23,0.025
,,74.0172,C1_21,0.029
,,74.01896,C2_32,0.025
,,74.02144,C3_33,0.029
,,74.02264,C3_31,0.023
,,74.02504,C4_14,0.02
,,74.02832,C4_24,0.041
,,74.02864,C1_22,0.045
,,74.03184,C1_42,0.066
,,74.03288,C1_22,0.029
,,74.03312,C3_32,0.027
,,74.03552,C1_22,0.049
,,74.0388,C1_22,0.063
,,74.03904,C3_42,0.071
,,74.03952,C3_33,0.061
,,74.03976,C2_22,0.026
,,74.04064,C3_32,0.045
,,74.04368,C2_33,0.057
,,74.04744,C3_33,0.041
,,74.0488,C3_32,0.115
,,74.04952,C2_23,0.022
,,74.04952,C5_33,0.024
,,74.05144,C4_33,0.029
,,74.05304,C1_41,0.029
,,74.05448,C2_31,0.033
,,74.06368,C6_11,0.024
,,74.06392,C2_31,0.033
,,74.06576,C2_22,0.042
,,74.06944,C2_32,0.042
,,74.076,C1_31,0.049
,,74.07712,C1_22,0.027
,,74.07856,C5_32,0.02
,,74.07888,C1_11,0.073
,,74.0796,C4_12,0.015
,,74.08528,C1_31,0.028
,,74.08736,C2_33,0.043
,,74.0916,C4_12,0.018
,,74.104,C3_42,0.032
,,74.10432,C4_33,0.029
,,74.1044,C4_23,0.021
,,74.10472,C2_33,0.039
,,74.10664,C1_22,0.041
,,74.11128,C1_31,0.037
,,74.11312,C3_43,0.033
,,74.11552,C2_22,0.034
,,74.1216,C3_33,0.045
,,74.12256,C4_33,0.044
,,74.12336,C1_41,0.03
,,74.12448,C1_11,0.033
,,74.12448,C1_42,0.028
,,74.12752,C1_22,0.027
,,74.12792,C3_33,0.045
,,74.1332,C2_33,0.038
,,74.13336,C1_42,0.037
,,74.13656,C4_33,0.038
,,74.1428,C3_33,0.044
,,74.1444,C1_11,0.029
,,74.1508,C1_33,0.019
,,74.154,C1_11,0.019
,,74.15752,C6_42,0.018
,,74.16552,C4_14,0.026
,,74.16912,C2_33,0.04
,,74.17784,C5_34,0.045
,,74.18128,C3_31,0.036
,,74.18144,C2_23,0.035
,,74.18344,C1_31,0.024
,,74.19408,C3_33,0.033
,,74.19504,C2_23,0.025
,,74.19544,C1_43,0.026
,,74.20424,C3_33,0.045
,,74.20504,C2_23,0.027
,,74.21256,C2_23,0.021
,,74.21336,C2_22,0.029
,,74.2148,C2_31,0.042
,,74.21488,C2_23,0.057
,,74.21808,C3_44,0.013
,,74.21928,C1_41,0.031
,,74.22288,C2_32,0.041
,,74.22448,C1_21,0.037
,,74.2252,C1_22,0.037
,,74.22768,C6_21,0.021
,,74.22944,C1_31,0.03
,,74.2296,C2_31,0.043
,,74.23112,C1_41,0.023
,,74.23304,C5_22,0.032
,,74.23528,C2_33,0.042
,,74.23808,C2_31,0.031
,,74.24112,C3_32,0.025
,,74.252,C2_31,0.063
,,74.25632,C3_42,0.025
,,74.26088,C3_32,0.053
,,74.26264,C2_31,0.042
,,74.26264,C2_33,0.061
,,74.26632,C4_33,0.027
,,74.26992,C1_43,0.033
,,74.27032,C4_24,0.023
,,74.272,C2_33,0.04
,,74.27744,C4_12,0.023
,,74.27752,C4_14,0.019
,,74.28144,C4_24,0.059
,,74.28256,C2_23,0.031
,,74.28496,C2_31,0.055
,,74.28536,C4_23,0.026
,,74.28776,C3_33,0.036
,,74.288,C3_32,0.127
,,74.28824,C2_31,0.051
,,74.29352,C1_22,0.026
,,74.29576,C1_31,0.023
,,74.29632,C1_42,0.065
,,74.29776,C4_33,0.028
,,74.30112,C3_33,0.043
,,74.3016,C2_33,0.038
,,74.30728,C2_22,0.028
,,74.30944,C1_22,0.047
,,74.31416,C3_41,0.016
,,74.32496,C5_42,0.035
,,74.32568,C3_33,0.05
,,74.3332,C4_33,0.075
,,74.33592,C3_43,0.036
,,74.33624,C5_33,0.024
,,74.338,C6_42,0.026
,,74.33944,C3_32,0.045
,,74.3412,C2_22,0.03
,,74.3416,C4_33,0.034
,,74.34176,C2_43,0.047
,,74.34216,C2_32,0.029
,,74.34568,C2_23,0.028
,,74.34616,C1_11,0.021
,,74.3464,C1_21,0.055
,,74.354,C1_22,0.032
,,74.35496,C2_32,0.038
,,74.35648,C1_22,0.049
,,74.35784,C3_33,0.039
,,74.3616,C5_34,0.082
,,74.36224,C3_42,0.051
,,74.37104,C1_31,0.031
,,74.37272,C1_43,0.039
,,74.37464,C2_22,0.036
,,74.37744,C2_31,0.048
,,74.38568,C1_11,0.032
,,74.38904,C2_23,0.021
,,74.39072,C1_41,0.02
,,74.3908,C6_42,0.015
,,74.39184,C1_31,0.03
,,74.39352,C2_31,0.037
,,74.3944,C1_21,0.054
,,74.39736,C1_22,0.043
,,74.4056,C6_42,0.021
,,74.4076,C4_31,0.014
,,74.41184,C2_31,0.045
,,74.41288,C3_32,0.034
,,74.41576,C5_31,0.021
,,74.41712,C1_42,0.205
,,74.42096,C1_41,0.032
,,74.42456,C4_34,0.032
,,74.42768,C1_31,0.033
,,74.4288,C1_21,0.036
,,74.43,C1_22,0.035
,,74.4316,C5_31,0.032
,,74.43328,C1_11,0.039
,,74.44024,C2_31,0.033
,,74.44552,C5_42,0.024
,,74.44656,C1_11,0.057
,,74.44832,C2_22,0.042
,,74.45752,C2_33,0.053
,,74.46312,C4_33,0.03
,,74.46336,C2_31,0.037
,,74.47024,C5_34,0.039
,,74.47096,C3_42,0.025
,,74.4752,C2_31,0.028
,,74.47848,C4_33,0.028
,,74.482,C3_43,0.042
,,74.48464,C1_11,0.035
,,74.4852,C3_33,0.041
,,74.49168,C3_42,0.07
,,74.49288,C3_31,0.03
,,74.49328,C3_32,0.043
,,74.49376,C2_23,0.017
,,74.49592,C6_31,0.049
,,74.4992,C2_22,0.038
,,74.50024,C2_33,0.037
,,74.50176,C1_21,0.058
,,74.50336,C4_24,0.056
,,74.5048,C2_31,0.045
,,74.5048,C3_33,0.036
,,74.5052,C3_32,0.117
,,74.50608,C2_22,0.032
,,74.50696,C3_31,0.028
,,74.51136,C4_12,0.022
,,74.51464,C4_33,0.038
,,74.5148,C3_33,0.044
,,74.51928,C3_33,0.044
,,74.52112,C3_42,0.028
,,74.52136,C2_22,0.046
,,74.52192,C2_33,0.045
,,74.5308,C2_33,0.032
,,74.53312,C1_43,0.029
,,74.534,C3_33,0.037
,,74.5348,C3_32,0.046
,,74.53816,C1_33,0.022
,,74.53896,C2_23,0.025
,,74.54416,C5_33,0.019
,,74.54776,C4_21,0.035
,,74.5536,C1_31,0.021
,,74.556,C1_11,0.025
,,74.5584,C2_31,0.059
,,74.5648,C1_41,0.028
,,74.5652,C2_22,0.025
,,74.56984,C6_32,0.022
,,74.57264,C5_31,0.024
,,74.58232,C2_23,0.022
,,74.58304,C1_22,0.038
,,74.58984,C2_23,0.033
,,74.59056,C1_41,0.03
,,74.59192,C5_42,0.025
,,74.598,C1_22,0.03
,,74.59832,C5_42,0.029
,,74.59856,C2_32,0.058
,,74.602,C6_11,0.019
,,74.60264,C1_22,0.046
,,74.6052,C1_42,0.034
,,74.60752,C5_42,0.02
,,74.61176,C1_42,0.027
,,74.61608,C2_31,0.042
,,74.6168,C6_31,0.047
,,74.6188,C4_33,0.031
,,74.61912,C4_12,0.016
,,74.6252,C2_23,0.022
,,74.62544,C3_42,0.029
,,74.634,C1_43,0.033
,,74.64128,C3_33,0.034
,,74.64144,C4_12,0.023
,,74.64336,C5_33,0.024
,,74.64664,C2_33,0.051
,,74.6484,C2_22,0.035
,,74.65,C1_21,0.033
,,74.65216,C1_42,0.04
,,74.65296,C1_22,0.05
,,74.65408,C1_41,0.025
,,74.65664,C2_33,0.042
,,74.65856,C1_41,0.02
,,74.66616,C5_22,0.028
,,74.66648,C3_33,0.049
,,74.66792,C5_33,0.03
,,74.6696,C6_21,0.054
,,74.67296,C4_24,0.041
,,74.67312,C2_33,0.131
,,74.67424,C1_31,0.03
,,74.67512,C3_33,0.054
,,74.67632,C1_11,0.033
,,74.67728,C1_31,0.026
,,74.67944,C3_31,0.026
,,74.68184,C4_33,0.033
,,74.68264,C2_31,0.051
,,74.6868,C1_11,0.018
,,74.68728,C5_42,0.042
,,74.69504,C2_33,0.068
,,74.69624,C1_42,0.064
,,74.69664,C5_33,0.02
,,74.69704,C2_23,0.03
,,74.7036,C2_32,0.045
,,74.7068,C1_22,0.026
,,74.71032,C6_23,0.025
,,74.71896,C6_42,0.019
,,74.7216,C2_23,0.022
,,74.72224,C2_31,0.037
,,74.72632,C1_31,0.036
,,74.74184,C3_31,0.022
,,74.74472,C1_42,0.029
,,74.74488,C3_31,0.02
,,74.7528,C5_31,0.029
,,74.7564,C2_33,0.172
,,74.75744,C1_11,0.02
,,74.75768,C5_33,0.017
,,74.76592,C2_22,0.044
,,74.7684,C2_23,0.043
,,74.77168,C2_33,0.031
,,74.77192,C1_21,0.06
,,74.77488,C3_43,0.032
,,74.78184,C4_14,0.016
,,74.78664,C3_31,0.029
,,74.7896,C4_14,0.025
,,74.79488,C2_33,0.039
,,74.79608,C1_11,0.045
,,74.79624,C2_31,0.068
,,74.79672,C3_41,0.015
,,74.80184,C2_31,0.042
,,74.80472,C5_34,0.045
,,74.81344,C1_22,0.045
,,74.81608,C2_22,0.063
,,74.81624,C6_42,0.016
,,74.81656,C1_41,0.026
,,74.81752,C4_12,0.022
,,74.8196,C2_31,0.058
,,74.82096,C5_34,0.062
,,74.8232,C2_33,0.04
,,74.82352,C3_31,0.021
,,74.8236,C6_11,0.019
,,74.82432,C1_33,0.015
,,74.82464,C5_43,0.015
,,74.82944,C5_43,0.039
,,74.83048,C1_41,0.017
,,74.8348,C5_33,0.02
,,74.84144,C2_31,0.05
,,74.84384,C3_33,0.052
,,74.84424,C3_42,0.023
,,74.84472,C2_31,0.048
,,74.84576,C5_31,0.03
,,74.84752,C4_33,0.035
,,74.85736,C3_33,0.042
,,74.85744,C2_31,0.03
,,74.86048,C1_22,0.055
,,74.8636,C1_21,0.034
,,74.86464,C1_22,0.045
,,74.87512,C3_31,0.029
,,74.87768,C2_22,0.029
,,74.87912,C1_11,0.017
,,74.8804,C1_22,0.046
,,74.88232,C2_23,0.025
,,74.88576,C5_33,0.027
,,74.88944,C2_33,0.05
,,74.89008,C1_11,0.057
,,74.89088,C5_42,0.024
,,74.89128,C2_32,0.029
,,74.89152,C3_33,0.034
,,74.89224,C1_42,0.068
,,74.9004,C2_23,0.029
,,74.90056,C1_21,0.052
,,74.90248,C2_33,0.056
,,74.90816,C1_11,0.037
,,74.90832,C1_43,0.017
,,74.91016,C5_32,0.02
,,74.91056,C1_31,0.018
,,74.91248,C3_33,0.054
,,74.914,C4_33,0.042
,,74.91456,C3_32,0.118
,,74.91872,C4_33,0.027
,,74.926,C2_22,0.041
,,74.92688,C4_33,0.082
,,74.9284,C3_33,0.034
,,74.93248,C4_12,0.016
,,74.9328,C1_43,0.025
,,74.94008,C2_32,0.036
,,74.94224,C2_33,0.039
,,74.94272,C1_41,0.034
,,74.94328,C4_24,0.057
,,74.94896,C6_42,0.023
,,74.9524,C1_21,0.029
,,74.9532,C1_31,0.027
,,74.95464,C1_22,0.028
,,74.95536,C2_32,0.03
,,74.95672,C1_31,0.038
,,74.95728,C2_33,0.049
,,74.96672,C3_33,0.045
,,74.98104,C1_22,0.036
,,74.98344,C5_31,0.031
,,74.98744,C2_33,0.071
,,74.98992,C2_31,0.035
,,74.99248,C2_31,0.056
,,75.0024,C1_22,0.03
,,75.00416,C1_33,0.024
,,75.00432,C3_42,0.073
,,75.006,C3_32,0.05
,,75.00848,C3_42,0.031
,,75.01528,C3_32,0.043
,,75.01728,C5_33,0.021
,,75.01824,C3_33,0.039
,,75.02016,C2_32,0.046
,,75.02056,C4_33,0.031
,,75.02176,C1_21,0.025
,,75.02304,C1_22,0.057
,,75.028,C5_34,0.04
,,75.03032,C2_22,0.039
,,75.03232,C3_42,0.021
,,75.03528,C2_31,0.06
,,75.03576,C2_33,0.058
,,75.03968,C3_33,0.042
,,75.04384,C5_42,0.029
,,75.04528,C1_43,0.039
,,75.046,C1_32,0.021
,,75.04672,C3_33,0.041
,,75.0492,C1_22,0.041
,,75.05472,C2_22,0.075
,,75.05984,C5_31,0.033
,,75.06488,C1_11,0.032
,,75.06528,C1_21,0.027
,,75.06544,C2_31,0.035
,,75.07064,C1_21,0.037
,,75.07376,C3_32,0.06
,,75.074,C3_33,0.034
,,75.07552,C4_34,0.03
,,75.08352,C2_33,0.038
,,75.08432,C1_31,0.051
,,75.08624,C6_42,0.017
,,75.08728,C1_11,0.026
,,75.0884,C2_23,0.032
,,75.09,C5_42,0.025
,,75.09504,C1_43,0.022
,,75.10368,C1_22,0.052
,,75.10392,C1_31,0.031
,,75.1092,C5_43,0.047
,,75.10976,C1_21,0.032
,,75.12112,C1_42,0.023
,,75.1328,C3_41,0.014
,,75.1336,C2_33,0.036
,,75.13376,C1_42,0.205
,,75.14296,C6_23,0.021
,,75.14312,C4_33,0.034
,,75.14824,C1_42,0.04
,,75.1488,C3_33,0.054
,,75.15112,C5_33,0.022
,,75.15224,C2_22,0.032
,,75.15288,C4_21,0.023
,,75.15352,C5_33,0.018
,,75.162,C4_33,0.041
,,75.16232,C2_22,0.03
,,75.1656,C2_31,0.05
,,75.17736,C3_31,0.03
,,75.18304,C1_11,0.04
,,75.19304,C1_42,0.063
,,75.19384,C3_33,0.037
,,75.19704,C1_21,0.063
,,75.2004,C3_33,0.049
,,75.20584,C2_22,0.038
,,75.20992,C1_22,0.025
,,75.21312,C1_11,0.021
,,75.21696,C3_33,0.07
,,75.21832,C5_34,0.046
,,75.21968,C2_33,0.039
,,75.22176,C3_42,0.029
,,75.22528,C2_22,0.03
,,75.2296,C4_14,0.02
,,75.23032,C5_33,0.02
,,75.23728,C4_34,0.032
,,75.24464,C2_31,0.027
,,75.2456,C1_41,0.025
,,75.24824,C5_31,0.029
,,75.25112,C4_33,0.033
,,75.25168,C3_33,0.048
,,75.25376,C3_32,0.117
,,75.25496,C2_31,0.032
,,75.26272,C3_31,0.028
,,75.26504,C1_21,0.037
,,75.26568,C5_22,0.028
,,75.27184,C5_33,0.02
,,75.27912,C3_43,0.033
,,75.2792,C1_22,0.031
,,75.28096,C5_43,0.038
,,75.2812,C5_34,0.051
,,75.2816,C2_33,0.036
,,75.28176,C1_21,0.036
,,75.28464,C4_24,0.029
,,75.29048,C1_22,0.038
,,75.29064,C2_22,0.047
,,75.29656,C2_23,0.029
,,75.29752,C2_33,0.068
,,75.29896,C1_41,0.029
,,75.30056,C3_43,0.055
,,75.3044,C3_41,0.022
,,75.30496,C3_33,0.058
,,75.306,C2_31,0.06
,,75.31024,C2_22,0.032
,,75.31368,C2_32,0.038
,,75.31528,C5_33,0.021
,,75.31544,C2_42,0.043
,,75.32024,C2_43,0.024
,,75.3228,C5_34,0.065
,,75.3268,C5_33,0.026
,,75.32984,C1_41,0.021
,,75.33048,C2_31,0.056
,,75.33272,C1_11,0.039
,,75.33272,C2_31,0.063
,,75.33512,C1_43,0.027
,,75.33928,C2_31,0.05
,,75.33968,C2_33,0.035
,,75.34088,C2_32,0.041
,,75.34184,C2_22,0.041
,,75.34216,C5_34,0.101
,,75.34296,C3_33,0.037
,,75.34504,C1_21,0.02
,,75.34544,C5_34,0.02
,,75.3508,C5_32,0.041
,,75.35152,C4_33,0.029
,,75.36208,C1_11,0.04
,,75.3624,C1_21,0.054
,,75.36472,C3_42,0.076
,,75.36608,C2_31,0.059
,,75.36632,C3_32,0.048
,,75.3744,C5_33,0.019
,,75.37672,C3_42,0.023
,,75.3804,C6_42,0.024
,,75.38488,C2_23,0.025
,,75.3868,C2_31,0.041
,,75.38808,C1_41,0.03
,,75.38888,C6_11,0.027
,,75.39168,C5_31,0.023
,,75.3952,C1_22,0.03
,,75.39928,C5_42,0.038
,,75.4028,C1_31,0.03
,,75.4036,C3_32,0.037
,,75.40688,C1_11,0.022
,,75.40712,C3_33,0.046
,,75.41288,C5_33,0.024
,,75.41424,C4_12,0.02
,,75.41816,C3_33,0.04
,,75.41968,C1_22,0.034
,,75.42736,C4_42,0.022
,,75.4348,C3_33,0.046
,,75.43608,C1_31,0.038
,,75.43632,C4_21,0.031
,,75.43632,C5_22,0.031
,,75.4364,C4_33,0.028
,,75.438,C3_31,0.026
,,75.43944,C1_43,0.04
,,75.44232,C2_22,0.03
,,75.44336,C3_32,0.116
,,75.44448,C1_42,0.073
,,75.44944,C3_42,0.033
,,75.4496,C3_33,0.033
,,75.4536,C3_33,0.041
,,75.45672,C1_22,0.043
,,75.46984,C1_11,0.035
,,75.47208,C4_12,0.02
,,75.47472,C3_31,0.033
,,75.4748,C2_22,0.032
,,75.47584,C1_31,0.031
,,75.47728,C2_33,0.036
,,75.4912,C1_33,0.015
,,75.49136,C2_31,0.049
,,75.49288,C5_42,0.029
,,75.49592,C5_42,0.021
,,75.49752,C3_43,0.03
,,75.49928,C2_31,0.034
,,75.50136,C1_41,0.019
,,75.5024,C1_31,0.029
,,75.50448,C1_11,0.056
,,75.5052,C1_21,0.025
,,75.50984,C3_43,0.055
,,75.51056,C3_32,0.051
,,75.51288,C5_33,0.019
,,75.5152,C1_41,0.018
,,75.5164,C1_21,0.033
,,75.51648,C4_24,0.059
,,75.51912,C3_33,0.057
,,75.51992,C2_23,0.032
,,75.52112,C2_22,0.038
,,75.52216,C2_31,0.059
,,75.52488,C2_22,0.039
,,75.52528,C2_32,0.031
,,75.52712,C6_21,0.049
,,75.52728,C1_22,0.042
,,75.5292,C1_11,0.022
,,75.53408,C4_33,0.044
,,75.53464,C4_34,0.042
,,75.53512,C1_41,0.028
,,75.54088,C2_22,0.032
,,75.5464,C3_42,0.023
,,75.54752,C1_41,0.02
,,75.5616,C6_42,0.023
,,75.5624,C5_31,0.029
,,75.56408,C4_33,0.027
,,75.56864,C1_21,0.054
,,75.5712,C3_31,0.027
,,75.57232,C5_32,0.024
,,75.57288,C1_22,0.034
,,75.5732,C2_33,0.03
,,75.57328,C2_22,0.056
,,75.57624,C4_12,0.017
,,75.57832,C2_22,0.041
,,75.58032,C3_33,0.062
,,75.5804,C4_33,0.075
,,75.59384,C3_31,0.031
,,75.59384,C3_44,0.014
,,75.59456,C2_31,0.048
,,75.59888,C2_31,0.042
,,75.60024,C5_33,0.023
,,75.60232,C6_31,0.05
,,75.606,C1_11,0.019
,,75.60664,C2_31,0.033
,,75.60664,C3_33,0.038
,,75.61336,C3_32,0.124
,,75.61488,C2_31,0.061
,,75.61544,C1_31,0.026
,,75.61928,C6_31,0.028
,,75.6336,C3_31,0.023
,,75.634,C3_42,0.07
,,75.63432,C1_41,0.032
,,75.6356,C3_32,0.047
,,75.63576,C2_33,0.067
,,75.64112,C2_33,0.049
,,75.64504,C1_41,0.025
,,75.64568,C2_23,0.041
,,75.64816,C1_43,0.02
,,75.65056,C2_44,0.027
,,75.65544,C1_22,0.028
,,75.65816,C1_11,0.032
,,75.65976,C4_33,0.032
,,75.66192,C3_41,0.018
,,75.66232,C3_43,0.042
,,75.66304,C3_42,0.065
,,75.66456,C3_32,0.045
,,75.66496,C6_42,0.018
,,75.66544,C5_34,0.031
,,75.67,C1_41,0.025
,,75.67416,C4_12,0.015
,,75.68024,C2_33,0.065
,,75.68136,C6_31,0.032
,,75.68144,C2_31,0.049
,,75.68152,C5_33,0.021
,,75.6816,C1_42,0.063
,,75.68312,C1_43,0.027
,,75.6868,C4_14,0.018
,,75.68976,C1_21,0.026
,,75.6936,C4_23,0.018
,,75.69408,C1_31,0.037
,,75.69448,C1_21,0.063
,,75.69968,C3_43,0.034
,,75.70216,C2_33,0.041
,,75.70304,C3_43,0.04
,,75.70416,C5_34,0.049
,,75.7084,C3_32,0.062
,,75.7084,C3_33,0.045
,,75.71024,C4_33,0.029
,,75.71504,C2_22,0.035
,,75.71512,C1_22,0.035
,,75.72472,C1_22,0.051
,,75.73176,C1_41,0.02
,,75.73896,C1_21,0.033
,,75.73896,C5_33,0.021
,,75.75216,C1_41,0.036
,,75.75792,C1_22,0.044
,,75.75912,C3_42,0.026
,,75.7616,C2_23,0.021
,,75.7664,C6_42,0.025
,,75.76656,C1_41,0.018
,,75.76664,C3_33,0.045
,,75.7676,C1_31,0.031
,,75.77,C4_33,0.036
,,75.77144,C3_33,0.05
,,75.77416,C2_33,0.045
,,75.78592,C3_33,0.044
,,75.78632,C2_31,0.039
,,75.78952,C2_33,0.031
,,75.8012,C4_14,0.02
,,75.80224,C1_11,0.045
,,75.81016,C3_31,0.03
,,75.816,C1_41,0.02
,,75.82,C4_12,0.021
,,75.8216,C2_31,0.046
,,75.8224,C4_34,0.037
,,75.8264,C1_22,0.046
,,75.8272,C5_34,0.067
,,75.82872,C2_31,0.045
,,75.8332,C5_34,0.043
,,75.83648,C1_43,0.033
,,75.83784,C1_31,0.035
,,75.83856,C5_33,0.02
,,75.84336,C2_31,0.052
,,75.84472,C2_33,0.051
,,75.85432,C3_33,0.034
,,75.8544,C1_42,0.04
,,75.8544,C3_31,0.034
,,75.85768,C2_23,0.018
,,75.85912,C3_44,0.012
,,75.8604,C1_11,0.02
,,75.8712,C1_22,0.062
,,75.87184,C2_31,0.048
,,75.87232,C5_33,0.039
,,75.87352,C5_42,0.022
,,75.87568,C3_33,0.032
,,75.8788,C4_42,0.018
,,75.87976,C1_11,0.03
,,75.88344,C5_31,0.031
,,75.88416,C3_43,0.027
,,75.88928,C1_42,0.202
,,75.89112,C2_32,0.041
,,75.8912,C3_33,0.041
,,75.89616,C4_33,0.031
,,75.89704,C3_32,0.046
,,75.90464,C1_22,0.032
,,75.90896,C2_31,0.064
,,75.90904,C3_33,0.039
,,75.91232,C1_41,0.029
,,75.91448,C5_32,0.023
,,75.91568,C3_32,0.039
,,75.91896,C3_33,0.11
,,75.9204,C1_31,0.033
,,75.92512,C6_12,0.022
,,75.92552,C3_33,0.056
,,75.92672,C4_31,0.011
,,75.93488,C4_12,0.015
,,75.93784,C2_22,0.034
,,75.93864,C3_43,0.032
,,75.94248,C3_32,0.119
,,75.95416,C1_41,0.02
,,75.95816,C5_31,0.031
,,75.97264,C5_42,0.029
,,75.97296,C2_31,0.04
,,75.9748,C1_42,0.066
,,75.97576,C2_23,0.032
,,75.97992,C3_33,0.031
,,75.98056,C1_22,0.043
,,75.98328,C3_43,0.042
,,75.98832,C2_33,0.046
,,75.98864,C1_41,0.029
,,75.98888,C6_42,0.022
,,75.98944,C3_43,0.035
,,75.99016,C1_21,0.032
,,75.99352,C2_33,0.052
,,75.99408,C1_22,0.019
,,76.0012,C2_33,0.171
,,76.0024,C3_33,0.038
,,76.00832,C1_31,0.037
,,76.00936,C2_31,0.046
,,76.01088,C1_22,0.053
,,76.0168,C3_43,0.032
,,76.01976,C3_31,0.027
,,76.02216,C2_33,0.044
,,76.02424,C3_41,0.023
,,76.0248,C3_33,0.039
,,76.0248,C4_34,0.031
,,76.02888,C1_11,0.057
,,76.02944,C1_41,0.022
,,76.0296,C4_21,0.021
,,76.03016,C1_31,0.027
,,76.03032,C2_22,0.048
,,76.0316,C1_11,0.045
,,76.04688,C3_31,0.026
,,76.05024,C1_33,0.018
,,76.05144,C5_33,0.02
,,76.05184,C2_32,0.031
,,76.05376,C4_12,0.016
,,76.05472,C3_42,0.032
,,76.0652,C1_21,0.028
,,76.0672,C2_31,0.029
,,76.06936,C1_31,0.028
,,76.07184,C2_33,0.034
,,76.0756,C2_33,0.049
,,76.07968,C3_32,0.035
,,76.09136,C1_21,0.049
,,76.09312,C4_24,0.043
,,76.09496,C1_43,0.027
,,76.09672,C3_32,0.029
,,76.0984,C1_43,0.024
,,76.1004,C3_42,0.049
,,76.10336,C5_33,0.021
,,76.10624,C2_31,0.048
,,76.10736,C2_22,0.03
,,76.1084,C4_33,0.03
,,76.10864,C3_43,0.047
,,76.10888,C5_34,0.04
,,76.11024,C2_31,0.025
,,76.11264,C2_31,0.026
,,76.12,C2_23,0.038
,,76.12008,C4_14,0.019
,,76.12016,C3_33,0.1
,,76.12424,C3_33,0.042
,,76.12744,C3_33,0.043
,,76.12816,C2_33,0.038
,,76.12824,C2_32,0.036
,,76.12992,C2_42,0.046
,,76.13672,C3_42,0.07
,,76.13832,C3_32,0.051
,,76.14136,C1_43,0.031
,,76.14168,C2_23,0.032
,,76.14272,C2_31,0.031
,,76.14328,C2_42,0.028
,,76.16248,C1_31,0.026
,,76.16584,C4_42,0.018
,,76.16816,C2_22,0.041
,,76.17408,C1_11,0.038
,,76.1776,C2_31,0.045
,,76.18008,C4_33,0.074
,,76.18272,C4_14,0.021
,,76.18336,C5_31,0.026
,,76.18472,C3_31,0.03
,,76.1876,C2_31,0.048
,,76.19992,C2_22,0.031
,,76.20136,C1_21,0.046
,,76.20168,C2_31,0.051
,,76.20448,C4_34,0.036
,,76.20856,C1_22,0.032
,,76.20936,C4_23,0.024
,,76.21152,C4_12,0.021
,,76.21264,C2_22,0.035
,,76.21272,C3_33,0.039
,,76.21472,C2_31,0.028
,,76.216,C3_43,0.053
,,76.21808,C1_11,0.031
,,76.21832,C1_22,0.047
,,76.2192,C3_31,0.024
,,76.2196,C2_32,0.044
,,76.22056,C3_41,0.018
,,76.22368,C4_33,0.028
,,76.22552,C5_33,0.019
,,76.22624,C5_43,0.042
,,76.2276,C1_31,0.037
,,76.23344,C2_32,0.038
,,76.23432,C2_22,0.03
,,76.23552,C1_31,0.033
,,76.23584,C2_43,0.026
,,76.23592,C5_32,0.023
,,76.24104,C5_33,0.022
,,76.25568,C3_41,0.023
,,76.25648,C1_22,0.041
,,76.26224,C1_41,0.024
,,76.2644,C2_23,0.034
,,76.27344,C2_33,0.031
,,76.27368,C5_34,0.065
,,76.27544,C5_32,0.021
,,76.27832,C2_22,0.046
,,76.28024,C2_31,0.042
,,76.28032,C1_22,0.048
,,76.28112,C2_23,0.023
,,76.2812,C1_11,0.036
,,76.28384,C5_31,0.027
,,76.29048,C4_42,0.017
,,76.29504,C1_31,0.038
,,76.29512,C2_23,0.026
,,76.29688,C4_33,0.041
,,76.2976,C3_42,0.03
,,76.29904,C4_12,0.017
,,76.30192,C5_33,0.02
,,76.30416,C5_34,0.047
,,76.30776,C2_31,0.075
,,76.30864,C5_33,0.027
,,76.31088,C3_33,0.034
