Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV)
,,98.9404,C2_23,0.017
,,98.94072,C3_33,0.043
,,98.99464,C6_22,0.022
,,99.00128,C5_42,0.03
,,99.01096,C2_23,0.037
,,99.03168,C1_43,0.021
,,99.05352,C5_32,0.048
,,99.06632,C1_43,0.019
,,99.14832,C3_13,0.044
,,99.15,C5_43,0.026
,,99.17992,C6_22,0.019
,,99.18256,C5_42,0.034
,,99.21152,C1_43,0.018
,,99.27168,C5_42,0.032
,,99.2892,C6_22,0.027
,,99.35712,C1_43,0.02
,,99.35928,C3_33,0.035
,,99.37224,C2_23,0.024
,,99.38656,C5_32,0.04
,,99.4728,C2_32,0.017
,,99.48152,C2_23,0.028
,,99.50448,C1_43,0.02
,,99.54384,C1_33,0.018
,,99.54416,C5_43,0.027
,,99.54568,C2_33,0.022
,,99.59968,C3_13,0.031
,,99.6148,C5_42,0.024
,,99.62792,C2_44,0.01
,,99.70088,C1_43,0.021
,,99.72192,C5_43,0.026
,,99.72512,C3_33,0.041
,,99.7272,C5_42,0.033
,,99.73152,C6_22,0.025
,,99.80696,C5_42,0.042
,,99.84192,C2_23,0.02
,,99.84512,C2_23,0.032
,,99.86096,C6_22,0.019
,,99.87376,C5_42,0.025
,,99.89392,C1_43,0.02
,,99.9036,C2_23,0.027
,,99.90736,C5_43,0.062
,,99.92264,C5_32,0.043
,,100.0032,C5_42,0.04
,,100.09184,C5_42,0.034
,,100.122,C2_33,0.02
,,100.12488,C3_33,0.034
,,100.18352,C1_43,0.023
,,100.2244,C5_32,0.045
,,100.2788,C1_43,0.021
,,100.31056,C3_42,0.02
,,100.31416,C6_22,0.024
,,100.33272,C1_43,0.02
,,100.35056,C1_22,0.017
,,100.36968,C5_43,0.022
,,100.38896,C5_42,0.044
,,100.42792,C2_23,0.03
,,100.47384,C1_43,0.019
,,100.4744,C1_34,0.017
,,100.47992,C5_42,0.048
,,100.55152,C1_43,0.02
,,100.55248,C5_42,0.035
,,100.57096,C2_23,0.019
,,100.588,C5_43,0.022
,,100.60656,C1_43,0.022
,,100.61424,C6_22,0.026
,,100.68344,C5_42,0.035
,,100.69248,C1_11,0.022
,,100.70744,C5_42,0.038
,,100.77584,C2_23,0.021
,,100.81352,C1_43,0.019
,,100.83088,C1_43,0.017
,,100.83776,C5_32,0.045
,,100.84272,C2_23,0.031
,,100.84328,C1_43,0.019
,,100.88456,C5_32,0.032
,,100.9216,C3_13,0.026
,,100.92352,C1_22,0.022
,,100.92576,C1_33,0.018
,,100.93704,C3_33,0.039
,,100.96176,C5_42,0.038
,,100.9676,C5_43,0.067
,,100.96984,C5_43,0.03
,,100.97,C5_32,0.044
,,100.98176,C5_42,0.041
,,100.99104,C1_43,0.023
,,101.05544,C5_32,0.043
,,101.08408,C5_32,0.034
,,101.13224,C5_43,0.032
,,101.14152,C5_32,0.044
,,101.15968,C2_23,0.022
,,101.16528,C1_44,0.012
,,101.18848,C5_42,0.034
,,101.204,C1_43,0.019
,,101.226,C5_32,0.041
,,101.27088,C5_42,0.036
,,101.29784,C5_42,0.037
,,101.30176,C5_42,0.041
,,101.33048,C1_43,0.017
,,101.33456,C2_23,0.019
,,101.3384,C6_22,0.025
,,101.33896,C5_42,0.025
,,101.34664,C3_33,0.044
,,101.35936,C5_42,0.052
,,101.36152,C2_23,0.026
,,101.36904,C1_43,0.021
,,101.3776,C1_22,0.021
,,101.50208,C1_43,0.019
,,101.56688,C1_43,0.024
,,101.5692,C5_42,0.03
,,101.58632,C5_43,0.029
,,101.61024,C5_42,0.036
,,101.6148,C5_42,0.035
,,101.6408,C1_43,0.023
,,101.7456,C2_23,0.026
,,101.77368,C2_23,0.02
,,101.77864,C5_43,0.028
,,101.79872,C5_32,0.037
,,101.81712,C5_42,0.038
,,101.8268,C5_42,0.025
,,101.86224,C1_43,0.021
,,101.90584,C2_23,0.04
,,101.92736,C5_42,0.045
,,101.99944,C1_43,0.022
,,102.00352,C5_43,0.069
,,102.00376,C6_22,0.028
,,102.00496,C1_43,0.022
,,102.0204,C3_13,0.023
,,102.03272,C5_42,0.048
,,102.04192,C1_43,0.023
,,102.07624,C5_32,0.045
,,102.14016,C3_13,0.024
,,102.186,C1_43,0.021
,,102.1868,C5_42,0.029
,,102.21496,C5_42,0.037
,,102.21904,C2_23,0.018
,,102.25608,C2_23,0.016
,,102.26128,C5_42,0.028
,,102.29168,C5_32,0.052
,,102.29552,C5_43,0.025
,,102.296,C1_43,0.017
,,102.30056,C1_22,0.023
,,102.31912,C1_43,0.018
,,102.38488,C2_33,0.024
,,102.40688,C2_23,0.032
,,102.50136,C1_43,0.022
,,102.50544,C6_22,0.029
,,102.51256,C2_33,0.021
,,102.53064,C1_44,0.012
,,102.5916,C5_43,0.026
,,102.59768,C5_43,0.024
,,102.6616,C1_43,0.023
,,102.71104,C3_13,0.027
,,102.71544,C1_43,0.026
,,102.71576,C6_22,0.023
,,102.71808,C1_33,0.02
,,102.72176,C5_42,0.043
,,102.75816,C1_33,0.017
,,102.76104,C1_43,0.019
,,102.7704,C2_23,0.019
,,102.84,C5_32,0.043
,,102.8632,C5_42,0.046
,,102.8812,C5_42,0.031
,,102.89888,C1_43,0.019
,,102.92024,C1_22,0.02
,,102.94888,C1_43,0.024
,,102.95928,C5_42,0.029
,,103.01008,C2_23,0.034
,,103.0204,C5_32,0.048
,,103.09096,C6_22,0.029
,,103.10504,C1_43,0.015
,,103.11632,C1_43,0.024
,,103.16488,C2_23,0.021
,,103.1664,C5_32,0.042
,,103.17248,C3_42,0.012
,,103.22576,C5_42,0.032
,,103.30176,C2_23,0.021
,,103.30472,C5_32,0.043
,,103.3064,C5_43,0.069
,,103.33264,C2_23,0.017
,,103.44024,C2_23,0.03
,,103.4844,C1_43,0.019
,,103.48528,C1_33,0.018
,,103.49712,C6_22,0.025
,,103.51448,C1_43,0.019
,,103.5348,C5_32,0.044
,,103.55648,C1_43,0.02
,,103.60736,C2_23,0.02
,,103.61792,C2_33,0.02
,,103.6372,C5_42,0.046
,,103.6496,C2_23,0.016
,,103.66784,C5_42,0.031
,,103.70416,C2_23,0.029
,,103.70928,C1_43,0.019
,,103.71872,C5_42,0.03
,,103.75224,C5_32,0.044
,,103.77128,C1_43,0.02
,,103.77448,C1_33,0.02
,,103.81592,C1_33,0.018
,,103.81712,C1_44,0.015
,,103.82928,C1_43,0.022
,,103.83416,C1_43,0.025
,,103.856,C5_43,0.026
,,103.86464,C5_32,0.048
,,103.91352,C6_22,0.027
,,103.93136,C5_32,0.047
,,103.93584,C5_43,0.031
,,103.94232,C2_23,0.028
,,104.02416,C3_13,0.031
,,104.04968,C1_43,0.025
,,104.08528,C5_32,0.047
,,104.09112,C1_22,0.021
,,104.12808,C1_43,0.023
,,104.15688,C1_43,0.019
,,104.22984,C3_33,0.043
,,104.3088,C1_43,0.037
,,104.3164,C5_43,0.024
,,104.32304,C5_32,0.042
,,104.32792,C6_22,0.021
,,104.3304,C5_42,0.043
,,104.37704,C6_22,0.043
,,104.42312,C2_23,0.032
,,104.43464,C1_43,0.02
,,104.45152,C3_33,0.038
,,104.48344,C2_23,0.024
,,104.49904,C1_43,0.018
,,104.51192,C2_23,0.021
,,104.52264,C1_43,0.02
,,104.5244,C5_42,0.035
,,104.57608,C1_22,0.016
,,104.60312,C5_32,0.052
,,104.61328,C6_22,0.028
,,104.65712,C5_42,0.05
,,104.65824,C1_43,0.017
,,104.68216,C5_42,0.024
,,104.68464,C5_43,0.064
,,104.76704,C1_43,0.018
,,104.77992,C3_33,0.036
,,104.80392,C2_23,0.023
,,104.8528,C2_23,0.018
,,104.86376,C5_32,0.04
,,104.88032,C5_43,0.029
,,105.02032,C1_43,0.019
,,105.02728,C1_43,0.023
,,105.02776,C5_32,0.046
,,105.04936,C6_22,0.023
,,105.0552,C5_32,0.048
,,105.08392,C1_43,0.025
,,105.10016,C5_42,0.034
,,105.12784,C2_23,0.03
,,105.13328,C3_42,0.018
,,105.13856,C1_43,0.023
,,105.1716,C5_43,0.022
,,105.20872,C3_13,0.028
,,105.24416,C5_43,0.022
,,105.24896,C5_42,0.041
,,105.2684,C3_33,0.042
,,105.2704,C5_42,0.047
,,105.33008,C1_43,0.018
,,105.33208,C5_43,0.019
,,105.33288,C5_42,0.062
,,105.35008,C1_43,0.024
,,105.35768,C5_32,0.047
,,105.37216,C5_42,0.026
,,105.3976,C6_22,0.021
,,105.45216,C2_33,0.022
,,105.50448,C5_42,0.031
,,105.56352,C2_23,0.018
,,105.57168,C1_43,0.019
,,105.58144,C3_33,0.037
,,105.61256,C5_43,0.045
,,105.61504,C1_43,0.019
,,105.64168,C1_22,0.019
,,105.66152,C1_43,0.025
,,105.68968,C5_32,0.046
,,105.69856,C2_33,0.019
,,105.7376,C2_23,0.036
,,105.77064,C1_43,0.022
,,105.77232,C6_22,0.023
,,105.77936,C5_43,0.029
,,105.80744,C1_43,0.019
,,105.82976,C3_13,0.024
,,105.85856,C3_13,0.023
,,105.86408,C5_42,0.045
,,105.88,C5_42,0.047
,,105.88904,C2_23,0.022
,,105.89016,C1_33,0.018
,,105.89848,C5_42,0.025
,,105.94832,C3_33,0.037
,,105.9872,C5_33,0.011
,,106.09928,C1_43,0.027
,,106.1436,C1_43,0.016
,,106.15432,C6_22,0.023
,,106.17784,C5_32,0.054
,,106.18448,C3_13,0.042
,,106.19816,C5_43,0.053
,,106.26224,C3_23,0.011
,,106.26792,C3_33,0.039
,,106.3028,C2_23,0.032
,,106.38704,C2_33,0.026
,,106.40424,C1_43,0.013
,,106.41464,C1_22,0.026
,,106.43192,C1_43,0.031
,,106.43792,C6_22,0.021
,,106.48976,C5_42,0.043
,,106.4904,C5_32,0.043
,,106.5616,C1_43,0.019
,,106.5668,C5_32,0.028
,,106.59088,C3_33,0.039
,,106.60368,C1_43,0.02
,,106.62264,C5_42,0.043
,,106.62272,C2_23,0.019
,,106.64936,C2_41,0.016
,,106.67272,C1_43,0.022
,,106.69576,C1_43,0.018
,,106.7104,C5_42,0.036
,,106.7208,C5_42,0.033
,,106.7528,C1_43,0.025
,,106.76544,C5_42,0.034
,,106.8188,C5_32,0.03
,,106.81888,C2_23,0.035
,,106.82312,C5_32,0.04
,,106.85368,C1_43,0.026
,,106.88808,C5_42,0.037
,,106.89808,C6_22,0.023
,,106.90848,C2_33,0.018
,,106.95968,C6_22,0.027
,,106.97,C5_43,0.03
,,106.9736,C5_43,0.026
,,106.98352,C3_33,0.041
,,107.0048,C5_43,0.069
,,107.04024,C5_42,0.035
,,107.0532,C5_32,0.04
,,107.06096,C5_43,0.022
,,107.12512,C1_43,0.024
,,107.1588,C5_42,0.03
,,107.17288,C5_42,0.029
,,107.21664,C1_43,0.015
,,107.24408,C1_43,0.021
,,107.25776,C6_22,0.033
,,107.29728,C2_23,0.031
,,107.30128,C5_32,0.039
,,107.32088,C1_44,0.013
,,107.3256,C2_23,0.017
,,107.41392,C5_42,0.035
,,107.42328,C5_42,0.025
,,107.44752,C5_42,0.045
,,107.45544,C1_22,0.022
,,107.46408,C3_33,0.038
,,107.49024,C5_42,0.035
,,107.50568,C1_43,0.023
,,107.52568,C1_43,0.023
,,107.57656,C2_41,0.012
,,107.60152,C5_42,0.043
,,107.6088,C2_23,0.02
,,107.64536,C5_32,0.041
,,107.65776,C1_43,0.022
,,107.6932,C1_33,0.022
,,107.69448,C2_23,0.029
,,107.72912,C5_43,0.027
,,107.72992,C6_22,0.027
,,107.73552,C2_33,0.022
,,107.75008,C2_33,0.018
,,107.7828,C5_43,0.025
,,107.78448,C3_13,0.027
,,107.83848,C2_23,0.02
,,107.84392,C5_42,0.041
,,107.84712,C5_42,0.036
,,107.86216,C1_43,0.023
,,107.94656,C1_43,0.016
,,107.962,C1_33,0.014
,,107.96872,C6_22,0.04
,,107.99192,C1_43,0.017
,,108.01576,C3_13,0.02
,,108.02112,C5_42,0.032
,,108.0288,C1_43,0.018
,,108.03344,C1_43,0.019
,,108.04416,C5_42,0.035
,,108.07704,C5_43,0.022
,,108.09296,C6_22,0.028
,,108.11888,C5_42,0.051
,,108.12224,C5_42,0.028
,,108.12488,C1_43,0.027
,,108.1356,C5_42,0.035
,,108.14464,C2_23,0.031
,,108.15376,C3_33,0.039
,,108.21392,C5_42,0.035
,,108.23872,C2_23,0.022
,,108.29288,C2_23,0.02
,,108.31552,C2_33,0.023
,,108.3584,C3_33,0.039
,,108.35912,C1_43,0.018
,,108.46968,C5_43,0.025
,,108.48424,C1_43,0.02
,,108.49048,C1_43,0.02
,,108.49176,C5_42,0.03
,,108.51336,C5_43,0.025
,,108.56264,C5_42,0.038
,,108.61664,C6_22,0.026
,,108.62864,C1_22,0.021
,,108.63696,C5_43,0.021
,,108.63856,C5_42,0.037
,,108.65424,C5_42,0.034
,,108.6904,C1_43,0.022
,,108.69176,C5_42,0.059
,,108.71176,C2_23,0.032
,,108.74248,C1_43,0.021
,,108.75712,C6_22,0.021
,,108.76152,C1_43,0.023
,,108.7728,C1_43,0.019
,,108.77664,C3_33,0.042
,,108.78024,C5_42,0.038
,,108.84992,C1_43,0.022
,,108.864,C1_43,0.019
,,108.87272,C5_42,0.029
,,108.88472,C5_43,0.022
,,108.92208,C1_43,0.019
,,108.94136,C5_42,0.027
,,108.94256,C5_32,0.035
,,108.95768,C1_43,0.022
,,108.97384,C1_22,0.021
,,108.98304,C2_33,0.026
,,108.99216,C2_23,0.02
,,109.01808,C1_44,0.017
,,109.04992,C1_43,0.022
,,109.06744,C1_43,0.027
,,109.12672,C1_43,0.019
,,109.1404,C1_43,0.021
,,109.17328,C1_43,0.024
,,109.22624,C6_22,0.022
,,109.24384,C1_43,0.02
,,109.29368,C1_43,0.025
,,109.29808,C5_43,0.029
,,109.30408,C1_43,0.021
,,109.3072,C2_23,0.028
,,109.33912,C1_43,0.019
,,109.34016,C5_42,0.037
,,109.35568,C3_33,0.042
,,109.36752,C5_42,0.038
,,109.38208,C2_23,0.036
,,109.38512,C5_43,0.022
,,109.42688,C5_42,0.028
,,109.48448,C2_33,0.018
,,109.4884,C3_13,0.021
,,109.54608,C1_33,0.016
,,109.55992,C5_43,0.054
,,109.61768,C5_32,0.034
,,109.62288,C1_43,0.021
,,109.63592,C5_42,0.038
,,109.67504,C1_43,0.025
,,109.68832,C5_42,0.029
,,109.68992,C3_13,0.025
,,109.71704,C6_22,0.025
,,109.72152,C3_33,0.035
,,109.78664,C1_43,0.016
,,109.81232,C5_32,0.05
,,109.85008,C1_43,0.021
,,109.85104,C5_42,0.045
,,109.87312,C5_42,0.026
,,109.8796,C5_42,0.046
,,109.89576,C5_42,0.037
,,109.91384,C5_42,0.034
,,109.92976,C1_33,0.017
,,109.94,C2_23,0.031
,,109.95904,C5_32,0.046
,,109.9944,C5_42,0.036
,,110.0052,C3_33,0.042
,,110.08928,C6_22,0.024
,,110.14768,C5_43,0.028
,,110.14832,C1_43,0.023
,,110.14864,C2_23,0.019
,,110.15296,C1_43,0.023
,,110.16648,C3_13,0.041
,,110.17376,C2_33,0.018
,,110.17912,C2_23,0.016
,,110.192,C3_13,0.029
,,110.20576,C6_22,0.019
,,110.23312,C5_32,0.044
,,110.31312,C1_43,0.022
,,110.32088,C1_43,0.017
,,110.35048,C3_33,0.039
,,110.40008,C1_43,0.022
,,110.40824,C5_32,0.043
,,110.42072,C1_43,0.023
,,110.43976,C6_22,0.025
,,110.46504,C1_22,0.019
,,110.51848,C2_23,0.018
,,110.52368,C5_42,0.034
,,110.5312,C1_43,0.016
,,110.5904,C1_43,0.019
,,110.5956,C5_42,0.029
,,110.59936,C2_23,0.029
,,110.62584,C5_42,0.027
,,110.65976,C5_42,0.047
,,110.6848,C5_42,0.033
,,110.69296,C5_32,0.041
,,110.77112,C2_23,0.019
,,110.78056,C3_33,0.04
,,110.79624,C1_43,0.018
,,110.81856,C6_22,0.026
,,110.83576,C2_33,0.018
,,110.88,C1_44,0.011
,,110.8928,C5_32,0.042
,,110.91496,C1_43,0.021
,,110.92936,C1_43,0.029
,,110.98832,C1_43,0.02
,,111.02256,C1_43,0.018
,,111.09824,C5_32,0.059
,,111.11928,C6_22,0.024
,,111.14488,C5_42,0.041
,,111.15312,C3_33,0.038
,,111.15968,C5_32,0.029
,,111.16176,C5_42,0.031
,,111.18896,C5_32,0.024
,,111.19312,C5_42,0.032
,,111.20544,C2_23,0.036
,,111.21336,C1_22,0.025
,,111.25216,C1_43,0.021
,,111.3192,C3_33,0.039
,,111.3384,C2_23,0.022
,,111.3428,C2_23,0.031
,,111.37712,C5_32,0.049
,,111.41392,C6_22,0.021
,,111.41632,C1_43,0.022
,,111.42384,C1_43,0.02
,,111.50048,C5_43,0.056
,,111.53704,C5_32,0.043
,,111.54848,C5_42,0.029
,,111.59656,C6_22,0.03
,,111.61872,C5_43,0.027
,,111.62288,C5_42,0.033
,,111.64536,C5_42,0.066
,,111.67576,C1_43,0.02
,,111.6788,C1_43,0.018
,,111.70208,C5_42,0.048
,,111.70448,C6_22,0.019
,,111.72688,C5_42,0.034
,,111.7396,C5_32,0.045
,,111.75712,C3_33,0.042
,,111.79504,C1_43,0.017
,,111.80232,C6_22,0.03
,,111.84888,C1_43,0.021
,,111.9052,C2_23,0.023
,,111.96,C2_23,0.029
,,112.02336,C3_33,0.022
,,112.03288,C5_32,0.041
,,112.05456,C6_22,0.025
,,112.05512,C2_33,0.023
,,112.07072,C2_33,0.02
,,112.1068,C3_33,0.039
,,112.13248,C1_43,0.019
,,112.21616,C1_22,0.021
,,112.27504,C5_42,0.031
,,112.29112,C3_13,0.029
,,112.31656,C5_42,0.037
,,112.33888,C1_43,0.017
,,112.39032,C5_42,0.026
,,112.43792,C1_43,0.023
,,112.44472,C3_33,0.04
,,112.488,C1_43,0.026
,,112.49736,C5_42,0.035
,,112.51496,C1_43,0.017
,,112.58776,C1_33,0.02
,,112.5952,C5_42,0.03
,,112.64688,C5_32,0.047
,,112.6784,C1_22,0.019
,,112.76096,C2_32,0.018
,,112.7636,C2_23,0.034
,,112.77232,C5_32,0.034
,,112.79808,C1_43,0.023
,,112.80832,C3_33,0.041
,,112.84888,C5_43,0.023
,,112.86216,C2_23,0.018
,,112.88808,C6_22,0.024
,,112.90832,C1_43,0.02
,,112.91056,C1_43,0.017
,,113.02448,C5_42,0.048
,,113.05568,C5_43,0.023
,,113.06912,C1_43,0.022
,,113.0716,C5_33,0.013
,,113.08248,C6_22,0.017
,,113.08728,C5_43,0.064
,,113.11832,C5_43,0.028
,,113.14944,C5_43,0.028
,,113.15232,C3_33,0.038
,,113.19688,C2_23,0.028
,,113.21144,C5_42,0.028
,,113.2444,C5_43,0.024
,,113.30504,C1_43,0.02
,,113.30824,C1_22,0.02
,,113.3152,C1_33,0.021
,,113.31528,C1_43,0.021
,,113.35048,C2_23,0.029
,,113.3808,C1_43,0.022
,,113.40216,C6_22,0.023
,,113.40592,C2_32,0.015
,,113.41648,C1_43,0.019
,,113.42112,C1_33,0.023
,,113.43976,C3_33,0.04
,,113.44656,C5_42,0.03
,,113.52248,C1_43,0.016
,,113.52712,C5_42,0.035
,,113.52712,C6_22,0.019
,,113.55368,C5_42,0.035
,,113.58704,C2_23,0.022
,,113.62872,C1_43,0.021
,,113.67432,C1_23,0.021
,,113.72792,C3_33,0.041
,,113.7636,C5_43,0.025
,,113.7656,C5_42,0.033
,,113.80016,C3_13,0.036
,,113.80176,C6_22,0.021
,,113.80712,C5_43,0.024
,,113.85728,C2_23,0.039
,,113.87504,C1_43,0.019
,,113.87728,C1_43,0.09
,,113.8828,C1_43,0.019
,,113.99592,C5_42,0.026
,,114.03272,C1_43,0.028
,,114.05824,C5_32,0.029
,,114.06624,C2_33,0.022
,,114.06888,C1_43,0.019
,,114.08136,C1_33,0.018
,,114.08608,C6_22,0.02
,,114.0872,C3_33,0.039
,,114.08864,C1_43,0.022
,,114.11656,C5_43,0.03
,,114.12368,C2_33,0.029
,,114.13608,C1_22,0.018
,,114.1384,C2_23,0.023
,,114.14032,C5_43,0.027
,,114.14848,C5_42,0.031
,,114.16632,C5_42,0.032
,,114.18648,C5_42,0.051
,,114.20864,C5_42,0.058
,,114.212,C3_13,0.025
,,114.34376,C5_32,0.049
,,114.36344,C5_42,0.024
,,114.36392,C3_33,0.043
,,114.48616,C2_23,0.032
,,114.50616,C5_32,0.048
,,114.53424,C3_23,0.011
,,114.59512,C5_43,0.023
,,114.63632,C6_22,0.028
,,114.71368,C5_32,0.047
,,114.736,C1_43,0.021
,,114.75176,C1_43,0.018
,,114.76512,C3_33,0.039
,,114.85928,C5_42,0.028
,,114.89416,C5_32,0.051
,,114.90936,C1_22,0.022
,,114.9164,C1_43,0.024
,,114.92336,C5_43,0.021
,,114.94576,C5_42,0.038
,,114.96312,C5_32,0.042
,,115.0068,C5_42,0.033
,,115.02552,C5_42,0.03
,,115.03192,C3_42,0.013
,,115.04312,C5_32,0.047
,,115.04848,C5_32,0.027
,,115.06216,C1_43,0.017
,,115.06832,C1_43,0.02
,,115.12096,C2_23,0.029
,,115.14088,C2_23,0.02
,,115.15464,C1_43,0.02
,,115.17416,C5_42,0.042
,,115.19784,C1_43,0.02
,,115.22416,C6_22,0.024
,,115.2244,C2_23,0.02
,,115.23176,C5_42,0.059
,,115.23824,C5_32,0.037
,,115.25744,C3_33,0.042
,,115.28328,C5_43,0.025
,,115.30304,C1_33,0.02
,,115.3036,C5_42,0.034
,,115.32816,C2_23,0.025
,,115.35576,C5_32,0.027
,,115.4088,C5_43,0.026
,,115.42064,C5_32,0.035
,,115.44848,C5_42,0.036
,,115.47272,C5_43,0.059
,,115.49128,C1_33,0.016
,,115.50024,C5_32,0.039
,,115.55216,C2_33,0.025
,,115.57664,C2_33,0.02
,,115.58688,C1_43,0.017
,,115.5916,C1_43,0.077
,,115.59368,C5_42,0.037
,,115.60808,C1_43,0.019
,,115.6092,C5_42,0.03
,,115.61472,C6_22,0.024
,,115.67912,C5_42,0.026
,,115.68488,C3_33,0.039
,,115.69848,C1_32,0.017
,,115.7044,C1_43,0.02
,,115.70792,C5_42,0.035
,,115.71072,C2_23,0.025
,,115.75064,C1_43,0.022
,,115.7532,C1_22,0.025
,,115.76224,C2_23,0.017
,,115.82128,C5_32,0.041
,,115.83656,C6_31,0.014
,,115.85368,C1_33,0.021
,,115.9348,C6_22,0.028
,,115.98344,C1_43,0.02
,,115.9944,C5_43,0.025
,,116.03392,C5_32,0.047
,,116.0352,C1_43,0.022
,,116.04576,C5_42,0.035
,,116.05632,C6_22,0.021
,,116.09632,C5_43,0.027
,,116.10008,C6_22,0.023
,,116.12136,C2_23,0.027
,,116.142,C1_43,0.022
,,116.1632,C5_43,0.028
,,116.16416,C3_33,0.043
,,116.17624,C5_43,0.028
,,116.20968,C1_42,0.016
,,116.21312,C1_43,0.018
,,116.21512,C3_42,0.016
,,116.24584,C1_43,0.02
,,116.24912,C5_42,0.036
,,116.25696,C5_42,0.039
,,116.2608,C2_23,0.019
,,116.264,C2_33,0.032
,,116.27824,C5_42,0.026
,,116.33224,C5_32,0.041
,,116.35864,C1_43,0.024
,,116.42688,C5_43,0.059
,,116.48976,C2_32,0.019
,,116.51584,C3_13,0.045
,,116.5164,C5_32,0.039
,,116.52336,C1_43,0.019
,,116.57256,C5_43,0.024
,,116.59968,C1_43,0.021
,,116.62064,C2_23,0.017
,,116.63448,C6_22,0.021
,,116.64968,C3_33,0.042
,,116.73296,C1_43,0.023
,,116.76936,C5_32,0.049
,,116.79784,C6_22,0.036
,,116.82944,C1_43,0.022
,,116.8528,C2_23,0.027
,,116.85968,C5_42,0.037
,,116.89568,C5_42,0.036
,,116.91424,C6_22,0.022
,,116.9636,C5_42,0.026
,,117.00872,C1_43,0.021
,,117.00952,C6_22,0.021
,,117.0464,C5_32,0.04
,,117.07608,C3_43,0.018
,,117.07856,C5_42,0.034
,,117.0788,C2_23,0.022
,,117.11616,C1_22,0.021
,,117.14312,C1_43,0.021
,,117.19688,C5_43,0.029
,,117.19808,C3_33,0.042
,,117.21176,C5_32,0.047
,,117.22088,C5_43,0.021
,,117.26848,C5_43,0.023
,,117.29784,C5_43,0.036
,,117.34912,C5_42,0.047
,,117.36392,C5_42,0.032
,,117.3704,C1_43,0.024
,,117.37976,C2_23,0.028
,,117.41392,C6_22,0.027
,,117.4892,C2_23,0.021
,,117.5548,C3_33,0.034
,,117.55488,C3_43,0.012
,,117.56592,C1_43,0.017
,,117.64552,C1_43,0.02
,,117.66696,C1_43,0.022
,,117.67104,C1_22,0.026
,,117.68664,C5_42,0.043
,,117.71344,C6_22,0.045
,,117.73,C1_33,0.016
,,117.73592,C3_13,0.02
,,117.73824,C2_23,0.023
,,117.76776,C3_13,0.021
,,117.77576,C6_22,0.023
,,117.78272,C1_44,0.011
,,117.78472,C5_42,0.033
,,117.78584,C6_22,0.022
,,117.79712,C5_32,0.05
,,117.84112,C1_44,0.015
,,117.9248,C5_42,0.029
,,117.96608,C5_42,0.035
,,117.98384,C5_42,0.052
,,117.99184,C2_23,0.035
,,118.0044,C5_42,0.032
,,118.006,C5_43,0.029
,,118.006,C6_22,0.025
,,118.0308,C3_33,0.041
,,118.04072,C5_42,0.034
,,118.05728,C5_43,0.026
,,118.1092,C1_43,0.019
,,118.14552,C5_42,0.034
,,118.148,C5_32,0.044
,,118.16136,C1_22,0.025
,,118.1672,C1_43,0.016
,,118.2796,C5_42,0.042
,,118.3132,C5_32,0.046
,,118.3152,C5_42,0.034
,,118.3172,C2_23,0.021
,,118.33,C1_43,0.02
,,118.35912,C2_23,0.017
,,118.35984,C1_43,0.017
,,118.3616,C6_22,0.022
,,118.37672,C5_32,0.032
,,118.37792,C1_43,0.077
,,118.41144,C3_33,0.04
,,118.45184,C6_22,0.031
,,118.45696,C5_43,0.024
,,118.4712,C5_43,0.02
,,118.48152,C3_23,0.012
,,118.49976,C5_43,0.025
,,118.51008,C2_23,0.021
,,118.59064,C2_23,0.033
,,118.59968,C5_32,0.042
,,118.62288,C1_22,0.016
,,118.62288,C1_43,0.016
,,118.64256,C5_42,0.05
,,118.6652,C3_33,0.037
,,118.67136,C1_43,0.021
,,118.6868,C1_43,0.019
,,118.70048,C1_43,0.018
,,118.71552,C5_42,0.036
,,118.73944,C5_42,0.05
,,118.75768,C6_22,0.025
,,118.76344,C5_43,0.023
,,118.79256,C5_43,0.062
,,118.81224,C5_32,0.039
,,118.83088,C1_43,0.018
,,118.87976,C2_23,0.021
,,118.88808,C1_43,0.027
,,118.94096,C5_42,0.033
,,118.95536,C1_43,0.021
,,118.96328,C5_32,0.044
,,119.04552,C1_22,0.02
,,119.06344,C6_22,0.027
,,119.11304,C2_23,0.037
,,119.15392,C5_43,0.043
,,119.17384,C5_32,0.045
,,119.1752,C1_43,0.017
,,119.20176,C5_42,0.037
,,119.20544,C5_43,0.027
,,119.21144,C3_13,0.027
,,119.2264,C5_42,0.038
,,119.23192,C2_33,0.019
,,119.23792,C1_33,0.017
,,119.23792,C2_33,0.018
,,119.24424,C3_13,0.038
,,119.24744,C5_43,0.029
,,119.2524,C1_43,0.019
,,119.2768,C1_43,0.018
,,119.3144,C2_33,0.028
,,119.36456,C2_23,0.023
,,119.3884,C3_33,0.047
,,119.42376,C2_33,0.02
,,119.436,C5_32,0.041
,,119.43632,C5_33,0.012
,,119.444,C2_23,0.019
,,119.45536,C6_22,0.02
,,119.48088,C3_13,0.034
,,119.55472,C6_22,0.025
,,119.57376,C1_22,0.016
,,119.60048,C6_22,0.024
,,119.6208,C5_32,0.049
,,119.6256,C3_33,0.037
,,119.66248,C5_43,0.028
,,119.71584,C5_32,0.041
,,119.72048,C1_43,0.02
,,119.79944,C1_43,0.02
,,119.8472,C5_42,0.04
,,119.8476,C2_23,0.027
