Investigator,Ghislaine,,,,Time (s),Electrode,Amplitude(mV)
,,,,,324.59792,C3_31,0.025
,,,,,324.59832,C3_32,0.014
,,,,,324.60464,C6_11,0.028
,,,,,324.62056,C3_42,0.016
,,,,,324.63344,C3_32,0.015
,,,,,324.64112,C3_32,0.021
,,,,,324.65096,C3_42,0.02
,,,,,324.68072,C2_31,0.039
,,,,,324.68712,C3_33,0.02
,,,,,324.68776,C3_42,0.025
,,,,,324.68976,C3_33,0.019
,,,,,324.69056,C3_31,0.024
,,,,,324.69056,C3_42,0.056
,,,,,324.69136,C3_32,0.048
,,,,,324.69152,C3_41,0.013
,,,,,324.69152,C3_43,0.07
,,,,,324.69248,C3_33,0.066
,,,,,324.69288,C3_44,0.085
,,,,,324.69352,C3_42,0.021
,,,,,324.69352,C6_11,0.023
,,,,,324.694,C3_32,0.035
,,,,,324.69448,C3_41,0.01
,,,,,324.6952,C3_33,0.038
,,,,,324.6952,C3_43,0.021
,,,,,324.69544,C3_31,0.033
,,,,,324.69616,C3_42,0.021
,,,,,324.69736,C3_44,0.023
,,,,,324.69752,C3_33,0.039
,,,,,324.6976,C3_43,0.026
,,,,,324.69792,C3_32,0.055
,,,,,324.69824,C3_41,0.019
,,,,,324.6992,C3_42,0.066
,,,,,324.69952,C3_31,0.047
,,,,,324.69976,C3_44,0.032
,,,,,324.70008,C3_43,0.048
,,,,,324.70072,C3_32,0.041
,,,,,324.70072,C3_33,0.069
,,,,,324.70192,C3_42,0.044
,,,,,324.70248,C3_43,0.075
,,,,,324.70248,C3_44,0.083
,,,,,324.70256,C3_41,0.023
,,,,,324.70296,C3_33,0.088
,,,,,324.7032,C3_32,0.058
,,,,,324.70424,C3_42,0.05
,,,,,324.70488,C3_43,0.201
,,,,,324.70512,C3_31,0.102
,,,,,324.70528,C3_33,0.036
,,,,,324.70536,C3_41,0.016
,,,,,324.70568,C3_44,0.082
,,,,,324.706,C3_32,0.037
,,,,,324.70672,C3_42,0.069
,,,,,324.70728,C3_43,0.075
,,,,,324.7076,C3_41,0.017
,,,,,324.70808,C3_33,0.094
,,,,,324.7084,C3_31,0.061
,,,,,324.70872,C3_32,0.042
,,,,,324.7092,C2_22,0.014
,,,,,324.7096,C3_42,0.068
,,,,,324.70992,C3_43,0.178
,,,,,324.7104,C3_44,0.054
,,,,,324.71064,C3_41,0.015
,,,,,324.71072,C3_22,0.016
,,,,,324.7108,C3_31,0.043
,,,,,324.7112,C3_32,0.075
,,,,,324.71152,C3_33,0.048
,,,,,324.712,C3_42,0.084
,,,,,324.71232,C3_43,0.137
,,,,,324.71312,C3_44,0.037
,,,,,324.7132,C3_31,0.075
,,,,,324.7136,C3_41,0.018
,,,,,324.714,C3_22,0.013
,,,,,324.71416,C3_32,0.072
,,,,,324.71416,C3_33,0.067
,,,,,324.71432,C3_42,0.045
,,,,,324.71456,C3_43,0.065
,,,,,324.71584,C3_31,0.054
,,,,,324.7168,C3_33,0.052
,,,,,324.71696,C3_42,0.026
,,,,,324.71752,C3_32,0.034
,,,,,324.71752,C3_43,0.056
,,,,,324.7176,C3_41,0.013
,,,,,324.71792,C3_44,0.03
,,,,,324.71872,C3_31,0.096
,,,,,324.71928,C3_33,0.04
,,,,,324.71928,C3_42,0.078
,,,,,324.71992,C3_43,0.054
,,,,,324.72024,C3_32,0.017
,,,,,324.7204,C3_44,0.081
,,,,,324.72104,C3_31,0.045
,,,,,324.72168,C3_33,0.086
,,,,,324.72176,C3_42,0.042
,,,,,324.72232,C3_43,0.023
,,,,,324.72256,C3_41,0.012
,,,,,324.7232,C3_32,0.02
,,,,,324.72416,C3_33,0.029
,,,,,324.72448,C3_42,0.045
,,,,,324.72552,C3_41,0.016
,,,,,324.72584,C3_31,0.038
,,,,,324.72616,C3_43,0.045
,,,,,324.7264,C3_32,0.057
,,,,,324.72672,C3_33,0.056
,,,,,324.72792,C3_44,0.025
,,,,,324.72808,C3_42,0.071
,,,,,324.72856,C3_43,0.068
,,,,,324.72888,C3_41,0.032
,,,,,324.72896,C3_32,0.035
,,,,,324.72904,C3_31,0.093
,,,,,324.72928,C3_33,0.04
,,,,,324.73088,C3_42,0.1
,,,,,324.73112,C3_43,0.047
,,,,,324.7316,C3_32,0.036
,,,,,324.73192,C3_31,0.04
,,,,,324.73192,C3_44,0.031
,,,,,324.73224,C3_33,0.107
,,,,,324.7344,C3_31,0.029
,,,,,324.73456,C3_33,0.046
,,,,,324.73464,C3_42,0.054
,,,,,324.73496,C3_43,0.05
,,,,,324.73504,C3_41,0.017
,,,,,324.7356,C3_32,0.033
,,,,,324.73576,C3_44,0.027
,,,,,324.7368,C3_31,0.026
,,,,,324.73736,C3_33,0.045
,,,,,324.73792,C3_32,0.033
,,,,,324.73816,C3_42,0.065
,,,,,324.73832,C3_44,0.018
,,,,,324.73888,C3_41,0.015
,,,,,324.73912,C3_31,0.034
,,,,,324.73928,C3_43,0.043
,,,,,324.7396,C3_33,0.035
,,,,,324.74096,C3_42,0.052
,,,,,324.74128,C3_44,0.024
,,,,,324.74136,C3_31,0.037
,,,,,324.74152,C3_32,0.036
,,,,,324.74208,C3_33,0.047
,,,,,324.74216,C3_43,0.038
,,,,,324.74368,C3_42,0.099
,,,,,324.74376,C3_44,0.051
,,,,,324.74384,C3_41,0.014
,,,,,324.74416,C3_32,0.045
,,,,,324.74424,C3_22,0.015
,,,,,324.74432,C3_31,0.055
,,,,,324.74448,C3_33,0.065
,,,,,324.74464,C3_43,0.085
,,,,,324.74496,C1_34,0.015
,,,,,324.74592,C3_42,0.041
,,,,,324.74656,C3_41,0.013
,,,,,324.74704,C3_32,0.027
,,,,,324.74704,C3_33,0.058
,,,,,324.74752,C3_31,0.04
,,,,,324.74752,C3_43,0.076
,,,,,324.74784,C3_44,0.028
,,,,,324.74856,C3_42,0.044
,,,,,324.74904,C3_41,0.014
,,,,,324.74928,C3_33,0.043
,,,,,324.74936,C3_32,0.041
,,,,,324.74976,C3_31,0.032
,,,,,324.74976,C3_43,0.043
,,,,,324.75008,C3_44,0.027
,,,,,324.7512,C3_42,0.041
,,,,,324.75248,C3_44,0.024
,,,,,324.75264,C3_32,0.018
,,,,,324.75392,C3_33,0.032
,,,,,324.75416,C3_31,0.026
,,,,,324.7544,C3_42,0.032
,,,,,324.75528,C3_43,0.022
,,,,,324.75608,C3_32,0.021
,,,,,324.75656,C3_33,0.03
,,,,,324.7572,C3_31,0.031
,,,,,324.75728,C3_42,0.037
,,,,,324.75832,C3_32,0.041
,,,,,324.7588,C3_33,0.087
,,,,,324.7588,C3_44,0.032
,,,,,324.75944,C3_43,0.045
,,,,,324.75976,C3_31,0.022
,,,,,324.75992,C3_42,0.035
,,,,,324.76136,C3_32,0.026
,,,,,324.76152,C3_44,0.032
,,,,,324.76184,C3_33,0.019
,,,,,324.76208,C3_31,0.034
,,,,,324.76208,C3_43,0.097
,,,,,324.76248,C3_41,0.019
,,,,,324.76368,C3_42,0.024
,,,,,324.76464,C3_33,0.027
,,,,,324.76464,C3_43,0.059
,,,,,324.76512,C3_32,0.05
,,,,,324.7656,C3_31,0.025
,,,,,324.76608,C3_42,0.031
,,,,,324.76696,C3_41,0.017
,,,,,324.76704,C3_33,0.039
,,,,,324.76728,C3_43,0.019
,,,,,324.76776,C3_44,0.027
,,,,,324.76784,C3_32,0.013
,,,,,324.76816,C3_31,0.022
,,,,,324.76944,C3_33,0.03
,,,,,324.77024,C3_32,0.038
,,,,,324.7704,C3_42,0.029
,,,,,324.77256,C3_31,0.086
,,,,,324.77256,C3_44,0.031
,,,,,324.77264,C3_42,0.094
,,,,,324.77304,C3_33,0.04
,,,,,324.7732,C3_32,0.017
,,,,,324.77328,C3_41,0.021
,,,,,324.77512,C3_43,0.065
,,,,,324.7752,C3_31,0.067
,,,,,324.7756,C3_32,0.041
,,,,,324.77576,C3_33,0.044
,,,,,324.77584,C3_41,0.013
,,,,,324.77688,C3_42,0.035
,,,,,324.77704,C3_44,0.032
,,,,,324.77784,C3_31,0.063
,,,,,324.77792,C3_43,0.12
,,,,,324.77824,C3_33,0.061
,,,,,324.77872,C3_32,0.065
,,,,,324.77912,C3_42,0.091
,,,,,324.7796,C3_44,0.02
,,,,,324.78056,C3_31,0.029
,,,,,324.78064,C3_43,0.019
,,,,,324.7808,C3_33,0.031
,,,,,324.78136,C3_32,0.036
,,,,,324.78176,C3_41,0.012
,,,,,324.782,C3_42,0.056
,,,,,324.78224,C3_44,0.038
,,,,,324.78288,C3_43,0.097
,,,,,324.78304,C3_31,0.028
,,,,,324.7832,C3_33,0.026
,,,,,324.78376,C3_32,0.04
,,,,,324.78552,C3_43,0.155
,,,,,324.7856,C3_41,0.009
,,,,,324.7868,C3_33,0.021
,,,,,324.78776,C3_44,0.022
,,,,,324.78784,C3_42,0.033
,,,,,324.788,C3_31,0.026
,,,,,324.7884,C3_32,0.017
,,,,,324.7892,C3_43,0.021
,,,,,324.79168,C3_33,0.036
,,,,,324.79288,C3_42,0.056
,,,,,324.79312,C3_44,0.022
,,,,,324.7952,C3_41,0.016
,,,,,324.79688,C3_32,0.016
,,,,,324.804,C3_31,0.02
,,,,,324.8276,C5_34,0.017
,,,,,324.86272,C3_32,0.021
,,,,,324.88648,C3_32,0.02
,,,,,324.88712,C3_43,0.149
,,,,,324.88976,C3_44,0.065
,,,,,324.89136,C3_43,0.087
,,,,,324.89184,C3_33,0.021
,,,,,324.8936,C3_32,0.014
,,,,,324.94192,C3_32,0.032
,,,,,324.9424,C3_42,0.029
,,,,,324.94328,C3_44,0.022
,,,,,324.95352,C2_22,0.021
,,,,,324.9892,C6_11,0.024
,,,,,325.00064,C3_44,0.058
,,,,,325.0412,C1_34,0.017
,,,,,325.09744,C3_33,0.038
,,,,,325.09784,C3_43,0.043
,,,,,325.11912,C3_33,0.028
,,,,,325.11952,C3_31,0.032
,,,,,325.1196,C3_43,0.062
,,,,,325.12048,C3_42,0.028
,,,,,325.12456,C3_44,0.017
,,,,,325.12768,C3_33,0.018
,,,,,325.12896,C3_42,0.037
,,,,,325.1296,C3_31,0.026
,,,,,325.18736,C2_22,0.015
,,,,,325.1908,C3_32,0.038
,,,,,325.19128,C3_42,0.029
,,,,,325.3756,C1_34,0.017
,,,,,325.42232,C2_22,0.017
,,,,,325.49328,C1_34,0.018
,,,,,325.59464,C6_34,0.018
,,,,,325.65104,C1_34,0.015
,,,,,325.73952,C1_34,0.017
,,,,,326.5172,C2_31,0.036
,,,,,326.77704,C6_12,0.029
,,,,,326.96472,C3_33,0.014
,,,,,327.07528,C2_42,0.022
,,,,,327.0756,C2_43,0.028
,,,,,327.07752,C2_31,0.056
,,,,,327.0776,C2_24,0.035
,,,,,327.08768,C3_33,0.016
,,,,,327.096,C2_42,0.016
,,,,,327.10392,C2_31,0.047
,,,,,327.10824,C2_12,0.015
,,,,,327.13048,C2_34,0.025
,,,,,327.15448,C2_31,0.042
,,,,,327.15736,C2_31,0.014
,,,,,327.17608,C2_32,0.02
,,,,,327.20168,C2_12,0.014
,,,,,327.20464,C2_43,0.031
,,,,,327.24912,C2_12,0.141
,,,,,327.24952,C2_23,0.034
,,,,,327.2516,C2_12,0.021
,,,,,327.264,C2_31,0.064
,,,,,327.26792,C2_22,0.028
,,,,,327.2684,C2_12,0.053
,,,,,327.27352,C2_43,0.023
,,,,,327.286,C2_12,0.077
,,,,,327.35512,C2_12,0.015
,,,,,327.43192,C2_33,0.021
,,,,,327.44904,C2_23,0.02
,,,,,327.45656,C2_23,0.081
,,,,,327.45672,C2_12,0.039
,,,,,327.45696,C2_13,0.025
,,,,,327.45728,C2_22,0.039
,,,,,327.46328,C2_23,0.035
,,,,,327.47496,C2_22,0.014
,,,,,327.48928,C2_23,0.039
,,,,,327.49,C1_12,0.014
,,,,,327.49408,C2_23,0.086
,,,,,327.49424,C2_12,0.035
,,,,,327.49448,C2_13,0.024
,,,,,327.4948,C2_21,0.02
,,,,,327.4948,C2_22,0.033
,,,,,327.498,C2_43,0.022
,,,,,327.55088,C2_23,0.024
,,,,,327.55872,C2_33,0.027
,,,,,327.59904,C2_12,0.016
,,,,,327.6316,C2_22,0.016
,,,,,327.70272,C1_12,0.018
,,,,,327.73264,C3_42,0.017
,,,,,327.83712,C2_31,0.041
,,,,,327.91648,C2_21,0.018
,,,,,327.91664,C2_22,0.061
,,,,,327.94104,C3_33,0.021
,,,,,327.948,C3_32,0.019
,,,,,327.95616,C3_33,0.012
,,,,,327.96144,C3_42,0.016
,,,,,327.96152,C3_31,0.023
,,,,,327.96176,C3_32,0.019
,,,,,327.96912,C2_32,0.015
,,,,,327.98056,C3_32,0.018
,,,,,327.9868,C2_43,0.023
,,,,,327.9888,C3_43,0.014
,,,,,328.01584,C3_43,0.019
,,,,,328.01904,C3_31,0.018
,,,,,328.02888,C3_33,0.014
,,,,,328.0756,C2_33,0.021
,,,,,328.09168,C2_43,0.023
,,,,,328.09304,C2_12,0.014
,,,,,328.14272,C2_32,0.016
,,,,,328.1968,C3_33,0.02
,,,,,328.22136,C3_32,0.018
,,,,,328.2288,C3_33,0.065
,,,,,328.22904,C3_43,0.061
,,,,,328.22936,C3_32,0.039
,,,,,328.23824,C3_32,0.017
,,,,,328.30856,C2_12,0.023
,,,,,328.35624,C2_43,0.023
,,,,,328.42736,C2_31,0.036
,,,,,328.5392,C3_31,0.022
,,,,,328.66488,C3_33,0.015
,,,,,328.6704,C2_33,0.02
,,,,,328.676,C3_44,0.065
,,,,,328.68024,C3_33,0.059
,,,,,328.68088,C3_42,0.046
,,,,,328.68152,C3_43,0.063
,,,,,328.68208,C3_32,0.038
,,,,,328.68288,C3_33,0.017
,,,,,328.6864,C3_32,0.014
,,,,,328.68936,C3_44,0.02
,,,,,328.70744,C3_43,0.015
,,,,,328.72552,C3_32,0.021
,,,,,328.73312,C3_32,0.019
,,,,,328.85224,C3_43,0.059
,,,,,328.8524,C3_33,0.065
,,,,,328.85288,C3_32,0.032
,,,,,328.93968,C3_41,0.008
,,,,,328.94448,C3_33,0.04
,,,,,328.94488,C3_43,0.034
,,,,,328.95352,C3_33,0.034
,,,,,328.954,C3_31,0.031
,,,,,328.954,C3_43,0.059
,,,,,328.95536,C3_42,0.02
,,,,,329.0188,C2_34,0.024
,,,,,329.02952,C2_22,0.064
,,,,,329.02992,C2_21,0.051
,,,,,329.0304,C2_12,0.03
,,,,,329.03432,C5_13,0.037
,,,,,329.03568,C2_41,0.032
,,,,,329.03688,C2_21,0.115
,,,,,329.03688,C2_31,0.035
,,,,,329.03688,C2_42,0.025
,,,,,329.03752,C2_11,0.072
,,,,,329.03784,C2_12,0.069
,,,,,329.038,C2_22,0.047
,,,,,329.03904,C2_41,0.016
,,,,,329.0392,C2_21,0.184
,,,,,329.03944,C2_31,0.072
,,,,,329.03992,C2_34,0.032
,,,,,329.04032,C2_23,0.117
,,,,,329.0408,C2_13,0.056
,,,,,329.0408,C2_44,0.027
,,,,,329.04112,C2_11,0.071
,,,,,329.04144,C2_22,0.05
,,,,,329.04144,C2_41,0.016
,,,,,329.04176,C2_21,0.017
,,,,,329.04192,C2_42,0.026
,,,,,329.04208,C2_32,0.028
,,,,,329.04224,C2_43,0.034
,,,,,329.04232,C2_33,0.089
,,,,,329.04256,C2_12,0.024
,,,,,329.04296,C2_31,0.172
,,,,,329.04304,C2_34,0.062
,,,,,329.04344,C2_11,0.052
,,,,,329.04352,C2_13,0.02
,,,,,329.04392,C2_22,0.065
,,,,,329.04392,C2_41,0.019
,,,,,329.04424,C2_24,0.036
,,,,,329.0444,C2_21,0.056
,,,,,329.04464,C2_32,0.037
,,,,,329.04544,C2_12,0.067
,,,,,329.04544,C2_33,0.04
,,,,,329.04552,C2_31,0.118
,,,,,329.04592,C2_42,0.018
,,,,,329.04616,C2_13,0.02
,,,,,329.0464,C2_11,0.044
,,,,,329.0468,C2_22,0.097
,,,,,329.0468,C2_23,0.034
,,,,,329.04688,C2_32,0.116
,,,,,329.04696,C2_41,0.036
,,,,,329.04736,C2_43,0.017
,,,,,329.04744,C2_21,0.161
,,,,,329.04776,C2_31,0.085
,,,,,329.04808,C2_12,0.044
,,,,,329.04872,C2_42,0.028
,,,,,329.04912,C2_32,0.027
,,,,,329.0492,C2_22,0.069
,,,,,329.04952,C2_23,0.061
,,,,,329.0496,C2_11,0.048
,,,,,329.04976,C2_34,0.045
,,,,,329.04984,C2_41,0.035
,,,,,329.05008,C2_21,0.063
,,,,,329.05024,C2_31,0.108
,,,,,329.05024,C2_33,0.058
,,,,,329.05088,C2_43,0.055
,,,,,329.05112,C2_12,0.103
,,,,,329.05144,C2_32,0.038
,,,,,329.05144,C2_42,0.051
,,,,,329.05176,C2_22,0.114
,,,,,329.05192,C2_13,0.025
,,,,,329.05208,C2_34,0.071
,,,,,329.05216,C2_11,0.079
,,,,,329.05216,C2_41,0.028
,,,,,329.05232,C2_21,0.108
,,,,,329.0524,C2_23,0.079
,,,,,329.05248,C2_31,0.061
,,,,,329.05328,C2_33,0.056
,,,,,329.05336,C2_12,0.055
,,,,,329.0536,C2_24,0.05
,,,,,329.05376,C2_42,0.027
,,,,,329.054,C2_22,0.08
,,,,,329.0544,C2_13,0.057
,,,,,329.0544,C2_41,0.022
,,,,,329.05464,C2_34,0.044
,,,,,329.0548,C2_23,0.052
,,,,,329.0548,C2_31,0.103
,,,,,329.05488,C2_32,0.079
,,,,,329.0552,C2_21,0.051
,,,,,329.0556,C2_44,0.027
,,,,,329.05568,C2_12,0.06
,,,,,329.05608,C2_43,0.044
,,,,,329.05624,C2_22,0.114
,,,,,329.05688,C2_33,0.064
,,,,,329.05704,C2_13,0.028
,,,,,329.05712,C2_31,0.053
,,,,,329.05744,C2_42,0.045
,,,,,329.05768,C2_21,0.154
,,,,,329.05768,C2_41,0.037
,,,,,329.05784,C2_32,0.067
,,,,,329.05792,C2_34,0.071
,,,,,329.05824,C2_11,0.069
,,,,,329.0584,C2_24,0.032
,,,,,329.05856,C2_12,0.131
,,,,,329.05856,C2_22,0.075
,,,,,329.05872,C2_43,0.054
,,,,,329.06008,C2_21,0.203
,,,,,329.06008,C2_41,0.032
,,,,,329.06016,C2_32,0.07
,,,,,329.06016,C2_42,0.033
,,,,,329.06024,C2_31,0.19
,,,,,329.06032,C2_13,0.051
,,,,,329.06048,C2_11,0.04
,,,,,329.06048,C2_34,0.084
,,,,,329.06088,C2_12,0.03
,,,,,329.06096,C2_23,0.048
,,,,,329.06136,C2_33,0.04
,,,,,329.06144,C2_43,0.04
,,,,,329.0616,C2_22,0.115
,,,,,329.0624,C2_42,0.033
,,,,,329.06288,C2_41,0.035
,,,,,329.06304,C2_11,0.033
,,,,,329.06312,C2_31,0.087
,,,,,329.06328,C2_23,0.052
,,,,,329.06328,C2_34,0.052
,,,,,329.06336,C2_12,0.145
,,,,,329.06336,C2_21,0.021
,,,,,329.0636,C2_33,0.134
,,,,,329.06368,C2_32,0.062
,,,,,329.06384,C2_22,0.052
,,,,,329.06456,C2_13,0.019
,,,,,329.0652,C2_41,0.026
,,,,,329.0656,C2_11,0.067
,,,,,329.06568,C2_23,0.103
,,,,,329.06576,C2_31,0.074
,,,,,329.06584,C2_12,0.087
,,,,,329.06584,C2_34,0.124
,,,,,329.06592,C2_42,0.02
,,,,,329.06592,C2_43,0.042
,,,,,329.06608,C2_21,0.06
,,,,,329.06608,C2_22,0.053
,,,,,329.06688,C2_32,0.064
,,,,,329.06704,C2_33,0.03
,,,,,329.06776,C2_13,0.02
,,,,,329.068,C2_24,0.037
,,,,,329.068,C2_31,0.154
,,,,,329.06808,C2_41,0.017
,,,,,329.06848,C2_21,0.041
,,,,,329.06848,C2_22,0.046
,,,,,329.06848,C2_43,0.057
,,,,,329.06896,C2_23,0.059
,,,,,329.06912,C2_34,0.039
,,,,,329.0692,C2_42,0.02
,,,,,329.06936,C2_11,0.048
,,,,,329.06936,C2_32,0.047
,,,,,329.07016,C2_33,0.026
,,,,,329.07024,C2_31,0.107
,,,,,329.07056,C2_12,0.03
,,,,,329.07072,C2_44,0.017
,,,,,329.07088,C2_21,0.097
,,,,,329.07128,C2_43,0.021
,,,,,329.0716,C2_42,0.03
,,,,,329.07168,C2_41,0.023
,,,,,329.07176,C2_22,0.09
,,,,,329.07192,C2_32,0.049
,,,,,329.07192,C2_34,0.078
,,,,,329.07264,C2_23,0.061
,,,,,329.0728,C2_31,0.05
,,,,,329.07288,C2_11,0.105
,,,,,329.0732,C2_12,0.044
,,,,,329.07344,C2_21,0.057
,,,,,329.07376,C2_24,0.022
,,,,,329.07384,C2_13,0.016
,,,,,329.07416,C2_22,0.118
,,,,,329.07416,C2_41,0.011
,,,,,329.0744,C2_32,0.061
,,,,,329.0748,C2_34,0.039
,,,,,329.07504,C2_31,0.037
,,,,,329.0756,C2_12,0.056
,,,,,329.07584,C2_11,0.023
,,,,,329.07608,C2_21,0.075
,,,,,329.0764,C2_23,0.048
,,,,,329.07648,C2_13,0.016
,,,,,329.07648,C2_41,0.019
,,,,,329.07664,C2_22,0.046
,,,,,329.07672,C2_43,0.048
,,,,,329.07704,C3_32,0.018
,,,,,329.07736,C2_34,0.091
,,,,,329.07744,C2_31,0.136
,,,,,329.07744,C2_32,0.052
,,,,,329.07768,C3_43,0.155
,,,,,329.07816,C2_24,0.028
,,,,,329.07856,C2_12,0.051
,,,,,329.07856,C2_21,0.129
,,,,,329.07864,C2_23,0.038
,,,,,329.07888,C2_13,0.022
,,,,,329.07896,C2_43,0.048
,,,,,329.0792,C2_22,0.069
,,,,,329.07936,C2_11,0.052
,,,,,329.07944,C2_42,0.024
,,,,,329.07952,C2_41,0.023
,,,,,329.07984,C2_34,0.024
,,,,,329.07992,C2_31,0.098
,,,,,329.08,C2_32,0.103
,,,,,329.08008,C2_33,0.038
,,,,,329.08072,C3_43,0.015
,,,,,329.08088,C2_21,0.106
,,,,,329.0812,C2_12,0.023
,,,,,329.08168,C2_22,0.068
,,,,,329.08176,C2_43,0.052
,,,,,329.08192,C2_13,0.023
,,,,,329.08192,C2_41,0.034
,,,,,329.08216,C2_31,0.112
,,,,,329.08232,C2_33,0.065
,,,,,329.0824,C2_34,0.037
,,,,,329.08272,C2_11,0.034
,,,,,329.08272,C2_32,0.073
,,,,,329.08272,C2_42,0.024
,,,,,329.0832,C2_21,0.09
,,,,,329.0836,C2_23,0.021
,,,,,329.084,C2_43,0.022
,,,,,329.08424,C2_44,0.017
,,,,,329.08432,C2_13,0.023
,,,,,329.0844,C2_22,0.048
,,,,,329.08464,C2_31,0.046
,,,,,329.0848,C2_12,0.045
,,,,,329.08496,C2_34,0.053
,,,,,329.08504,C2_41,0.015
,,,,,329.0856,C2_11,0.068
,,,,,329.0856,C2_33,0.034
,,,,,329.0856,C2_42,0.026
,,,,,329.08584,C2_21,0.062
,,,,,329.086,C2_23,0.167
,,,,,329.08616,C2_32,0.042
,,,,,329.08664,C2_13,0.06
,,,,,329.08664,C2_22,0.053
,,,,,329.0872,C2_31,0.078
,,,,,329.08744,C2_41,0.017
,,,,,329.0876,C2_43,0.081
,,,,,329.08824,C2_24,0.039
,,,,,329.08848,C2_32,0.081
,,,,,329.08856,C2_42,0.024
,,,,,329.08864,C2_21,0.094
,,,,,329.08872,C2_33,0.105
,,,,,329.08896,C2_11,0.041
,,,,,329.08896,C2_12,0.027
,,,,,329.08904,C2_22,0.038
,,,,,329.0892,C2_23,0.133
,,,,,329.08944,C2_34,0.047
,,,,,329.0896,C2_31,0.038
,,,,,329.09056,C2_13,0.069
,,,,,329.09112,C2_33,0.017
,,,,,329.09112,C2_42,0.026
,,,,,329.09136,C2_12,0.034
,,,,,329.09144,C2_21,0.068
,,,,,329.09144,C2_23,0.041
,,,,,329.09168,C2_22,0.065
,,,,,329.09168,C2_34,0.076
,,,,,329.09184,C2_11,0.026
,,,,,329.092,C2_44,0.011
,,,,,329.09216,C2_32,0.052
,,,,,329.0924,C2_31,0.115
,,,,,329.09256,C2_24,0.02
,,,,,329.09272,C2_41,0.013
,,,,,329.09336,C2_43,0.032
,,,,,329.09344,C5_32,0.022
,,,,,329.09352,C2_13,0.042
,,,,,329.09376,C2_23,0.054
,,,,,329.09384,C2_42,0.022
,,,,,329.09392,C2_22,0.048
,,,,,329.09392,C2_33,0.046
,,,,,329.09424,C2_34,0.042
,,,,,329.0944,C2_11,0.049
,,,,,329.09456,C2_32,0.087
,,,,,329.0948,C2_12,0.024
,,,,,329.09512,C2_31,0.063
,,,,,329.09568,C2_43,0.059
,,,,,329.09648,C2_22,0.06
,,,,,329.09672,C2_13,0.025
,,,,,329.09688,C2_33,0.046
,,,,,329.09712,C2_23,0.062
,,,,,329.09712,C2_24,0.024
,,,,,329.09712,C2_41,0.024
,,,,,329.09728,C2_12,0.025
,,,,,329.09728,C2_32,0.043
,,,,,329.09752,C2_42,0.026
,,,,,329.09768,C2_11,0.036
,,,,,329.09832,C2_21,0.121
,,,,,329.0984,C2_31,0.056
,,,,,329.09856,C2_43,0.028
,,,,,329.09896,C2_13,0.027
,,,,,329.09896,C2_22,0.048
,,,,,329.09968,C2_33,0.032
,,,,,329.09976,C2_32,0.063
,,,,,329.10024,C2_12,0.038
,,,,,329.10064,C2_23,0.079
,,,,,329.10072,C2_24,0.034
,,,,,329.10128,C2_13,0.021
,,,,,329.10128,C2_21,0.025
,,,,,329.10136,C2_22,0.078
,,,,,329.10136,C2_31,0.017
,,,,,329.1016,C2_34,0.047
,,,,,329.10288,C2_32,0.098
,,,,,329.1032,C2_41,0.019
,,,,,329.10328,C2_42,0.02
,,,,,329.10336,C2_23,0.018
,,,,,329.10424,C2_22,0.077
,,,,,329.10456,C2_33,0.055
,,,,,329.1048,C2_21,0.024
,,,,,329.10496,C2_31,0.1
,,,,,329.1052,C2_32,0.093
,,,,,329.10568,C2_12,0.165
,,,,,329.10672,C2_34,0.03
,,,,,329.10688,C2_22,0.053
,,,,,329.10696,C2_33,0.027
,,,,,329.10728,C2_42,0.023
,,,,,329.10736,C2_23,0.077
,,,,,329.10944,C2_43,0.03
,,,,,329.1104,C2_34,0.053
,,,,,329.11056,C2_31,0.074
,,,,,329.11088,C2_22,0.048
,,,,,329.11096,C2_32,0.061
,,,,,329.11096,C2_33,0.048
,,,,,329.11136,C2_21,0.054
,,,,,329.11208,C2_41,0.019
,,,,,329.11288,C2_23,0.058
,,,,,329.11304,C2_31,0.043
,,,,,329.11312,C2_12,0.04
,,,,,329.11328,C2_22,0.035
,,,,,329.11368,C2_43,0.015
,,,,,329.1152,C2_34,0.042
,,,,,329.11536,C2_33,0.023
,,,,,329.1156,C2_12,0.046
,,,,,329.11656,C2_22,0.035
,,,,,329.11672,C2_23,0.028
,,,,,329.11752,C2_32,0.111
,,,,,329.11776,C2_31,0.033
,,,,,329.11808,C2_21,0.097
,,,,,329.11928,C5_14,0.018
,,,,,329.12032,C2_34,0.052
,,,,,329.12032,C2_43,0.019
,,,,,329.1204,C2_23,0.021
,,,,,329.12048,C2_31,0.035
,,,,,329.12064,C2_33,0.05
,,,,,329.1208,C2_22,0.054
,,,,,329.12104,C2_21,0.015
,,,,,329.12144,C2_41,0.024
,,,,,329.12296,C2_31,0.025
,,,,,329.1236,C2_23,0.022
,,,,,329.126,C2_12,0.05
,,,,,329.12928,C2_43,0.059
,,,,,329.13048,C2_41,0.013
,,,,,329.13272,C2_33,0.021
,,,,,329.13688,C2_43,0.029
,,,,,329.13784,C2_31,0.063
,,,,,329.13824,C2_32,0.057
,,,,,329.14024,C2_23,0.059
,,,,,329.14096,C2_33,0.027
,,,,,329.14192,C2_42,0.016
,,,,,329.1496,C2_21,0.053
,,,,,329.15104,C2_23,0.027
,,,,,329.1512,C2_22,0.019
,,,,,329.15688,C2_23,0.059
,,,,,329.15712,C2_22,0.056
