Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV)
   Coincidence Occurrence Threshold,4 Electrodes,5.66032,B3_14,0.023
   Coincidence Event Window,160 µs,5.73912,B3_14,0.019
   Allow Sample Overlap,FALSE,5.78104,B3_14,0.017
   Spike Count Interval,1 s,5.8432,B3_14,0.021
,,5.90488,B3_14,0.017
,,6.02744,B3_14,0.023
,,6.156,B3_14,0.02
,,6.22864,B1_11,0.017
,,6.28864,B3_11,0.014
,,6.29656,B3_14,0.018
,,6.33072,B3_11,0.013
,,6.80192,B3_21,0.016
,,6.80392,B3_41,0.009
,,6.80472,B3_32,0.023
,,6.84096,B3_21,0.015
,,7.6376,B4_11,0.018
,,7.7056,B3_41,0.011
,,8.32296,B3_14,0.017
,,8.37536,B3_14,0.02
,,8.44264,B3_21,0.014
,,8.47768,B3_14,0.018
,,8.48624,B3_41,0.009
,,8.48696,B3_32,0.016
,,8.53032,B3_14,0.019
,,8.62224,B3_14,0.022
,,8.73072,B2_33,0.015
,,8.73088,B3_14,0.018
,,8.79784,B3_32,0.018
,,8.80864,B3_14,0.024
,,8.95704,B3_14,0.023
,,9.09008,B3_14,0.019
,,9.162,B3_32,0.015
,,9.29176,B3_11,0.015
,,9.40192,B3_11,0.014
,,9.61056,B3_21,0.013
,,9.8692,B3_41,0.012
,,9.87008,B3_32,0.015
,,9.92696,B1_43,0.013
,,10.03656,B3_14,0.017
,,10.1132,B3_14,0.018
,,10.25248,B3_14,0.022
,,10.38672,B3_14,0.021
,,10.84336,B1_11,0.011
,,11.10624,B3_41,0.011
,,11.10704,B3_32,0.015
,,11.1396,B3_32,0.014
,,11.39232,B3_11,0.012
,,11.46784,B1_31,0.013
,,11.73512,B3_21,0.013
,,12.0244,B3_11,0.014
,,12.09064,B3_41,0.012
,,12.09152,B3_32,0.016
,,12.3336,B3_21,0.013
,,12.45096,B3_11,0.021
,,13.18544,B3_21,0.013
,,13.27704,B1_11,0.028
,,13.32712,B3_41,0.01
,,13.41504,B3_21,0.02
,,13.42072,B1_43,0.012
,,13.69472,B3_21,0.014
,,13.90816,B3_21,0.014
,,13.94472,B3_41,0.012
,,13.9456,B3_32,0.016
,,14.00032,B3_41,0.009
,,14.2012,B3_21,0.014
,,14.26624,B1_44,0.013
,,14.37456,B3_14,0.018
,,14.44464,B3_14,0.019
,,14.48824,B3_41,0.01
,,14.48912,B3_32,0.012
,,14.4912,B3_14,0.021
,,14.53032,B3_21,0.014
,,14.53296,B3_12,0.013
,,14.54568,B3_14,0.019
,,14.68264,B3_14,0.021
,,14.74088,B3_14,0.028
,,14.7968,B1_11,0.026
,,14.81968,B3_14,0.02
,,14.86656,B3_41,0.012
,,14.86736,B3_32,0.015
,,14.8752,B3_14,0.021
,,14.97504,B3_14,0.019
,,15.03288,B3_14,0.02
,,15.0772,B1_43,0.011
,,15.13112,B1_31,0.013
,,15.14576,B3_14,0.016
,,15.2828,B3_14,0.017
,,15.29208,B1_44,0.015
,,15.73408,B3_41,0.008
,,16.13008,B3_11,0.013
,,16.19904,B3_11,0.015
,,16.218,B1_11,0.022
,,16.51376,B1_11,0.016
,,16.7032,B1_14,0.013
,,16.89312,B3_21,0.016
,,16.9852,B3_21,0.016
,,17.04872,B3_41,0.01
,,17.13464,B3_21,0.015
,,17.22592,B3_21,0.015
,,17.26,B3_21,0.011
,,17.30488,B1_43,0.012
,,17.4348,B3_21,0.014
,,17.64968,B3_21,0.018
,,17.94368,B1_43,0.011
,,18.11344,B3_11,0.016
,,18.1856,B3_11,0.012
,,18.23104,B3_32,0.017
,,18.362,B3_21,0.014
,,18.72888,B3_41,0.008
,,18.91496,B3_11,0.017
,,19.0892,B3_32,0.015
,,19.67368,B1_11,0.016
,,19.89008,B3_21,0.011
,,20.06608,B3_41,0.01
,,20.06696,B3_32,0.015
,,20.19784,B3_21,0.016
,,20.25328,B1_31,0.014
,,20.35904,B3_21,0.014
,,20.42016,B3_11,0.015
,,20.4684,B3_41,0.009
,,20.4692,B3_32,0.016
,,20.67552,B1_43,0.014
,,20.8448,B3_21,0.016
,,21.12984,B3_14,0.023
,,21.20408,B3_14,0.02
,,21.23008,B3_41,0.011
,,21.28016,B3_14,0.019
,,21.34048,B3_14,0.019
,,21.39384,B3_13,0.014
,,21.40336,B2_33,0.014
,,21.41584,B3_14,0.02
,,21.50104,B3_14,0.02
,,21.59152,B3_11,0.013
,,21.6092,B3_14,0.02
,,21.668,B3_14,0.019
,,21.69768,B3_41,0.011
,,21.69848,B3_32,0.015
,,21.77312,B3_13,0.015
,,21.79208,B3_14,0.022
,,21.85312,B3_11,0.014
,,21.85896,B3_14,0.02
,,22.12944,B3_41,0.011
,,22.13024,B3_32,0.017
,,22.33704,B2_13,0.032
,,22.65656,B3_41,0.011
,,22.65736,B3_32,0.014
,,22.7864,B1_11,0.029
,,23.00128,B3_11,0.015
,,23.07736,B3_32,0.015
,,23.18488,B3_11,0.016
,,23.19232,B1_11,0.032
,,23.26016,B3_32,0.015
,,23.41944,B1_31,0.035
,,23.42048,B1_41,0.014
,,23.42272,B1_22,0.017
,,23.42512,B1_32,0.023
,,23.4256,B1_42,0.014
,,23.42872,B1_31,0.033
,,23.42968,B1_41,0.01
,,23.43248,B1_41,0.01
,,23.43936,B1_24,0.03
,,23.44432,B1_14,0.017
,,23.4444,B1_41,0.01
,,23.45392,B1_14,0.016
,,23.45992,B1_24,0.023
,,23.46456,B1_24,0.031
,,23.4648,B1_14,0.018
,,23.46704,B1_24,0.021
,,23.47032,B1_43,0.013
,,23.4704,B1_14,0.023
,,23.47616,B1_24,0.016
,,23.47776,B1_43,0.012
,,23.4784,B1_24,0.014
,,23.49008,B1_31,0.014
,,23.52312,B3_32,0.015
,,23.56488,B3_11,0.014
,,23.71936,B1_11,0.029
,,23.84792,B1_11,0.032
,,23.852,B1_11,0.01
,,23.9148,B3_41,0.011
,,23.9156,B3_32,0.016
,,24.06216,B1_11,0.018
,,24.1976,B1_11,0.025
,,24.27424,B1_11,0.031
,,24.36344,B3_41,0.012
,,24.36432,B3_32,0.015
,,24.40528,B2_33,0.018
,,24.578,B1_11,0.013
,,24.72192,B3_21,0.017
,,24.73488,B3_41,0.01
,,24.73568,B3_32,0.016
,,24.9512,B3_14,0.018
,,25.034,B3_14,0.026
,,25.0384,B3_41,0.011
,,25.07688,B3_21,0.014
,,25.12552,B3_14,0.02
,,25.19168,B3_14,0.021
,,25.24928,B3_14,0.019
,,25.294,B3_14,0.02
,,25.32824,B1_11,0.027
,,25.36856,B3_14,0.015
,,25.38504,B3_14,0.018
,,25.49128,B3_14,0.02
,,25.53576,B1_24,0.025
,,25.56864,B3_14,0.018
,,25.71944,B3_21,0.015
,,25.832,B3_11,0.013
,,25.85176,B3_13,0.016
,,25.87384,B1_43,0.011
,,25.94224,B3_11,0.013
,,26.06504,B1_11,0.029
,,26.31096,B5_21,0.018
,,26.5156,B1_11,0.027
,,26.51632,B5_21,0.015
,,26.59096,B5_21,0.013
,,26.65008,B5_21,0.018
,,26.656,B3_41,0.009
,,26.6568,B3_32,0.019
,,26.71424,B3_21,0.018
,,26.76912,B5_21,0.014
,,26.81448,B3_13,0.012
,,26.82904,B5_21,0.015
,,26.90232,B5_21,0.014
,,26.96368,B5_21,0.013
,,27.03816,B5_21,0.013
,,27.11256,B5_21,0.013
,,27.12088,B1_11,0.025
,,27.28792,B3_21,0.015
,,27.31048,B5_21,0.015
,,27.43872,B3_11,0.017
,,27.4548,B5_21,0.016
,,27.49112,B1_11,0.027
,,27.52744,B3_32,0.017
,,27.52976,B5_21,0.014
,,27.59672,B5_21,0.013
,,27.62752,B1_31,0.014
,,27.6904,B5_21,0.015
,,27.75464,B3_21,0.016
,,27.7596,B5_21,0.016
,,27.84528,B5_21,0.014
,,27.94208,B2_13,0.028
,,27.9484,B1_24,0.018
,,27.95656,B1_24,0.016
,,27.95936,B1_24,0.016
,,27.96648,B1_14,0.021
,,27.97512,B1_33,0.01
,,27.97576,B1_43,0.013
,,27.98512,B1_24,0.023
,,27.99448,B1_14,0.018
,,28.03792,B5_21,0.016
,,28.08432,B3_21,0.016
,,28.12,B5_21,0.013
,,28.17352,B3_11,0.017
,,28.19744,B3_21,0.019
,,28.22952,B5_21,0.012
,,28.30688,B5_21,0.013
,,28.31664,B3_21,0.015
,,28.3248,B3_21,0.014
,,28.34368,B1_11,0.03
,,28.36296,B3_21,0.016
,,28.3928,B5_21,0.012
,,28.4024,B3_41,0.011
,,28.40328,B3_32,0.016
,,28.40728,B3_21,0.019
,,28.44664,B3_21,0.015
,,28.44856,B3_14,0.018
,,28.50376,B5_21,0.015
,,28.5956,B3_21,0.015
,,28.60552,B1_11,0.015
,,28.63392,B3_21,0.015
,,28.7352,B5_21,0.013
,,28.81176,B5_21,0.016
,,28.93208,B5_21,0.014
,,28.93792,B3_11,0.014
,,28.96136,B1_44,0.015
,,29.07032,B1_43,0.012
,,29.07752,B5_21,0.014
,,29.18056,B5_21,0.017
,,29.18192,B1_11,0.024
,,29.2596,B5_21,0.012
,,29.27848,B1_43,0.013
,,29.28984,B3_11,0.014
,,29.32792,B3_11,0.015
,,29.34376,B5_21,0.014
,,29.46056,B5_21,0.013
,,29.47736,B3_41,0.01
,,29.47816,B3_32,0.014
,,29.68856,B5_21,0.015
,,29.74096,B3_11,0.015
,,29.76288,B3_21,0.012
,,29.79528,B3_21,0.017
,,29.8448,B3_11,0.016
,,30.03872,B1_24,0.024
,,30.06376,B3_11,0.014
,,30.13264,B3_21,0.015
,,30.13512,B1_43,0.012
,,30.36904,B3_14,0.022
,,30.41168,B1_31,0.034
,,30.4176,B1_32,0.016
,,30.41816,B1_42,0.014
,,30.42712,B1_31,0.036
,,30.43064,B1_31,0.013
,,30.43112,B3_14,0.016
,,30.43336,B3_11,0.02
,,30.43816,B1_24,0.021
,,30.48576,B3_14,0.02
,,30.5484,B3_14,0.016
,,30.58848,B3_14,0.021
,,30.64104,B3_14,0.023
,,30.70544,B3_14,0.019
,,30.79896,B3_14,0.023
,,30.81088,B3_41,0.011
,,30.8268,B3_21,0.013
,,30.83496,B3_32,0.017
,,30.85352,B3_14,0.018
,,30.93528,B3_14,0.018
,,31.01344,B3_14,0.018
,,31.05096,B3_22,0.012
,,31.09688,B3_14,0.026
,,31.30888,B3_32,0.015
,,31.43744,B3_21,0.013
,,31.43824,B1_43,0.017
,,31.68648,B1_13,0.013
,,31.83224,B3_34,0.017
,,31.85248,B3_11,0.015
,,31.91376,B3_34,0.015
,,31.93312,B1_11,0.026
,,31.9492,B3_11,0.013
,,31.982,B3_11,0.019
,,31.9832,B3_34,0.018
,,32.03912,B3_34,0.013
,,32.08544,B3_34,0.012
,,32.09944,B3_12,0.017
,,32.13752,B3_34,0.016
,,32.17264,B3_21,0.015
,,32.18288,B3_34,0.013
,,32.22448,B3_34,0.017
,,32.36344,B3_34,0.013
,,32.46456,B3_34,0.015
,,32.73736,B3_21,0.014
,,32.81688,B3_21,0.012
,,33.06032,B1_31,0.013
,,33.14192,B3_41,0.01
,,33.14272,B3_32,0.015
,,33.21376,B3_21,0.012
,,33.48192,B3_11,0.013
,,33.60656,B1_31,0.013
,,33.66256,B3_21,0.015
,,33.70096,B1_43,0.011
,,33.9044,B2_12,0.012
,,34.2136,B1_11,0.027
,,34.28648,B3_21,0.015
,,34.4096,B3_11,0.016
,,34.8164,B1_43,0.01
,,34.90128,B3_32,0.016
,,35.00224,B3_43,0.018
,,35.07824,B3_21,0.013
,,35.08688,B1_43,0.013
,,35.1132,B1_31,0.014
,,35.26112,B3_21,0.015
,,35.33808,B3_21,0.015
,,35.55912,B2_33,0.017
,,35.60568,B3_41,0.011
,,35.60656,B3_32,0.015
,,35.64232,B1_43,0.011
,,35.66168,B1_11,0.013
,,35.8848,B1_43,0.012
,,35.92176,B3_32,0.015
,,36.272,B1_43,0.01
,,36.34232,B3_21,0.015
,,36.36592,B3_21,0.017
,,36.36824,B3_41,0.011
,,36.36904,B3_32,0.015
,,36.47904,B3_21,0.018
,,36.50824,B3_21,0.021
,,36.56232,B3_11,0.015
,,36.60512,B3_21,0.015
,,36.82488,B3_21,0.017
,,36.8544,B3_41,0.012
,,36.85528,B3_32,0.015
,,36.89496,B3_21,0.016
,,37.01096,B3_21,0.016
,,37.03752,B3_11,0.015
,,37.10112,B3_21,0.015
,,37.18448,B1_11,0.028
,,37.53784,B3_13,0.013
,,37.58264,B3_14,0.019
,,37.61008,B3_21,0.015
,,37.61528,B3_14,0.022
,,37.64064,B3_41,0.012
,,37.64152,B3_32,0.017
,,37.66208,B3_14,0.019
,,37.70248,B3_14,0.021
,,37.74048,B3_14,0.019
,,37.77704,B3_13,0.013
,,37.78552,B3_14,0.019
,,37.83088,B3_14,0.019
,,37.8336,B3_21,0.017
,,37.8864,B2_33,0.013
,,37.89664,B3_14,0.018
,,37.94064,B3_14,0.025
,,38.01568,B3_14,0.021
,,38.03944,B3_32,0.014
,,38.14472,B3_11,0.013
,,38.25,B3_13,0.012
,,38.53536,B1_44,0.014
,,38.56624,B1_12,0.012
,,38.60544,B3_11,0.014
,,38.766,B3_32,0.016
,,39.00808,B3_21,0.011
,,39.24016,B3_11,0.014
,,39.334,B3_41,0.01
,,39.33712,B1_13,0.016
,,39.45168,B3_11,0.015
,,39.52304,B1_44,0.016
,,39.68296,B3_41,0.01
,,39.7332,B3_21,0.016
,,39.99752,B1_11,0.031
,,40.00128,B1_11,0.025
,,40.218,B3_13,0.015
,,40.2372,B2_13,0.014
,,40.26184,B1_44,0.015
,,40.49472,B1_13,0.018
,,40.53272,B1_11,0.029
,,40.61352,B3_21,0.018
,,41.0832,B3_44,0.02
,,41.2684,B3_11,0.017
,,41.41848,B3_11,0.014
,,41.46392,B5_31,0.026
,,41.66928,B3_32,0.012
,,41.67904,B3_21,0.014
,,41.74824,B3_21,0.015
,,41.796,B3_21,0.017
,,41.88544,B3_14,0.021
,,41.93712,B3_14,0.019
,,41.99,B3_14,0.019
,,42.04872,B3_14,0.018
,,42.11464,B3_14,0.02
,,42.1748,B3_14,0.018
,,42.22328,B3_11,0.015
,,42.23136,B3_24,0.017
,,42.23712,B3_14,0.019
,,42.28816,B1_11,0.028
,,42.29496,B3_14,0.021
,,42.40168,B3_14,0.02
,,42.46432,B1_31,0.016
,,42.47888,B3_41,0.011
,,42.47976,B3_32,0.017
,,42.51736,B3_21,0.015
,,42.54632,B3_34,0.015
,,42.71056,B3_43,0.02
,,42.72048,B3_43,0.02
,,42.98272,B3_11,0.014
,,43.03624,B1_11,0.019
,,43.17328,B1_11,0.026
,,43.34456,B1_43,0.012
,,43.34872,B1_43,0.01
,,43.54936,B3_21,0.013
,,43.83168,B1_11,0.029
,,43.83832,B1_44,0.014
,,44.17688,B3_41,0.012
,,44.25584,B1_11,0.031
,,44.30424,B3_21,0.014
,,44.59344,B3_11,0.013
,,44.64728,B3_11,0.021
,,44.742,B3_32,0.013
,,44.77856,B3_11,0.016
,,44.79568,B3_13,0.014
,,44.94576,B3_43,0.019
,,44.95632,B3_43,0.017
,,44.95704,B1_44,0.014
,,44.99408,B1_11,0.027
,,45.2872,B1_11,0.031
,,45.40752,B3_41,0.012
,,46.06184,B3_32,0.016
,,46.23312,B3_21,0.014
,,46.43008,B1_43,0.011
,,46.51112,B1_31,0.016
,,46.71112,B3_32,0.018
,,46.88416,B3_13,0.012
,,46.91296,B1_31,0.014
,,46.91488,B3_21,0.016
,,46.99408,B1_11,0.028
,,47.12368,B3_41,0.011
,,47.12448,B3_32,0.017
,,47.51568,B1_11,0.026
,,47.8256,B3_11,0.014
,,47.88424,B3_11,0.014
,,47.88688,B1_11,0.016
,,48.21448,B1_11,0.024
,,48.34008,B1_42,0.011
,,48.34056,B1_41,0.018
,,48.34088,B1_31,0.02
,,48.34136,B1_22,0.019
,,48.34576,B1_32,0.012
,,48.34968,B1_32,0.012
,,48.35288,B1_41,0.011
,,48.35456,B1_31,0.028
,,48.3572,B1_32,0.014
,,48.3612,B1_24,0.023
,,48.36432,B1_14,0.018
,,48.36544,B1_41,0.011
,,48.37016,B1_11,0.017
,,48.3752,B1_43,0.015
,,48.37736,B1_24,0.016
,,48.37744,B1_31,0.017
,,48.3824,B1_24,0.024
,,48.3824,B1_44,0.013
,,48.3836,B1_14,0.019
,,48.386,B1_14,0.022
,,48.38896,B1_24,0.02
,,48.39024,B1_11,0.02
,,48.39296,B1_14,0.025
,,48.40312,B1_24,0.015
,,48.40752,B1_32,0.012
,,48.48384,B1_11,0.014
,,48.5064,B3_41,0.007
,,48.5072,B3_32,0.015
,,48.6972,B3_14,0.021
,,48.71176,B3_11,0.014
,,48.74952,B3_14,0.019
,,48.80736,B3_14,0.02
,,48.85488,B3_14,0.016
,,48.91088,B3_14,0.021
,,48.95968,B3_14,0.019
,,49.0096,B1_11,0.012
,,49.01392,B3_14,0.019
,,49.03824,B3_41,0.01
,,49.08632,B3_14,0.021
,,49.2288,B1_11,0.03
,,49.29792,B3_14,0.02
,,49.34232,B3_11,0.013
,,49.36992,B3_14,0.02
,,49.4164,B3_21,0.018
,,49.44896,B3_14,0.019
,,49.48256,B3_21,0.016
,,49.52728,B3_21,0.014
,,49.55344,B3_14,0.02
,,49.5924,B3_21,0.018
,,49.59632,B1_43,0.012
,,49.61632,B3_14,0.018
,,49.64328,B2_33,0.015
,,49.6868,B3_21,0.014
,,49.69336,B3_14,0.019
,,49.72504,B3_21,0.015
,,49.7836,B3_34,0.014
,,49.78632,B3_14,0.017
,,50.01648,B3_21,0.016
,,50.0236,B3_41,0.012
,,50.0244,B3_32,0.015
,,50.17344,B3_21,0.016
,,50.23208,B3_21,0.015
,,50.27544,B3_21,0.015
,,50.4564,B1_11,0.023
,,50.65272,B3_32,0.017
,,50.70864,B1_31,0.013
,,50.91152,B3_21,0.013
,,51.09464,B3_21,0.015
,,51.49704,B3_13,0.013
,,51.53808,B1_11,0.023
,,51.56928,B3_21,0.015
,,51.59072,B1_43,0.013
,,51.73408,B1_14,0.012
,,51.81256,B3_21,0.013
,,51.82288,B3_41,0.011
,,51.92624,B3_32,0.013
,,51.98896,B3_11,0.016
,,52.04736,B3_34,0.016
,,52.10048,B3_21,0.016
,,52.31176,B1_11,0.027
,,52.4132,B3_14,0.016
,,52.48376,B1_12,0.016
,,52.72168,B1_11,0.021
,,52.74008,B3_22,0.014
,,52.77176,B3_14,0.022
,,52.82136,B3_14,0.018
,,52.83656,B3_11,0.013
,,52.94144,B3_14,0.016
,,52.98448,B3_41,0.01
,,53.00192,B3_14,0.02
,,53.0844,B3_14,0.022
,,53.20344,B1_11,0.03
,,53.2112,B3_14,0.03
,,53.42928,B3_21,0.012
,,53.438,B1_11,0.022
,,53.55352,B3_41,0.011
,,53.55432,B3_32,0.016
,,53.60536,B1_11,0.025
,,53.63392,B3_21,0.013
,,53.68776,B1_43,0.009
,,53.82928,B3_34,0.016
,,53.96952,B3_34,0.014
,,54.02392,B1_11,0.029
,,54.05144,B3_34,0.014
,,54.11008,B3_21,0.015
,,54.1464,B3_21,0.015
,,54.16128,B1_11,0.012
,,54.17064,B1_14,0.013
,,54.17848,B3_34,0.013
,,54.22728,B3_34,0.012
,,54.24248,B1_44,0.015
,,54.26896,B3_21,0.015
,,54.37904,B3_34,0.014
,,54.39528,B5_21,0.017
,,54.40744,B3_21,0.019
,,54.52496,B1_11,0.027
,,54.55144,B5_21,0.013
,,54.5956,B3_34,0.015
,,54.61896,B3_21,0.015
,,54.6552,B3_34,0.018
,,54.68888,B5_21,0.014
,,54.6924,B1_31,0.014
,,54.75144,B5_21,0.015
,,54.75176,B3_13,0.012
,,54.76728,B3_34,0.013
,,54.8256,B1_11,0.01
,,54.88832,B5_21,0.015
,,54.96928,B5_21,0.015
,,55.04736,B5_21,0.015
,,55.12744,B5_21,0.015
,,55.13248,B3_32,0.016
,,55.14104,B3_43,0.017
,,55.15128,B3_43,0.017
,,55.15408,B3_21,0.015
,,55.19392,B5_21,0.013
,,55.2896,B5_21,0.016
,,55.3468,B5_21,0.013
,,55.53592,B5_21,0.016
,,55.6384,B5_21,0.015
,,55.74992,B5_21,0.016
,,55.88928,B5_21,0.02
,,55.96456,B5_21,0.012
,,56.08752,B1_11,0.011
,,56.0936,B5_21,0.015
,,56.19336,B5_21,0.012
,,56.27,B5_21,0.014
,,56.30256,B3_31,0.017
,,56.35016,B5_21,0.012
,,56.3676,B3_21,0.016
,,56.41024,B5_21,0.014
,,56.45872,B1_43,0.012
,,56.5232,B5_21,0.015
,,56.60624,B5_21,0.011
,,56.62544,B1_43,0.01
,,56.67208,B1_44,0.011
,,56.69688,B5_21,0.014
,,56.7648,B5_21,0.013
,,56.8336,B5_21,0.015
,,56.90952,B3_21,0.013
,,56.9236,B5_21,0.013
,,56.93776,B3_21,0.013
,,56.99096,B3_41,0.011
,,56.99168,B3_32,0.015
,,56.99432,B5_21,0.012
,,57.06736,B5_21,0.014
,,57.12952,B5_21,0.013
,,57.15104,B3_13,0.037
,,57.19504,B5_21,0.016
,,57.25992,B5_21,0.015
,,57.28952,B3_12,0.011
,,57.3188,B5_21,0.015
,,57.36088,B3_33,0.017
,,57.37568,B5_21,0.013
,,57.4336,B5_21,0.013
,,57.5,B5_21,0.012
,,57.59224,B1_11,0.03
,,57.59536,B3_21,0.014
,,57.5976,B1_31,0.015
,,57.60976,B2_33,0.015
,,57.71944,B5_21,0.012
,,57.78448,B5_21,0.014
,,57.81344,B3_31,0.016
,,57.85056,B5_21,0.013
,,57.92064,B5_21,0.014
,,58.08392,B5_21,0.012
,,58.08432,B3_32,0.015
,,58.0956,B3_21,0.017
,,58.1796,B5_21,0.017
,,58.33168,B3_21,0.018
,,58.33392,B3_13,0.014
,,58.36648,B5_21,0.013
,,58.42368,B3_13,0.015
,,58.45024,B5_21,0.014
,,58.54584,B3_41,0.011
,,58.54664,B3_32,0.014
,,58.6008,B1_24,0.012
,,58.70592,B5_21,0.018
,,58.8616,B5_21,0.013
,,58.93064,B1_11,0.031
,,58.94272,B5_21,0.014
,,59.04216,B5_21,0.016
,,59.09904,B1_11,0.017
,,59.1304,B5_21,0.014
,,59.19656,B5_21,0.014
,,59.232,B1_43,0.013
,,59.27272,B5_21,0.017
,,59.27608,B3_14,0.022
,,59.31568,B3_14,0.017
,,59.36368,B3_32,0.014
,,59.36376,B3_14,0.017
,,59.36768,B5_21,0.015
,,59.4312,B5_21,0.016
,,59.44912,B3_14,0.016
,,59.49176,B3_41,0.009
,,59.49256,B3_32,0.013
,,59.51168,B3_14,0.02
,,59.5496,B5_21,0.013
,,59.59576,B3_14,0.018
,,59.62264,B5_21,0.014
,,59.68096,B5_21,0.014
,,59.77712,B3_21,0.014
,,59.7924,B5_21,0.015
,,59.84648,B2_42,0.016
,,59.87352,B5_21,0.015
,,59.87792,B3_41,0.01
,,59.87864,B3_32,0.019
,,59.90032,B3_24,0.019
,,59.93352,B5_21,0.017
,,60.0112,B5_21,0.015
,,60.07048,B1_44,0.014
,,60.14168,B5_21,0.017
,,60.16984,B3_32,0.017
,,60.21976,B5_21,0.014
,,60.22216,B3_11,0.013
,,60.2872,B5_21,0.015
,,60.31672,B3_21,0.016
,,60.34064,B3_21,0.015
,,60.35872,B3_11,0.013
,,60.38664,B5_21,0.017
,,60.45392,B5_21,0.013
,,60.53888,B5_21,0.014
,,60.60992,B5_21,0.015
,,60.63856,B1_13,0.009
,,60.69168,B1_11,0.033
,,60.7008,B5_21,0.017
,,60.79648,B5_21,0.013
,,60.8828,B5_21,0.016
,,60.97704,B5_21,0.016
,,61.01792,B3_21,0.016
,,61.09536,B5_21,0.016
,,61.188,B2_13,0.015
,,61.18872,B5_21,0.014
,,61.24456,B3_21,0.013
,,61.25408,B1_11,0.03
,,61.27,B3_14,0.02
,,61.2924,B3_44,0.023
,,61.30216,B5_21,0.014
,,61.32288,B3_14,0.018
,,61.38488,B3_14,0.021
,,61.46392,B5_21,0.017
,,61.4676,B3_14,0.016
,,61.51904,B3_14,0.018
,,61.55712,B3_24,0.014
,,61.59968,B5_21,0.016
,,61.60656,B3_14,0.018
,,61.61096,B1_31,0.03
,,61.61296,B1_41,0.011
,,61.61768,B1_42,0.018
,,61.61952,B1_41,0.013
,,61.62248,B1_41,0.019
,,61.62432,B1_42,0.012
,,61.62528,B1_41,0.011
,,61.62832,B1_31,0.038
,,61.70648,B3_14,0.027
,,61.76104,B1_32,0.014
,,61.76312,B5_21,0.016
,,61.78856,B1_43,0.012
,,61.88856,B3_21,0.016
,,61.93856,B3_43,0.017
,,61.95552,B3_21,0.015
,,61.96032,B3_43,0.017
,,61.98632,B3_43,0.013
,,62.03288,B3_21,0.017
,,62.08744,B3_21,0.014
,,62.1152,B3_21,0.017
,,62.16312,B3_21,0.018
,,62.16512,B3_11,0.021
,,62.17768,B3_32,0.017
,,62.17776,B3_14,0.015
,,62.2616,B3_21,0.017
,,62.3124,B3_21,0.015
,,62.34664,B1_11,0.028
,,62.4,B3_21,0.014
,,62.44112,B3_21,0.015
,,62.51424,B3_21,0.015
,,62.75328,B3_12,0.017
,,62.87952,B3_34,0.015
,,63.14992,B1_43,0.014
,,63.22472,B1_11,0.011
,,63.23056,B3_21,0.014
,,63.27432,B1_43,0.014
,,63.35408,B1_43,0.01
,,63.37888,B3_21,0.016
,,63.43336,B1_43,0.013
,,63.48152,B3_13,0.015
,,63.49056,B3_21,0.017
,,63.61336,B1_43,0.013
,,63.75968,B1_43,0.015
,,63.84672,B3_21,0.016
,,63.918,B3_14,0.018
,,63.98,B3_14,0.017
,,64.03008,B3_11,0.014
,,64.04656,B1_43,0.015
,,64.06264,B3_11,0.015
,,64.31456,B1_41,0.012
,,64.31464,B1_22,0.02
,,64.32168,B1_11,0.025
,,64.3944,B3_11,0.014
