Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV)
,,64.51488,B3_21,0.015
,,64.53544,B3_13,0.017
,,64.60888,B1_43,0.013
,,64.73432,B3_21,0.014
,,64.80528,B1_43,0.012
,,64.91168,B3_21,0.011
,,65.04336,B1_11,0.022
,,65.11528,B3_14,0.019
,,65.1456,B1_43,0.012
,,65.16856,B3_14,0.018
,,65.21384,B3_14,0.019
,,65.26072,B3_14,0.019
,,65.26336,B1_43,0.011
,,65.30024,B1_11,0.028
,,65.3152,B3_14,0.02
,,65.38528,B3_14,0.023
,,65.43,B1_31,0.016
,,65.46464,B3_14,0.021
,,65.55472,B3_14,0.025
,,65.56048,B3_41,0.009
,,65.56128,B3_32,0.017
,,65.62592,B3_14,0.02
,,65.69256,B3_14,0.02
,,65.77024,B1_43,0.01
,,65.78648,B1_14,0.014
,,65.84272,B3_14,0.019
,,66.024,B1_11,0.02
,,66.10536,B3_34,0.015
,,66.31048,B3_21,0.014
,,66.39576,B3_11,0.017
,,66.40064,B3_41,0.01
,,66.4092,B1_43,0.015
,,66.51776,B3_21,0.014
,,66.59064,B1_43,0.013
,,66.86864,B1_43,0.013
,,66.89864,B3_41,0.012
,,67.04688,B1_43,0.013
,,67.1484,B3_31,0.018
,,67.17112,B1_43,0.009
,,67.19672,B3_21,0.014
,,67.2416,B3_11,0.016
,,67.29368,B1_43,0.013
,,67.38592,B3_13,0.013
,,67.4024,B1_43,0.013
,,67.45456,B3_21,0.015
,,67.52776,B1_43,0.012
,,67.5904,B3_41,0.011
,,67.5912,B3_32,0.017
,,67.60616,B1_11,0.02
,,67.61016,B1_43,0.011
,,67.7532,B1_43,0.01
,,67.83984,B3_13,0.015
,,67.87512,B3_21,0.017
,,67.91256,B3_13,0.014
,,67.96728,B3_11,0.019
,,67.97552,B1_43,0.014
,,68.06712,B1_43,0.013
,,68.17528,B1_11,0.019
,,68.21608,B1_43,0.012
,,68.39576,B1_11,0.03
,,68.39824,B3_43,0.016
,,68.40096,B3_21,0.017
,,68.4084,B3_43,0.013
,,68.63952,B1_43,0.013
,,68.68296,B3_41,0.01
,,68.68376,B3_32,0.016
,,68.69952,B1_14,0.023
,,68.764,B1_11,0.013
,,69.002,B3_32,0.016
,,69.12632,B1_11,0.029
,,69.2328,B3_13,0.013
,,69.25288,B1_43,0.011
,,69.45184,B3_21,0.015
,,69.4636,B3_11,0.013
,,69.7192,B1_43,0.013
,,69.78648,B3_13,0.013
,,69.83832,B1_14,0.025
,,69.89584,B3_41,0.01
,,70.03768,B1_31,0.013
,,70.05632,B3_34,0.017
,,70.10432,B3_11,0.017
,,70.18016,B1_14,0.013
,,70.18776,B3_14,0.021
,,70.23392,B2_42,0.015
,,70.24656,B3_14,0.016
,,70.28952,B3_11,0.011
,,70.29264,B3_14,0.018
,,70.33392,B3_14,0.022
,,70.39,B3_14,0.02
,,70.41776,B1_14,0.021
,,70.43032,B3_11,0.014
,,70.43704,B3_14,0.02
,,70.49176,B1_21,0.011
,,70.51784,B3_41,0.011
,,70.51872,B3_32,0.016
,,70.5212,B3_14,0.016
,,70.5216,B3_44,0.02
,,70.55872,B3_11,0.015
,,70.62448,B3_14,0.021
,,70.70312,B3_12,0.013
,,70.73,B1_11,0.01
,,70.91304,B3_11,0.016
,,70.94816,B3_13,0.015
,,70.94944,B2_33,0.016
,,71.0172,B3_21,0.014
,,71.2268,B3_41,0.01
,,71.2276,B3_32,0.017
,,71.2404,B1_11,0.027
,,71.26224,B3_14,0.017
,,71.38984,B5_21,0.012
,,71.70272,B1_44,0.013
,,71.74128,B1_14,0.02
,,71.79336,B3_11,0.013
,,71.79912,B3_41,0.012
,,71.79992,B3_32,0.014
,,71.93808,B2_13,0.019
,,72.08744,B3_21,0.013
,,72.10768,B3_13,0.014
,,72.12752,B1_11,0.014
,,72.24664,B3_41,0.011
,,72.24752,B3_32,0.018
,,72.25928,B3_13,0.016
,,72.37848,B3_21,0.014
,,72.40432,B2_12,0.012
,,72.46648,B3_13,0.017
,,72.50504,B1_44,0.012
,,72.532,B3_21,0.014
,,72.53864,B1_14,0.021
,,72.65832,B3_33,0.02
,,72.86792,B3_13,0.012
,,72.8892,B3_13,0.014
,,72.89912,B3_14,0.018
,,72.90336,B3_21,0.015
,,72.95032,B3_14,0.019
,,72.95896,B3_11,0.021
,,73.03552,B3_14,0.03
,,73.05096,B3_13,0.016
,,73.09008,B3_14,0.024
,,73.15072,B3_14,0.018
,,73.1512,B1_11,0.022
,,73.17512,B3_21,0.016
,,73.20376,B1_43,0.012
,,73.2312,B3_14,0.018
,,73.2992,B3_13,0.014
,,73.35672,B3_13,0.015
,,73.35784,B3_21,0.015
,,73.54008,B3_21,0.017
,,73.60456,B3_13,0.018
,,73.64568,B3_43,0.017
,,73.65616,B3_43,0.016
,,73.7108,B3_43,0.021
,,73.73328,B3_43,0.015
,,73.73592,B3_21,0.014
,,73.75168,B3_13,0.014
,,73.85264,B3_13,0.018
,,73.99472,B3_21,0.017
,,74.03928,B3_41,0.01
,,74.28968,B3_13,0.014
,,74.37264,B3_11,0.014
,,74.56632,B2_33,0.016
,,74.71864,B3_11,0.019
,,74.9884,B3_13,0.015
,,75.15616,B1_11,0.021
,,75.18048,B3_13,0.018
,,75.278,B3_13,0.018
,,75.40728,B3_13,0.014
,,75.50656,B3_13,0.015
,,75.71328,B3_32,0.018
,,75.75072,B1_14,0.014
,,75.78488,B1_11,0.024
,,75.78968,B1_43,0.012
,,75.8612,B3_21,0.016
,,75.98744,B3_13,0.017
,,76.27608,B1_13,0.01
,,76.3552,B3_21,0.016
,,76.4496,B1_43,0.013
,,76.496,B3_21,0.014
,,76.63624,B3_41,0.011
,,76.63712,B3_32,0.016
,,76.64824,B3_21,0.015
,,76.7588,B3_13,0.017
,,77.0276,B3_31,0.015
,,77.17592,B3_21,0.015
,,77.39152,B3_21,0.014
,,77.6928,B3_11,0.014
,,77.74904,B3_11,0.013
,,77.76336,B3_21,0.014
,,77.77552,B1_11,0.022
,,77.88304,B3_14,0.017
,,77.92352,B3_14,0.017
,,77.988,B2_33,0.016
,,78.00464,B3_11,0.018
,,78.00576,B3_21,0.015
,,78.00824,B1_14,0.023
,,78.02936,B3_32,0.015
,,78.18616,B3_13,0.015
,,78.19312,B3_14,0.02
,,78.33176,B1_14,0.02
,,78.33976,B3_14,0.017
,,78.39912,B3_14,0.021
,,78.41488,B3_14,0.021
,,78.43944,B3_14,0.018
,,78.44624,B3_14,0.018
,,78.47304,B3_14,0.02
,,78.49896,B3_41,0.013
,,78.506,B3_14,0.02
,,78.55,B3_14,0.022
,,78.58104,B3_13,0.014
,,78.69464,B3_21,0.012
,,78.71136,B3_13,0.016
,,78.71392,B1_43,0.011
,,78.75632,B3_14,0.021
,,78.82616,B3_21,0.019
,,79.03656,B3_11,0.018
,,79.06248,B3_11,0.014
,,79.27288,B1_43,0.012
,,79.30248,B3_41,0.012
,,79.30296,B3_32,0.02
,,79.3044,B1_31,0.016
,,79.44504,B3_14,0.022
,,79.61736,B3_14,0.016
,,79.69248,B3_41,0.013
,,79.69336,B3_32,0.016
,,79.8696,B3_11,0.013
,,79.93664,B3_14,0.024
,,80.20472,B3_14,0.017
,,80.38176,B3_11,0.015
,,80.58736,B3_21,0.016
,,80.91352,B3_34,0.014
,,81.1,B3_13,0.016
,,81.11144,B1_43,0.01
,,81.1972,B3_11,0.013
,,81.2316,B3_12,0.014
,,81.23344,B1_31,0.015
,,81.23672,B3_32,0.016
,,81.46008,B3_13,0.018
,,81.68504,B3_13,0.016
,,81.68792,B1_41,0.009
,,81.74584,B3_13,0.017
,,81.7936,B3_14,0.019
,,81.83808,B3_14,0.018
,,81.88408,B3_13,0.017
,,81.89608,B3_14,0.017
,,81.94144,B3_34,0.016
,,82.00632,B3_14,0.021
,,82.05952,B3_14,0.018
,,82.072,B3_41,0.01
,,82.13248,B3_14,0.019
,,82.18784,B3_14,0.019
,,82.2376,B3_12,0.027
,,82.2384,B3_21,0.015
,,82.31928,B3_13,0.015
,,82.34416,B3_14,0.023
,,82.5344,B3_13,0.016
,,82.65016,B3_13,0.016
,,82.89696,B3_21,0.014
,,83.08056,B1_24,0.019
,,83.3168,B1_11,0.011
,,83.44096,B3_11,0.016
,,83.51688,B1_13,0.016
,,83.65672,B3_11,0.016
,,83.69856,B3_11,0.012
,,83.7252,B3_21,0.015
,,83.75432,B3_21,0.016
,,83.77392,B1_43,0.011
,,83.82928,B2_13,0.028
,,83.83088,B3_21,0.016
,,83.85528,B3_11,0.013
,,83.86672,B3_21,0.016
,,83.92464,B3_13,0.016
,,83.96752,B3_11,0.013
,,83.97168,B1_12,0.013
,,84.02904,B1_14,0.015
,,84.1536,B3_21,0.017
,,84.21912,B3_13,0.014
,,84.23944,B3_21,0.016
,,84.31664,B3_44,0.017
,,84.32512,B3_13,0.014
,,84.33632,B1_14,0.024
,,84.39144,B3_21,0.018
,,84.4636,B3_14,0.02
,,84.49648,B3_13,0.014
,,84.67168,B1_14,0.014
,,84.69008,B1_31,0.014
,,84.76312,B3_13,0.014
,,84.78792,B3_21,0.018
,,84.8424,B3_21,0.019
,,85.06272,B3_31,0.015
,,85.1324,B3_11,0.014
,,85.24968,B3_41,0.01
,,85.25056,B3_32,0.018
,,85.4408,B1_11,0.029
,,85.66072,B1_14,0.022
,,85.67816,B3_21,0.016
,,85.92792,B3_21,0.017
,,86.17664,B3_34,0.013
,,86.20184,B3_43,0.013
,,86.33888,B3_34,0.015
,,86.36688,B3_12,0.022
,,86.36728,B3_13,0.035
,,86.38008,B3_32,0.015
,,86.4768,B3_34,0.014
,,86.52216,B3_34,0.015
,,86.60272,B3_34,0.015
,,86.6492,B1_14,0.022
,,86.82224,B3_34,0.014
,,87.08472,B2_42,0.014
,,87.16432,B1_14,0.021
,,87.1796,B3_11,0.019
,,87.26168,B1_43,0.012
,,87.26432,B1_43,0.013
,,87.4868,B1_14,0.015
,,87.69432,B1_11,0.031
,,87.7384,B3_21,0.016
,,87.78872,B1_14,0.02
,,88.1312,B1_43,0.012
,,88.3536,B1_12,0.028
,,88.37728,B1_11,0.024
,,88.55368,B1_14,0.021
,,88.68608,B1_43,0.012
,,88.74976,B3_21,0.014
,,88.8464,B1_43,0.011
,,88.97176,B1_14,0.017
,,89.24552,B3_32,0.015
,,89.28936,B1_14,0.017
,,89.36376,B3_41,0.011
,,89.36456,B3_32,0.018
,,89.37888,B1_31,0.015
,,89.58856,B1_11,0.015
,,89.70448,B1_11,0.03
,,89.7852,B1_14,0.02
,,89.99024,B3_32,0.016
,,90.08296,B3_43,0.02
,,90.11584,B1_31,0.014
,,90.1604,B3_43,0.018
,,90.16304,B3_21,0.018
,,90.18808,B1_14,0.019
,,90.2376,B1_43,0.01
,,90.24928,B2_33,0.026
,,90.36136,B3_14,0.017
,,90.41056,B3_14,0.02
,,90.45464,B1_43,0.017
,,90.4692,B3_14,0.021
,,90.5176,B3_14,0.02
,,90.56784,B3_11,0.013
,,90.574,B1_43,0.014
,,90.57792,B3_14,0.015
,,90.61032,B3_14,0.02
,,90.62992,B3_21,0.013
,,90.68176,B1_43,0.014
,,90.68336,B3_14,0.019
,,90.6928,B3_11,0.013
,,90.71984,B3_14,0.017
,,90.73696,B1_11,0.028
,,90.75248,B3_11,0.016
,,90.77944,B3_14,0.016
,,90.79256,B3_11,0.014
,,90.80392,B1_43,0.011
,,90.8896,B3_14,0.017
,,90.91304,B1_43,0.016
,,90.91728,B3_21,0.016
,,91.00288,B1_43,0.012
,,91.02424,B1_43,0.011
,,91.16024,B1_14,0.019
,,91.32416,B1_43,0.013
,,91.44176,B3_21,0.014
,,91.68456,B1_43,0.015
,,91.75928,B1_43,0.017
,,91.82264,B1_14,0.013
,,91.8856,B1_43,0.014
,,91.90624,B1_11,0.025
,,91.94544,B3_34,0.015
,,92.16416,B1_43,0.013
,,92.2148,B3_43,0.019
,,92.48816,B3_41,0.013
,,92.48896,B3_32,0.018
,,92.52888,B1_14,0.02
,,92.66704,B1_43,0.013
,,92.71504,B1_12,0.029
,,92.72488,B1_14,0.01
,,92.80064,B1_11,0.029
,,92.90488,B1_43,0.013
,,92.93008,B3_11,0.019
,,92.94456,B1_11,0.023
,,93,B1_14,0.022
,,93.27168,B1_14,0.019
,,93.33408,B3_32,0.015
,,93.48024,B1_11,0.027
,,93.68072,B3_21,0.016
,,93.82232,B2_42,0.014
,,93.83688,B3_21,0.015
,,93.87784,B1_14,0.019
,,93.90128,B3_21,0.019
,,94.26992,B1_11,0.026
,,94.34976,B3_11,0.015
,,94.39528,B3_11,0.016
,,94.4028,B1_13,0.014
,,94.43176,B3_21,0.014
,,94.488,B1_43,0.013
,,94.5544,B1_14,0.016
,,94.6072,B3_21,0.015
,,94.94352,B3_44,0.02
,,94.95528,B3_21,0.015
,,95.0016,B3_14,0.021
,,95.06248,B3_14,0.028
,,95.11864,B3_14,0.017
,,95.17888,B3_14,0.021
,,95.24576,B3_14,0.024
,,95.27848,B1_11,0.021
,,95.31376,B3_14,0.021
,,95.37552,B3_14,0.021
,,95.41984,B1_43,0.013
,,95.44912,B3_14,0.029
,,95.57768,B3_21,0.012
,,95.66216,B2_42,0.015
,,95.67,B3_21,0.025
,,95.7532,B3_21,0.016
,,95.79688,B3_21,0.013
,,95.808,B3_21,0.015
,,95.86616,B3_21,0.017
,,95.8952,B3_14,0.016
,,95.91608,B3_21,0.014
,,96.1692,B1_11,0.018
,,96.18104,B1_14,0.021
,,96.20136,B3_43,0.014
,,96.41616,B3_13,0.015
,,96.47768,B3_34,0.015
,,96.5348,B3_11,0.014
,,96.54408,B1_11,0.028
,,96.6704,B3_34,0.015
,,96.82608,B3_21,0.014
,,96.85472,B2_13,0.029
,,97.1992,B3_14,0.021
,,97.2068,B2_23,0.014
,,97.4432,B3_41,0.01
,,97.444,B3_32,0.018
,,97.55824,B3_21,0.018
,,97.67176,B3_14,0.019
,,97.70736,B3_14,0.023
,,97.79208,B3_43,0.016
,,97.91304,B3_13,0.013
,,98.11232,B1_43,0.01
,,98.15624,B3_44,0.019
,,98.20688,B3_11,0.014
,,98.25768,B3_22,0.015
,,98.2956,B1_31,0.011
,,98.3156,B3_21,0.012
,,98.47056,B1_43,0.013
,,98.52872,B2_42,0.014
,,98.64824,B1_44,0.01
,,98.90464,B1_44,0.013
,,98.99976,B3_21,0.015
,,99.14656,B1_11,0.011
,,99.39112,B3_13,0.013
,,99.3992,B3_43,0.019
,,99.40896,B3_43,0.019
,,99.41176,B3_21,0.014
,,99.44512,B3_43,0.018
,,99.44784,B3_21,0.017
,,99.47256,B3_43,0.014
,,99.47576,B2_42,0.016
,,99.54064,B3_14,0.016
,,99.64328,B3_21,0.014
,,99.67592,B1_13,0.016
,,99.85712,B2_42,0.016
,,100.14856,B3_21,0.015
,,100.1584,B1_31,0.013
,,100.25416,B5_31,0.021
,,100.28424,B2_23,0.018
,,100.46264,B3_21,0.015
,,100.61888,B1_43,0.011
,,100.65632,B1_43,0.011
,,100.69528,B3_21,0.015
,,100.81168,B3_14,0.015
,,101.12968,B3_11,0.012
,,101.32256,B3_41,0.01
,,101.3376,B3_21,0.015
,,101.3912,B3_21,0.014
,,101.52352,B3_13,0.014
,,101.58296,B2_13,0.018
,,101.86488,B3_13,0.013
,,101.87016,B3_41,0.012
,,101.87104,B3_32,0.017
,,101.9048,B2_13,0.028
,,102.15448,B1_11,0.029
,,102.20616,B3_21,0.015
,,102.23208,B3_21,0.014
,,102.26232,B3_11,0.012
,,102.27728,B1_43,0.012
,,102.41976,B1_43,0.011
,,102.43216,B1_43,0.012
,,102.47712,B3_21,0.013
,,102.51048,B3_14,0.019
,,102.54632,B1_43,0.013
,,102.56928,B3_14,0.026
,,102.586,B1_44,0.015
,,102.58656,B1_43,0.015
,,102.6288,B1_11,0.024
,,102.65936,B3_14,0.021
,,102.7092,B3_14,0.019
,,102.76848,B3_14,0.02
,,102.80872,B1_43,0.014
,,102.81232,B3_34,0.015
,,102.83488,B3_21,0.016
,,102.85352,B3_14,0.018
,,102.92336,B3_14,0.019
,,102.95376,B3_34,0.015
,,102.96064,B3_21,0.012
,,103.04736,B3_14,0.019
,,103.06656,B1_43,0.012
,,103.13888,B5_21,0.016
,,103.18872,B5_21,0.014
,,103.23672,B5_21,0.016
,,103.27568,B1_43,0.012
,,103.2868,B5_21,0.017
,,103.3896,B1_43,0.014
,,103.4024,B5_21,0.015
,,103.45288,B5_21,0.016
,,103.4868,B1_14,0.024
,,103.50352,B5_21,0.015
,,103.56432,B3_41,0.011
,,103.5652,B3_32,0.015
,,103.57312,B5_21,0.014
,,103.62216,B5_21,0.015
,,103.67872,B5_21,0.017
,,103.68736,B3_11,0.014
,,103.734,B5_21,0.017
,,103.76784,B3_11,0.015
,,103.78984,B5_21,0.012
,,103.80664,B1_43,0.01
,,103.85664,B5_21,0.012
,,103.92512,B5_21,0.015
,,103.936,B1_14,0.014
,,103.97448,B3_41,0.009
,,103.97824,B1_43,0.01
,,103.9928,B5_21,0.017
,,104.0768,B5_21,0.014
,,104.12832,B3_13,0.015
,,104.17208,B5_21,0.016
,,104.25032,B5_21,0.016
,,104.32224,B5_21,0.013
,,104.37096,B1_44,0.013
,,104.39416,B5_21,0.016
,,104.4588,B3_21,0.016
,,104.45968,B5_21,0.015
,,104.4652,B3_21,0.014
,,104.51928,B5_21,0.017
,,104.5288,B1_11,0.019
,,104.6196,B1_14,0.023
,,104.73352,B5_21,0.012
,,104.79968,B5_21,0.013
,,104.98344,B5_21,0.014
,,105.05904,B5_21,0.016
,,105.082,B3_21,0.014
,,105.11376,B5_21,0.013
,,105.1716,B5_21,0.015
,,105.23192,B5_21,0.015
,,105.26584,B3_11,0.019
,,105.30968,B5_21,0.015
,,105.32568,B1_14,0.018
,,105.36488,B1_43,0.012
,,105.36976,B5_21,0.016
,,105.39824,B1_43,0.014
,,105.45376,B5_21,0.011
,,105.4888,B3_13,0.015
,,105.61816,B5_21,0.011
,,105.66528,B3_14,0.017
,,105.69168,B5_21,0.013
,,105.7328,B3_14,0.019
,,105.7744,B5_21,0.013
,,105.79304,B3_14,0.017
,,105.80544,B3_21,0.013
,,105.84064,B5_21,0.015
,,105.8864,B3_14,0.023
,,105.91768,B1_43,0.015
,,105.97608,B3_14,0.016
,,105.99376,B5_21,0.012
,,106.03568,B3_14,0.023
,,106.04368,B3_21,0.013
,,106.07728,B1_43,0.013
,,106.08584,B5_21,0.014
,,106.17096,B1_43,0.013
,,106.18,B3_14,0.02
,,106.18144,B5_21,0.017
,,106.22272,B1_43,0.014
,,106.23112,B3_21,0.015
,,106.26112,B5_21,0.013
,,106.26648,B1_43,0.012
,,106.3244,B3_14,0.023
,,106.34184,B5_21,0.014
,,106.42232,B5_21,0.014
,,106.42616,B3_14,0.017
,,106.4556,B1_43,0.012
,,106.45592,B3_34,0.014
,,106.50496,B2_33,0.015
,,106.51416,B3_14,0.023
,,106.51952,B5_21,0.017
,,106.59088,B3_21,0.013
,,106.59336,B5_21,0.012
,,106.6724,B5_21,0.018
,,106.7108,B3_34,0.014
,,106.73848,B5_21,0.015
,,106.81232,B5_21,0.012
,,106.92312,B2_33,0.015
,,106.93976,B5_21,0.014
,,106.94496,B1_43,0.013
,,106.99192,B1_12,0.015
,,107.01368,B5_21,0.014
,,107.07176,B1_43,0.018
,,107.09496,B5_21,0.015
,,107.19016,B5_21,0.015
,,107.26824,B5_21,0.015
,,107.35232,B5_21,0.015
,,107.442,B5_21,0.013
,,107.53384,B5_21,0.012
,,107.55112,B3_11,0.012
,,107.80648,B5_21,0.019
,,107.82824,B3_32,0.019
,,107.89072,B5_21,0.014
,,107.90656,B3_21,0.017
,,108.008,B1_13,0.014
,,108.05888,B1_11,0.014
,,108.18976,B3_21,0.015
,,108.28936,B3_21,0.014
,,108.32232,B3_21,0.014
,,108.32792,B1_11,0.012
,,108.39472,B1_11,0.015
,,108.39688,B3_21,0.014
,,108.47776,B3_21,0.022
,,108.71944,B3_21,0.014
,,108.73176,B1_11,0.013
,,108.8276,B3_21,0.014
,,109.0248,B1_11,0.022
,,109.05176,B3_21,0.013
,,109.15472,B3_11,0.011
,,109.22232,B3_11,0.012
,,109.27272,B3_21,0.014
,,109.286,B3_11,0.013
,,109.43104,B3_21,0.014
,,109.45104,B3_11,0.019
,,109.51168,B3_11,0.017
,,109.5688,B3_11,0.012
,,109.61888,B3_41,0.012
,,109.63152,B3_11,0.014
,,109.6656,B1_43,0.012
,,109.67304,B3_13,0.015
,,109.7176,B3_11,0.018
,,109.7276,B1_43,0.014
,,109.96472,B1_43,0.012
,,109.9668,B2_42,0.015
,,110.0132,B3_13,0.016
,,110.04152,B1_13,0.017
,,110.13584,B1_43,0.014
,,110.1832,B3_34,0.012
,,110.19592,B3_21,0.016
,,110.23144,B3_34,0.017
,,110.30048,B3_13,0.014
,,110.39096,B3_31,0.014
,,110.41456,B3_34,0.014
,,110.44384,B1_11,0.032
,,110.44672,B3_21,0.013
,,110.46128,B3_21,0.017
,,110.50712,B3_21,0.018
,,110.65968,B3_34,0.011
,,110.68856,B3_21,0.015
,,110.76136,B3_21,0.017
,,110.7652,B3_13,0.016
,,110.79792,B3_21,0.014
,,110.80264,B3_13,0.019
,,110.82744,B1_43,0.017
,,110.91192,B3_13,0.013
,,110.93496,B3_21,0.017
,,111.04288,B1_44,0.013
,,111.08336,B1_11,0.034
,,111.09952,B3_14,0.021
,,111.11192,B3_21,0.017
,,111.15496,B3_14,0.022
,,111.1996,B3_14,0.019
,,111.25416,B3_14,0.02
,,111.32712,B3_14,0.016
,,111.34472,B3_21,0.013
,,111.38312,B3_14,0.019
,,111.40152,B3_21,0.014
,,111.45616,B1_11,0.028
,,111.46632,B3_14,0.024
,,111.57688,B3_14,0.02
,,111.63136,B3_13,0.012
,,111.64448,B3_13,0.013
,,111.65728,B1_14,0.025
,,111.68464,B3_21,0.013
,,111.98352,B1_11,0.029
,,112.016,B1_14,0.017
,,112.01904,B3_34,0.018
,,112.154,B3_13,0.016
,,112.1576,B3_13,0.014
,,112.19264,B3_21,0.018
,,112.22632,B2_33,0.021
,,112.25312,B3_34,0.015
,,112.34336,B1_11,0.029
,,112.43168,B3_13,0.016
,,112.52288,B3_34,0.014
,,112.55712,B1_11,0.024
,,112.73672,B1_14,0.018
,,112.77536,B3_21,0.014
,,112.81,B3_13,0.016
,,112.91224,B3_41,0.009
,,112.91672,B3_14,0.018
,,112.96744,B3_14,0.021
,,113.02128,B3_14,0.016
,,113.05752,B3_14,0.016
,,113.0672,B3_14,0.018
,,113.12952,B1_11,0.03
,,113.32424,B3_13,0.016
,,113.3368,B1_31,0.036
,,113.3412,B1_22,0.01
,,113.34208,B1_42,0.014
,,113.34712,B1_22,0.012
,,113.34728,B1_12,0.017
,,113.34752,B1_42,0.015
,,113.34872,B1_41,0.009
,,113.3496,B1_31,0.042
,,113.34992,B1_24,0.015
,,113.35208,B1_11,0.013
,,113.3528,B1_31,0.014
,,113.35736,B1_24,0.025
,,113.35744,B1_14,0.018
,,113.3644,B1_43,0.014
,,113.3656,B1_24,0.016
,,113.3668,B1_14,0.019
,,113.36704,B1_31,0.014
,,113.36992,B1_24,0.017
,,113.37312,B1_24,0.026
,,113.37512,B1_31,0.031
,,113.37728,B1_14,0.013
,,113.37776,B1_23,0.009
,,113.3792,B1_31,0.015
,,113.3808,B1_24,0.021
,,113.38088,B1_32,0.015
,,113.3832,B1_24,0.014
,,113.38384,B1_11,0.016
,,113.38456,B1_22,0.009
,,113.38496,B1_32,0.017
,,113.38544,B1_42,0.014
,,113.43432,B2_33,0.015
,,113.60568,B3_13,0.015
,,113.626,B3_22,0.013
,,113.6484,B1_14,0.018
,,113.674,B3_22,0.015
,,113.85944,B1_11,0.031
,,114.04832,B3_13,0.016
,,114.08616,B1_31,0.014
,,114.14536,B2_33,0.016
,,114.15,B3_21,0.015
,,114.25032,B3_13,0.016
,,114.2564,B3_41,0.01
,,114.2572,B3_32,0.018
,,114.51592,B3_13,0.015
,,114.56144,B3_14,0.017
,,114.598,B1_43,0.011
,,114.61208,B3_41,0.011
,,114.61288,B3_32,0.014
,,114.64872,B3_13,0.017
,,114.78912,B1_14,0.019
,,114.83392,B3_13,0.016
,,114.95384,B3_13,0.014
,,115.13016,B1_43,0.013
,,115.14792,B3_13,0.014
,,115.1532,B3_14,0.017
,,115.1592,B3_43,0.016
,,115.16176,B3_21,0.019
,,115.17168,B3_21,0.013
,,115.20784,B3_43,0.021
,,115.25536,B3_13,0.014
,,115.42728,B3_13,0.015
,,115.506,B3_13,0.014
,,115.56576,B3_14,0.017
,,115.63656,B3_13,0.013
,,115.76368,B3_13,0.017
,,115.78312,B3_21,0.015
,,115.79656,B3_41,0.011
,,115.79728,B3_32,0.016
,,115.91648,B3_13,0.015
,,116.00992,B3_13,0.018
,,116.0252,B1_11,0.023
,,116.10328,B1_13,0.014
,,116.11784,B3_13,0.017
,,116.12984,B3_11,0.014
,,116.15096,B3_11,0.013
,,116.17176,B3_11,0.013
,,116.17512,B3_13,0.014
,,116.2084,B3_11,0.016
,,116.22832,B3_11,0.014
,,116.24368,B3_13,0.016
,,116.32536,B1_31,0.016
,,116.38552,B1_43,0.01
,,116.38592,B3_13,0.018
,,116.49816,B3_13,0.016
,,116.5228,B3_13,0.012
,,116.56696,B3_13,0.014
,,116.63696,B3_13,0.015
,,116.66824,B3_13,0.015
,,116.8072,B3_13,0.019
,,116.86864,B3_21,0.013
,,116.9356,B1_43,0.012
,,116.99408,B3_32,0.021
,,117.0684,B3_21,0.015
,,117.08312,B2_13,0.025
,,117.16448,B1_11,0.016
,,117.25824,B1_11,0.027
,,117.37792,B3_21,0.016
,,117.68728,B3_41,0.011
,,118.01192,B3_21,0.013
,,118.442,B3_21,0.017
,,118.50832,B3_41,0.013
,,118.50912,B3_32,0.018
,,118.70936,B1_31,0.014
,,118.76744,B1_14,0.015
,,118.77296,B3_14,0.019
,,118.83696,B3_21,0.015
,,119.11776,B3_21,0.017
,,119.18224,B1_43,0.011
,,119.49352,B1_11,0.028
,,119.78768,B3_24,0.018
,,120.2276,B3_21,0.013
,,120.2376,B3_11,0.014
,,120.2916,B3_11,0.015
,,120.30744,B3_11,0.015
,,120.33984,B3_42,0.017
,,120.41912,B3_41,0.012
,,120.4776,B3_21,0.016
,,120.5784,B3_11,0.018
,,120.67448,B3_21,0.016
,,120.75024,B3_11,0.015
,,120.82112,B3_21,0.015
,,120.8808,B1_11,0.023
,,120.88376,B3_44,0.019
,,120.89152,B3_12,0.014
,,121.02448,B3_21,0.016
,,121.08016,B3_24,0.018
,,121.14864,B1_11,0.026
,,121.24544,B3_21,0.016
,,121.43752,B1_13,0.016
,,121.46608,B3_34,0.015
,,121.53144,B3_31,0.017
,,121.63448,B1_11,0.021
,,121.65416,B3_13,0.016
,,121.68224,B3_13,0.016
,,121.72704,B1_11,0.012
,,121.778,B3_21,0.015
,,121.87704,B3_24,0.019
,,122.1508,B2_13,0.026
,,122.2196,B3_21,0.014
,,122.28816,B3_14,0.019
,,122.33128,B3_14,0.016
,,122.40496,B3_14,0.022
,,122.46448,B3_14,0.018
,,122.5144,B3_14,0.02
,,122.55088,B3_21,0.013
,,122.64944,B3_14,0.016
,,122.6848,B3_13,0.016
,,122.7216,B1_43,0.012
,,122.76592,B3_14,0.021
,,122.89816,B3_14,0.018
,,123.00144,B3_14,0.018
,,123.00592,B1_31,0.024
,,123.00832,B1_31,0.014
,,123.0104,B1_22,0.011
,,123.01208,B1_32,0.014
,,123.02144,B1_31,0.035
,,123.03184,B1_24,0.018
,,123.12656,B3_12,0.023
,,123.14808,B3_13,0.013
,,123.204,B3_13,0.013
,,123.26104,B3_13,0.014
,,123.36096,B3_13,0.013
