Investigator,ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,106.43408,A5_31,0.022,,,,,,,,,,,,,,,,,,,,
,,106.4344,A5_14,0.026,,,,,,,,,,,,,,,,,,,,
,,106.43472,A5_24,0.042,,,,,,,,,,,,,,,,,,,,
,,106.43528,A5_13,0.019,,,,,,,,,,,,,,,,,,,,
,,106.438,A5_12,0.02,,,,,,,,,,,,,,,,,,,,
,,106.44008,A5_14,0.021,,,,,,,,,,,,,,,,,,,,
,,106.44184,A5_12,0.023,,,,,,,,,,,,,,,,,,,,
,,106.4496,A5_14,0.019,,,,,,,,,,,,,,,,,,,,
,,106.45392,A5_21,0.013,,,,,,,,,,,,,,,,,,,,
,,106.45472,A5_11,0.026,,,,,,,,,,,,,,,,,,,,
,,106.45512,A5_12,0.028,,,,,,,,,,,,,,,,,,,,
,,106.46104,A5_43,0.056,,,,,,,,,,,,,,,,,,,,
,,106.4616,A5_12,0.02,,,,,,,,,,,,,,,,,,,,
,,106.46944,A5_24,0.026,,,,,,,,,,,,,,,,,,,,
,,106.47128,A5_44,0.022,,,,,,,,,,,,,,,,,,,,
,,106.47248,A5_21,0.011,,,,,,,,,,,,,,,,,,,,
,,106.47624,A5_14,0.016,,,,,,,,,,,,,,,,,,,,
,,106.4764,A5_11,0.022,,,,,,,,,,,,,,,,,,,,
,,106.48016,A5_21,0.011,,,,,,,,,,,,,,,,,,,,
,,106.48344,A5_13,0.038,,,,,,,,,,,,,,,,,,,,
,,106.48416,A5_14,0.021,,,,,,,,,,,,,,,,,,,,
,,106.48728,A5_14,0.043,,,,,,,,,,,,,,,,,,,,
,,106.49512,A5_31,0.025,,,,,,,,,,,,,,,,,,,,
,,106.49848,A5_14,0.015,,,,,,,,,,,,,,,,,,,,
,,106.4996,A5_11,0.02,,,,,,,,,,,,,,,,,,,,
,,106.50656,A5_43,0.057,,,,,,,,,,,,,,,,,,,,
,,106.50792,A5_11,0.019,,,,,,,,,,,,,,,,,,,,
,,106.50936,A5_34,0.013,,,,,,,,,,,,,,,,,,,,
,,106.51392,A5_14,0.021,,,,,,,,,,,,,,,,,,,,
,,106.51624,A5_41,0.01,,,,,,,,,,,,,,,,,,,,
,,106.518,A5_13,0.02,,,,,,,,,,,,,,,,,,,,
,,106.51904,A5_14,0.017,,,,,,,,,,,,,,,,,,,,
,,106.52552,A5_21,0.012,,,,,,,,,,,,,,,,,,,,
,,106.52776,A1_31,0.023,,,,,,,,,,,,,,,,,,,,
,,106.54096,A5_21,0.025,,,,,,,,,,,,,,,,,,,,
,,106.54112,A5_11,0.02,,,,,,,,,,,,,,,,,,,,
,,106.5456,C2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,106.55384,A5_21,0.012,,,,,,,,,,,,,,,,,,,,
,,106.55688,A5_13,0.034,,,,,,,,,,,,,,,,,,,,
,,106.55712,A5_11,0.022,,,,,,,,,,,,,,,,,,,,
,,106.5576,A5_12,0.017,,,,,,,,,,,,,,,,,,,,
,,106.56608,A5_44,0.019,,,,,,,,,,,,,,,,,,,,
,,106.56912,A5_14,0.039,,,,,,,,,,,,,,,,,,,,
,,106.57176,A5_31,0.023,,,,,,,,,,,,,,,,,,,,
,,106.57688,A5_43,0.015,,,,,,,,,,,,,,,,,,,,
,,106.57872,A5_14,0.069,,,,,,,,,,,,,,,,,,,,
,,106.57984,A5_13,0.015,,,,,,,,,,,,,,,,,,,,
,,106.59224,A5_44,0.027,,,,,,,,,,,,,,,,,,,,
,,106.59568,A5_11,0.027,,,,,,,,,,,,,,,,,,,,
,,106.59824,A5_13,0.026,,,,,,,,,,,,,,,,,,,,
,,106.59928,A5_44,0.016,,,,,,,,,,,,,,,,,,,,
,,106.59992,A5_24,0.018,,,,,,,,,,,,,,,,,,,,
,,106.6028,A5_14,0.019,,,,,,,,,,,,,,,,,,,,
,,106.6036,A5_11,0.016,,,,,,,,,,,,,,,,,,,,
,,106.604,A5_43,0.025,,,,,,,,,,,,,,,,,,,,
,,106.60584,A5_11,0.026,,,,,,,,,,,,,,,,,,,,
,,106.61264,A5_34,0.044,,,,,,,,,,,,,,,,,,,,
,,106.6168,A5_14,0.065,,,,,,,,,,,,,,,,,,,,
,,106.62616,A5_21,0.021,,,,,,,,,,,,,,,,,,,,
,,106.63384,A5_31,0.024,,,,,,,,,,,,,,,,,,,,
,,106.63672,A5_14,0.063,,,,,,,,,,,,,,,,,,,,
,,106.64032,A5_11,0.023,,,,,,,,,,,,,,,,,,,,
,,106.64056,A5_21,0.017,,,,,,,,,,,,,,,,,,,,
,,106.64368,A5_24,0.025,,,,,,,,,,,,,,,,,,,,
,,106.64744,A5_14,0.022,,,,,,,,,,,,,,,,,,,,
,,106.65008,A5_13,0.035,,,,,,,,,,,,,,,,,,,,
,,106.6508,A5_14,0.025,,,,,,,,,,,,,,,,,,,,
,,106.6584,A5_31,0.013,,,,,,,,,,,,,,,,,,,,
,,106.66016,A5_14,0.017,,,,,,,,,,,,,,,,,,,,
,,106.66432,A5_43,0.021,,,,,,,,,,,,,,,,,,,,
,,106.68336,A5_14,0.018,,,,,,,,,,,,,,,,,,,,
,,106.68376,A5_21,0.016,,,,,,,,,,,,,,,,,,,,
,,106.68408,A5_31,0.027,,,,,,,,,,,,,,,,,,,,
,,106.69032,A5_11,0.019,,,,,,,,,,,,,,,,,,,,
,,106.69048,A5_14,0.054,,,,,,,,,,,,,,,,,,,,
,,106.69128,C1_24,0.021,,,,,,,,,,,,,,,,,,,,
,,106.69168,A5_13,0.017,,,,,,,,,,,,,,,,,,,,
,,106.7036,A5_24,0.015,,,,,,,,,,,,,,,,,,,,
,,106.73032,A5_21,0.013,,,,,,,,,,,,,,,,,,,,
,,106.73336,A5_13,0.03,,,,,,,,,,,,,,,,,,,,
,,106.73408,A5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,106.74672,A5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,106.76272,A5_21,0.016,,,,,,,,,,,,,,,,,,,,
,,106.77744,A5_44,0.017,,,,,,,,,,,,,,,,,,,,
,,106.78064,A5_14,0.044,,,,,,,,,,,,,,,,,,,,
,,106.79944,A5_34,0.015,,,,,,,,,,,,,,,,,,,,
,,106.80464,A5_21,0.015,,,,,,,,,,,,,,,,,,,,
,,106.80608,A5_11,0.023,,,,,,,,,,,,,,,,,,,,
,,106.81048,A5_11,0.023,,,,,,,,,,,,,,,,,,,,
,,106.81408,A5_13,0.02,,,,,,,,,,,,,,,,,,,,
,,106.81832,A5_13,0.034,,,,,,,,,,,,,,,,,,,,
,,106.81904,A5_14,0.023,,,,,,,,,,,,,,,,,,,,
,,106.81928,A5_31,0.03,,,,,,,,,,,,,,,,,,,,
,,106.83232,A5_12,0.015,,,,,,,,,,,,,,,,,,,,
,,106.83472,A5_14,0.026,,,,,,,,,,,,,,,,,,,,
,,106.83664,A5_43,0.055,,,,,,,,,,,,,,,,,,,,
,,106.84952,A5_21,0.017,,,,,,,,,,,,,,,,,,,,
,,106.85656,A5_24,0.038,,,,,,,,,,,,,,,,,,,,
,,106.85728,A5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,106.8656,A1_31,0.026,,,,,,,,,,,,,,,,,,,,
,,106.86904,A5_12,0.023,,,,,,,,,,,,,,,,,,,,
,,106.87944,A5_24,0.013,,,,,,,,,,,,,,,,,,,,
,,106.88008,A5_44,0.018,,,,,,,,,,,,,,,,,,,,
,,106.88104,A5_13,0.021,,,,,,,,,,,,,,,,,,,,
,,106.8864,A5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,106.89072,A5_21,0.023,,,,,,,,,,,,,,,,,,,,
,,106.90736,A5_44,0.017,,,,,,,,,,,,,,,,,,,,
,,106.90848,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,106.90904,A5_24,0.044,,,,,,,,,,,,,,,,,,,,
,,106.91048,A5_13,0.019,,,,,,,,,,,,,,,,,,,,
,,106.9108,A1_33,0.015,,,,,,,,,,,,,,,,,,,,
,,106.91104,A5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,106.91688,A5_44,0.012,,,,,,,,,,,,,,,,,,,,
,,106.9192,B6_23,0.019,,,,,,,,,,,,,,,,,,,,
,,106.9204,A5_11,0.02,,,,,,,,,,,,,,,,,,,,
,,106.92072,A5_13,0.037,,,,,,,,,,,,,,,,,,,,
,,106.92288,A5_11,0.018,,,,,,,,,,,,,,,,,,,,
,,106.92424,A5_14,0.055,,,,,,,,,,,,,,,,,,,,
,,106.93448,A5_12,0.024,,,,,,,,,,,,,,,,,,,,
,,106.93512,A5_31,0.021,,,,,,,,,,,,,,,,,,,,
,,106.98264,A5_41,0.008,,,,,,,,,,,,,,,,,,,,
,,106.9836,A5_44,0.017,,,,,,,,,,,,,,,,,,,,
,,106.99024,A5_31,0.021,,,,,,,,,,,,,,,,,,,,
,,107.02496,A5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,107.02512,A5_12,0.022,,,,,,,,,,,,,,,,,,,,
,,107.02896,A5_13,0.033,,,,,,,,,,,,,,,,,,,,
,,107.02944,A5_14,0.016,,,,,,,,,,,,,,,,,,,,
,,107.05976,B3_44,0.017,,,,,,,,,,,,,,,,,,,,
,,107.0692,A5_14,0.043,,,,,,,,,,,,,,,,,,,,
,,107.10392,A5_13,0.036,,,,,,,,,,,,,,,,,,,,
,,107.10464,A5_14,0.017,,,,,,,,,,,,,,,,,,,,
,,107.1352,A5_31,0.028,,,,,,,,,,,,,,,,,,,,
,,107.13832,A1_31,0.016,,,,,,,,,,,,,,,,,,,,
,,107.13928,C1_33,0.022,,,,,,,,,,,,,,,,,,,,
,,107.17128,A5_13,0.023,,,,,,,,,,,,,,,,,,,,
,,107.17344,A5_43,0.019,,,,,,,,,,,,,,,,,,,,
,,107.1816,A5_31,0.024,,,,,,,,,,,,,,,,,,,,
,,107.1852,A5_34,0.014,,,,,,,,,,,,,,,,,,,,
,,107.21496,A5_13,0.038,,,,,,,,,,,,,,,,,,,,
,,107.21552,A5_14,0.021,,,,,,,,,,,,,,,,,,,,
,,107.22032,A5_11,0.021,,,,,,,,,,,,,,,,,,,,
,,107.24032,A5_11,0.022,,,,,,,,,,,,,,,,,,,,
,,107.24688,A1_31,0.023,,,,,,,,,,,,,,,,,,,,
,,107.2524,A5_14,0.04,,,,,,,,,,,,,,,,,,,,
,,107.2548,C2_33,0.023,,,,,,,,,,,,,,,,,,,,
,,107.31272,A5_44,0.02,,,,,,,,,,,,,,,,,,,,
,,107.31952,A5_13,0.039,,,,,,,,,,,,,,,,,,,,
,,107.3204,A5_14,0.019,,,,,,,,,,,,,,,,,,,,
,,107.3252,A5_24,0.015,,,,,,,,,,,,,,,,,,,,
,,107.3252,A5_13,0.021,,,,,,,,,,,,,,,,,,,,
,,107.32728,A5_21,0.016,,,,,,,,,,,,,,,,,,,,
,,107.3396,A5_44,0.015,,,,,,,,,,,,,,,,,,,,
,,107.35968,A5_14,0.018,,,,,,,,,,,,,,,,,,,,
,,107.36128,A5_31,0.024,,,,,,,,,,,,,,,,,,,,
,,107.3696,A5_43,0.055,,,,,,,,,,,,,,,,,,,,
,,107.39592,B2_44,0.02,,,,,,,,,,,,,,,,,,,,
,,107.41072,B6_14,0.015,,,,,,,,,,,,,,,,,,,,
,,107.42384,A5_14,0.045,,,,,,,,,,,,,,,,,,,,
,,107.42504,C1_33,0.025,,,,,,,,,,,,,,,,,,,,
,,107.43328,A5_44,0.016,,,,,,,,,,,,,,,,,,,,
,,107.44016,A5_13,0.035,,,,,,,,,,,,,,,,,,,,
,,107.44064,A5_14,0.023,,,,,,,,,,,,,,,,,,,,
,,107.51056,A5_31,0.024,,,,,,,,,,,,,,,,,,,,
,,107.52624,A5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,107.53624,C2_33,0.015,,,,,,,,,,,,,,,,,,,,
,,107.53688,A1_31,0.019,,,,,,,,,,,,,,,,,,,,
,,107.53824,A5_13,0.04,,,,,,,,,,,,,,,,,,,,
,,107.55536,B5_12,0.016,,,,,,,,,,,,,,,,,,,,
,,107.55776,C1_24,0.019,,,,,,,,,,,,,,,,,,,,
,,107.62152,A2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,107.64536,A5_13,0.033,,,,,,,,,,,,,,,,,,,,
,,107.64584,A5_14,0.024,,,,,,,,,,,,,,,,,,,,
,,107.67504,A5_14,0.045,,,,,,,,,,,,,,,,,,,,
,,107.67704,A5_13,0.024,,,,,,,,,,,,,,,,,,,,
,,107.6784,A5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,107.6788,A5_14,0.03,,,,,,,,,,,,,,,,,,,,
,,107.68584,A5_31,0.022,,,,,,,,,,,,,,,,,,,,
,,107.69552,C3_22,0.016,,,,,,,,,,,,,,,,,,,,
,,107.71744,A5_43,0.014,,,,,,,,,,,,,,,,,,,,
,,107.73328,A5_13,0.036,,,,,,,,,,,,,,,,,,,,
,,107.74272,A5_13,0.023,,,,,,,,,,,,,,,,,,,,
,,107.7888,A5_34,0.012,,,,,,,,,,,,,,,,,,,,
,,107.792,A5_43,0.055,,,,,,,,,,,,,,,,,,,,
,,107.79968,A5_34,0.01,,,,,,,,,,,,,,,,,,,,
,,107.84568,A5_13,0.036,,,,,,,,,,,,,,,,,,,,
,,107.8468,A5_14,0.044,,,,,,,,,,,,,,,,,,,,
,,107.85224,B1_13,0.016,,,,,,,,,,,,,,,,,,,,
,,107.85344,B1_21,0.012,,,,,,,,,,,,,,,,,,,,
,,107.85904,A5_44,0.02,,,,,,,,,,,,,,,,,,,,
,,107.86104,A5_13,0.021,,,,,,,,,,,,,,,,,,,,
,,107.86144,A5_24,0.016,,,,,,,,,,,,,,,,,,,,
,,107.87272,A5_14,0.067,,,,,,,,,,,,,,,,,,,,
,,107.87472,A5_31,0.021,,,,,,,,,,,,,,,,,,,,
,,107.87584,A5_44,0.017,,,,,,,,,,,,,,,,,,,,
,,107.88048,A5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,107.882,A5_14,0.043,,,,,,,,,,,,,,,,,,,,
,,107.8848,A5_24,0.017,,,,,,,,,,,,,,,,,,,,
,,107.88552,A5_11,0.025,,,,,,,,,,,,,,,,,,,,
,,107.89464,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,107.90352,A5_31,0.027,,,,,,,,,,,,,,,,,,,,
,,107.90584,A5_34,0.04,,,,,,,,,,,,,,,,,,,,
,,107.90624,A5_14,0.024,,,,,,,,,,,,,,,,,,,,
,,107.9064,A5_44,0.014,,,,,,,,,,,,,,,,,,,,
,,107.90688,A5_21,0.023,,,,,,,,,,,,,,,,,,,,
,,107.91712,A5_24,0.039,,,,,,,,,,,,,,,,,,,,
,,107.92136,A5_11,0.025,,,,,,,,,,,,,,,,,,,,
,,107.92512,A5_14,0.046,,,,,,,,,,,,,,,,,,,,
,,107.92904,A5_44,0.033,,,,,,,,,,,,,,,,,,,,
,,107.9332,A5_11,0.026,,,,,,,,,,,,,,,,,,,,
,,107.93472,A5_13,0.04,,,,,,,,,,,,,,,,,,,,
,,107.93584,A5_14,0.018,,,,,,,,,,,,,,,,,,,,
,,107.93768,A5_31,0.014,,,,,,,,,,,,,,,,,,,,
,,107.93776,A5_44,0.019,,,,,,,,,,,,,,,,,,,,
,,107.93808,A5_24,0.017,,,,,,,,,,,,,,,,,,,,
,,107.93808,A5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,107.94392,A5_31,0.026,,,,,,,,,,,,,,,,,,,,
,,107.94608,A5_34,0.011,,,,,,,,,,,,,,,,,,,,
,,107.94776,A5_21,0.013,,,,,,,,,,,,,,,,,,,,
,,107.95288,A5_34,0.042,,,,,,,,,,,,,,,,,,,,
,,107.95392,A5_11,0.03,,,,,,,,,,,,,,,,,,,,
,,107.95944,A5_34,0.012,,,,,,,,,,,,,,,,,,,,
,,107.9652,A5_44,0.017,,,,,,,,,,,,,,,,,,,,
,,107.96592,A5_14,0.037,,,,,,,,,,,,,,,,,,,,
,,107.96848,A5_31,0.026,,,,,,,,,,,,,,,,,,,,
,,107.97208,A5_21,0.016,,,,,,,,,,,,,,,,,,,,
,,107.97792,A5_31,0.013,,,,,,,,,,,,,,,,,,,,
,,107.97864,A5_14,0.071,,,,,,,,,,,,,,,,,,,,
,,107.98384,A5_24,0.035,,,,,,,,,,,,,,,,,,,,
,,107.98504,A5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,107.98712,A5_13,0.037,,,,,,,,,,,,,,,,,,,,
,,107.98904,A5_44,0.016,,,,,,,,,,,,,,,,,,,,
,,107.99256,A5_31,0.026,,,,,,,,,,,,,,,,,,,,
,,107.9936,A5_14,0.025,,,,,,,,,,,,,,,,,,,,
,,107.994,A5_24,0.042,,,,,,,,,,,,,,,,,,,,
,,108.00392,A5_31,0.023,,,,,,,,,,,,,,,,,,,,
,,108.00624,A5_11,0.029,,,,,,,,,,,,,,,,,,,,
,,108.01224,A5_44,0.023,,,,,,,,,,,,,,,,,,,,
,,108.02176,A5_14,0.027,,,,,,,,,,,,,,,,,,,,
,,108.02488,A5_24,0.035,,,,,,,,,,,,,,,,,,,,
,,108.02648,A5_34,0.012,,,,,,,,,,,,,,,,,,,,
,,108.02664,A5_14,0.041,,,,,,,,,,,,,,,,,,,,
,,108.04008,A5_44,0.02,,,,,,,,,,,,,,,,,,,,
,,108.0428,A5_21,0.019,,,,,,,,,,,,,,,,,,,,
,,108.07456,A1_31,0.025,,,,,,,,,,,,,,,,,,,,
,,108.07584,A5_31,0.024,,,,,,,,,,,,,,,,,,,,
,,108.09008,A5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,108.1004,A5_13,0.041,,,,,,,,,,,,,,,,,,,,
,,108.13792,A5_31,0.026,,,,,,,,,,,,,,,,,,,,
,,108.156,A5_14,0.045,,,,,,,,,,,,,,,,,,,,
,,108.21864,A5_13,0.039,,,,,,,,,,,,,,,,,,,,
,,108.2984,A1_31,0.018,,,,,,,,,,,,,,,,,,,,
,,108.32544,A5_13,0.034,,,,,,,,,,,,,,,,,,,,
,,108.36304,A5_31,0.022,,,,,,,,,,,,,,,,,,,,
,,108.37608,A5_14,0.043,,,,,,,,,,,,,,,,,,,,
,,108.41632,C2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,108.43616,A5_13,0.037,,,,,,,,,,,,,,,,,,,,
,,108.52336,A1_31,0.017,,,,,,,,,,,,,,,,,,,,
,,108.52776,C1_33,0.028,,,,,,,,,,,,,,,,,,,,
,,108.53712,A5_41,0.009,,,,,,,,,,,,,,,,,,,,
,,108.55288,A5_13,0.032,,,,,,,,,,,,,,,,,,,,
,,108.55344,A5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,108.6044,A1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,108.64344,A5_31,0.025,,,,,,,,,,,,,,,,,,,,
,,108.68016,A5_13,0.038,,,,,,,,,,,,,,,,,,,,
,,108.71888,C2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,108.74856,B6_23,0.02,,,,,,,,,,,,,,,,,,,,
,,108.78312,C1_33,0.021,,,,,,,,,,,,,,,,,,,,
,,108.80864,A5_13,0.036,,,,,,,,,,,,,,,,,,,,
,,108.8092,A5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,108.82112,A2_32,0.023,,,,,,,,,,,,,,,,,,,,
,,108.82744,A1_31,0.02,,,,,,,,,,,,,,,,,,,,
,,108.84912,C1_33,0.02,,,,,,,,,,,,,,,,,,,,
,,108.94344,A5_13,0.036,,,,,,,,,,,,,,,,,,,,
,,108.94408,A5_14,0.022,,,,,,,,,,,,,,,,,,,,
,,109.03768,C2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,109.04624,C1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,109.056,B6_23,0.019,,,,,,,,,,,,,,,,,,,,
,,109.07688,A5_13,0.039,,,,,,,,,,,,,,,,,,,,
,,109.22944,A5_13,0.037,,,,,,,,,,,,,,,,,,,,
,,109.23656,A1_31,0.024,,,,,,,,,,,,,,,,,,,,
,,109.25088,C1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,109.32648,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,109.36704,A5_13,0.037,,,,,,,,,,,,,,,,,,,,
,,109.39248,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,109.44288,B5_12,0.015,,,,,,,,,,,,,,,,,,,,
,,109.46688,A1_31,0.021,,,,,,,,,,,,,,,,,,,,
,,109.5212,A5_13,0.038,,,,,,,,,,,,,,,,,,,,
,,109.55384,B4_13,0.014,,,,,,,,,,,,,,,,,,,,
,,109.6188,A3_14,0.018,,,,,,,,,,,,,,,,,,,,
,,109.63464,C1_33,0.015,,,,,,,,,,,,,,,,,,,,
,,109.64912,B5_12,0.018,,,,,,,,,,,,,,,,,,,,
,,109.67344,A5_13,0.037,,,,,,,,,,,,,,,,,,,,
,,109.7452,B4_13,0.015,,,,,,,,,,,,,,,,,,,,
,,109.82168,C2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,109.82776,A5_13,0.039,,,,,,,,,,,,,,,,,,,,
,,109.98032,A1_31,0.022,,,,,,,,,,,,,,,,,,,,
,,109.9812,A5_13,0.036,,,,,,,,,,,,,,,,,,,,
,,109.988,C1_33,0.032,,,,,,,,,,,,,,,,,,,,
,,110.14216,A5_13,0.036,,,,,,,,,,,,,,,,,,,,
,,110.14296,A5_14,0.021,,,,,,,,,,,,,,,,,,,,
,,110.15088,B6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,110.15512,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,110.25728,A1_31,0.025,,,,,,,,,,,,,,,,,,,,
,,110.30776,A5_13,0.038,,,,,,,,,,,,,,,,,,,,
,,110.30832,A5_14,0.019,,,,,,,,,,,,,,,,,,,,
,,110.40896,B4_13,0.027,,,,,,,,,,,,,,,,,,,,
,,110.474,A5_13,0.037,,,,,,,,,,,,,,,,,,,,
,,110.47472,A5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,110.47744,A1_31,0.025,,,,,,,,,,,,,,,,,,,,
,,110.63832,A5_13,0.038,,,,,,,,,,,,,,,,,,,,
,,110.65152,C2_33,0.025,,,,,,,,,,,,,,,,,,,,
,,110.71952,C1_23,0.016,,,,,,,,,,,,,,,,,,,,
,,110.76608,A2_33,0.021,,,,,,,,,,,,,,,,,,,,
,,110.79712,A1_31,0.023,,,,,,,,,,,,,,,,,,,,
,,110.79752,A5_13,0.037,,,,,,,,,,,,,,,,,,,,
,,110.8436,A1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,110.91024,C1_33,0.032,,,,,,,,,,,,,,,,,,,,
,,110.93248,B6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,110.94192,A1_31,0.013,,,,,,,,,,,,,,,,,,,,
,,110.96976,A5_13,0.04,,,,,,,,,,,,,,,,,,,,
,,110.97144,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,111.09224,A1_31,0.026,,,,,,,,,,,,,,,,,,,,
,,111.14328,A5_13,0.039,,,,,,,,,,,,,,,,,,,,
,,111.14384,A5_14,0.024,,,,,,,,,,,,,,,,,,,,
,,111.31016,A5_13,0.032,,,,,,,,,,,,,,,,,,,,
,,111.32992,C1_33,0.03,,,,,,,,,,,,,,,,,,,,
,,111.37664,C2_33,0.014,,,,,,,,,,,,,,,,,,,,
,,111.41744,C2_33,0.022,,,,,,,,,,,,,,,,,,,,
,,111.47664,A5_13,0.036,,,,,,,,,,,,,,,,,,,,
,,111.4772,A5_14,0.018,,,,,,,,,,,,,,,,,,,,
,,111.48648,C1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,111.52312,B1_42,0.014,,,,,,,,,,,,,,,,,,,,
,,111.54384,A1_31,0.025,,,,,,,,,,,,,,,,,,,,
,,111.62152,C2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,111.6396,A1_31,0.016,,,,,,,,,,,,,,,,,,,,
,,111.64312,A5_13,0.035,,,,,,,,,,,,,,,,,,,,
,,111.64368,A5_14,0.018,,,,,,,,,,,,,,,,,,,,
,,111.72504,C2_33,0.014,,,,,,,,,,,,,,,,,,,,
,,111.80592,C1_24,0.025,,,,,,,,,,,,,,,,,,,,
,,111.8072,A5_13,0.037,,,,,,,,,,,,,,,,,,,,
,,111.808,A5_14,0.022,,,,,,,,,,,,,,,,,,,,
,,111.83184,A1_31,0.02,,,,,,,,,,,,,,,,,,,,
,,111.98224,A5_13,0.036,,,,,,,,,,,,,,,,,,,,
,,112.07424,C2_33,0.021,,,,,,,,,,,,,,,,,,,,
,,112.09856,B6_23,0.022,,,,,,,,,,,,,,,,,,,,
,,112.12296,A1_31,0.026,,,,,,,,,,,,,,,,,,,,
,,112.14744,A5_13,0.038,,,,,,,,,,,,,,,,,,,,
,,112.18656,A1_31,0.017,,,,,,,,,,,,,,,,,,,,
,,112.3308,A5_13,0.035,,,,,,,,,,,,,,,,,,,,
,,112.3316,A5_14,0.016,,,,,,,,,,,,,,,,,,,,
,,112.33192,B1_22,0.015,,,,,,,,,,,,,,,,,,,,
,,112.36424,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,112.38808,A1_31,0.02,,,,,,,,,,,,,,,,,,,,
,,112.418,C1_33,0.025,,,,,,,,,,,,,,,,,,,,
,,112.50584,A5_13,0.037,,,,,,,,,,,,,,,,,,,,
,,112.50656,A5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,112.54424,A1_31,0.014,,,,,,,,,,,,,,,,,,,,
,,112.54864,C1_33,0.032,,,,,,,,,,,,,,,,,,,,
,,112.58344,B1_22,0.012,,,,,,,,,,,,,,,,,,,,
,,112.6532,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,112.66152,C2_33,0.015,,,,,,,,,,,,,,,,,,,,
,,112.68144,A5_13,0.035,,,,,,,,,,,,,,,,,,,,
,,112.68216,A5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,112.85184,A5_13,0.036,,,,,,,,,,,,,,,,,,,,
,,112.85264,A5_14,0.018,,,,,,,,,,,,,,,,,,,,
,,112.9132,B6_23,0.02,,,,,,,,,,,,,,,,,,,,
,,113.01328,B6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,113.03688,A5_13,0.035,,,,,,,,,,,,,,,,,,,,
,,113.0376,A5_14,0.019,,,,,,,,,,,,,,,,,,,,
,,113.13,A1_31,0.022,,,,,,,,,,,,,,,,,,,,
,,113.13008,C1_24,0.018,,,,,,,,,,,,,,,,,,,,
,,113.14432,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,113.14848,A2_33,0.022,,,,,,,,,,,,,,,,,,,,
,,113.15512,C2_33,0.013,,,,,,,,,,,,,,,,,,,,
,,113.19272,B1_22,0.012,,,,,,,,,,,,,,,,,,,,
,,113.2168,A5_13,0.039,,,,,,,,,,,,,,,,,,,,
,,113.36296,A1_31,0.022,,,,,,,,,,,,,,,,,,,,
,,113.40192,A5_13,0.039,,,,,,,,,,,,,,,,,,,,
,,113.40264,A5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,113.46504,B1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,113.57936,A5_13,0.036,,,,,,,,,,,,,,,,,,,,
,,113.58008,A5_14,0.018,,,,,,,,,,,,,,,,,,,,
,,113.63736,C2_33,0.021,,,,,,,,,,,,,,,,,,,,
,,113.75328,A5_13,0.037,,,,,,,,,,,,,,,,,,,,
,,113.754,A5_14,0.02,,,,,,,,,,,,,,,,,,,,
,,113.84416,C1_42,0.015,,,,,,,,,,,,,,,,,,,,
,,113.90224,A1_31,0.026,,,,,,,,,,,,,,,,,,,,
