Investigator,ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,511.92648,A1_31,0.02,,,,,,,,,,,,,,,,,,,,
,,511.92792,A6_44,0.021,,,,,,,,,,,,,,,,,,,,
,,511.92896,A6_33,0.019,,,,,,,,,,,,,,,,,,,,
,,511.92976,A6_21,0.046,,,,,,,,,,,,,,,,,,,,
,,511.92984,A6_12,0.024,,,,,,,,,,,,,,,,,,,,
,,511.92992,A6_11,0.018,,,,,,,,,,,,,,,,,,,,
,,511.93032,A6_44,0.022,,,,,,,,,,,,,,,,,,,,
,,511.93048,A6_34,0.021,,,,,,,,,,,,,,,,,,,,
,,511.93104,A6_43,0.024,,,,,,,,,,,,,,,,,,,,
,,511.9312,A6_24,0.015,,,,,,,,,,,,,,,,,,,,
,,511.9344,A6_43,0.021,,,,,,,,,,,,,,,,,,,,
,,511.93448,A6_42,0.028,,,,,,,,,,,,,,,,,,,,
,,511.93464,A6_11,0.021,,,,,,,,,,,,,,,,,,,,
,,511.93552,A6_33,0.023,,,,,,,,,,,,,,,,,,,,
,,511.93712,A6_11,0.017,,,,,,,,,,,,,,,,,,,,
,,511.93736,A6_12,0.025,,,,,,,,,,,,,,,,,,,,
,,511.9392,A6_44,0.027,,,,,,,,,,,,,,,,,,,,
,,511.9404,A6_14,0.027,,,,,,,,,,,,,,,,,,,,
,,511.9408,A6_43,0.022,,,,,,,,,,,,,,,,,,,,
,,511.94296,A6_31,0.026,,,,,,,,,,,,,,,,,,,,
,,511.9432,A6_21,0.044,,,,,,,,,,,,,,,,,,,,
,,511.94384,A6_11,0.076,,,,,,,,,,,,,,,,,,,,
,,511.94576,A6_13,0.015,,,,,,,,,,,,,,,,,,,,
,,511.94584,A6_43,0.024,,,,,,,,,,,,,,,,,,,,
,,511.9468,A6_44,0.026,,,,,,,,,,,,,,,,,,,,
,,511.94856,A6_33,0.016,,,,,,,,,,,,,,,,,,,,
,,511.9488,A6_12,0.031,,,,,,,,,,,,,,,,,,,,
,,511.95008,A6_31,0.025,,,,,,,,,,,,,,,,,,,,
,,511.95032,A6_11,0.078,,,,,,,,,,,,,,,,,,,,
,,511.95104,A6_43,0.018,,,,,,,,,,,,,,,,,,,,
,,511.95104,A6_24,0.02,,,,,,,,,,,,,,,,,,,,
,,511.95168,A6_13,0.014,,,,,,,,,,,,,,,,,,,,
,,511.95232,A6_33,0.016,,,,,,,,,,,,,,,,,,,,
,,511.95344,A6_43,0.03,,,,,,,,,,,,,,,,,,,,
,,511.9536,A6_21,0.024,,,,,,,,,,,,,,,,,,,,
,,511.95392,A6_22,0.028,,,,,,,,,,,,,,,,,,,,
,,511.95416,A6_11,0.074,,,,,,,,,,,,,,,,,,,,
,,511.95504,A6_34,0.024,,,,,,,,,,,,,,,,,,,,
,,511.95568,A6_12,0.017,,,,,,,,,,,,,,,,,,,,
,,511.95632,A6_32,0.028,,,,,,,,,,,,,,,,,,,,
,,511.9568,A6_11,0.017,,,,,,,,,,,,,,,,,,,,
,,511.95776,A6_44,0.041,,,,,,,,,,,,,,,,,,,,
,,511.95784,A6_21,0.029,,,,,,,,,,,,,,,,,,,,
,,511.95816,A6_31,0.026,,,,,,,,,,,,,,,,,,,,
,,511.95832,A6_42,0.03,,,,,,,,,,,,,,,,,,,,
,,511.96032,A6_11,0.022,,,,,,,,,,,,,,,,,,,,
,,511.96112,A6_14,0.021,,,,,,,,,,,,,,,,,,,,
,,511.9612,A6_44,0.022,,,,,,,,,,,,,,,,,,,,
,,511.96208,A6_21,0.044,,,,,,,,,,,,,,,,,,,,
,,511.96224,A6_43,0.026,,,,,,,,,,,,,,,,,,,,
,,511.96232,A6_34,0.025,,,,,,,,,,,,,,,,,,,,
,,511.96272,A6_32,0.023,,,,,,,,,,,,,,,,,,,,
,,511.96328,A6_12,0.046,,,,,,,,,,,,,,,,,,,,
,,511.96336,A6_23,0.022,,,,,,,,,,,,,,,,,,,,
,,511.96464,A6_22,0.026,,,,,,,,,,,,,,,,,,,,
,,511.9656,A6_12,0.028,,,,,,,,,,,,,,,,,,,,
,,511.96584,A6_33,0.016,,,,,,,,,,,,,,,,,,,,
,,511.96616,A6_31,0.022,,,,,,,,,,,,,,,,,,,,
,,511.96632,A6_42,0.029,,,,,,,,,,,,,,,,,,,,
,,511.96656,A6_11,0.023,,,,,,,,,,,,,,,,,,,,
,,511.9672,A6_23,0.03,,,,,,,,,,,,,,,,,,,,
,,511.96744,A6_14,0.023,,,,,,,,,,,,,,,,,,,,
,,511.96776,A6_22,0.019,,,,,,,,,,,,,,,,,,,,
,,511.96912,A6_24,0.013,,,,,,,,,,,,,,,,,,,,
,,511.9692,A6_33,0.022,,,,,,,,,,,,,,,,,,,,
,,511.9692,A6_12,0.022,,,,,,,,,,,,,,,,,,,,
,,511.96952,A6_31,0.03,,,,,,,,,,,,,,,,,,,,
,,511.96952,A6_21,0.034,,,,,,,,,,,,,,,,,,,,
,,511.96976,A6_34,0.025,,,,,,,,,,,,,,,,,,,,
,,511.96984,A6_32,0.025,,,,,,,,,,,,,,,,,,,,
,,511.97184,A6_12,0.03,,,,,,,,,,,,,,,,,,,,
,,511.97208,A6_43,0.032,,,,,,,,,,,,,,,,,,,,
,,511.97216,A6_44,0.025,,,,,,,,,,,,,,,,,,,,
,,511.97288,A6_11,0.085,,,,,,,,,,,,,,,,,,,,
,,511.97304,A6_23,0.027,,,,,,,,,,,,,,,,,,,,
,,511.97424,A6_12,0.045,,,,,,,,,,,,,,,,,,,,
,,511.9744,A6_34,0.029,,,,,,,,,,,,,,,,,,,,
,,511.97448,A6_22,0.032,,,,,,,,,,,,,,,,,,,,
,,511.97488,A6_21,0.026,,,,,,,,,,,,,,,,,,,,
,,511.97488,A6_13,0.026,,,,,,,,,,,,,,,,,,,,
,,511.97528,A6_11,0.035,,,,,,,,,,,,,,,,,,,,
,,511.976,A6_44,0.028,,,,,,,,,,,,,,,,,,,,
,,511.97648,A6_43,0.028,,,,,,,,,,,,,,,,,,,,
,,511.97672,A6_24,0.021,,,,,,,,,,,,,,,,,,,,
,,511.9768,A6_12,0.018,,,,,,,,,,,,,,,,,,,,
,,511.97696,A6_33,0.014,,,,,,,,,,,,,,,,,,,,
,,511.97792,A6_34,0.025,,,,,,,,,,,,,,,,,,,,
,,511.9792,A6_11,0.021,,,,,,,,,,,,,,,,,,,,
,,511.97936,A6_43,0.012,,,,,,,,,,,,,,,,,,,,
,,511.97952,A6_44,0.03,,,,,,,,,,,,,,,,,,,,
,,511.9796,A6_24,0.017,,,,,,,,,,,,,,,,,,,,
,,511.97976,A6_12,0.022,,,,,,,,,,,,,,,,,,,,
,,511.98064,A6_21,0.045,,,,,,,,,,,,,,,,,,,,
,,511.9808,A6_32,0.02,,,,,,,,,,,,,,,,,,,,
,,511.98152,A6_11,0.137,,,,,,,,,,,,,,,,,,,,
,,511.9816,A6_23,0.023,,,,,,,,,,,,,,,,,,,,
,,511.98168,A6_33,0.019,,,,,,,,,,,,,,,,,,,,
,,511.98192,A6_44,0.018,,,,,,,,,,,,,,,,,,,,
,,511.98232,A6_31,0.033,,,,,,,,,,,,,,,,,,,,
,,511.98232,A6_22,0.026,,,,,,,,,,,,,,,,,,,,
,,511.9824,A6_12,0.025,,,,,,,,,,,,,,,,,,,,
,,511.98376,A6_43,0.026,,,,,,,,,,,,,,,,,,,,
,,511.984,A6_11,0.009,,,,,,,,,,,,,,,,,,,,
,,511.98456,A6_34,0.028,,,,,,,,,,,,,,,,,,,,
,,511.9848,A6_12,0.016,,,,,,,,,,,,,,,,,,,,
,,511.98512,A6_31,0.027,,,,,,,,,,,,,,,,,,,,
,,511.98512,A6_13,0.021,,,,,,,,,,,,,,,,,,,,
,,511.98552,A6_22,0.02,,,,,,,,,,,,,,,,,,,,
,,511.98576,A6_21,0.089,,,,,,,,,,,,,,,,,,,,
,,511.986,A6_43,0.02,,,,,,,,,,,,,,,,,,,,
,,511.98608,A6_32,0.029,,,,,,,,,,,,,,,,,,,,
,,511.98616,A6_44,0.035,,,,,,,,,,,,,,,,,,,,
,,511.98728,A6_33,0.017,,,,,,,,,,,,,,,,,,,,
,,511.98736,A6_13,0.017,,,,,,,,,,,,,,,,,,,,
,,511.98744,A6_31,0.024,,,,,,,,,,,,,,,,,,,,
,,511.9876,A6_24,0.022,,,,,,,,,,,,,,,,,,,,
,,511.98832,A6_11,0.018,,,,,,,,,,,,,,,,,,,,
,,511.98848,A6_44,0.053,,,,,,,,,,,,,,,,,,,,
,,511.98912,A6_22,0.017,,,,,,,,,,,,,,,,,,,,
,,511.98952,A6_23,0.028,,,,,,,,,,,,,,,,,,,,
,,511.9896,A6_33,0.011,,,,,,,,,,,,,,,,,,,,
,,511.99016,A6_21,0.05,,,,,,,,,,,,,,,,,,,,
,,511.99128,A6_12,0.029,,,,,,,,,,,,,,,,,,,,
,,511.99216,A6_44,0.028,,,,,,,,,,,,,,,,,,,,
,,511.99232,A6_43,0.017,,,,,,,,,,,,,,,,,,,,
,,511.99264,A6_31,0.023,,,,,,,,,,,,,,,,,,,,
,,511.99288,A6_21,0.043,,,,,,,,,,,,,,,,,,,,
,,511.99328,A6_11,0.08,,,,,,,,,,,,,,,,,,,,
,,511.9936,A6_23,0.022,,,,,,,,,,,,,,,,,,,,
,,511.99536,A6_34,0.025,,,,,,,,,,,,,,,,,,,,
,,511.99576,A6_21,0.065,,,,,,,,,,,,,,,,,,,,
,,511.99576,A6_12,0.031,,,,,,,,,,,,,,,,,,,,
,,511.99616,A6_23,0.025,,,,,,,,,,,,,,,,,,,,
,,511.9964,A6_24,0.017,,,,,,,,,,,,,,,,,,,,
,,511.9968,A6_13,0.012,,,,,,,,,,,,,,,,,,,,
,,511.99712,A6_42,0.041,,,,,,,,,,,,,,,,,,,,
,,511.99752,A6_44,0.031,,,,,,,,,,,,,,,,,,,,
,,511.9984,A6_11,0.026,,,,,,,,,,,,,,,,,,,,
,,511.99856,A6_23,0.025,,,,,,,,,,,,,,,,,,,,
,,511.99888,A6_43,0.028,,,,,,,,,,,,,,,,,,,,
,,511.99936,A6_12,0.02,,,,,,,,,,,,,,,,,,,,
,,511.99976,A6_22,0.024,,,,,,,,,,,,,,,,,,,,
,,512,A6_13,0.025,,,,,,,,,,,,,,,,,,,,
,,512.00112,A6_31,0.021,,,,,,,,,,,,,,,,,,,,
,,512.00256,A6_44,0.027,,,,,,,,,,,,,,,,,,,,
,,512.00256,A6_12,0.022,,,,,,,,,,,,,,,,,,,,
,,512.00288,A6_21,0.045,,,,,,,,,,,,,,,,,,,,
,,512.00296,A6_23,0.022,,,,,,,,,,,,,,,,,,,,
,,512.0032,A6_32,0.023,,,,,,,,,,,,,,,,,,,,
,,512.00352,A6_14,0.027,,,,,,,,,,,,,,,,,,,,
,,512.00488,A6_11,0.043,,,,,,,,,,,,,,,,,,,,
,,512.00496,A6_12,0.018,,,,,,,,,,,,,,,,,,,,
,,512.00504,A6_44,0.048,,,,,,,,,,,,,,,,,,,,
,,512.0052,A6_34,0.028,,,,,,,,,,,,,,,,,,,,
,,512.00552,A6_23,0.035,,,,,,,,,,,,,,,,,,,,
,,512.0056,A6_13,0.029,,,,,,,,,,,,,,,,,,,,
,,512.006,A6_43,0.025,,,,,,,,,,,,,,,,,,,,
,,512.0064,A6_14,0.027,,,,,,,,,,,,,,,,,,,,
,,512.00664,A6_21,0.028,,,,,,,,,,,,,,,,,,,,
,,512.00672,A6_22,0.032,,,,,,,,,,,,,,,,,,,,
,,512.0072,A6_12,0.041,,,,,,,,,,,,,,,,,,,,
,,512.00744,A6_44,0.039,,,,,,,,,,,,,,,,,,,,
,,512.0076,A6_32,0.023,,,,,,,,,,,,,,,,,,,,
,,512.00768,A6_31,0.035,,,,,,,,,,,,,,,,,,,,
,,512.00784,A6_33,0.02,,,,,,,,,,,,,,,,,,,,
,,512.00816,A6_42,0.032,,,,,,,,,,,,,,,,,,,,
,,512.00872,A6_43,0.023,,,,,,,,,,,,,,,,,,,,
,,512.00888,A6_11,0.025,,,,,,,,,,,,,,,,,,,,
,,512.00952,A6_24,0.023,,,,,,,,,,,,,,,,,,,,
,,512.01008,A6_32,0.023,,,,,,,,,,,,,,,,,,,,
,,512.01024,A6_12,0.02,,,,,,,,,,,,,,,,,,,,
,,512.01032,A6_21,0.084,,,,,,,,,,,,,,,,,,,,
,,512.01056,A6_34,0.026,,,,,,,,,,,,,,,,,,,,
,,512.01112,A6_11,0.072,,,,,,,,,,,,,,,,,,,,
,,512.01128,A6_31,0.026,,,,,,,,,,,,,,,,,,,,
,,512.01136,A6_43,0.043,,,,,,,,,,,,,,,,,,,,
,,512.01168,A6_33,0.018,,,,,,,,,,,,,,,,,,,,
,,512.01176,A6_44,0.025,,,,,,,,,,,,,,,,,,,,
,,512.01208,A6_23,0.026,,,,,,,,,,,,,,,,,,,,
,,512.01328,A6_12,0.022,,,,,,,,,,,,,,,,,,,,
,,512.01368,A6_11,0.045,,,,,,,,,,,,,,,,,,,,
,,512.01392,A6_42,0.03,,,,,,,,,,,,,,,,,,,,
,,512.01448,A6_33,0.018,,,,,,,,,,,,,,,,,,,,
,,512.01456,A6_24,0.017,,,,,,,,,,,,,,,,,,,,
,,512.01536,A6_43,0.024,,,,,,,,,,,,,,,,,,,,
,,512.01536,A6_22,0.022,,,,,,,,,,,,,,,,,,,,
,,512.01568,A6_44,0.039,,,,,,,,,,,,,,,,,,,,
,,512.01584,A6_31,0.021,,,,,,,,,,,,,,,,,,,,
,,512.016,A6_13,0.025,,,,,,,,,,,,,,,,,,,,
,,512.016,A6_12,0.016,,,,,,,,,,,,,,,,,,,,
,,512.01664,A6_32,0.022,,,,,,,,,,,,,,,,,,,,
,,512.01672,A6_34,0.04,,,,,,,,,,,,,,,,,,,,
,,512.0172,A6_21,0.026,,,,,,,,,,,,,,,,,,,,
,,512.01816,A6_11,0.021,,,,,,,,,,,,,,,,,,,,
,,512.01824,A6_44,0.044,,,,,,,,,,,,,,,,,,,,
,,512.0184,A6_42,0.035,,,,,,,,,,,,,,,,,,,,
,,512.01856,A6_33,0.015,,,,,,,,,,,,,,,,,,,,
,,512.0188,A6_43,0.02,,,,,,,,,,,,,,,,,,,,
,,512.01968,A6_31,0.045,,,,,,,,,,,,,,,,,,,,
,,512.01968,A6_21,0.028,,,,,,,,,,,,,,,,,,,,
,,512.02112,A6_12,0.019,,,,,,,,,,,,,,,,,,,,
,,512.02128,A6_43,0.033,,,,,,,,,,,,,,,,,,,,
,,512.02128,A1_31,0.02,,,,,,,,,,,,,,,,,,,,
,,512.02152,A6_32,0.027,,,,,,,,,,,,,,,,,,,,
,,512.02152,A6_11,0.131,,,,,,,,,,,,,,,,,,,,
,,512.02184,A6_44,0.024,,,,,,,,,,,,,,,,,,,,
,,512.022,A6_33,0.026,,,,,,,,,,,,,,,,,,,,
,,512.02216,A6_23,0.025,,,,,,,,,,,,,,,,,,,,
,,512.02224,A6_13,0.016,,,,,,,,,,,,,,,,,,,,
,,512.02304,A6_24,0.015,,,,,,,,,,,,,,,,,,,,
,,512.0232,A6_31,0.025,,,,,,,,,,,,,,,,,,,,
,,512.02352,A6_43,0.024,,,,,,,,,,,,,,,,,,,,
,,512.0236,A6_14,0.027,,,,,,,,,,,,,,,,,,,,
,,512.024,A6_12,0.047,,,,,,,,,,,,,,,,,,,,
,,512.02416,A6_11,0.02,,,,,,,,,,,,,,,,,,,,
,,512.02464,A6_44,0.026,,,,,,,,,,,,,,,,,,,,
,,512.02504,A6_22,0.024,,,,,,,,,,,,,,,,,,,,
,,512.02576,A6_34,0.034,,,,,,,,,,,,,,,,,,,,
,,512.02616,A6_33,0.013,,,,,,,,,,,,,,,,,,,,
,,512.02632,A6_21,0.027,,,,,,,,,,,,,,,,,,,,
,,512.0264,A6_12,0.034,,,,,,,,,,,,,,,,,,,,
,,512.02664,A6_23,0.02,,,,,,,,,,,,,,,,,,,,
,,512.02696,A6_32,0.028,,,,,,,,,,,,,,,,,,,,
,,512.02736,A6_31,0.031,,,,,,,,,,,,,,,,,,,,
,,512.0276,A6_43,0.023,,,,,,,,,,,,,,,,,,,,
,,512.02856,A6_21,0.035,,,,,,,,,,,,,,,,,,,,
,,512.02864,A6_34,0.04,,,,,,,,,,,,,,,,,,,,
,,512.02872,A6_44,0.039,,,,,,,,,,,,,,,,,,,,
,,512.02904,A6_13,0.022,,,,,,,,,,,,,,,,,,,,
,,512.0292,A6_24,0.023,,,,,,,,,,,,,,,,,,,,
,,512.02968,A6_32,0.028,,,,,,,,,,,,,,,,,,,,
,,512.02976,A6_12,0.027,,,,,,,,,,,,,,,,,,,,
,,512.03,A6_31,0.025,,,,,,,,,,,,,,,,,,,,
,,512.03008,A6_33,0.023,,,,,,,,,,,,,,,,,,,,
,,512.03088,A6_34,0.023,,,,,,,,,,,,,,,,,,,,
,,512.03088,A6_11,0.048,,,,,,,,,,,,,,,,,,,,
,,512.032,A6_13,0.016,,,,,,,,,,,,,,,,,,,,
,,512.03216,A6_12,0.062,,,,,,,,,,,,,,,,,,,,
,,512.03224,A6_32,0.026,,,,,,,,,,,,,,,,,,,,
,,512.03224,A6_23,0.041,,,,,,,,,,,,,,,,,,,,
,,512.03288,A6_42,0.029,,,,,,,,,,,,,,,,,,,,
,,512.03296,A6_33,0.013,,,,,,,,,,,,,,,,,,,,
,,512.03328,A6_21,0.036,,,,,,,,,,,,,,,,,,,,
,,512.03344,A6_44,0.047,,,,,,,,,,,,,,,,,,,,
,,512.03376,A6_43,0.018,,,,,,,,,,,,,,,,,,,,
,,512.03376,A6_31,0.026,,,,,,,,,,,,,,,,,,,,
,,512.03472,A6_11,0.016,,,,,,,,,,,,,,,,,,,,
,,512.03496,A6_12,0.025,,,,,,,,,,,,,,,,,,,,
,,512.03512,A6_14,0.03,,,,,,,,,,,,,,,,,,,,
,,512.03528,A6_33,0.021,,,,,,,,,,,,,,,,,,,,
,,512.036,A6_43,0.022,,,,,,,,,,,,,,,,,,,,
,,512.036,A6_42,0.035,,,,,,,,,,,,,,,,,,,,
,,512.03632,A6_31,0.024,,,,,,,,,,,,,,,,,,,,
,,512.03768,A6_32,0.024,,,,,,,,,,,,,,,,,,,,
,,512.03776,A6_23,0.027,,,,,,,,,,,,,,,,,,,,
,,512.03792,A6_34,0.033,,,,,,,,,,,,,,,,,,,,
,,512.03792,A6_11,0.035,,,,,,,,,,,,,,,,,,,,
,,512.03808,A6_13,0.021,,,,,,,,,,,,,,,,,,,,
,,512.03848,A6_24,0.015,,,,,,,,,,,,,,,,,,,,
,,512.03904,A6_42,0.033,,,,,,,,,,,,,,,,,,,,
,,512.03912,A6_43,0.027,,,,,,,,,,,,,,,,,,,,
,,512.03912,A6_31,0.033,,,,,,,,,,,,,,,,,,,,
,,512.03952,A6_33,0.014,,,,,,,,,,,,,,,,,,,,
,,512.03984,A6_44,0.046,,,,,,,,,,,,,,,,,,,,
,,512.04104,A6_12,0.031,,,,,,,,,,,,,,,,,,,,
,,512.0416,A6_23,0.028,,,,,,,,,,,,,,,,,,,,
,,512.04208,A6_34,0.03,,,,,,,,,,,,,,,,,,,,
,,512.04208,A6_21,0.025,,,,,,,,,,,,,,,,,,,,
,,512.04224,A6_44,0.033,,,,,,,,,,,,,,,,,,,,
,,512.04256,A6_13,0.018,,,,,,,,,,,,,,,,,,,,
,,512.04416,A6_33,0.02,,,,,,,,,,,,,,,,,,,,
,,512.04456,A6_32,0.027,,,,,,,,,,,,,,,,,,,,
,,512.04488,A6_21,0.045,,,,,,,,,,,,,,,,,,,,
,,512.04584,A6_43,0.026,,,,,,,,,,,,,,,,,,,,
,,512.04648,A6_33,0.015,,,,,,,,,,,,,,,,,,,,
,,512.04672,A6_34,0.024,,,,,,,,,,,,,,,,,,,,
,,512.04736,A6_12,0.025,,,,,,,,,,,,,,,,,,,,
,,512.04744,A6_11,0.033,,,,,,,,,,,,,,,,,,,,
,,512.04752,A6_32,0.03,,,,,,,,,,,,,,,,,,,,
,,512.0476,A6_44,0.051,,,,,,,,,,,,,,,,,,,,
,,512.04776,A6_23,0.022,,,,,,,,,,,,,,,,,,,,
,,512.04808,A6_13,0.018,,,,,,,,,,,,,,,,,,,,
,,512.04816,A6_14,0.034,,,,,,,,,,,,,,,,,,,,
,,512.04968,A6_43,0.04,,,,,,,,,,,,,,,,,,,,
,,512.05,A6_33,0.025,,,,,,,,,,,,,,,,,,,,
,,512.05,A6_23,0.024,,,,,,,,,,,,,,,,,,,,
,,512.05032,A6_11,0.04,,,,,,,,,,,,,,,,,,,,
,,512.05056,A6_14,0.027,,,,,,,,,,,,,,,,,,,,
,,512.05096,A6_21,0.05,,,,,,,,,,,,,,,,,,,,
,,512.05112,A6_34,0.039,,,,,,,,,,,,,,,,,,,,
,,512.0516,A6_44,0.038,,,,,,,,,,,,,,,,,,,,
,,512.05224,A6_32,0.025,,,,,,,,,,,,,,,,,,,,
,,512.05248,A6_42,0.025,,,,,,,,,,,,,,,,,,,,
,,512.05296,A6_22,0.03,,,,,,,,,,,,,,,,,,,,
,,512.05304,A6_11,0.018,,,,,,,,,,,,,,,,,,,,
,,512.05328,A6_21,0.026,,,,,,,,,,,,,,,,,,,,
,,512.05328,A6_12,0.036,,,,,,,,,,,,,,,,,,,,
,,512.05336,A6_24,0.016,,,,,,,,,,,,,,,,,,,,
,,512.05408,A6_33,0.02,,,,,,,,,,,,,,,,,,,,
,,512.05416,A6_34,0.03,,,,,,,,,,,,,,,,,,,,
,,512.0552,A6_44,0.03,,,,,,,,,,,,,,,,,,,,
,,512.05552,A6_43,0.022,,,,,,,,,,,,,,,,,,,,
,,512.05672,A6_34,0.032,,,,,,,,,,,,,,,,,,,,
,,512.05752,A6_31,0.026,,,,,,,,,,,,,,,,,,,,
,,512.05824,A6_24,0.017,,,,,,,,,,,,,,,,,,,,
,,512.05864,A6_33,0.014,,,,,,,,,,,,,,,,,,,,
,,512.0596,A6_44,0.035,,,,,,,,,,,,,,,,,,,,
,,512.05968,A6_43,0.021,,,,,,,,,,,,,,,,,,,,
,,512.05992,A6_23,0.026,,,,,,,,,,,,,,,,,,,,
,,512.06128,A6_34,0.034,,,,,,,,,,,,,,,,,,,,
,,512.06136,A6_42,0.032,,,,,,,,,,,,,,,,,,,,
,,512.06136,A6_12,0.019,,,,,,,,,,,,,,,,,,,,
,,512.0624,A6_31,0.037,,,,,,,,,,,,,,,,,,,,
,,512.0624,A6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,512.06256,A6_33,0.039,,,,,,,,,,,,,,,,,,,,
,,512.06272,A6_11,0.025,,,,,,,,,,,,,,,,,,,,
,,512.0628,A6_24,0.02,,,,,,,,,,,,,,,,,,,,
,,512.0628,A6_21,0.102,,,,,,,,,,,,,,,,,,,,
,,512.06288,A6_44,0.036,,,,,,,,,,,,,,,,,,,,
,,512.06288,A6_43,0.028,,,,,,,,,,,,,,,,,,,,
,,512.06296,A6_14,0.027,,,,,,,,,,,,,,,,,,,,
,,512.06352,A6_34,0.01,,,,,,,,,,,,,,,,,,,,
,,512.064,A6_22,0.025,,,,,,,,,,,,,,,,,,,,
,,512.06448,A6_32,0.021,,,,,,,,,,,,,,,,,,,,
,,512.06464,A6_12,0.035,,,,,,,,,,,,,,,,,,,,
,,512.06584,A6_33,0.021,,,,,,,,,,,,,,,,,,,,
,,512.0664,A6_34,0.028,,,,,,,,,,,,,,,,,,,,
,,512.06688,A6_44,0.036,,,,,,,,,,,,,,,,,,,,
,,512.06712,A6_11,0.021,,,,,,,,,,,,,,,,,,,,
,,512.0676,A6_43,0.019,,,,,,,,,,,,,,,,,,,,
,,512.0676,A6_24,0.019,,,,,,,,,,,,,,,,,,,,
,,512.06768,A6_23,0.029,,,,,,,,,,,,,,,,,,,,
,,512.06776,A6_12,0.026,,,,,,,,,,,,,,,,,,,,
,,512.06784,A6_32,0.02,,,,,,,,,,,,,,,,,,,,
,,512.06856,A6_33,0.009,,,,,,,,,,,,,,,,,,,,
,,512.06872,A6_21,0.041,,,,,,,,,,,,,,,,,,,,
,,512.06928,A6_44,0.036,,,,,,,,,,,,,,,,,,,,
,,512.0696,A6_34,0.031,,,,,,,,,,,,,,,,,,,,
,,512.0708,A6_32,0.038,,,,,,,,,,,,,,,,,,,,
,,512.0716,A6_33,0.022,,,,,,,,,,,,,,,,,,,,
,,512.07192,A6_12,0.026,,,,,,,,,,,,,,,,,,,,
,,512.07208,A6_34,0.021,,,,,,,,,,,,,,,,,,,,
,,512.07216,A6_44,0.032,,,,,,,,,,,,,,,,,,,,
,,512.07256,A6_21,0.035,,,,,,,,,,,,,,,,,,,,
,,512.07368,A6_43,0.023,,,,,,,,,,,,,,,,,,,,
,,512.07392,A6_11,0.019,,,,,,,,,,,,,,,,,,,,
,,512.07544,A6_23,0.026,,,,,,,,,,,,,,,,,,,,
,,512.07544,A6_21,0.046,,,,,,,,,,,,,,,,,,,,
,,512.07616,A6_43,0.026,,,,,,,,,,,,,,,,,,,,
,,512.0764,A6_44,0.035,,,,,,,,,,,,,,,,,,,,
,,512.0764,A6_12,0.025,,,,,,,,,,,,,,,,,,,,
,,512.07792,A6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,512.07816,A6_31,0.024,,,,,,,,,,,,,,,,,,,,
,,512.07832,A6_13,0.015,,,,,,,,,,,,,,,,,,,,
,,512.07872,A6_14,0.032,,,,,,,,,,,,,,,,,,,,
,,512.07944,A6_43,0.027,,,,,,,,,,,,,,,,,,,,
,,512.07984,A6_44,0.019,,,,,,,,,,,,,,,,,,,,
,,512.08088,A6_11,0.047,,,,,,,,,,,,,,,,,,,,
,,512.08104,A6_12,0.017,,,,,,,,,,,,,,,,,,,,
,,512.08128,A6_34,0.043,,,,,,,,,,,,,,,,,,,,
,,512.08176,A6_23,0.018,,,,,,,,,,,,,,,,,,,,
,,512.08192,A6_22,0.023,,,,,,,,,,,,,,,,,,,,
,,512.08248,A6_24,0.018,,,,,,,,,,,,,,,,,,,,
,,512.08328,A6_44,0.029,,,,,,,,,,,,,,,,,,,,
,,512.08336,A6_31,0.026,,,,,,,,,,,,,,,,,,,,
,,512.08344,A6_14,0.03,,,,,,,,,,,,,,,,,,,,
,,512.08352,A6_12,0.017,,,,,,,,,,,,,,,,,,,,
,,512.08416,A6_11,0.03,,,,,,,,,,,,,,,,,,,,
,,512.08464,A6_34,0.025,,,,,,,,,,,,,,,,,,,,
,,512.08472,A6_43,0.012,,,,,,,,,,,,,,,,,,,,
,,512.0852,A6_23,0.025,,,,,,,,,,,,,,,,,,,,
,,512.08544,A6_32,0.016,,,,,,,,,,,,,,,,,,,,
,,512.08568,A6_42,0.028,,,,,,,,,,,,,,,,,,,,
,,512.086,A6_33,0.013,,,,,,,,,,,,,,,,,,,,
,,512.08648,A6_44,0.02,,,,,,,,,,,,,,,,,,,,
,,512.08704,A6_43,0.015,,,,,,,,,,,,,,,,,,,,
,,512.08848,A6_31,0.025,,,,,,,,,,,,,,,,,,,,
,,512.08848,A6_22,0.021,,,,,,,,,,,,,,,,,,,,
,,512.08944,A6_44,0.034,,,,,,,,,,,,,,,,,,,,
,,512.09176,A6_34,0.036,,,,,,,,,,,,,,,,,,,,
,,512.09288,A6_11,0.07,,,,,,,,,,,,,,,,,,,,
,,512.09352,A6_24,0.016,,,,,,,,,,,,,,,,,,,,
,,512.0936,A6_23,0.024,,,,,,,,,,,,,,,,,,,,
,,512.09576,A6_44,0.041,,,,,,,,,,,,,,,,,,,,
,,512.09672,A6_43,0.021,,,,,,,,,,,,,,,,,,,,
,,512.09688,A6_22,0.019,,,,,,,,,,,,,,,,,,,,
,,512.09728,A6_34,0.031,,,,,,,,,,,,,,,,,,,,
,,512.09784,A6_12,0.03,,,,,,,,,,,,,,,,,,,,
